,puma,Total_geo,Total_geo_m,Total_geo_f,Total_FT_mf_t,Total_FT_m,Total_FT_f,Total_PT_mf_t,Total_PT_m,Total_PT_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_FT_mf_t,BABS_FT_m,BABS_FT_f,BABS_PT_mf_t,BABS_PT_m,BABS_PT_f,Total_HS,Total_HS_m,Total_HS_f,HS_FT_mf_t,HS_FT_m,HS_FT_f,HS_PT_mf_t,HS_PT_m,HS_PT_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_FT_mf_t,HSINC_FT_m,HSINC_FT_f,HSINC_PT_mf_t,HSINC_PT_m,HSINC_PT_f
22,Albany County (Outside Albany City) PUMA,73546,37636,35910,63135,34411,28724,10411,3225,7186,31132,16180,14952,27116,14804,12312,4016,1376,2640,40155,19506,20649,34092,17936,16156,6063,1570,4493,2259,1950,309,1927,1671,256,332,279,53
23,Monroe County (South) PUMA,62310,32420,29890,52373,29940,22433,9937,2480,7457,37369,18842,18527,32333,17570,14763,5036,1272,3764,23528,12609,10919,18987,11543,7444,4541,1066,3475,1413,969,444,1053,827,226,360,142,218
24,Jefferson & Lewis Counties PUMA,48823,26088,22735,40555,23945,16610,8268,2143,6125,11082,4876,6206,9955,4543,5412,1127,333,794,34643,18837,15806,28113,17337,10776,6530,1500,5030,3098,2375,723,2487,2065,422,611,310,301
25,"Chenango, Delaware & Broome (East) Counties PUMA",38109,19061,19048,29936,16453,13483,8173,2608,5565,8435,3088,5347,6701,2681,4020,1734,407,1327,27822,14846,12976,22004,12906,9098,5818,1940,3878,1852,1127,725,1231,866,365,621,261,360
26,Erie County (Central) PUMA,56591,27853,28738,47702,25242,22460,8889,2611,6278,16560,7243,9317,14312,6743,7569,2248,500,1748,38695,19732,18963,32419,17894,14525,6276,1838,4438,1336,878,458,971,605,366,365,273,92
27,St. Lawrence County PUMA,36766,18609,18157,29470,16114,13356,7296,2495,4801,10516,5594,4922,9573,5393,4180,943,201,742,24533,11755,12778,18614,9658,8956,5919,2097,3822,1717,1260,457,1283,1063,220,434,197,237
28,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",17052,8561,8491,13127,6825,6302,3925,1736,2189,14902,7421,7481,11127,5835,5292,3775,1586,2189,2150,1140,1010,2000,990,1010,150,150,0,0,0,0,0,0,0,0,0,0
29,Suffolk County (North Central)--Brookhaven Town (North) PUMA,36366,19460,16906,29201,18138,11063,7165,1322,5843,18706,9409,9297,16057,8802,7255,2649,607,2042,17156,9547,7609,12640,8832,3808,4516,715,3801,504,504,0,504,504,0,0,0,0
30,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,41846,23807,18039,34991,20947,14044,6855,2860,3995,28594,15477,13117,25412,13868,11544,3182,1609,1573,11655,7233,4422,8588,6376,2212,3067,857,2210,1597,1097,500,991,703,288,606,394,212
31,Cayuga & Onondaga (South) Counties PUMA,45028,23357,21671,37734,21588,16146,7294,1769,5525,14612,6246,8366,12669,5780,6889,1943,466,1477,28258,15759,12499,23519,14564,8955,4739,1195,3544,2158,1352,806,1546,1244,302,612,108,504
32,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,39142,21014,18128,30838,19007,11831,8304,2007,6297,18871,8716,10155,15605,8201,7404,3266,515,2751,20164,12191,7973,15233,10806,4427,4931,1385,3546,107,107,0,0,0,0,107,107,0
33,Fulton & Montgomery Counties PUMA,37221,19196,18025,30988,17086,13902,6233,2110,4123,7858,3164,4694,6999,2887,4112,859,277,582,25673,14004,11669,20926,12410,8516,4747,1594,3153,3690,2028,1662,3063,1789,1274,627,239,388
34,Onondaga County (Central)--Syracuse City (Outer) PUMA,62674,31121,31553,52384,28402,23982,10290,2719,7571,29079,14517,14562,24666,13510,11156,4413,1007,3406,32818,16064,16754,27171,14485,12686,5647,1579,4068,777,540,237,547,407,140,230,133,97
35,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,27049,13596,13453,22067,11794,10273,4982,1802,3180,11303,4628,6675,9256,4072,5184,2047,556,1491,14884,8391,6493,12229,7425,4804,2655,966,1689,862,577,285,582,297,285,280,280,0
36,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,34990,17354,17636,28904,15304,13600,6086,2050,4036,7260,3014,4246,5961,2727,3234,1299,287,1012,26176,13069,13107,22024,11788,10236,4152,1281,2871,1554,1271,283,919,789,130,635,482,153
37,Suffolk County (Central)--Brookhaven Town (Central) PUMA,34043,18235,15808,28277,16956,11321,5766,1279,4487,14805,7413,7392,12407,6759,5648,2398,654,1744,18533,10117,8416,15255,9582,5673,3278,535,2743,705,705,0,615,615,0,90,90,0
38,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",1938,1024,914,1833,1024,809,105,0,105,942,597,345,837,597,240,105,0,105,634,234,400,634,234,400,0,0,0,362,193,169,362,193,169,0,0,0
39,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,2357,1312,1045,2033,1162,871,324,150,174,802,449,353,802,449,353,0,0,0,980,288,692,738,220,518,242,68,174,575,575,0,493,493,0,82,82,0
40,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",44798,22522,22276,39227,20015,19212,5571,2507,3064,40338,19774,20564,35544,17912,17632,4794,1862,2932,4024,2560,1464,3247,1915,1332,777,645,132,436,188,248,436,188,248,0,0,0
41,Suffolk County (Central)--Islip Town (East) PUMA,36981,17783,19198,32303,16333,15970,4678,1450,3228,16978,7527,9451,14680,6615,8065,2298,912,1386,19590,9843,9747,17343,9438,7905,2247,405,1842,413,413,0,280,280,0,133,133,0
42,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",8189,4046,4143,6332,3060,3272,1857,986,871,6512,3216,3296,5634,2785,2849,878,431,447,1460,700,760,563,227,336,897,473,424,217,130,87,135,48,87,82,82,0
43,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",17244,9605,7639,14459,8486,5973,2785,1119,1666,8890,4473,4417,6856,3771,3085,2034,702,1332,8018,4905,3113,7428,4649,2779,590,256,334,336,227,109,175,66,109,161,161,0
44,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,6232,4298,1934,5532,4092,1440,700,206,494,4337,3166,1171,3900,2960,940,437,206,231,1067,620,447,804,620,184,263,0,263,828,512,316,828,512,316,0,0,0
45,Saratoga County (Outer) PUMA,49255,25650,23605,41543,23645,17898,7712,2005,5707,17823,8547,9276,15773,7953,7820,2050,594,1456,30454,16305,14149,24912,14894,10018,5542,1411,4131,978,798,180,858,798,60,120,0,120
46,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",2405,1107,1298,2173,1047,1126,232,60,172,1100,469,631,914,409,505,186,60,126,1305,638,667,1259,638,621,46,0,46,0,0,0,0,0,0,0,0,0
47,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",13511,7470,6041,10703,6876,3827,2808,594,2214,6721,3006,3715,5499,2845,2654,1222,161,1061,6455,4302,2153,5124,3951,1173,1331,351,980,335,162,173,80,80,0,255,82,173
48,Wayne & Seneca Counties PUMA,46976,24762,22214,39781,21943,17838,7195,2819,4376,11075,4890,6185,9240,4229,5011,1835,661,1174,33247,18018,15229,28769,16396,12373,4478,1622,2856,2654,1854,800,1772,1318,454,882,536,346
49,Schenectady County--Schenectady City PUMA,47551,24450,23101,40962,22423,18539,6589,2027,4562,20805,10166,10639,18528,10018,8510,2277,148,2129,25513,13579,11934,21488,11750,9738,4025,1829,2196,1233,705,528,946,655,291,287,50,237
50,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,20478,11072,9406,18219,9948,8271,2259,1124,1135,14055,6695,7360,12851,6246,6605,1204,449,755,6113,4325,1788,5110,3702,1408,1003,623,380,310,52,258,258,0,258,52,52,0
51,Nassau County (Northwest)--North Hempstead Town (North) PUMA,23850,13012,10838,20759,12531,8228,3091,481,2610,18586,9938,8648,15747,9625,6122,2839,313,2526,5106,2930,2176,4922,2830,2092,184,100,84,158,144,14,90,76,14,68,68,0
52,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,20260,11383,8877,16189,9880,6309,4071,1503,2568,8665,4378,4287,6545,3479,3066,2120,899,1221,11259,6820,4439,9459,6216,3243,1800,604,1196,336,185,151,185,185,0,151,0,151
53,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",52883,31232,21651,48074,28741,19333,4809,2491,2318,48254,28322,19932,44291,26282,18009,3963,2040,1923,4436,2854,1582,3590,2403,1187,846,451,395,193,56,137,193,56,137,0,0,0
54,Columbia & Greene Counties PUMA,37345,19525,17820,30437,17242,13195,6908,2283,4625,12850,5875,6975,10680,5508,5172,2170,367,1803,22984,12663,10321,18963,11134,7829,4021,1529,2492,1511,987,524,794,600,194,717,387,330
55,Rensselaer County--Troy City PUMA,61395,31932,29463,52697,28757,23940,8698,3175,5523,20951,9314,11637,17567,8405,9162,3384,909,2475,37710,20311,17399,32877,18392,14485,4833,1919,2914,2734,2307,427,2253,1960,293,481,347,134
56,Erie County (West Central)--Buffalo City (West) PUMA,25630,12615,13015,21696,11175,10521,3934,1440,2494,15547,7672,7875,13244,6771,6473,2303,901,1402,9334,4617,4717,7905,4078,3827,1429,539,890,749,326,423,547,326,221,202,0,202
57,Erie County (South) PUMA,73379,38100,35279,62688,35551,27137,10691,2549,8142,27580,12209,15371,24004,11279,12725,3576,930,2646,43516,24240,19276,36547,22695,13852,6969,1545,5424,2283,1651,632,2137,1577,560,146,74,72
58,Oneida County (Central)--Greater Utica & Rome Cities PUMA,44768,22597,22171,37943,20138,17805,6825,2459,4366,15038,7543,7495,12926,6597,6329,2112,946,1166,27569,13655,13914,23588,12410,11178,3981,1245,2736,2161,1399,762,1429,1131,298,732,268,464
59,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",25206,11627,13579,19655,9458,10197,5551,2169,3382,20918,9366,11552,16430,7773,8657,4488,1593,2895,4014,1987,2027,2951,1411,1540,1063,576,487,274,274,0,274,274,0,0,0,0
60,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,4875,2451,2424,4335,2083,2252,540,368,172,2367,810,1557,2195,810,1385,172,0,172,1957,1213,744,1589,845,744,368,368,0,551,428,123,551,428,123,0,0,0
61,NYC-Manhattan Community District 10--Central Harlem PUMA,10180,5161,5019,9217,4501,4716,963,660,303,9009,4361,4648,8217,3872,4345,792,489,303,911,540,371,740,369,371,171,171,0,260,260,0,260,260,0,0,0,0
62,Nassau County (West Central)--North Hempstead Town (South) PUMA,22627,11244,11383,19289,10331,8958,3338,913,2425,14842,7187,7655,13333,6921,6412,1509,266,1243,7545,3948,3597,5716,3301,2415,1829,647,1182,240,109,131,240,109,131,0,0,0
63,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,728,392,336,607,392,215,121,0,121,255,81,174,134,81,53,121,0,121,422,311,111,422,311,111,0,0,0,51,0,51,51,0,51,0,0,0
64,Albany County (East Central)--Albany City PUMA,22075,11171,10904,19505,10599,8906,2570,572,1998,12048,6023,6025,10909,5835,5074,1139,188,951,9487,4778,4709,8266,4604,3662,1221,174,1047,540,370,170,330,160,170,210,210,0
65,Nassau County (West Central)--Hempstead Town (West Central) PUMA,19367,9995,9372,15718,8976,6742,3649,1019,2630,10058,5224,4834,8387,4769,3618,1671,455,1216,8975,4674,4301,7234,4110,3124,1741,564,1177,334,97,237,97,97,0,237,0,237
66,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,36955,18632,18323,31979,17336,14643,4976,1296,3680,12066,4764,7302,10450,4376,6074,1616,388,1228,23628,12802,10826,20598,12224,8374,3030,578,2452,1261,1066,195,931,736,195,330,330,0
67,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",521,193,328,223,102,121,298,91,207,339,91,248,121,0,121,218,91,127,182,102,80,102,102,0,80,0,80,0,0,0,0,0,0,0,0,0
68,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",81,81,0,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,0,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0
69,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",9906,4548,5358,8631,4332,4299,1275,216,1059,7398,3841,3557,6580,3767,2813,818,74,744,2453,707,1746,1996,565,1431,457,142,315,55,0,55,55,0,55,0,0,0
70,Erie County (Northeast) PUMA,47221,24542,22679,39630,21707,17923,7591,2835,4756,21369,10005,11364,18967,9334,9633,2402,671,1731,24732,13536,11196,19543,11372,8171,5189,2164,3025,1120,1001,119,1120,1001,119,0,0,0
71,NYC-Manhattan Community District 11--East Harlem PUMA,6929,4074,2855,6421,4074,2347,508,0,508,5942,3570,2372,5723,3570,2153,219,0,219,911,428,483,622,428,194,289,0,289,76,76,0,76,76,0,0,0,0
72,Orange County (Southeast) PUMA,31508,17472,14036,25555,15798,9757,5953,1674,4279,14339,7330,7009,12527,6999,5528,1812,331,1481,15725,8926,6799,12244,8015,4229,3481,911,2570,1444,1216,228,784,784,0,660,432,228
73,Westchester County (Southeast) PUMA,23922,12967,10955,20250,11758,8492,3672,1209,2463,17330,9235,8095,15403,8545,6858,1927,690,1237,6240,3380,2860,4495,2861,1634,1745,519,1226,352,352,0,352,352,0,0,0,0
74,NYC-Queens Community District 1--Astoria & Long Island City PUMA,35024,19196,15828,30585,17101,13484,4439,2095,2344,26463,14404,12059,23664,13213,10451,2799,1191,1608,7995,4496,3499,6473,3592,2881,1522,904,618,566,296,270,448,296,152,118,0,118
75,Livingston & Wyoming Counties PUMA,37575,19141,18434,31866,17459,14407,5709,1682,4027,8538,3417,5121,7687,3014,4673,851,403,448,26246,14347,11899,22021,13090,8931,4225,1257,2968,2791,1377,1414,2158,1355,803,633,22,611
76,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,42203,20494,21709,33793,18651,15142,8410,1843,6567,14047,5833,8214,11505,5483,6022,2542,350,2192,27566,14350,13216,21943,12941,9002,5623,1409,4214,590,311,279,345,227,118,245,84,161
77,Westchester County (Southwest)--Yonkers City PUMA,22933,10763,12170,19446,9305,10141,3487,1458,2029,12282,4708,7574,11042,4449,6593,1240,259,981,10242,5903,4339,8076,4704,3372,2166,1199,967,409,152,257,328,152,176,81,0,81
78,Erie County (North Central) PUMA,39305,19406,19899,31504,17960,13544,7801,1446,6355,26203,13323,12880,21760,12318,9442,4443,1005,3438,12866,5998,6868,9525,5574,3951,3341,424,2917,236,85,151,219,68,151,17,17,0
79,Saratoga County (South & Central) PUMA,42597,22835,19762,35894,21824,14070,6703,1011,5692,21591,10349,11242,18103,9809,8294,3488,540,2948,19994,11995,7999,17201,11575,5626,2793,420,2373,1012,491,521,590,440,150,422,51,371
80,Suffolk County (South Central)--Brookhaven Town (South) PUMA,40926,19815,21111,32914,18154,14760,8012,1661,6351,13771,5483,8288,12085,5384,6701,1686,99,1587,25039,12932,12107,19897,11937,7960,5142,995,4147,2116,1400,716,932,833,99,1184,567,617
81,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",50208,24768,25440,42958,23048,19910,7250,1720,5530,19932,9949,9983,17506,9388,8118,2426,561,1865,29620,14217,15403,25019,13227,11792,4601,990,3611,656,602,54,433,433,0,223,169,54
82,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,45358,23274,22084,38253,21111,17142,7105,2163,4942,12092,5491,6601,10173,4503,5670,1919,988,931,30409,16045,14364,25663,15014,10649,4746,1031,3715,2857,1738,1119,2417,1594,823,440,144,296
83,Niagara County (North & East) PUMA,41540,21686,19854,34109,19551,14558,7431,2135,5296,12066,5285,6781,11055,5197,5858,1011,88,923,27446,15243,12203,21584,13328,8256,5862,1915,3947,2028,1158,870,1470,1026,444,558,132,426
84,Monroe County (Central)--Rochester City (East) PUMA,22195,12114,10081,17119,10062,7057,5076,2052,3024,10271,4948,5323,9085,4336,4749,1186,612,574,11093,6422,4671,7528,5307,2221,3565,1115,2450,831,744,87,506,419,87,325,325,0
85,Warren & Washington Counties PUMA,48721,25121,23600,38693,21781,16912,10028,3340,6688,13348,4623,8725,10013,3570,6443,3335,1053,2282,33129,18868,14261,27310,16993,10317,5819,1875,3944,2244,1630,614,1370,1218,152,874,412,462
86,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,29948,15049,14899,24421,13523,10898,5527,1526,4001,19132,9252,9880,15891,8029,7862,3241,1223,2018,10423,5533,4890,8200,5230,2970,2223,303,1920,393,264,129,330,264,66,63,0,63
87,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,16888,8591,8297,14575,7560,7015,2313,1031,1282,14552,6731,7821,12722,5844,6878,1830,887,943,2178,1702,476,1770,1633,137,408,69,339,158,158,0,83,83,0,75,75,0
88,Onondaga County (Central)--Syracuse City PUMA,26868,13802,13066,20636,10984,9652,6232,2818,3414,13226,6224,7002,10806,5571,5235,2420,653,1767,11399,6274,5125,8492,4678,3814,2907,1596,1311,2243,1304,939,1338,735,603,905,569,336
89,Westchester County (Central)--White Plains City PUMA,37431,18748,18683,31970,17131,14839,5461,1617,3844,30464,15027,15437,25886,13410,12476,4578,1617,2961,6708,3567,3141,5825,3567,2258,883,0,883,259,154,105,259,154,105,0,0,0
90,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,14823,8402,6421,10922,6866,4056,3901,1536,2365,8595,4886,3709,7204,4142,3062,1391,744,647,5520,3119,2401,3439,2530,909,2081,589,1492,708,397,311,279,194,85,429,203,226
91,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",1001,515,486,691,515,176,310,0,310,308,139,169,274,139,135,34,0,34,374,57,317,98,57,41,276,0,276,319,319,0,319,319,0,0,0,0
92,Cattaraugus & Allegany Counties PUMA,43307,22643,20664,35259,19633,15626,8048,3010,5038,9192,4199,4993,7897,3636,4261,1295,563,732,31458,16655,14803,25441,14561,10880,6017,2094,3923,2657,1789,868,1921,1436,485,736,353,383
93,Oswego County PUMA,44481,23028,21453,36318,20740,15578,8163,2288,5875,7702,3838,3864,6813,3524,3289,889,314,575,32726,17099,15627,27083,15680,11403,5643,1419,4224,4053,2091,1962,2422,1536,886,1631,555,1076
94,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",24904,13103,11801,21864,11999,9865,3040,1104,1936,9517,4019,5498,8732,3724,5008,785,295,490,14642,8671,5971,12464,7862,4602,2178,809,1369,745,413,332,668,413,255,77,0,77
95,Monroe County (East) PUMA,48520,24475,24045,41441,23098,18343,7079,1377,5702,23581,11508,12073,20250,11018,9232,3331,490,2841,23531,11879,11652,19813,11022,8791,3718,857,2861,1408,1088,320,1378,1058,320,30,30,0
96,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,29319,14939,14380,24938,13657,11281,4381,1282,3099,19728,9577,10151,17221,9116,8105,2507,461,2046,8951,4947,4004,7374,4198,3176,1577,749,828,640,415,225,343,343,0,297,72,225
97,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",11819,6327,5492,10198,6107,4091,1621,220,1401,7460,4272,3188,6099,4099,2000,1361,173,1188,4044,1903,2141,3784,1856,1928,260,47,213,315,152,163,315,152,163,0,0,0
98,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",23024,13463,9561,15111,10676,4435,7913,2787,5126,7239,4288,2951,5939,3856,2083,1300,432,868,12736,6798,5938,7081,4983,2098,5655,1815,3840,3049,2377,672,2091,1837,254,958,540,418
99,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",11315,6420,4895,9527,5370,4157,1788,1050,738,4860,2196,2664,3595,1428,2167,1265,768,497,5883,3712,2171,5420,3430,1990,463,282,181,572,512,60,512,512,0,60,0,60
100,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",15578,8255,7323,13122,7345,5777,2456,910,1546,8841,4137,4704,8233,3803,4430,608,334,274,6390,3771,2619,4639,3292,1347,1751,479,1272,347,347,0,250,250,0,97,97,0
101,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",49276,24316,24960,46474,22819,23655,2802,1497,1305,46761,22351,24410,44509,21307,23202,2252,1044,1208,2515,1965,550,1965,1512,453,550,453,97,0,0,0,0,0,0,0,0,0
102,Chautauqua County PUMA,46125,23612,22513,36244,20634,15610,9881,2978,6903,11752,5462,6290,9667,4560,5107,2085,902,1183,30482,15622,14860,24183,14251,9932,6299,1371,4928,3891,2528,1363,2394,1823,571,1497,705,792
103,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,12104,6564,5540,10024,5798,4226,2080,766,1314,5570,2858,2712,4618,2421,2197,952,437,515,6327,3583,2744,5199,3254,1945,1128,329,799,207,123,84,207,123,84,0,0,0
104,Erie County (West Central)--Buffalo City (East) PUMA,20655,10985,9670,17030,9981,7049,3625,1004,2621,4599,2138,2461,4009,1969,2040,590,169,421,14489,7982,6507,11963,7329,4634,2526,653,1873,1567,865,702,1058,683,375,509,182,327
105,Genesee & Orleans Counties PUMA,38052,19239,18813,32036,17751,14285,6016,1488,4528,9698,3978,5720,8775,3859,4916,923,119,804,26681,14045,12636,21897,12770,9127,4784,1275,3509,1673,1216,457,1364,1122,242,309,94,215
