,puma,Total_geo,Total_geo_m,Total_geo_f,Total_FT_mf_t,Total_FT_m,Total_FT_f,Total_PT_mf_t,Total_PT_m,Total_PT_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_FT_mf_t,BABS_FT_m,BABS_FT_f,BABS_PT_mf_t,BABS_PT_m,BABS_PT_f,Total_HS,Total_HS_m,Total_HS_f,HS_FT_mf_t,HS_FT_m,HS_FT_f,HS_PT_mf_t,HS_PT_m,HS_PT_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_FT_mf_t,HSINC_FT_m,HSINC_FT_f,HSINC_PT_mf_t,HSINC_PT_m,HSINC_PT_f
93,Oswego County PUMA,45507,23479,22028,36956,21191,15765,8551,2288,6263,8164,3891,4273,7053,3577,3476,1111,314,797,33290,17497,15793,27481,16078,11403,5809,1419,4390,4053,2091,1962,2422,1536,886,1631,555,1076
94,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",38852,20780,18072,35046,19229,15817,3806,1551,2255,13473,6349,7124,12530,6054,6476,943,295,648,23313,13501,9812,20596,12245,8351,2717,1256,1461,2066,930,1136,1920,930,990,146,0,146
95,Monroe County (East) PUMA,53243,26709,26534,45118,24971,20147,8125,1738,6387,25012,12227,12785,21497,11610,9887,3515,617,2898,26446,13124,13322,22066,12126,9940,4380,998,3382,1785,1358,427,1555,1235,320,230,123,107
96,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,48971,23321,25650,41757,21464,20293,7214,1857,5357,28423,12495,15928,24951,12034,12917,3472,461,3011,17854,9645,8209,15017,8321,6696,2837,1324,1513,2694,1181,1513,1789,1109,680,905,72,833
97,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",25910,12241,13669,21039,11372,9667,4871,869,4002,11435,5532,5903,9309,5359,3950,2126,173,1953,12362,6050,6312,10654,5354,5300,1708,696,1012,2113,659,1454,1076,659,417,1037,0,1037
98,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",28043,16945,11098,19180,13451,5729,8863,3494,5369,9474,5870,3604,7894,5158,2736,1580,712,868,14926,8506,6420,8802,6264,2538,6124,2242,3882,3643,2569,1074,2484,2029,455,1159,540,619
99,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",34348,17151,17197,29738,14597,15141,4610,2554,2056,11459,4577,6882,9026,3149,5877,2433,1428,1005,20725,11266,9459,18782,10140,8642,1943,1126,817,2164,1308,856,1930,1308,622,234,0,234
100,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",22902,12711,10191,19448,11411,8037,3454,1300,2154,13291,6097,7194,12215,5563,6652,1076,534,542,9111,6152,2959,6830,5483,1347,2281,669,1612,500,462,38,403,365,38,97,97,0
101,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",60351,27850,32501,57002,26268,30734,3349,1582,1767,56942,25243,31699,54228,24199,30029,2714,1044,1670,3248,2446,802,2698,1993,705,550,453,97,161,161,0,76,76,0,85,85,0
102,Chautauqua County PUMA,49241,25188,24053,39072,22068,17004,10169,3120,7049,12419,5927,6492,10202,4931,5271,2217,996,1221,32520,16539,15981,26065,15120,10945,6455,1419,5036,4302,2722,1580,2805,2017,788,1497,705,792
103,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,37160,15976,21184,32550,14703,17847,4610,1273,3337,16177,5562,10615,14341,5061,9280,1836,501,1335,19469,9637,9832,16793,8865,7928,2676,772,1904,1514,777,737,1416,777,639,98,0,98
104,Erie County (West Central)--Buffalo City (East) PUMA,45227,21210,24017,34650,18267,16383,10577,2943,7634,9020,3812,5208,8054,3592,4462,966,220,746,31997,15750,16247,24603,13416,11187,7394,2334,5060,4210,1648,2562,1993,1259,734,2217,389,1828
105,Genesee & Orleans Counties PUMA,40344,21302,19042,34223,19709,14514,6121,1593,4528,9975,4225,5750,8947,4001,4946,1028,224,804,28080,15353,12727,23296,14078,9218,4784,1275,3509,2289,1724,565,1980,1630,350,309,94,215
106,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",40345,18977,21368,34301,16813,17488,6044,2164,3880,16205,7034,9171,14192,6737,7455,2013,297,1716,22393,11439,10954,18745,9842,8903,3648,1597,2051,1747,504,1243,1364,234,1130,383,270,113
107,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",38303,19990,18313,32154,17952,14202,6149,2038,4111,10363,4175,6188,9182,3754,5428,1181,421,760,25336,14377,10959,20739,12783,7956,4597,1594,3003,2604,1438,1166,2233,1415,818,371,23,348
108,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,33754,17733,16021,28744,15733,13011,5010,2000,3010,17952,8021,9931,15793,7283,8510,2159,738,1421,15728,9712,6016,12887,8450,4437,2841,1262,1579,74,0,74,64,0,64,10,0,10
109,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",35988,15878,20110,27805,12519,15286,8183,3359,4824,8282,2289,5993,6399,1712,4687,1883,577,1306,23104,11079,12025,18769,9053,9716,4335,2026,2309,4602,2510,2092,2637,1754,883,1965,756,1209
110,Suffolk County (East) PUMA,42809,23474,19335,36549,21620,14929,6260,1854,4406,18588,8834,9754,16440,8126,8314,2148,708,1440,22722,13180,9542,18780,12204,6576,3942,976,2966,1499,1460,39,1329,1290,39,170,170,0
111,Orange County (Northwest) PUMA,43346,22675,20671,36036,20261,15775,7310,2414,4896,14216,6251,7965,12651,5912,6739,1565,339,1226,27305,15227,12078,21813,13152,8661,5492,2075,3417,1825,1197,628,1572,1197,375,253,0,253
112,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,39709,19952,19757,31758,17298,14460,7951,2654,5297,13840,6476,7364,11877,6077,5800,1963,399,1564,23868,12359,11509,18493,10535,7958,5375,1824,3551,2001,1117,884,1388,686,702,613,431,182
113,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",30682,15016,15666,24498,13447,11051,6184,1569,4615,10084,3417,6667,8946,3299,5647,1138,118,1020,17404,9460,7944,13212,8009,5203,4192,1451,2741,3194,2139,1055,2340,2139,201,854,0,854
114,Suffolk County (Northwest)--Smithtown Town PUMA,44470,23911,20559,39131,23059,16072,5339,852,4487,23960,11931,12029,21930,11554,10376,2030,377,1653,20501,11971,8530,17201,11505,5696,3300,466,2834,9,9,0,0,0,0,9,9,0
115,Ulster County (East) PUMA,58199,30163,28036,48086,27371,20715,10113,2792,7321,20525,9568,10957,18312,9158,9154,2213,410,1803,35318,18984,16334,28103,17088,11015,7215,1896,5319,2356,1611,745,1671,1125,546,685,486,199
116,Westchester County (Northeast) PUMA,48692,25434,23258,41354,22900,18454,7338,2534,4804,32940,17479,15461,28975,16342,12633,3965,1137,2828,15151,7791,7360,11981,6394,5587,3170,1397,1773,601,164,437,398,164,234,203,0,203
117,NYC-Brooklyn Community District 4--Bushwick PUMA,36442,21674,14768,30480,19172,11308,5962,2502,3460,16346,8467,7879,14104,7418,6686,2242,1049,1193,16369,10766,5603,14063,9868,4195,2306,898,1408,3727,2441,1286,2313,1886,427,1414,555,859
118,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,47611,26976,20635,41201,23379,17822,6410,3597,2813,34290,18986,15304,30617,16953,13664,3673,2033,1640,12709,7522,5187,10189,6031,4158,2520,1491,1029,612,468,144,395,395,0,217,73,144
119,Dutchess County (North & East) PUMA,47769,26399,21370,39736,23131,16605,8033,3268,4765,20105,9525,10580,16923,8558,8365,3182,967,2215,25234,14994,10240,20914,13020,7894,4320,1974,2346,2430,1880,550,1899,1553,346,531,327,204
120,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,26332,11313,15019,23168,10412,12756,3164,901,2263,9770,3800,5970,8702,3493,5209,1068,307,761,14954,6642,8312,13107,6108,6999,1847,534,1313,1608,871,737,1359,811,548,249,60,189
121,Broome (Outer West) & Tioga Counties PUMA,43590,24094,19496,36830,21607,15223,6760,2487,4273,12540,6030,6510,10413,5344,5069,2127,686,1441,28865,16503,12362,24727,15100,9627,4138,1403,2735,2185,1561,624,1690,1163,527,495,398,97
122,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",32902,17765,15137,26862,15778,11084,6040,1987,4053,16344,7871,8473,13318,7016,6302,3026,855,2171,16181,9682,6499,13292,8615,4677,2889,1067,1822,377,212,165,252,147,105,125,65,60
123,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",19721,8820,10901,17086,7956,9130,2635,864,1771,6091,1798,4293,5186,1671,3515,905,127,778,12534,6362,6172,10804,5625,5179,1730,737,993,1096,660,436,1096,660,436,0,0,0
124,Orange County (Northeast)--Greater Newburgh City PUMA,43204,22068,21136,37483,20650,16833,5721,1418,4303,15026,7101,7925,13222,6365,6857,1804,736,1068,26657,14036,12621,23163,13499,9664,3494,537,2957,1521,931,590,1098,786,312,423,145,278
125,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",64906,34784,30122,58384,31582,26802,6522,3202,3320,59351,30696,28655,54333,28375,25958,5018,2321,2697,5213,3812,1401,3893,3049,844,1320,763,557,342,276,66,158,158,0,184,118,66
126,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,24181,12685,11496,21933,11953,9980,2248,732,1516,17665,8187,9478,16585,7895,8690,1080,292,788,5895,4212,1683,4809,3804,1005,1086,408,678,621,286,335,539,254,285,82,32,50
127,Onondaga County (North) PUMA,53474,26660,26814,45956,24407,21549,7518,2253,5265,23661,11055,12606,21285,10559,10726,2376,496,1880,28929,14762,14167,23787,13005,10782,5142,1757,3385,884,843,41,884,843,41,0,0,0
128,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,34927,19367,15560,28423,17784,10639,6504,1583,4921,22334,12298,10036,18618,11372,7246,3716,926,2790,11904,6601,5303,9196,6024,3172,2708,577,2131,689,468,221,609,388,221,80,80,0
129,Monroe County (North & West) PUMA,44723,21901,22822,36740,19574,17166,7983,2327,5656,18545,8685,9860,16200,8039,8161,2345,646,1699,24686,12155,12531,19129,10555,8574,5557,1600,3957,1492,1061,431,1411,980,431,81,81,0
130,Sullivan & Ulster (West) Counties PUMA,37214,19454,17760,31293,17156,14137,5921,2298,3623,11964,4872,7092,10270,4006,6264,1694,866,828,22395,12780,9615,18724,11725,6999,3671,1055,2616,2855,1802,1053,2299,1425,874,556,377,179
131,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,36477,17749,18728,30228,15612,14616,6249,2137,4112,14470,5742,8728,12707,5244,7463,1763,498,1265,20665,11193,9472,16374,9554,6820,4291,1639,2652,1342,814,528,1147,814,333,195,0,195
132,Suffolk County (Northwest)--Huntington Town (North) PUMA,35720,18783,16937,30359,17188,13171,5361,1595,3766,21869,11256,10613,18439,10325,8114,3430,931,2499,13470,7165,6305,11694,6637,5057,1776,528,1248,381,362,19,226,226,0,155,136,19
133,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",47329,20335,26994,40923,16914,24009,6406,3421,2985,13275,4228,9047,12045,3621,8424,1230,607,623,31518,14541,16977,26881,11931,14950,4637,2610,2027,2536,1566,970,1997,1362,635,539,204,335
134,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",44093,21809,22284,38810,19593,19217,5283,2216,3067,15195,5972,9223,13874,5467,8407,1321,505,816,27605,15073,12532,24050,13561,10489,3555,1512,2043,1293,764,529,886,565,321,407,199,208
135,Monroe County (Central)--Rochester City (West) PUMA,30708,13877,16831,23166,11127,12039,7542,2750,4792,6668,3456,3212,5814,2881,2933,854,575,279,20569,8755,11814,14988,7080,7908,5581,1675,3906,3471,1666,1805,2364,1166,1198,1107,500,607
136,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,25687,13328,12359,21695,11292,10403,3992,2036,1956,9814,4117,5697,8195,3076,5119,1619,1041,578,14956,8433,6523,12794,7573,5221,2162,860,1302,917,778,139,706,643,63,211,135,76
137,Suffolk County (Central)--Islip Town (Northwest) PUMA,23822,10806,13016,20223,10003,10220,3599,803,2796,4389,1755,2634,3911,1755,2156,478,0,478,17109,7649,9460,14122,6846,7276,2987,803,2184,2324,1402,922,2190,1402,788,134,0,134
138,Putnam County PUMA,40658,20429,20229,33360,18738,14622,7298,1691,5607,17940,7859,10081,14957,7023,7934,2983,836,2147,21827,11969,9858,17651,11114,6537,4176,855,3321,891,601,290,752,601,151,139,0,139
139,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,30558,15799,14759,25776,13788,11988,4782,2011,2771,17702,8579,9123,15058,7546,7512,2644,1033,1611,11283,6076,5207,9522,5330,4192,1761,746,1015,1573,1144,429,1196,912,284,377,232,145
140,Nassau County (Central)--Hempstead Town (East Central) PUMA,39827,21171,18656,34690,20418,14272,5137,753,4384,24643,11601,13042,21553,11326,10227,3090,275,2815,14761,9209,5552,12796,8751,4045,1965,458,1507,423,361,62,341,341,0,82,20,62
141,Suffolk County (Northwest)--Huntington Town (South) PUMA,37935,19340,18595,31191,17968,13223,6744,1372,5372,20899,10853,10046,17021,10259,6762,3878,594,3284,16034,8153,7881,13905,7444,6461,2129,709,1420,1002,334,668,265,265,0,737,69,668
142,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",17863,6173,11690,14712,5038,9674,3151,1135,2016,4824,1280,3544,4373,999,3374,451,281,170,10608,4176,6432,8646,3322,5324,1962,854,1108,2431,717,1714,1693,717,976,738,0,738
143,Nassau County (Central)--Hempstead Town (Northeast) PUMA,38921,19415,19506,32335,16702,15633,6586,2713,3873,16846,8240,8606,14881,7253,7628,1965,987,978,21131,10539,10592,16661,8903,7758,4470,1636,2834,944,636,308,793,546,247,151,90,61
144,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,33408,17626,15782,25961,14229,11732,7447,3397,4050,19150,8984,10166,15819,7780,8039,3331,1204,2127,13308,8072,5236,9724,6085,3639,3584,1987,1597,950,570,380,418,364,54,532,206,326
145,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",24060,13682,10378,15936,9611,6325,8124,4071,4053,9316,5292,4024,6790,4136,2654,2526,1156,1370,12374,6685,5689,7744,4224,3520,4630,2461,2169,2370,1705,665,1402,1251,151,968,454,514
146,Capital Region,423757,219952,203805,355408,197552,157856,68349,22400,45949,160977,75808,85169,138379,70340,68039,22598,5468,17130,246297,132750,113547,205850,118347,87503,40447,14403,26044,16483,11394,5089,11179,8865,2314,5304,2529,2775
147,Central NY,299841,152508,147333,248728,137211,111517,51113,15297,35816,107299,50252,57047,91726,46469,45257,15573,3783,11790,177959,94395,83564,146266,84413,61853,31693,9982,21711,14583,7861,6722,10736,6329,4407,3847,1532,2315
148,Finger Lakes,466609,237447,229162,385618,212849,172769,80991,24598,56393,169241,79545,89696,146846,73164,73682,22395,6381,16014,271877,140874,131003,218648,125256,93392,53229,15618,37611,25491,17028,8463,20124,14429,5695,5367,2599,2768
149,Long Island,919614,475752,443862,769261,434050,335211,150353,41702,108651,444028,212061,231967,382921,197558,185363,61107,14503,46604,452043,247817,204226,368234,222732,145502,83809,25085,58724,23543,15874,7669,18106,13760,4346,5437,2114,3323
150,Mid-Hudson,726970,377601,349369,607782,339129,268653,119188,38472,80716,345655,163795,181860,299439,150475,148964,46216,13320,32896,351048,195168,155880,285505,172924,112581,65543,22244,43299,30267,18638,11629,22838,15730,7108,7429,2908,4521
151,Mohawk Valley,183807,94421,89386,152078,82968,69110,31729,11453,20276,47548,21237,26311,41295,18687,22608,6253,2550,3703,123096,65617,57479,101101,58174,42927,21995,7443,14552,13163,7567,5596,9682,6107,3575,3481,1460,2021
152,New York City,1946372,967010,979362,1642350,846047,796303,304022,120963,183059,1074439,504045,570394,942138,455303,486835,132301,48742,83559,772366,407277,365089,628312,344846,283466,144054,62431,81623,99567,55688,43879,71900,45898,26002,27667,9790,17877
153,North Country,154230,81262,72968,125842,71951,53891,28388,9311,19077,37182,17251,19931,32963,16036,16927,4219,1215,3004,107600,56971,50629,85847,49966,35881,21753,7005,14748,9448,7040,2408,7032,5949,1083,2416,1091,1325
154,Southern Tier,235215,121208,114007,194245,106668,87577,40970,14540,26430,78279,35520,42759,65770,31374,34396,12509,4146,8363,145888,78434,67454,119908,69483,50425,25980,8951,17029,11048,7254,3794,8567,5811,2756,2481,1443,1038
155,Western NY,535277,269314,265963,438995,241718,197277,96282,27596,68686,183879,84465,99414,158405,77860,80545,25474,6605,18869,327159,169992,157167,263764,151813,111951,63395,18179,45216,24239,14857,9382,16826,12045,4781,7413,2812,4601
