,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Owner_mf_t,Total_Owner_m,Total_Owner_f,Total_NotOwner_mf_t,Total_NotOwner_m,Total_NotOwner_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Owner_mf_t,BABS_Owner_m,BABS_Owner_f,BABS_NotOwner_mf_t,BABS_NotOwner_m,BABS_NotOwner_f,Total_HS,Total_HS_m,Total_HS_f,HS_Owner_mf_t,HS_Owner_m,HS_Owner_f,HS_NotOwner_mf_t,HS_NotOwner_m,HS_NotOwner_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Owner_mf_t,HSINC_Owner_m,HSINC_Owner_f,HSINC_NotOwner_mf_t,HSINC_NotOwner_m,HSINC_NotOwner_f
0,Total Geo,559148.0,287407.0,271741.0,188151.0,92755.0,95396.0,370997.0,194652.0,176345.0,128001.0,54597.0,73404.0,55979.0,22186.0,33793.0,72022.0,32411.0,39611.0,313957.0,165069.0,148888.0,99272.0,50504.0,48768.0,214685.0,114565.0,100120.0,117190.0,67741.0,49449.0,32900.0,20065.0,12835.0,84290.0,47676.0,36614.0
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",8467.0,5233.0,3234.0,482.0,345.0,137.0,7985.0,4888.0,3097.0,2455.0,1138.0,1317.0,345.0,345.0,0.0,2110.0,793.0,1317.0,4858.0,3243.0,1615.0,137.0,0.0,137.0,4721.0,3243.0,1478.0,1154.0,852.0,302.0,0.0,0.0,0.0,1154.0,852.0,302.0
2,Ulster County (East) PUMA,1713.0,570.0,1143.0,707.0,120.0,587.0,1006.0,450.0,556.0,600.0,213.0,387.0,292.0,17.0,275.0,308.0,196.0,112.0,720.0,274.0,446.0,415.0,103.0,312.0,305.0,171.0,134.0,393.0,83.0,310.0,0.0,0.0,0.0,393.0,83.0,310.0
3,Albany County (East Central)--Albany City PUMA,121.0,0.0,121.0,121.0,0.0,121.0,0.0,0.0,0.0,90.0,0.0,90.0,90.0,0.0,90.0,0.0,0.0,0.0,31.0,0.0,31.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Ontario & Yates Counties PUMA,541.0,133.0,408.0,318.0,0.0,318.0,223.0,133.0,90.0,399.0,133.0,266.0,176.0,0.0,176.0,223.0,133.0,90.0,142.0,0.0,142.0,142.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,634.0,102.0,532.0,501.0,102.0,399.0,133.0,0.0,133.0,102.0,102.0,0.0,102.0,102.0,0.0,0.0,0.0,0.0,406.0,0.0,406.0,273.0,0.0,273.0,133.0,0.0,133.0,126.0,0.0,126.0,126.0,0.0,126.0,0.0,0.0,0.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,8738.0,4487.0,4251.0,3782.0,1918.0,1864.0,4956.0,2569.0,2387.0,1817.0,880.0,937.0,1342.0,553.0,789.0,475.0,327.0,148.0,5401.0,2575.0,2826.0,1728.0,876.0,852.0,3673.0,1699.0,1974.0,1520.0,1032.0,488.0,712.0,489.0,223.0,808.0,543.0,265.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",275.0,91.0,184.0,158.0,31.0,127.0,117.0,60.0,57.0,102.0,60.0,42.0,42.0,0.0,42.0,60.0,60.0,0.0,85.0,0.0,85.0,85.0,0.0,85.0,0.0,0.0,0.0,88.0,31.0,57.0,31.0,31.0,0.0,57.0,0.0,57.0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,903.0,434.0,469.0,552.0,279.0,273.0,351.0,155.0,196.0,79.0,0.0,79.0,79.0,0.0,79.0,0.0,0.0,0.0,287.0,241.0,46.0,86.0,86.0,0.0,201.0,155.0,46.0,537.0,193.0,344.0,387.0,193.0,194.0,150.0,0.0,150.0
