,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NRB_mf_t,Total_NRB_m,Total_NRB_f,Total_RB_mf_t,Total_RB_m,Total_RB_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NRB_mf_t,BABS_NRB_m,BABS_NRB_f,BABS_RB_mf_t,BABS_RB_m,BABS_RB_f,Total_HS,Total_HS_m,Total_HS_f,HS_NRB_mf_t,HS_NRB_m,HS_NRB_f,HS_RB_mf_t,HS_RB_m,HS_RB_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NRB_mf_t,HSINC_NRB_m,HSINC_NRB_f,HSINC_RB_mf_t,HSINC_RB_m,HSINC_RB_f
0,Total Geo,534025.0,252691.0,281334.0,408570.0,202272.0,206298.0,125455.0,50419.0,75036.0,131706.0,53245.0,78461.0,115551.0,48550.0,67001.0,16155.0,4695.0,11460.0,305728.0,150874.0,154854.0,231011.0,119620.0,111391.0,74717.0,31254.0,43463.0,96591.0,48572.0,48019.0,62008.0,34102.0,27906.0,34583.0,14470.0,20113.0
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",12031.0,5445.0,6586.0,9593.0,4059.0,5534.0,2438.0,1386.0,1052.0,3316.0,1913.0,1403.0,2377.0,1243.0,1134.0,939.0,670.0,269.0,7569.0,2731.0,4838.0,6395.0,2340.0,4055.0,1174.0,391.0,783.0,1146.0,801.0,345.0,821.0,476.0,345.0,325.0,325.0,0.0
2,Ulster County (East) PUMA,982.0,458.0,524.0,756.0,390.0,366.0,226.0,68.0,158.0,236.0,0.0,236.0,236.0,0.0,236.0,0.0,0.0,0.0,746.0,458.0,288.0,520.0,390.0,130.0,226.0,68.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Albany County (East Central)--Albany City PUMA,2920.0,1150.0,1770.0,2478.0,1150.0,1328.0,442.0,0.0,442.0,864.0,413.0,451.0,681.0,413.0,268.0,183.0,0.0,183.0,2007.0,737.0,1270.0,1748.0,737.0,1011.0,259.0,0.0,259.0,49.0,0.0,49.0,49.0,0.0,49.0,0.0,0.0,0.0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,466.0,273.0,193.0,466.0,273.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,273.0,193.0,466.0,273.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Ontario & Yates Counties PUMA,681.0,255.0,426.0,681.0,255.0,426.0,0.0,0.0,0.0,112.0,0.0,112.0,112.0,0.0,112.0,0.0,0.0,0.0,330.0,112.0,218.0,330.0,112.0,218.0,0.0,0.0,0.0,239.0,143.0,96.0,239.0,143.0,96.0,0.0,0.0,0.0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,557.0,486.0,71.0,557.0,486.0,71.0,0.0,0.0,0.0,557.0,486.0,71.0,557.0,486.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,6580.0,3174.0,3406.0,4810.0,2505.0,2305.0,1770.0,669.0,1101.0,1110.0,162.0,948.0,1110.0,162.0,948.0,0.0,0.0,0.0,4565.0,2715.0,1850.0,3403.0,2046.0,1357.0,1162.0,669.0,493.0,905.0,297.0,608.0,297.0,297.0,0.0,608.0,0.0,608.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",218.0,60.0,158.0,218.0,60.0,158.0,0.0,0.0,0.0,121.0,60.0,61.0,121.0,60.0,61.0,0.0,0.0,0.0,97.0,0.0,97.0,97.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,2325.0,1329.0,996.0,1371.0,855.0,516.0,954.0,474.0,480.0,522.0,0.0,522.0,184.0,0.0,184.0,338.0,0.0,338.0,1803.0,1329.0,474.0,1187.0,855.0,332.0,616.0,474.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
