,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Emp_mf_t,Total_emp_m,Total_emp_f,Total_UnEmp_mf_t,Total_UnEmp_m,Total_UnEmp_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Emp_mf_t,BABS_emp_m,BABS_emp_f,BABS_UnEmp_mf_t,BABS_UnEmp_m,BABS_UnEmp_f,Total_HS,Total_HS_m,Total_HS_f,HS_Emp_mf_t,HS_emp_m,HS_emp_f,HS_UnEmp_mf_t,HS_UnEmp_m,HS_UnEmp_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Emp_mf_t,HSINC_emp_m,HSINC_emp_f,HSINC_UnEmp_mf_t,HSINC_UnEmp_m,HSINC_UnEmp_f
103,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,3649,2231,1418,3649,2231,1418,0,0,0,1251,636,615,1251,636,615,0,0,0,2277,1474,803,2277,1474,803,0,0,0,121,121,0,121,121,0,0,0,0
104,Erie County (West Central)--Buffalo City (East) PUMA,742,448,294,742,448,294,0,0,0,192,0,192,192,0,192,0,0,0,285,285,0,285,285,0,0,0,0,265,163,102,265,163,102,0,0,0
105,Genesee & Orleans Counties PUMA,224,75,149,145,75,70,79,0,79,0,0,0,0,0,0,0,0,0,224,75,149,145,75,70,79,0,79,0,0,0,0,0,0,0,0,0
106,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",3660,2331,1329,3660,2331,1329,0,0,0,2236,1193,1043,2236,1193,1043,0,0,0,1038,752,286,1038,752,286,0,0,0,386,386,0,386,386,0,0,0,0
107,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",11,0,11,11,0,11,0,0,0,11,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,249,118,131,131,0,131,118,118,0,131,0,131,131,0,131,0,0,0,0,0,0,0,0,0,0,0,0,118,118,0,0,0,0,118,118,0
109,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",331,0,331,331,0,331,0,0,0,0,0,0,0,0,0,0,0,0,331,0,331,331,0,331,0,0,0,0,0,0,0,0,0,0,0,0
110,Suffolk County (East) PUMA,2678,1768,910,2678,1768,910,0,0,0,598,334,264,598,334,264,0,0,0,1759,1268,491,1759,1268,491,0,0,0,321,166,155,321,166,155,0,0,0
111,Orange County (Northwest) PUMA,909,63,846,909,63,846,0,0,0,460,0,460,460,0,460,0,0,0,449,63,386,449,63,386,0,0,0,0,0,0,0,0,0,0,0,0
112,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,1344,997,347,1344,997,347,0,0,0,385,273,112,385,273,112,0,0,0,603,368,235,603,368,235,0,0,0,356,356,0,356,356,0,0,0,0
113,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",2296,1496,800,2253,1496,757,43,0,43,745,445,300,702,445,257,43,0,43,1245,745,500,1245,745,500,0,0,0,306,306,0,306,306,0,0,0,0
114,Suffolk County (Northwest)--Smithtown Town PUMA,471,278,193,390,197,193,81,81,0,180,56,124,180,56,124,0,0,0,210,141,69,210,141,69,0,0,0,81,81,0,0,0,0,81,81,0
115,Ulster County (East) PUMA,355,45,310,355,45,310,0,0,0,202,0,202,202,0,202,0,0,0,108,0,108,108,0,108,0,0,0,45,45,0,45,45,0,0,0,0
116,Westchester County (Northeast) PUMA,1736,986,750,1632,986,646,104,0,104,896,472,424,792,472,320,104,0,104,532,329,203,532,329,203,0,0,0,308,185,123,308,185,123,0,0,0
117,NYC-Brooklyn Community District 4--Bushwick PUMA,733,306,427,733,306,427,0,0,0,588,232,356,588,232,356,0,0,0,145,74,71,145,74,71,0,0,0,0,0,0,0,0,0,0,0,0
118,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,4457,1549,2908,4394,1549,2845,63,0,63,3119,1266,1853,3056,1266,1790,63,0,63,1338,283,1055,1338,283,1055,0,0,0,0,0,0,0,0,0,0,0,0
119,Dutchess County (North & East) PUMA,832,484,348,798,484,314,34,0,34,502,311,191,502,311,191,0,0,0,207,173,34,173,173,0,34,0,34,123,0,123,123,0,123,0,0,0
120,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,120,0,120,120,0,120,0,0,0,120,0,120,120,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Broome (Outer West) & Tioga Counties PUMA,398,229,169,398,229,169,0,0,0,158,158,0,158,158,0,0,0,0,240,71,169,240,71,169,0,0,0,0,0,0,0,0,0,0,0,0
122,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",1626,1076,550,1626,1076,550,0,0,0,645,292,353,645,292,353,0,0,0,947,750,197,947,750,197,0,0,0,34,34,0,34,34,0,0,0,0
123,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",152,152,0,152,152,0,0,0,0,0,0,0,0,0,0,0,0,0,152,152,0,152,152,0,0,0,0,0,0,0,0,0,0,0,0,0
