,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Emp_mf_t,Total_emp_m,Total_emp_f,Total_UnEmp_mf_t,Total_UnEmp_m,Total_UnEmp_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Emp_mf_t,BABS_emp_m,BABS_emp_f,BABS_UnEmp_mf_t,BABS_UnEmp_m,BABS_UnEmp_f,Total_HS,Total_HS_m,Total_HS_f,HS_Emp_mf_t,HS_emp_m,HS_emp_f,HS_UnEmp_mf_t,HS_UnEmp_m,HS_UnEmp_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Emp_mf_t,HSINC_emp_m,HSINC_emp_f,HSINC_UnEmp_mf_t,HSINC_UnEmp_m,HSINC_UnEmp_f
124,Orange County (Northeast)--Greater Newburgh City PUMA,625,443,182,625,443,182,0,0,0,352,352,0,352,352,0,0,0,0,273,91,182,273,91,182,0,0,0,0,0,0,0,0,0,0,0,0
125,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",4482,2189,2293,3957,2056,1901,525,133,392,3596,1940,1656,3461,1940,1521,135,0,135,886,249,637,496,116,380,390,133,257,0,0,0,0,0,0,0,0,0
126,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,9369,5130,4239,8937,4932,4005,432,198,234,4340,2171,2169,3943,2008,1935,397,163,234,4721,2725,1996,4721,2725,1996,0,0,0,308,234,74,273,199,74,35,35,0
127,Onondaga County (North) PUMA,782,418,364,738,374,364,44,44,0,460,264,196,460,264,196,0,0,0,322,154,168,278,110,168,44,44,0,0,0,0,0,0,0,0,0,0
128,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,1413,915,498,1369,871,498,44,44,0,727,523,204,683,479,204,44,44,0,637,392,245,637,392,245,0,0,0,49,0,49,49,0,49,0,0,0
129,Monroe County (North & West) PUMA,2407,844,1563,2407,844,1563,0,0,0,1384,93,1291,1384,93,1291,0,0,0,1023,751,272,1023,751,272,0,0,0,0,0,0,0,0,0,0,0,0
130,Sullivan & Ulster (West) Counties PUMA,425,307,118,373,255,118,52,52,0,144,26,118,144,26,118,0,0,0,281,281,0,229,229,0,52,52,0,0,0,0,0,0,0,0,0,0
131,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,1091,774,317,1091,774,317,0,0,0,254,180,74,254,180,74,0,0,0,708,594,114,708,594,114,0,0,0,129,0,129,129,0,129,0,0,0
132,Suffolk County (Northwest)--Huntington Town (North) PUMA,627,354,273,627,354,273,0,0,0,319,145,174,319,145,174,0,0,0,308,209,99,308,209,99,0,0,0,0,0,0,0,0,0,0,0,0
133,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",374,374,0,374,374,0,0,0,0,0,0,0,0,0,0,0,0,0,83,83,0,83,83,0,0,0,0,291,291,0,291,291,0,0,0,0
134,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",347,70,277,347,70,277,0,0,0,288,11,277,288,11,277,0,0,0,59,59,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Monroe County (Central)--Rochester City (West) PUMA,314,223,91,314,223,91,0,0,0,144,144,0,144,144,0,0,0,0,56,0,56,56,0,56,0,0,0,114,79,35,114,79,35,0,0,0
136,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,1233,617,616,1233,617,616,0,0,0,36,36,0,36,36,0,0,0,0,925,309,616,925,309,616,0,0,0,272,272,0,272,272,0,0,0,0
137,Suffolk County (Central)--Islip Town (Northwest) PUMA,505,404,101,505,404,101,0,0,0,101,0,101,101,0,101,0,0,0,206,206,0,206,206,0,0,0,0,198,198,0,198,198,0,0,0,0
138,Putnam County PUMA,1022,658,364,1022,658,364,0,0,0,344,230,114,344,230,114,0,0,0,678,428,250,678,428,250,0,0,0,0,0,0,0,0,0,0,0,0
139,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,4283,2506,1777,4218,2441,1777,65,65,0,2551,1538,1013,2551,1538,1013,0,0,0,1216,523,693,1151,458,693,65,65,0,516,445,71,516,445,71,0,0,0
140,Nassau County (Central)--Hempstead Town (East Central) PUMA,1377,896,481,1377,896,481,0,0,0,1079,598,481,1079,598,481,0,0,0,298,298,0,298,298,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Suffolk County (Northwest)--Huntington Town (South) PUMA,563,394,169,563,394,169,0,0,0,359,237,122,359,237,122,0,0,0,204,157,47,204,157,47,0,0,0,0,0,0,0,0,0,0,0,0
142,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Nassau County (Central)--Hempstead Town (Northeast) PUMA,1999,1013,986,1768,887,881,231,126,105,445,154,291,340,154,186,105,0,105,1485,790,695,1359,664,695,126,126,0,69,69,0,69,69,0,0,0,0
144,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,4550,2750,1800,4270,2750,1520,280,0,280,1969,962,1007,1837,962,875,132,0,132,2433,1733,700,2285,1733,552,148,0,148,148,55,93,148,55,93,0,0,0
145,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",1641,1124,517,1604,1087,517,37,37,0,501,283,218,501,283,218,0,0,0,547,449,98,510,412,98,37,37,0,593,392,201,593,392,201,0,0,0
146,Capital Region,7536,4568,2968,7125,4501,2624,411,67,344,4618,2873,1745,4274,2873,1401,344,0,344,2758,1628,1130,2758,1628,1130,0,0,0,160,67,93,93,0,93,67,67,0
147,Central NY,4685,3064,1621,4252,2804,1448,433,260,173,2635,1769,866,2427,1614,813,208,155,53,1750,1053,697,1525,948,577,225,105,120,300,242,58,300,242,58,0,0,0
148,Finger Lakes,7922,4170,3752,7471,3986,3485,451,184,267,4603,2413,2190,4408,2345,2063,195,68,127,3089,1632,1457,2879,1562,1317,210,70,140,230,125,105,184,79,105,46,46,0
149,Long Island,33151,19040,14111,31297,18275,13022,1854,765,1089,14036,6912,7124,13224,6868,6356,812,44,768,16205,9807,6398,15362,9285,6077,843,522,321,2910,2321,589,2711,2122,589,199,199,0
150,Mid-Hudson,30609,17366,13243,29212,16926,12286,1397,440,957,14651,7715,6936,13832,7564,6268,819,151,668,12379,7489,4890,11801,7200,4601,578,289,289,3579,2162,1417,3579,2162,1417,0,0,0
151,Mohawk Valley,2416,927,1489,2416,927,1489,0,0,0,1012,288,724,1012,288,724,0,0,0,1051,314,737,1051,314,737,0,0,0,353,325,28,353,325,28,0,0,0
152,New York City,219821,116994,102827,209071,112943,96128,10750,4051,6699,123529,60704,62825,117718,59374,58344,5811,1330,4481,82970,47326,35644,78685,44775,33910,4285,2551,1734,13322,8964,4358,12668,8794,3874,654,170,484
153,North Country,1117,626,491,1117,626,491,0,0,0,146,43,103,146,43,103,0,0,0,858,498,360,858,498,360,0,0,0,113,85,28,113,85,28,0,0,0
154,Southern Tier,3539,2210,1329,3470,2141,1329,69,69,0,1544,1013,531,1475,944,531,69,69,0,1639,841,798,1639,841,798,0,0,0,356,356,0,356,356,0,0,0,0
155,Western NY,8924,6094,2830,7941,5111,2830,983,983,0,4725,2964,1761,3875,2114,1761,850,850,0,3904,2937,967,3771,2804,967,133,133,0,295,193,102,295,193,102,0,0,0
