,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Owner_mf_t,Total_Owner_m,Total_Owner_f,Total_NotOwner_mf_t,Total_NotOwner_m,Total_NotOwner_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Owner_mf_t,BABS_Owner_m,BABS_Owner_f,BABS_NotOwner_mf_t,BABS_NotOwner_m,BABS_NotOwner_f,Total_HS,Total_HS_m,Total_HS_f,HS_Owner_mf_t,HS_Owner_m,HS_Owner_f,HS_NotOwner_mf_t,HS_NotOwner_m,HS_NotOwner_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Owner_mf_t,HSINC_Owner_m,HSINC_Owner_f,HSINC_NotOwner_mf_t,HSINC_NotOwner_m,HSINC_NotOwner_f
113,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",41983.0,19363.0,22620.0,13552.0,6331.0,7221.0,28431.0,13032.0,15399.0,11587.0,4138.0,7449.0,5061.0,2284.0,2777.0,6526.0,1854.0,4672.0,23979.0,11821.0,12158.0,7118.0,3451.0,3667.0,16861.0,8370.0,8491.0,6417.0,3404.0,3013.0,1373.0,596.0,777.0,5044.0,2808.0,2236.0
114,Suffolk County (Northwest)--Smithtown Town PUMA,54195.0,27114.0,27081.0,51266.0,25434.0,25832.0,2929.0,1680.0,1249.0,27860.0,12849.0,15011.0,26755.0,12249.0,14506.0,1105.0,600.0,505.0,25918.0,14043.0,11875.0,24094.0,12963.0,11131.0,1824.0,1080.0,744.0,417.0,222.0,195.0,417.0,222.0,195.0,0.0,0.0,0.0
115,Ulster County (East) PUMA,69620.0,33594.0,36026.0,50226.0,23982.0,26244.0,19394.0,9612.0,9782.0,23032.0,9920.0,13112.0,19465.0,7653.0,11812.0,3567.0,2267.0,1300.0,43092.0,21590.0,21502.0,29401.0,15410.0,13991.0,13691.0,6180.0,7511.0,3496.0,2084.0,1412.0,1360.0,919.0,441.0,2136.0,1165.0,971.0
116,Westchester County (Northeast) PUMA,57103.0,27756.0,29347.0,52497.0,25484.0,27013.0,4606.0,2272.0,2334.0,39041.0,18509.0,20532.0,36612.0,17399.0,19213.0,2429.0,1110.0,1319.0,17313.0,8811.0,8502.0,15432.0,7813.0,7619.0,1881.0,998.0,883.0,749.0,436.0,313.0,453.0,272.0,181.0,296.0,164.0,132.0
117,NYC-Brooklyn Community District 4--Bushwick PUMA,44043.0,25054.0,18989.0,7137.0,3799.0,3338.0,36906.0,21255.0,15651.0,17370.0,8897.0,8473.0,2499.0,1317.0,1182.0,14871.0,7580.0,7291.0,21021.0,13141.0,7880.0,4067.0,2279.0,1788.0,16954.0,10862.0,6092.0,5652.0,3016.0,2636.0,571.0,203.0,368.0,5081.0,2813.0,2268.0
118,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,58872.0,31552.0,27320.0,7475.0,3128.0,4347.0,51397.0,28424.0,22973.0,36114.0,19693.0,16421.0,5397.0,2379.0,3018.0,30717.0,17314.0,13403.0,19149.0,10382.0,8767.0,1768.0,749.0,1019.0,17381.0,9633.0,7748.0,3609.0,1477.0,2132.0,310.0,0.0,310.0,3299.0,1477.0,1822.0
119,Dutchess County (North & East) PUMA,57133.0,28759.0,28374.0,45846.0,23292.0,22554.0,11287.0,5467.0,5820.0,23158.0,10599.0,12559.0,19631.0,9055.0,10576.0,3527.0,1544.0,1983.0,30702.0,16319.0,14383.0,24858.0,13304.0,11554.0,5844.0,3015.0,2829.0,3273.0,1841.0,1432.0,1357.0,933.0,424.0,1916.0,908.0,1008.0
120,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,34831.0,14441.0,20390.0,23969.0,9739.0,14230.0,10862.0,4702.0,6160.0,11770.0,4339.0,7431.0,9160.0,3501.0,5659.0,2610.0,838.0,1772.0,20955.0,9088.0,11867.0,13642.0,5508.0,8134.0,7313.0,3580.0,3733.0,2106.0,1014.0,1092.0,1167.0,730.0,437.0,939.0,284.0,655.0
121,Broome (Outer West) & Tioga Counties PUMA,53210.0,27007.0,26203.0,44311.0,22469.0,21842.0,8899.0,4538.0,4361.0,13810.0,6368.0,7442.0,12293.0,5738.0,6555.0,1517.0,630.0,887.0,35305.0,18475.0,16830.0,29323.0,15275.0,14048.0,5982.0,3200.0,2782.0,4095.0,2164.0,1931.0,2695.0,1456.0,1239.0,1400.0,708.0,692.0
122,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",37560.0,19707.0,17853.0,30515.0,15464.0,15051.0,7045.0,4243.0,2802.0,17614.0,8393.0,9221.0,14672.0,6835.0,7837.0,2942.0,1558.0,1384.0,19554.0,11027.0,8527.0,15451.0,8342.0,7109.0,4103.0,2685.0,1418.0,392.0,287.0,105.0,392.0,287.0,105.0,0.0,0.0,0.0
123,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",25877.0,12250.0,13627.0,11873.0,5972.0,5901.0,14004.0,6278.0,7726.0,6512.0,2018.0,4494.0,2835.0,1096.0,1739.0,3677.0,922.0,2755.0,16464.0,8198.0,8266.0,8351.0,4613.0,3738.0,8113.0,3585.0,4528.0,2901.0,2034.0,867.0,687.0,263.0,424.0,2214.0,1771.0,443.0
124,Orange County (Northeast)--Greater Newburgh City PUMA,55229.0,26481.0,28748.0,40635.0,20334.0,20301.0,14594.0,6147.0,8447.0,16632.0,7422.0,9210.0,14625.0,6517.0,8108.0,2007.0,905.0,1102.0,35258.0,17469.0,17789.0,24172.0,12843.0,11329.0,11086.0,4626.0,6460.0,3339.0,1590.0,1749.0,1838.0,974.0,864.0,1501.0,616.0,885.0
125,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",72291.0,37100.0,35191.0,23630.0,11770.0,11860.0,48661.0,25330.0,23331.0,64560.0,31771.0,32789.0,20511.0,9255.0,11256.0,44049.0,22516.0,21533.0,7030.0,4628.0,2402.0,2961.0,2357.0,604.0,4069.0,2271.0,1798.0,701.0,701.0,0.0,158.0,158.0,0.0,543.0,543.0,0.0
126,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,28674.0,14836.0,13838.0,13116.0,8008.0,5108.0,15558.0,6828.0,8730.0,20012.0,9568.0,10444.0,9993.0,5896.0,4097.0,10019.0,3672.0,6347.0,7942.0,4917.0,3025.0,2994.0,2017.0,977.0,4948.0,2900.0,2048.0,720.0,351.0,369.0,129.0,95.0,34.0,591.0,256.0,335.0
127,Onondaga County (North) PUMA,63676.0,31147.0,32529.0,51746.0,25467.0,26279.0,11930.0,5680.0,6250.0,25730.0,11858.0,13872.0,23144.0,10657.0,12487.0,2586.0,1201.0,1385.0,35551.0,17593.0,17958.0,27457.0,14087.0,13370.0,8094.0,3506.0,4588.0,2395.0,1696.0,699.0,1145.0,723.0,422.0,1250.0,973.0,277.0
128,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,43383.0,21166.0,22217.0,35851.0,17413.0,18438.0,7532.0,3753.0,3779.0,27946.0,13261.0,14685.0,24994.0,12089.0,12905.0,2952.0,1172.0,1780.0,14500.0,7416.0,7084.0,9920.0,4835.0,5085.0,4580.0,2581.0,1999.0,937.0,489.0,448.0,937.0,489.0,448.0,0.0,0.0,0.0
129,Monroe County (North & West) PUMA,51884.0,24659.0,27225.0,44408.0,21689.0,22719.0,7476.0,2970.0,4506.0,19795.0,8977.0,10818.0,17973.0,8186.0,9787.0,1822.0,791.0,1031.0,30176.0,14377.0,15799.0,25413.0,12607.0,12806.0,4763.0,1770.0,2993.0,1913.0,1305.0,608.0,1022.0,896.0,126.0,891.0,409.0,482.0
130,Sullivan & Ulster (West) Counties PUMA,47601.0,23438.0,24163.0,33892.0,17029.0,16863.0,13709.0,6409.0,7300.0,13833.0,5164.0,8669.0,11797.0,4040.0,7757.0,2036.0,1124.0,912.0,29138.0,16082.0,13056.0,19910.0,11909.0,8001.0,9228.0,4173.0,5055.0,4630.0,2192.0,2438.0,2185.0,1080.0,1105.0,2445.0,1112.0,1333.0
131,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,43340.0,20510.0,22830.0,34597.0,15736.0,18861.0,8743.0,4774.0,3969.0,15879.0,6052.0,9827.0,13710.0,5213.0,8497.0,2169.0,839.0,1330.0,25254.0,13220.0,12034.0,19513.0,9820.0,9693.0,5741.0,3400.0,2341.0,2207.0,1238.0,969.0,1374.0,703.0,671.0,833.0,535.0,298.0
132,Suffolk County (Northwest)--Huntington Town (North) PUMA,41821.0,19925.0,21896.0,35999.0,16963.0,19036.0,5822.0,2962.0,2860.0,25489.0,11618.0,13871.0,22649.0,10227.0,12422.0,2840.0,1391.0,1449.0,15680.0,7945.0,7735.0,12698.0,6374.0,6324.0,2982.0,1571.0,1411.0,652.0,362.0,290.0,652.0,362.0,290.0,0.0,0.0,0.0
133,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",61175.0,28668.0,32507.0,34731.0,16865.0,17866.0,26444.0,11803.0,14641.0,14803.0,5048.0,9755.0,9641.0,3321.0,6320.0,5162.0,1727.0,3435.0,40259.0,19380.0,20879.0,22276.0,11320.0,10956.0,17983.0,8060.0,9923.0,6113.0,4240.0,1873.0,2814.0,2224.0,590.0,3299.0,2016.0,1283.0
134,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",54374.0,27088.0,27286.0,39326.0,20333.0,18993.0,15048.0,6755.0,8293.0,17690.0,7207.0,10483.0,13459.0,5668.0,7791.0,4231.0,1539.0,2692.0,33702.0,17652.0,16050.0,23524.0,12920.0,10604.0,10178.0,4732.0,5446.0,2982.0,2229.0,753.0,2343.0,1745.0,598.0,639.0,484.0,155.0
135,Monroe County (Central)--Rochester City (West) PUMA,45063.0,20644.0,24419.0,17114.0,8503.0,8611.0,27949.0,12141.0,15808.0,7805.0,3836.0,3969.0,4698.0,2409.0,2289.0,3107.0,1427.0,1680.0,29389.0,12643.0,16746.0,10500.0,4904.0,5596.0,18889.0,7739.0,11150.0,7869.0,4165.0,3704.0,1916.0,1190.0,726.0,5953.0,2975.0,2978.0
136,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,31367.0,16053.0,15314.0,24837.0,13063.0,11774.0,6530.0,2990.0,3540.0,10140.0,4368.0,5772.0,8466.0,3461.0,5005.0,1674.0,907.0,767.0,19358.0,10478.0,8880.0,15045.0,8701.0,6344.0,4313.0,1777.0,2536.0,1869.0,1207.0,662.0,1326.0,901.0,425.0,543.0,306.0,237.0
137,Suffolk County (Central)--Islip Town (Northwest) PUMA,33005.0,15480.0,17525.0,28381.0,13141.0,15240.0,4624.0,2339.0,2285.0,5353.0,1949.0,3404.0,5240.0,1949.0,3291.0,113.0,0.0,113.0,22828.0,10400.0,12428.0,19438.0,8971.0,10467.0,3390.0,1429.0,1961.0,4824.0,3131.0,1693.0,3703.0,2221.0,1482.0,1121.0,910.0,211.0
138,Putnam County PUMA,47220.0,23447.0,23773.0,41686.0,20982.0,20704.0,5534.0,2465.0,3069.0,19854.0,8313.0,11541.0,17619.0,7512.0,10107.0,2235.0,801.0,1434.0,25618.0,13919.0,11699.0,23018.0,12794.0,10224.0,2600.0,1125.0,1475.0,1748.0,1215.0,533.0,1049.0,676.0,373.0,699.0,539.0,160.0
