,puma,Unemployment_HSINC_score,FT_Work_HSINC_score,Poverty_HSINC_score,Working_Poor_HSINC_score,Rent_Burden_HSINC_score,Home_Ownership_HSINC_score,Income_level_HSINC_score,Overall_HSINC_score,Unemployment_HSINC_grade,FT_Work_HSINC_grade,Poverty_HSINC_grade,Working_Poor_HSINC_grade,Rent_Burden_HSINC_grade,Home_Ownership_HSINC_grade,Income_level_HSINC_grade,Overall_HSINC_grade
105,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,0.5033378962482382,0.7806398098856194,1.2967190382782128,0.752090799416674,1.161799832555114,1.2436087354308423,0.7370052473680496,0.9250287655975358,B-,B,A-,B,B,B,B-,B
106,Saratoga County (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
107,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",0.5033378962482382,-2.904387475363974,1.3095131844652164,#DIV/0!,1.161799832555114,-1.0414300515353618,#DIV/0!,#DIV/0!,B-,E,A-,#DIV!0,B,D,#DIV!0,#DIV!0
108,NYC-Brooklyn Community District 4--Bushwick PUMA,-0.697753581193045,0.5400098608923217,-0.6927114451928137,-0.6897171963434503,-0.46388297491924957,-0.9012000827335505,-0.515821853416847,-0.4887253247009478,C-,B-,C-,C-,C-,D,C-,C-
109,Suffolk County (Central)--Islip Town (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
110,Westchester County (Southwest)--Yonkers City PUMA,0.2215230859704202,-0.3200476314010037,0.3747604999518982,0.7757408113657019,0.6471331723898371,-0.19935117563597182,0.97482787818884,0.3535123772613889,C,C-,B-,B,B-,C,B,B-
111,Nassau County (West Central)--North Hempstead Town (South) PUMA,0.5033378962482382,0.35752691367292255,1.1428068404425276,0.69271445689129,0.19205451374237736,1.3698763292578182,2.0744476579287108,0.9046806583119835,B-,B-,B,B-,C,A-,A,B
112,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.5033378962482382,0.3677376583791928,-0.23651200802645142,-0.29624759057699285,-0.5703731184796446,0.2853729331246712,-0.5908803040817853,-0.0767949333446817,B-,B-,C,C-,C-,B-,C-,C
113,Jefferson & Lewis Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
114,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,0.05981948529612691,1.0310785574268537,1.2188927699282581,1.1446640517191986,1.161799832555114,1.6410691140618718,-0.6875257366550677,0.7956854391903365,C,B,B,B,B,A-,C-,B
115,Suffolk County (Northwest)--Huntington Town (South) PUMA,0.5033378962482382,1.0310785574268537,0.837213128958917,1.1446640517191986,#DIV/0!,2.1779119777651545,0.659251581680225,#DIV/0!,B-,B,B,B,#DIV!0,A,B-,#DIV!0
116,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,0.5033378962482382,0.5004539237921354,0.013052013244314441,-0.008617241317359615,0.7463825950111997,-1.0414300515353618,0.04845972886590257,0.10880555204415268,B-,B-,C,C,B-,D,C,C
117,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",0.5033378962482382,-1.0385324336394104,-0.12933403842084015,0.22991418429494956,0.0027425452283616042,-0.4669676796808849,-0.13229595170438554,-0.1473050682391388,B-,D,C,C,C,C-,C,C
118,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
119,Monroe County (Central)--Greece & Gates Towns PUMA,0.5033378962482382,-0.07185459825974778,-0.9786615626309596,-2.0143238379026784,1.161799832555114,1.6351876509865235,-1.2525886357358949,-0.1453004649627721,B-,C,D,E,B,A-,D-,C
120,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,0.04225745169468898,0.25563076819809555,0.2404596577700494,0.3766595170972747,0.7311332556290537,-0.24184682967070384,0.10794682739590811,0.21603437830205235,C,B-,C,B-,B-,C,C,C
121,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",0.5033378962482382,0.2546256317026861,0.6517706549090938,0.4889979262446534,0.1032579880134077,0.32980450761891067,1.7017171833211646,0.5762159697225935,B-,B-,B-,B-,C,B-,A-,B-
122,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,0.007730392634043244,-0.019052212067042495,-0.07668854660767312,-0.47490454261012777,-0.12621678774259298,-0.02583716150302349,-0.09988590811868797,-0.11640782371644352,C,C,C,C-,C,C,C,C
123,Broome (Outer West) & Tioga Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
124,Putnam County PUMA,-0.5887430093369309,1.0310785574268537,-0.5384261660474414,-0.7019163327390704,0.671545187115783,-1.0414300515353618,-0.14749186251696395,-0.18791195394759025,C-,B,C-,C-,B-,D,C,C
125,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",0.5033378962482382,-2.904387475363974,1.6768879535491696,#DIV/0!,1.161799832555114,-1.0414300515353618,#DIV/0!,#DIV/0!,B-,E,A-,#DIV!0,B,D,#DIV!0,#DIV!0
126,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",0.28299775382932496,-0.03732232945354428,0.7494306682055282,0.26803708532264203,-0.29234168359587376,1.7275873486665707,0.06802156619241365,0.3952014870238659,B-,C,B-,B-,C-,A-,C,B-
127,Nassau County (Central)--Hempstead Town (Northeast) PUMA,0.5033378962482382,1.0310785574268537,-0.6917904971171269,-2.0143238379026784,1.161799832555114,1.0874896775182052,-0.27288463538095364,0.11495814190680745,B-,B,C-,E,B,B,C-,C
128,Suffolk County (Central)--Brookhaven Town (Central) PUMA,-1.359580527866521,1.0310785574268537,1.6768879535491696,1.1446640517191986,1.161799832555114,1.3493413750497405,0.6654854980946459,0.8099538200754574,D-,B,A-,B,B,A-,B-,B
129,NYC-Manhattan Community District 10--Central Harlem PUMA,-0.5386776557037841,0.4219616865716833,0.10236308284481058,0.47128895078406313,0.07181600368266822,-1.0414300515353618,-0.65328347255693,-0.16656592227326442,C-,B-,C,B-,C,D,C-,C
130,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",0.30470451128760045,0.27866858387799837,-0.7086108234516864,-0.8123879466350603,-0.059673532789267195,-1.0414300515353618,-0.6120144049120226,-0.37867766630825705,B-,B-,C-,D,C,D,C-,C-
131,NYC-Manhattan Community District 11--East Harlem PUMA,0.5033378962482382,-0.3957435045555437,-1.9050160450193767,-2.0143238379026784,0.40155714280605054,-1.0414300515353618,-1.3662117204326079,-0.8311185886273257,B-,C-,E,E,B-,D,D-,D
132,Westchester County (Northwest) PUMA,0.09999885353569102,0.44618758795169455,0.3162190728599394,0.3015590600836441,0.492045419946174,-0.5036569156345276,0.12201043877385141,0.18205193107378095,C,B-,B-,B-,B-,C-,C,C
133,Onondaga County (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
134,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,-1.484305127613868,-0.8140044335563796,-1.178387925673872,-1.3535151467062656,0.544101166029171,-0.32136915551496026,-0.11172408796231766,-0.6741721015712132,D-,D,D,D-,B-,C-,C,C-
135,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,0.5033378962482382,-0.34387002357455615,-0.20682251581755573,0.686978876221804,0.6230393782418122,-0.7207784549914856,-0.3552555818393677,0.026661367784127026,B-,C-,C,B-,B-,C-,C-,C
136,Genesee & Orleans Counties PUMA,-4.54001737519955,1.0310785574268537,0.8438870236495079,-2.0143238379026784,1.161799832555114,-1.0414300515353618,-0.7617382958841495,-0.7601063066986091,E,B,B,E,B,D,D,D
137,Westchester County (Central)--White Plains City PUMA,-0.4672924417815181,-0.593791887929965,-0.5510041016457368,-0.11383596237209749,0.03126095173854684,-0.40406171931826573,0.5428823291063892,-0.22226326174323527,C-,C-,C-,C,C,C-,B-,C
138,Saratoga County (South & Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
139,Monroe County (South) PUMA,0.5033378962482382,1.0310785574268537,0.4171969448782743,0.033705007968385686,#DIV/0!,2.1779119777651545,1.3416779130699688,#DIV/0!,B-,B,B-,C,#DIV!0,A,A-,#DIV!0
140,Suffolk County (Central)--Islip Town (Northwest) PUMA,0.04354505561727391,0.3129671587697123,0.7671294657744216,0.6022917591124274,0.6543776735667146,1.3149332807270855,1.3142512731931215,0.7156422381086794,C,B-,B,B-,B-,A-,A-,B-
141,St. Lawrence County PUMA,-6.06830685139585,#DIV/0!,-1.9050160450193767,#DIV/0!,-1.7883289987727893,-1.0414300515353618,#DIV/0!,#DIV/0!,E,#DIV!0,E,#DIV!0,E,D,#DIV!0,#DIV!0
142,Nassau County (West Central)--Hempstead Town (West Central) PUMA,0.5033378962482382,1.0310785574268537,1.6768879535491696,1.1446640517191986,1.161799832555114,0.46320931875987187,-0.13056345751009782,0.8357734503926212,B-,B,A-,B,B,B-,C,B
143,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,0.35936902155097467,-0.031107096240051625,-0.021906859249140476,0.10721661163375426,-0.5873047415783621,0.7351986922274864,0.45353068518590045,0.14499947336150878,B-,C,C,C,C-,B-,B-,C
144,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",-0.09425847835536287,0.6219839961092555,-0.12165435693287714,-0.031549209445963115,0.10658656071814977,-0.7132542671199317,-0.523541205619775,-0.10795528009235779,C,B-,C,C,C,C-,C-,C
145,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
146,Capital Region,-0.2911683642506522,-0.9706512284294347,-0.683749138166884,-0.9168976652773567,-0.721261123611633,-0.0677501918913229,0.6537106897896394,-0.428252431691092,C-,D,C-,D,C-,C,B-,C-
147,Central NY,0.8054273070119283,0.10427424602834845,-1.1698334337585217,-1.736058394110722,-0.7849574916987312,0.27864655219572704,-1.7728840385432465,-0.6107693218393168,B,C,D,D-,D,B-,E,C-
148,Finger Lakes,-0.14109903346372937,-0.2907803119268735,1.0720302397467358,1.0328401661882856,-0.49826575942105505,1.5658934541125131,0.31500870684336985,0.43651820886846376,C,C-,B,B,C-,A-,B-,B-
149,Long Island,0.5163240925235855,0.08207140604704687,1.4720352735545315,1.0784510349376126,0.37958593908326055,1.2501041633733965,0.9806298487958091,0.8227431083307489,B-,C,A-,B,B-,A-,B,B
150,Mid-Hudson,0.5331681531729479,0.008545402213074916,0.6634607327648467,0.5509700177576617,0.5042234200136001,-0.7701765680219915,0.3004377892514108,0.2558041353073644,B-,C,B-,B-,B-,D,B-,B-
151,Mohawk Valley,-1.3631999445888063,1.3441574063165949,0.9081470514855244,1.0667138423209384,1.6824656368701778,-0.20150378786763884,-1.5933299947478428,0.26335002996984963,D-,A-,B,B,A-,C,D-,B-
152,New York City,0.4365017079665853,-0.08450757581982747,0.25116829964807397,0.012861743789376684,0.44272548901353775,-0.9160373768624029,-0.10278045171992091,0.00570454800220318,B-,C,B-,C,B-,D,C,C
153,North Country,-2.205031893196048,1.4862730920777278,-1.0497337629143721,-0.5125559448388958,-1.4789008276793763,-1.7358060058292333,0.17274770387078545,-0.7604296626442018,E,A-,D,C-,D-,D-,C,D
154,Southern Tier,0.8054273070119283,0.3421891862614329,-1.197179600560823,-0.5342761286741644,-0.5974796811520845,0.5811812418579595,0.8052545567244385,0.029302411638383874,B,B-,D,C-,C-,B-,B,C
155,Western NY,0.435130939646223,-1.1212352127952456,-0.4954960733772302,0.3288338228191353,1.2012058223859017,0.17696404912982744,-0.2866318897139082,0.03411020829924335,B-,D,C-,B-,B,C,C-,C
