,puma,BABS_UnEmp_Total,BABS_UnEmp_M,BABS_UnEmp_F,HS_UnEmp_Total,HS_UnEmp_M,HS_UnEmp_F,HSINC_UnEmp_Total,HSINC_UnEmp_M,HSINC_UnEmp_F
0,Total Geo,2.661005534810409,2.974647729892485,2.3671400011594916,4.706251158164181,5.086763664990407,4.252389574297865,13.446821245849309,13.668122728177408,12.976044568245126
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,2.5099955575299866,4.706304295847613,0.6049083995852056,0.0,0.0,0.0,0.0,0.0,#DIV/0!
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,2.7981109799291617,2.7208521477364824,2.8784776586775864,3.5445134575569357,5.000783821915661,1.9136235955056182,7.186678352322525,10.237203495630462,0.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,3.9932942162615253,2.6018960625562246,5.301157798881228,1.2424338961452692,1.5482334259626835,0.0,0.0,0.0,0.0
4,Madison & Cortland Counties PUMA,2.512562814070352,3.8813127528847593,1.2184754888070275,5.56657223796034,6.397394136807817,4.577191621411948,32.1954484605087,23.631386861313867,55.778894472361806
5,Ontario & Yates Counties PUMA,1.268553233013199,0.5043712172158709,1.914873447720163,5.048006982833867,5.35213064557285,4.644670050761421,0.5034612964128383,0.0,2.3703703703703702
6,Monroe County (Central)--Greece & Gates Towns PUMA,1.0366673065847571,1.1989404712114875,0.8989827300686065,2.450051042730057,1.9633966762499122,2.977139819245082,6.334125098970704,8.869179600886918,0.0
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,2.212714753660004,2.5897586815773983,1.89881171138062,7.253281477880408,8.775428799361787,5.805350028457598,0.0,0.0,#DIV/0!
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",4.322575902374477,2.6472534745201854,5.662124619658685,6.2010314390558365,7.829977628635347,4.5068285280728375,13.311688311688311,15.055467511885896,7.530647985989491
9,NYC-Manhattan Community District 8--Upper East Side PUMA,2.8312077496689665,3.529956406002855,2.255758538522637,2.3178807947019866,3.9733803092581716,0.0,#DIV/0!,#DIV/0!,#DIV/0!
10,Suffolk County (Southwest)--Islip Town (South) PUMA,4.663417204584376,3.4189226904828356,5.775948103792415,2.9639387452659314,2.858787413660783,3.104554201411161,17.75862068965517,0.0,29.941860465116278
11,Erie County (Northwest) PUMA,2.6030494521421534,1.2024539877300613,3.857566765578635,2.073983704413751,3.1929165548698686,1.0110450297366185,0.0,0.0,0.0
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",11.566966649020646,22.5130890052356,4.133333333333333,10.60313963095566,24.491094147582697,0.0,0.0,0.0,0.0
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.0,0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,#DIV/0!
14,Rockland County (North)--New City & Congers PUMA,5.129176452761572,6.214520466089035,4.012298232129131,6.672099419374554,5.845690952073931,7.4167312161115415,0.0,0.0,0.0
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",2.4968106433388004,4.628207940337793,0.9820732657833203,6.367614101241507,6.186987287870249,6.605172129797397,3.4952337721289153,2.3431594860166287,5.227272727272727
16,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,2.2708766850628788,3.495805033959249,1.2568215644121052,0.0,0.0,0.0,0.0,0.0,0.0
17,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,1.5789473684210527,0.0,2.597790385189609,3.1145431145431144,4.652223489167617,1.1225997045790252,14.072847682119205,0.0,32.818532818532816
18,Tompkins County PUMA,2.166109667038,3.640929064657878,0.7323324789454413,2.476963395046073,1.5732924021488872,3.1887562339428746,16.778523489932887,18.34862385321101,0.0
19,Dutchess County (Southwest) PUMA,4.611636061092292,4.493307839388145,4.728691334673129,3.6399077094438703,4.0650406504065035,3.0706243602865912,5.474764756201882,0.0,10.339256865912763
