,puma,BABS_FT_Work_Total,BABS_FT_Work_M,BABS_FT_Work_F,HS_FT_Work_Total,HS_FT_Work_M,HS_FT_Work_F,HSINC_FT_Work_Total,HSINC_FT_Work_M,HSINC_FT_Work_F
0,Total Geo,87.88937866308008,91.56291544717912,84.42239343558428,81.82446756465869,88.48546435250297,73.25201513652209,81.81546571768126,88.28717329019432,67.98116784367643
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,92.00183865777983,91.99842333464721,92.0066152149945,37.40359897172236,37.40359897172236,#DIV/0!,100.0,#DIV/0!,100.0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,86.86071817192601,100.0,75.4323499491353,86.60571061918512,90.46692607003891,83.89737991266377,100.0,100.0,100.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,94.38269750675879,97.6608187134503,90.12430939226519,93.22865554465162,78.57142857142857,100.0,#DIV/0!,#DIV/0!,#DIV/0!
4,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,100.0,100.0,#DIV/0!
5,Ontario & Yates Counties PUMA,44.631578947368425,100.0,18.32298136645963,0.0,#DIV/0!,0.0,100.0,100.0,#DIV/0!
6,Monroe County (Central)--Greece & Gates Towns PUMA,68.52207293666027,100.0,0.0,100.0,100.0,100.0,100.0,100.0,#DIV/0!
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,87.06619265278484,100.0,77.81649245063879,88.75461564283317,100.0,81.05203619909503,100.0,100.0,100.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,49.37965260545906,69.09722222222221,0.0,0.0,#DIV/0!,0.0
9,NYC-Manhattan Community District 8--Upper East Side PUMA,89.63893249607536,100.0,82.11382113821138,65.90106007067138,100.0,58.270270270270274,100.0,100.0,#DIV/0!
10,Suffolk County (Southwest)--Islip Town (South) PUMA,87.94582392776523,100.0,84.39509059029807,100.0,100.0,100.0,100.0,100.0,100.0
11,Erie County (Northwest) PUMA,100.0,100.0,100.0,100.0,100.0,#DIV/0!,100.0,100.0,#DIV/0!
