,puma,BABS_UnEmp_Total,BABS_UnEmp_M,BABS_UnEmp_F,HS_UnEmp_Total,HS_UnEmp_M,HS_UnEmp_F,HSINC_UnEmp_Total,HSINC_UnEmp_M,HSINC_UnEmp_F
0,Total Geo,0.02661005534810409,0.02974647729892485,0.023671400011594918,0.04706251158164181,0.05086763664990407,0.04252389574297865,0.13446821245849308,0.1366812272817741,0.12976044568245126
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.025099955575299867,0.04706304295847613,0.0060490839958520564,0.0,0.0,0.0,0.0,0.0,#DIV/0!
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.027981109799291616,0.027208521477364824,0.028784776586775866,0.03544513457556936,0.05000783821915661,0.01913623595505618,0.07186678352322524,0.10237203495630462,0.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,0.039932942162615254,0.026018960625562245,0.05301157798881228,0.012424338961452692,0.015482334259626836,0.0,0.0,0.0,0.0
4,Madison & Cortland Counties PUMA,0.02512562814070352,0.038813127528847594,0.012184754888070274,0.0556657223796034,0.06397394136807817,0.045771916214119475,0.321954484605087,0.2363138686131387,0.5577889447236181
5,Ontario & Yates Counties PUMA,0.01268553233013199,0.005043712172158709,0.01914873447720163,0.05048006982833867,0.0535213064557285,0.046446700507614215,0.005034612964128383,0.0,0.023703703703703703
6,Monroe County (Central)--Greece & Gates Towns PUMA,0.010366673065847572,0.011989404712114874,0.008989827300686065,0.02450051042730057,0.019633966762499122,0.029771398192450824,0.06334125098970704,0.08869179600886919,0.0
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.02212714753660004,0.025897586815773983,0.0189881171138062,0.07253281477880408,0.08775428799361787,0.05805350028457598,0.0,0.0,#DIV/0!
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",0.043225759023744766,0.026472534745201854,0.05662124619658685,0.06201031439055837,0.07829977628635347,0.04506828528072838,0.1331168831168831,0.15055467511885895,0.07530647985989491
9,NYC-Manhattan Community District 8--Upper East Side PUMA,0.028312077496689663,0.03529956406002855,0.02255758538522637,0.023178807947019868,0.03973380309258172,0.0,#DIV/0!,#DIV/0!,#DIV/0!
10,Suffolk County (Southwest)--Islip Town (South) PUMA,0.04663417204584376,0.034189226904828354,0.05775948103792415,0.029639387452659312,0.02858787413660783,0.03104554201411161,0.17758620689655172,0.0,0.29941860465116277
11,Erie County (Northwest) PUMA,0.026030494521421532,0.012024539877300613,0.03857566765578635,0.02073983704413751,0.031929165548698686,0.010110450297366185,0.0,0.0,0.0
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.11566966649020646,0.225130890052356,0.04133333333333333,0.1060313963095566,0.24491094147582698,0.0,0.0,0.0,0.0
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.0,0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,#DIV/0!
14,Rockland County (North)--New City & Congers PUMA,0.051291764527615726,0.06214520466089035,0.040122982321291314,0.06672099419374554,0.05845690952073931,0.07416731216111541,0.0,0.0,0.0
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.024968106433388006,0.04628207940337793,0.009820732657833203,0.06367614101241507,0.061869872878702485,0.06605172129797397,0.03495233772128915,0.02343159486016629,0.05227272727272727
16,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,0.022708766850628788,0.03495805033959249,0.012568215644121052,0.0,0.0,0.0,0.0,0.0,0.0
17,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,0.015789473684210527,0.0,0.02597790385189609,0.031145431145431144,0.046522234891676166,0.011225997045790252,0.14072847682119205,0.0,0.3281853281853282
18,Tompkins County PUMA,0.02166109667038,0.03640929064657878,0.007323324789454412,0.024769633950460734,0.015732924021488872,0.03188756233942874,0.16778523489932887,0.1834862385321101,0.0
19,Dutchess County (Southwest) PUMA,0.04611636061092292,0.044933078393881457,0.04728691334673129,0.0363990770944387,0.04065040650406504,0.030706243602865915,0.05474764756201882,0.0,0.10339256865912763
20,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,0.036867676478994,0.023529411764705882,0.049471928849360754,0.07384265833570008,0.049555867227676485,0.11143270622286541,0.4972677595628415,0.4972677595628415,#DIV/0!
21,Westchester County (Northwest) PUMA,0.021227877689262032,0.02248019163442049,0.019883272331585714,0.08211143695014662,0.09206302888824044,0.06530310497782159,0.07961399276236429,0.0,0.16541353383458646
22,Albany County (Outside Albany City) PUMA,0.015049350141698427,0.022914473276769678,0.0063221550302363936,0.03556837912368502,0.042803167537912114,0.028523912714811268,0.20503756076005303,0.22030350601779172,0.12215909090909091
23,Monroe County (South) PUMA,0.02172387737478411,0.00641094133988674,0.037354128040135236,0.035392651296829974,0.03661382473646093,0.033841120539822106,0.1470976253298153,0.0960820895522388,0.2702702702702703
24,Jefferson & Lewis Counties PUMA,0.003805537056417087,0.003264417845484222,0.0042258282623394185,0.03739236659416619,0.018813001994501644,0.06035171862509992,0.13811976819059885,0.15701415701415702,0.08129032258064516
25,"Chenango, Delaware & Broome (East) Counties PUMA",0.01980440097799511,0.014617940199335547,0.022823984526112187,0.0389412158892074,0.039044046130332084,0.0388224913772359,0.1303370786516854,0.2,0.032432432432432434
26,Erie County (Central) PUMA,0.0284889789402591,0.010464629552113856,0.042653508771929825,0.04325371207230471,0.05217746464491755,0.03412059776361166,0.2075134168157424,0.17973462002412546,0.28719723183391005
27,St. Lawrence County PUMA,0.008797054009819968,0.01615933859451334,0.0,0.05696148963182395,0.042487684729064036,0.07038003588321644,0.2380009896091044,0.2141833810888252,0.2912
28,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.043537220755120974,0.05865644084647067,0.028263988522238163,0.05825667980727114,0.0,0.1163604549431321,#DIV/0!,#DIV/0!,#DIV/0!
29,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.03603156210340451,0.042205363820921035,0.029438612505705158,0.03455723542116631,0.02509075379030536,0.04669953437414407,0.0,0.0,#DIV/0!
30,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,0.045695248115027176,0.051287102705542424,0.03928652065929104,0.07250935056103366,0.11308497945114676,0.0,0.0,0.0,0.0
31,Cayuga & Onondaga (South) Counties PUMA,0.014363162712103077,0.020234986945169713,0.009907120743034056,0.03730581285099555,0.050542718252647,0.02128174123337364,0.0287329251059821,0.04452554744525548,0.0
32,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,0.012878542946438193,0.010051993067590987,0.015348884176512168,0.06029280838856464,0.05745062836624776,0.06466599698643898,0.0,0.0,#DIV/0!
33,Fulton & Montgomery Counties PUMA,0.02333245452148695,0.0461840812315755,0.007941760423560556,0.06501224752037907,0.08338235294117648,0.04290896222241883,0.11257189811010682,0.03550295857988166,0.2088724584103512
34,Onondaga County (Central)--Syracuse City (Outer) PUMA,0.027826993225638353,0.024954437123230058,0.030649493766788348,0.0452086915741754,0.058545430995401854,0.03276112185686654,0.3438775510204082,0.16923076923076924,0.6878787878787879
