,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Emp_mf_t,Total_emp_m,Total_emp_f,Total_UnEmp_mf_t,Total_UnEmp_m,Total_UnEmp_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Emp_mf_t,BABS_emp_m,BABS_emp_f,BABS_UnEmp_mf_t,BABS_UnEmp_m,BABS_UnEmp_f,Total_HS,Total_HS_m,Total_HS_f,HS_Emp_mf_t,HS_emp_m,HS_emp_f,HS_UnEmp_mf_t,HS_UnEmp_m,HS_UnEmp_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Emp_mf_t,HSINC_emp_m,HSINC_emp_f,HSINC_UnEmp_mf_t,HSINC_UnEmp_m,HSINC_UnEmp_f
0,Total Geo,1005810,560183,445627,960267,539962,420305,45543,20221,25322,404128,199847,204281,388584,194550,194034,15544,5297,10247,471358,273291,198067,447861,260729,187132,23497,12562,10935,130324,87045,43279,123822,84683,39139,6502,2362,4140
1,Nassau County (Central)--Hempstead Town (Northeast) PUMA,5333,3087,2246,5262,3087,2175,71,0,71,2244,1111,1133,2244,1111,1133,0,0,0,2890,1777,1113,2819,1777,1042,71,0,71,199,199,0,199,199,0,0,0,0
2,"Chenango, Delaware & Broome (East) Counties PUMA",220,220,0,220,220,0,0,0,0,85,85,0,85,85,0,0,0,0,135,135,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Cayuga & Onondaga (South) Counties PUMA,30,0,30,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,30,0,30,0,0,0
4,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,11897,6816,5081,11380,6455,4925,517,361,156,2077,824,1253,2077,824,1253,0,0,0,7196,4085,3111,6746,3724,3022,450,361,89,2624,1907,717,2557,1907,650,67,0,67
5,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",11769,6618,5151,11265,6337,4928,504,281,223,3549,1676,1873,3255,1510,1745,294,166,128,5955,3310,2645,5745,3195,2550,210,115,95,2265,1632,633,2265,1632,633,0,0,0
6,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",14187,6645,7542,13863,6531,7332,324,114,210,4697,1346,3351,4561,1346,3215,136,0,136,7013,3742,3271,6825,3628,3197,188,114,74,2477,1557,920,2477,1557,920,0,0,0
7,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",464,98,366,328,98,230,136,0,136,393,98,295,296,98,198,97,0,97,71,0,71,32,0,32,39,0,39,0,0,0,0,0,0,0,0,0
8,Erie County (Northwest) PUMA,1112,771,341,1112,771,341,0,0,0,702,621,81,702,621,81,0,0,0,410,150,260,410,150,260,0,0,0,0,0,0,0,0,0,0,0,0
9,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,10909,4847,6062,10072,4625,5447,837,222,615,7962,3787,4175,7395,3565,3830,567,222,345,2726,839,1887,2456,839,1617,270,0,270,221,221,0,221,221,0,0,0,0
10,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",5839,2382,3457,5839,2382,3457,0,0,0,4920,1882,3038,4920,1882,3038,0,0,0,419,0,419,419,0,419,0,0,0,500,500,0,500,500,0,0,0,0
11,Saratoga County (South & Central) PUMA,1558,905,653,1558,905,653,0,0,0,1477,905,572,1477,905,572,0,0,0,81,0,81,81,0,81,0,0,0,0,0,0,0,0,0,0,0,0
12,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,4348,1615,2733,4234,1615,2619,114,0,114,2395,1015,1380,2281,1015,1266,114,0,114,1596,311,1285,1596,311,1285,0,0,0,357,289,68,357,289,68,0,0,0
13,Columbia & Greene Counties PUMA,1156,308,848,1113,308,805,43,0,43,524,237,287,481,237,244,43,0,43,587,26,561,587,26,561,0,0,0,45,45,0,45,45,0,0,0,0
14,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,5934,3508,2426,5709,3508,2201,225,0,225,3371,1963,1408,3217,1963,1254,154,0,154,2416,1497,919,2345,1497,848,71,0,71,147,48,99,147,48,99,0,0,0
15,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,9451,5533,3918,9401,5533,3868,50,0,50,4747,1907,2840,4697,1907,2790,50,0,50,2779,1916,863,2779,1916,863,0,0,0,1925,1710,215,1925,1710,215,0,0,0
16,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,13864,7106,6758,13547,7052,6495,317,54,263,5710,3121,2589,5587,3121,2466,123,0,123,7184,3327,3857,6990,3273,3717,194,54,140,970,658,312,970,658,312,0,0,0
17,Putnam County PUMA,2347,1591,756,2173,1591,582,174,0,174,323,177,146,323,177,146,0,0,0,1503,1175,328,1329,1175,154,174,0,174,521,239,282,521,239,282,0,0,0
18,Nassau County (Northwest)--North Hempstead Town (North) PUMA,6757,4047,2710,6473,4047,2426,284,0,284,3814,2295,1519,3693,2295,1398,121,0,121,2600,1495,1105,2437,1495,942,163,0,163,343,257,86,343,257,86,0,0,0
19,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,28763,18832,9931,27386,18038,9348,1377,794,583,4704,2633,2071,4429,2633,1796,275,0,275,20652,13763,6889,19662,12969,6693,990,794,196,3407,2436,971,3295,2436,859,112,0,112
20,Rockland County (North)--New City & Congers PUMA,7210,4223,2987,7210,4223,2987,0,0,0,2905,1694,1211,2905,1694,1211,0,0,0,3403,1898,1505,3403,1898,1505,0,0,0,902,631,271,902,631,271,0,0,0
21,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",16777,9114,7663,16246,9011,7235,531,103,428,4436,2834,1602,4436,2834,1602,0,0,0,8915,4601,4314,8519,4498,4021,396,103,293,3426,1679,1747,3291,1679,1612,135,0,135
22,Orange County (Northwest) PUMA,4726,2893,1833,4386,2769,1617,340,124,216,1916,1166,750,1745,1067,678,171,99,72,2454,1371,1083,2285,1346,939,169,25,144,356,356,0,356,356,0,0,0,0
23,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,5091,2239,2852,4650,2122,2528,441,117,324,4041,1671,2370,3794,1671,2123,247,0,247,987,568,419,793,451,342,194,117,77,63,0,63,63,0,63,0,0,0
24,Dutchess County (Southwest) PUMA,5308,3289,2019,5229,3289,1940,79,0,79,2248,797,1451,2169,797,1372,79,0,79,2358,2152,206,2358,2152,206,0,0,0,702,340,362,702,340,362,0,0,0
25,Westchester County (Northwest) PUMA,8988,4867,4121,8920,4867,4053,68,0,68,4141,1568,2573,4073,1568,2505,68,0,68,2800,1991,809,2800,1991,809,0,0,0,2047,1308,739,2047,1308,739,0,0,0
26,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,4263,2400,1863,4263,2400,1863,0,0,0,1748,966,782,1748,966,782,0,0,0,2439,1358,1081,2439,1358,1081,0,0,0,76,76,0,76,76,0,0,0,0
