,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NRB_mf_t,Total_NRB_m,Total_NRB_f,Total_RB_mf_t,Total_RB_m,Total_RB_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NRB_mf_t,BABS_NRB_m,BABS_NRB_f,BABS_RB_mf_t,BABS_RB_m,BABS_RB_f,Total_HS,Total_HS_m,Total_HS_f,HS_NRB_mf_t,HS_NRB_m,HS_NRB_f,HS_RB_mf_t,HS_RB_m,HS_RB_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NRB_mf_t,HSINC_NRB_m,HSINC_NRB_f,HSINC_RB_mf_t,HSINC_RB_m,HSINC_RB_f
0,Total Geo,702527.0,370217.0,332310.0,520517.0,279435.0,241082.0,182010.0,90782.0,91228.0,224388.0,108599.0,115789.0,185068.0,91486.0,93582.0,39320.0,17113.0,22207.0,360889.0,194006.0,166883.0,260360.0,144715.0,115645.0,100529.0,49291.0,51238.0,117250.0,67612.0,49638.0,75089.0,43234.0,31855.0,42161.0,24378.0,17783.0
1,Nassau County (Central)--Hempstead Town (Northeast) PUMA,1665.0,780.0,885.0,1565.0,680.0,885.0,100.0,100.0,0.0,275.0,128.0,147.0,275.0,128.0,147.0,0.0,0.0,0.0,1012.0,552.0,460.0,1012.0,552.0,460.0,0.0,0.0,0.0,378.0,100.0,278.0,278.0,0.0,278.0,100.0,100.0,0.0
2,"Chenango, Delaware & Broome (East) Counties PUMA",220.0,220.0,0.0,202.0,202.0,0.0,18.0,18.0,0.0,85.0,85.0,0.0,67.0,67.0,0.0,18.0,18.0,0.0,135.0,135.0,0.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Cayuga & Onondaga (South) Counties PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,10368.0,5448.0,4920.0,6294.0,3118.0,3176.0,4074.0,2330.0,1744.0,1124.0,243.0,881.0,1057.0,243.0,814.0,67.0,0.0,67.0,6572.0,3405.0,3167.0,3627.0,1957.0,1670.0,2945.0,1448.0,1497.0,2672.0,1800.0,872.0,1610.0,918.0,692.0,1062.0,882.0,180.0
5,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",8635.0,4538.0,4097.0,5238.0,2481.0,2757.0,3397.0,2057.0,1340.0,1955.0,913.0,1042.0,1955.0,913.0,1042.0,0.0,0.0,0.0,4070.0,2302.0,1768.0,2536.0,1242.0,1294.0,1534.0,1060.0,474.0,2610.0,1323.0,1287.0,747.0,326.0,421.0,1863.0,997.0,866.0
6,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",10502.0,4706.0,5796.0,6689.0,3374.0,3315.0,3813.0,1332.0,2481.0,3148.0,1049.0,2099.0,2309.0,991.0,1318.0,839.0,58.0,781.0,5116.0,2517.0,2599.0,2998.0,1460.0,1538.0,2118.0,1057.0,1061.0,2238.0,1140.0,1098.0,1382.0,923.0,459.0,856.0,217.0,639.0
7,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",296.0,98.0,198.0,296.0,98.0,198.0,0.0,0.0,0.0,264.0,98.0,166.0,264.0,98.0,166.0,0.0,0.0,0.0,32.0,0.0,32.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Erie County (Northwest) PUMA,962.0,621.0,341.0,962.0,621.0,341.0,0.0,0.0,0.0,702.0,621.0,81.0,702.0,621.0,81.0,0.0,0.0,0.0,260.0,0.0,260.0,260.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,8483.0,3904.0,4579.0,6214.0,3147.0,3067.0,2269.0,757.0,1512.0,5601.0,2879.0,2722.0,4681.0,2582.0,2099.0,920.0,297.0,623.0,2669.0,812.0,1857.0,1320.0,352.0,968.0,1349.0,460.0,889.0,213.0,213.0,0.0,213.0,213.0,0.0,0.0,0.0,0.0
10,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",6137.0,3368.0,2769.0,2852.0,1056.0,1796.0,3285.0,2312.0,973.0,3027.0,1056.0,1971.0,2166.0,1056.0,1110.0,861.0,0.0,861.0,2610.0,1812.0,798.0,686.0,0.0,686.0,1924.0,1812.0,112.0,500.0,500.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0
11,Saratoga County (South & Central) PUMA,490.0,275.0,215.0,302.0,204.0,98.0,188.0,71.0,117.0,490.0,275.0,215.0,302.0,204.0,98.0,188.0,71.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,652.0,204.0,448.0,553.0,204.0,349.0,99.0,0.0,99.0,349.0,0.0,349.0,349.0,0.0,349.0,0.0,0.0,0.0,303.0,204.0,99.0,204.0,204.0,0.0,99.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Columbia & Greene Counties PUMA,642.0,119.0,523.0,578.0,119.0,459.0,64.0,0.0,64.0,229.0,119.0,110.0,229.0,119.0,110.0,0.0,0.0,0.0,413.0,0.0,413.0,349.0,0.0,349.0,64.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,2610.0,1459.0,1151.0,1639.0,854.0,785.0,971.0,605.0,366.0,570.0,419.0,151.0,491.0,419.0,72.0,79.0,0.0,79.0,1857.0,1040.0,817.0,965.0,435.0,530.0,892.0,605.0,287.0,183.0,0.0,183.0,183.0,0.0,183.0,0.0,0.0,0.0
15,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,5795.0,3522.0,2273.0,3701.0,2131.0,1570.0,2094.0,1391.0,703.0,1278.0,290.0,988.0,1256.0,290.0,966.0,22.0,0.0,22.0,2397.0,1704.0,693.0,831.0,625.0,206.0,1566.0,1079.0,487.0,2120.0,1528.0,592.0,1614.0,1216.0,398.0,506.0,312.0,194.0
16,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,7506.0,3949.0,3557.0,5653.0,2834.0,2819.0,1853.0,1115.0,738.0,2423.0,1266.0,1157.0,2423.0,1266.0,1157.0,0.0,0.0,0.0,4050.0,1966.0,2084.0,2660.0,1120.0,1540.0,1390.0,846.0,544.0,1033.0,717.0,316.0,570.0,448.0,122.0,463.0,269.0,194.0
17,Putnam County PUMA,1134.0,822.0,312.0,1134.0,822.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.0,583.0,174.0,757.0,583.0,174.0,0.0,0.0,0.0,377.0,239.0,138.0,377.0,239.0,138.0,0.0,0.0,0.0
18,Nassau County (Northwest)--North Hempstead Town (North) PUMA,3085.0,2052.0,1033.0,1557.0,1058.0,499.0,1528.0,994.0,534.0,872.0,732.0,140.0,552.0,492.0,60.0,320.0,240.0,80.0,1701.0,1063.0,638.0,829.0,476.0,353.0,872.0,587.0,285.0,512.0,257.0,255.0,176.0,90.0,86.0,336.0,167.0,169.0
19,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,21486.0,14168.0,7318.0,13499.0,9138.0,4361.0,7987.0,5030.0,2957.0,2198.0,1253.0,945.0,1715.0,888.0,827.0,483.0,365.0,118.0,16139.0,10588.0,5551.0,9575.0,6519.0,3056.0,6564.0,4069.0,2495.0,3149.0,2327.0,822.0,2209.0,1731.0,478.0,940.0,596.0,344.0
20,Rockland County (North)--New City & Congers PUMA,2108.0,1832.0,276.0,1316.0,1316.0,0.0,792.0,516.0,276.0,382.0,382.0,0.0,382.0,382.0,0.0,0.0,0.0,0.0,1258.0,982.0,276.0,689.0,689.0,0.0,569.0,293.0,276.0,468.0,468.0,0.0,245.0,245.0,0.0,223.0,223.0,0.0
