,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NP_mf_t,Total_NP_m,Total_NP_f,Total_P_mf_t,Total_P_m,Total_P_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NP_mf_t,BABS_NP_m,BABS_NP_f,BABS_P_mf_t,BABS_P_m,BABS_P_f,Total_HS,Total_HS_m,Total_HS_f,HS_NP_mf_t,HS_NP_m,HS_NP_f,HS_P_mf_t,HS_P_m,HS_P_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NP_mf_t,HSINC_NP_m,HSINC_NP_f,HSINC_P_mf_t,HSINC_P_m,HSINC_P_f
23,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,6444,2863,3581,5375,2377,2998,1069,486,583,4719,1770,2949,4102,1669,2433,617,101,516,1662,1093,569,1210,708,502,452,385,67,63,0,63,63,0,63,0,0,0
24,Dutchess County (Southwest) PUMA,6864,3448,3416,5422,2258,3164,1442,1190,252,3439,956,2483,3059,733,2326,380,223,157,2723,2152,571,1981,1410,571,742,742,0,702,340,362,382,115,267,320,225,95
25,Westchester County (Northwest) PUMA,9759,5071,4688,8234,4466,3768,1525,605,920,4433,1683,2750,4368,1683,2685,65,0,65,3190,1991,1199,2335,1991,344,855,0,855,2136,1397,739,1531,792,739,605,605,0
26,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,4435,2497,1938,4099,2249,1850,336,248,88,1748,966,782,1412,718,694,336,248,88,2536,1455,1081,2536,1455,1081,0,0,0,151,76,75,151,76,75,0,0,0
27,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,12326,5835,6491,9374,4782,4592,2952,1053,1899,5219,2072,3147,4990,2072,2918,229,0,229,4259,1916,2343,2734,1441,1293,1525,475,1050,2848,1847,1001,1650,1269,381,1198,578,620
28,Saratoga County (Outer) PUMA,1824,1018,806,1722,916,806,102,102,0,1559,855,704,1559,855,704,0,0,0,219,117,102,139,37,102,80,80,0,46,46,0,24,24,0,22,22,0
29,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,27545,15318,12227,20816,11956,8860,6729,3362,3367,9746,5331,4415,8431,4513,3918,1315,818,497,13034,6765,6269,9371,5185,4186,3663,1580,2083,4765,3222,1543,3014,2258,756,1751,964,787
30,Erie County (South) PUMA,656,345,311,490,202,288,166,143,23,535,247,288,418,130,288,117,117,0,98,98,0,72,72,0,26,26,0,23,0,23,0,0,0,23,0,23
31,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",20701,11138,9563,15706,8725,6981,4995,2413,2582,7525,3802,3723,5803,2588,3215,1722,1214,508,10347,6194,4153,8271,5307,2964,2076,887,1189,2829,1142,1687,1632,830,802,1197,312,885
32,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,7777,3814,3963,5818,3197,2621,1959,617,1342,3105,1646,1459,2547,1334,1213,558,312,246,3729,1810,1919,2889,1798,1091,840,12,828,943,358,585,382,65,317,561,293,268
33,Suffolk County (Central)--Brookhaven Town (Central) PUMA,7589,4436,3153,5898,3108,2790,1691,1328,363,2080,970,1110,1976,970,1006,104,0,104,3237,1636,1601,2326,984,1342,911,652,259,2272,1830,442,1596,1154,442,676,676,0
34,St. Lawrence County PUMA,1138,417,721,599,353,246,539,64,475,705,361,344,519,297,222,186,64,122,409,56,353,56,56,0,353,0,353,24,0,24,24,0,24,0,0,0
35,Genesee & Orleans Counties PUMA,713,520,193,713,520,193,0,0,0,492,360,132,492,360,132,0,0,0,61,0,61,61,0,61,0,0,0,160,160,0,160,160,0,0,0,0
36,Monroe County (Central)--Rochester City (West) PUMA,1684,848,836,686,91,595,998,757,241,537,224,313,313,0,313,224,224,0,906,534,372,373,91,282,533,443,90,241,90,151,0,0,0,241,90,151
37,Wayne & Seneca Counties PUMA,1366,438,928,817,151,666,549,287,262,828,151,677,721,151,570,107,0,107,461,287,174,19,0,19,442,287,155,77,0,77,77,0,77,0,0,0
38,Warren & Washington Counties PUMA,94,94,0,94,94,0,0,0,0,94,94,0,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Erie County (North Central) PUMA,4848,2625,2223,4262,2378,1884,586,247,339,4319,2554,1765,3897,2378,1519,422,176,246,365,0,365,365,0,365,0,0,0,164,71,93,0,0,0,164,71,93
40,"Clinton, Franklin, Essex & Hamilton Counties PUMA",402,117,285,191,70,121,211,47,164,168,47,121,121,0,121,47,47,0,234,70,164,70,70,0,164,0,164,0,0,0,0,0,0,0,0,0
41,Dutchess County (North & East) PUMA,2496,1527,969,1771,1075,696,725,452,273,1119,423,696,1119,423,696,0,0,0,553,449,104,304,304,0,249,145,104,824,655,169,348,348,0,476,307,169
42,Tompkins County PUMA,4129,1947,2182,2931,1164,1767,1198,783,415,3718,1947,1771,2667,1164,1503,1051,783,268,264,0,264,264,0,264,0,0,0,147,0,147,0,0,0,147,0,147
43,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",12819,6516,6303,10630,5623,5007,2189,893,1296,11198,5834,5364,9554,5132,4422,1644,702,942,1318,379,939,964,379,585,354,0,354,303,303,0,112,112,0,191,191,0
44,Onondaga County (Central)--Syracuse City PUMA,6253,4294,1959,3433,2021,1412,2820,2273,547,2015,1525,490,1159,817,342,856,708,148,2841,1699,1142,1666,709,957,1175,990,185,1397,1070,327,608,495,113,789,575,214
45,Suffolk County (South Central)--Brookhaven Town (South) PUMA,4690,3175,1515,4181,2704,1477,509,471,38,886,447,439,886,447,439,0,0,0,3039,2068,971,3001,2068,933,38,0,38,765,660,105,294,189,105,471,471,0
46,Suffolk County (Northwest)--Smithtown Town PUMA,2819,1764,1055,2489,1575,914,330,189,141,1464,654,810,1375,565,810,89,89,0,1157,1053,104,1003,953,50,154,100,54,198,57,141,111,57,54,87,0,87
47,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,60,0,60,0,0,0,60,0,60,60,0,60,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,26777,14277,12500,20645,11754,8891,6132,2523,3609,11455,4774,6681,9494,4508,4986,1961,266,1695,13121,7908,5213,9384,5928,3456,3737,1980,1757,2201,1595,606,1767,1318,449,434,277,157
49,Onondaga County (Central)--Syracuse City (Outer) PUMA,1822,787,1035,1712,677,1035,110,110,0,1159,379,780,1159,379,780,0,0,0,311,191,120,201,81,120,110,110,0,352,217,135,352,217,135,0,0,0
50,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,2470,1647,823,513,112,401,1957,1535,422,728,444,284,161,0,161,567,444,123,734,565,169,204,112,92,530,453,77,1008,638,370,148,0,148,860,638,222
51,Erie County (West Central)--Buffalo City (West) PUMA,3216,1927,1289,1737,1130,607,1479,797,682,963,530,433,647,365,282,316,165,151,1222,660,562,742,417,325,480,243,237,1031,737,294,348,348,0,683,389,294
52,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",530,262,268,530,262,268,0,0,0,365,262,103,365,262,103,0,0,0,117,0,117,117,0,117,0,0,0,48,0,48,48,0,48,0,0,0
53,Monroe County (North & West) PUMA,1307,861,446,738,525,213,569,336,233,569,336,233,0,0,0,569,336,233,698,525,173,698,525,173,0,0,0,40,0,40,40,0,40,0,0,0
54,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,6383,2515,3868,4395,1815,2580,1988,700,1288,2569,875,1694,2024,828,1196,545,47,498,3050,1043,2007,2031,814,1217,1019,229,790,764,597,167,340,173,167,424,424,0
55,Cattaraugus & Allegany Counties PUMA,166,91,75,166,91,75,0,0,0,107,91,16,107,91,16,0,0,0,0,0,0,0,0,0,0,0,0,59,0,59,59,0,59,0,0,0
56,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",17041,8164,8877,15771,7613,8158,1270,551,719,10064,4307,5757,9639,4180,5459,425,127,298,6110,3516,2594,5265,3092,2173,845,424,421,867,341,526,867,341,526,0,0,0
57,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,2009,1137,872,2009,1137,872,0,0,0,1708,942,766,1708,942,766,0,0,0,301,195,106,301,195,106,0,0,0,0,0,0,0,0,0,0,0,0
58,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,4214,1656,2558,4147,1656,2491,67,0,67,1050,621,429,1050,621,429,0,0,0,2665,1035,1630,2598,1035,1563,67,0,67,499,0,499,499,0,499,0,0,0
59,Jefferson & Lewis Counties PUMA,926,321,605,273,31,242,653,290,363,454,305,149,164,15,149,290,290,0,456,16,440,93,16,77,363,0,363,16,0,16,16,0,16,0,0,0
60,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,7150,3199,3951,4647,2426,2221,2503,773,1730,2106,1143,963,1549,883,666,557,260,297,3599,1003,2596,2305,750,1555,1294,253,1041,1445,1053,392,793,793,0,652,260,392
61,Schenectady County--Schenectady City PUMA,2531,1492,1039,1965,1119,846,566,373,193,1423,599,824,1260,534,726,163,65,98,675,460,215,508,388,120,167,72,95,433,433,0,197,197,0,236,236,0
62,NYC-Queens Community District 1--Astoria & Long Island City PUMA,17946,9073,8873,12697,7067,5630,5249,2006,3243,8578,3792,4786,7676,3493,4183,902,299,603,6893,3635,3258,3311,2084,1227,3582,1551,2031,2475,1646,829,1710,1490,220,765,156,609
63,Suffolk County (North Central)--Brookhaven Town (North) PUMA,2932,1311,1621,1957,888,1069,975,423,552,2762,1311,1451,1787,888,899,975,423,552,170,0,170,170,0,170,0,0,0,0,0,0,0,0,0,0,0,0
64,Fulton & Montgomery Counties PUMA,545,246,299,241,150,91,304,96,208,249,158,91,62,62,0,187,96,91,296,88,208,179,88,91,117,0,117,0,0,0,0,0,0,0,0,0
65,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,6216,3217,2999,4637,2494,2143,1579,723,856,1364,770,594,1289,695,594,75,75,0,3463,1644,1819,2423,1220,1203,1040,424,616,1389,803,586,925,579,346,464,224,240
66,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",5326,1855,3471,5066,1817,3249,260,38,222,3249,987,2262,3232,970,2262,17,17,0,1770,783,987,1770,783,987,0,0,0,307,85,222,64,64,0,243,21,222
67,Oswego County PUMA,479,35,444,410,0,410,69,35,34,180,35,145,145,0,145,35,35,0,287,0,287,253,0,253,34,0,34,12,0,12,12,0,12,0,0,0
68,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",28105,14341,13764,19208,9103,10105,8897,5238,3659,11741,5615,6126,9738,4337,5401,2003,1278,725,13792,7072,6720,8862,4414,4448,4930,2658,2272,2572,1654,918,608,352,256,1964,1302,662
69,Monroe County (Central)--Rochester City (East) PUMA,3104,2309,795,2491,1696,795,613,613,0,588,451,137,492,355,137,96,96,0,1974,1393,581,1759,1178,581,215,215,0,542,465,77,240,163,77,302,302,0
70,Westchester County (Northeast) PUMA,8492,4429,4063,7294,3847,3447,1198,582,616,3654,1461,2193,3361,1461,1900,293,0,293,2412,1189,1223,2089,1189,900,323,0,323,2426,1779,647,1844,1197,647,582,582,0
71,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",15404,8237,7167,8929,4365,4564,6475,3872,2603,2269,776,1493,1751,776,975,518,0,518,9580,5316,4264,5421,2534,2887,4159,2782,1377,3555,2145,1410,1757,1055,702,1798,1090,708
72,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",41392,20104,21288,30961,15115,15846,10431,4989,5442,16382,7711,8671,14204,6630,7574,2178,1081,1097,21275,10622,10653,14624,7655,6969,6651,2967,3684,3735,1771,1964,2133,830,1303,1602,941,661
73,Onondaga County (North) PUMA,847,402,445,810,365,445,37,37,0,669,298,371,669,298,371,0,0,0,67,67,0,67,67,0,0,0,0,111,37,74,74,0,74,37,37,0
74,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,6467,3676,2791,6253,3639,2614,214,37,177,2105,841,1264,1891,804,1087,214,37,177,3945,2482,1463,3945,2482,1463,0,0,0,417,353,64,417,353,64,0,0,0
75,Monroe County (South) PUMA,6477,2398,4079,4359,1547,2812,2118,851,1267,3615,1677,1938,2913,1146,1767,702,531,171,2142,493,1649,1214,401,813,928,92,836,720,228,492,232,0,232,488,228,260
76,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",8932,4298,4634,7709,3760,3949,1223,538,685,4073,1988,2085,3612,1653,1959,461,335,126,3280,1697,1583,2877,1494,1383,403,203,200,1579,613,966,1220,613,607,359,0,359
77,Rensselaer County--Troy City PUMA,2058,1033,1025,1995,970,1025,63,63,0,1465,600,865,1402,537,865,63,63,0,593,433,160,593,433,160,0,0,0,0,0,0,0,0,0,0,0,0
78,Suffolk County (Central)--Islip Town (East) PUMA,3689,1967,1722,2913,1823,1090,776,144,632,1978,1423,555,1978,1423,555,0,0,0,1711,544,1167,935,400,535,776,144,632,0,0,0,0,0,0,0,0,0
79,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,13739,7519,6220,12033,6581,5452,1706,938,768,5481,2367,3114,4772,1981,2791,709,386,323,7223,4175,3048,6313,3710,2603,910,465,445,1035,977,58,948,890,58,87,87,0
80,Ontario & Yates Counties PUMA,102,0,102,102,0,102,0,0,0,0,0,0,0,0,0,0,0,0,102,0,102,102,0,102,0,0,0,0,0,0,0,0,0,0,0,0
81,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,7409,4122,3287,5877,3093,2784,1532,1029,503,2539,1227,1312,2539,1227,1312,0,0,0,3409,1848,1561,2509,1407,1102,900,441,459,1461,1047,414,829,459,370,632,588,44
82,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,6335,3225,3110,5689,2989,2700,646,236,410,2248,1102,1146,2248,1102,1146,0,0,0,3082,1872,1210,2789,1737,1052,293,135,158,1005,251,754,652,150,502,353,101,252
83,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",14157,7788,6369,10332,6053,4279,3825,1735,2090,4887,2237,2650,3858,2047,1811,1029,190,839,7900,4273,3627,5764,3388,2376,2136,885,1251,1370,1278,92,710,618,92,660,660,0
84,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",9722,5005,4717,8595,4419,4176,1127,586,541,2320,1207,1113,2262,1207,1055,58,0,58,5309,2455,2854,4597,2094,2503,712,361,351,2093,1343,750,1736,1118,618,357,225,132
85,Chautauqua County PUMA,437,41,396,0,0,0,437,41,396,0,0,0,0,0,0,0,0,0,437,41,396,0,0,0,437,41,396,0,0,0,0,0,0,0,0,0
86,Orange County (Southeast) PUMA,5772,2458,3314,4546,1681,2865,1226,777,449,2026,939,1087,1910,939,971,116,0,116,2938,1250,1688,2058,703,1355,880,547,333,808,269,539,578,39,539,230,230,0
87,Monroe County (East) PUMA,1515,956,559,1515,956,559,0,0,0,1108,778,330,1108,778,330,0,0,0,198,131,67,198,131,67,0,0,0,209,47,162,209,47,162,0,0,0
88,Broome (Outer West) & Tioga Counties PUMA,796,332,464,766,302,464,30,30,0,504,262,242,474,232,242,30,30,0,111,0,111,111,0,111,0,0,0,181,70,111,181,70,111,0,0,0
89,Suffolk County (East) PUMA,8391,4531,3860,6923,3579,3344,1468,952,516,571,266,305,571,266,305,0,0,0,6744,3674,3070,5793,3239,2554,951,435,516,1076,591,485,559,74,485,517,517,0
90,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",7908,3793,4115,5756,2630,3126,2152,1163,989,3202,1674,1528,2589,1187,1402,613,487,126,3281,1200,2081,1992,774,1218,1289,426,863,1425,919,506,1175,669,506,250,250,0
91,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,16435,7233,9202,11044,5110,5934,5391,2123,3268,3333,1544,1789,2433,1322,1111,900,222,678,9964,4386,5578,7217,3458,3759,2747,928,1819,3138,1303,1835,1394,330,1064,1744,973,771
92,Albany County (Outside Albany City) PUMA,6124,2760,3364,5937,2638,3299,187,122,65,3806,1454,2352,3643,1356,2287,163,98,65,1537,885,652,1513,861,652,24,24,0,781,421,360,781,421,360,0,0,0
93,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",18625,7901,10724,11862,5497,6365,6763,2404,4359,2852,1243,1609,2578,1171,1407,274,72,202,13235,5447,7788,8083,3593,4490,5152,1854,3298,2538,1211,1327,1201,733,468,1337,478,859
94,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",11898,6782,5116,8279,4701,3578,3619,2081,1538,6401,3086,3315,5098,2419,2679,1303,667,636,3850,2312,1538,2343,1444,899,1507,868,639,1647,1384,263,838,838,0,809,546,263
95,Nassau County (West Central)--Hempstead Town (West Central) PUMA,10818,5436,5382,10383,5225,5158,435,211,224,4274,2009,2265,4133,1957,2176,141,52,89,5948,3037,2911,5779,2938,2841,169,99,70,596,390,206,471,330,141,125,60,65
96,Erie County (West Central)--Buffalo City (East) PUMA,2101,1034,1067,1358,711,647,743,323,420,822,416,406,93,93,0,729,323,406,1106,512,594,1106,512,594,0,0,0,173,106,67,159,106,53,14,0,14
97,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,20206,9581,10625,17004,8416,8588,3202,1165,2037,14055,6700,7355,12407,6211,6196,1648,489,1159,5124,2191,2933,3934,1701,2233,1190,490,700,1027,690,337,663,504,159,364,186,178
98,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",26460,12744,13716,23816,11542,12274,2644,1202,1442,10116,4533,5583,8945,4108,4837,1171,425,746,13798,7348,6450,12888,6864,6024,910,484,426,2546,863,1683,1983,570,1413,563,293,270
99,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",11721,6802,4919,9049,5445,3604,2672,1357,1315,3497,1728,1769,3336,1728,1608,161,0,161,5635,3426,2209,4025,2463,1562,1610,963,647,2589,1648,941,1688,1254,434,901,394,507
100,Madison & Cortland Counties PUMA,541,197,344,400,197,203,141,0,141,434,197,237,400,197,203,34,0,34,107,0,107,0,0,0,107,0,107,0,0,0,0,0,0,0,0,0
101,Nassau County (Central)--Hempstead Town (East Central) PUMA,2666,1240,1426,2381,1144,1237,285,96,189,1979,1144,835,1865,1144,721,114,0,114,529,0,529,454,0,454,75,0,75,158,96,62,62,0,62,96,96,0
102,Nassau County (West Central)--North Hempstead Town (South) PUMA,17269,8197,9072,16304,7880,8424,965,317,648,9806,3981,5825,9278,3875,5403,528,106,422,6717,3806,2911,6450,3595,2855,267,211,56,746,410,336,576,410,166,170,0,170
103,Westchester County (Central)--White Plains City PUMA,13993,6419,7574,11935,5945,5990,2058,474,1584,8226,3671,4555,7883,3570,4313,343,101,242,4570,1735,2835,3035,1542,1493,1535,193,1342,1197,1013,184,1017,833,184,180,180,0
104,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",4131,2329,1802,3575,2111,1464,556,218,338,2380,1311,1069,2283,1311,972,97,0,97,1317,723,594,858,505,353,459,218,241,434,295,139,434,295,139,0,0,0
105,Suffolk County (Northwest)--Huntington Town (South) PUMA,3685,1740,1945,3534,1659,1875,151,81,70,2335,1036,1299,2335,1036,1299,0,0,0,1350,704,646,1199,623,576,151,81,70,0,0,0,0,0,0,0,0,0
106,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,11835,4602,7233,7918,3415,4503,3917,1187,2730,3958,1049,2909,3499,1049,2450,459,0,459,6041,2858,3183,4040,2366,1674,2001,492,1509,1836,695,1141,379,0,379,1457,695,762
107,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,9088,4992,4096,6106,3064,3042,2982,1928,1054,2031,743,1288,1833,658,1175,198,85,113,5316,3464,1852,3749,2244,1505,1567,1220,347,1741,785,956,524,162,362,1217,623,594
108,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,16111,8982,7129,10767,6323,4444,5344,2659,2685,4655,3024,1631,3952,2610,1342,703,414,289,6184,3505,2679,3343,1776,1567,2841,1729,1112,5272,2453,2819,3472,1937,1535,1800,516,1284
109,Suffolk County (Northwest)--Huntington Town (North) PUMA,5493,2635,2858,5355,2635,2720,138,0,138,1629,743,886,1491,743,748,138,0,138,2119,699,1420,2119,699,1420,0,0,0,1745,1193,552,1745,1193,552,0,0,0
110,Suffolk County (Southwest)--Islip Town (South) PUMA,3988,1885,2103,2978,1885,1093,1010,0,1010,1918,657,1261,1013,657,356,905,0,905,1524,874,650,1520,874,646,4,0,4,546,354,192,445,354,91,101,0,101
111,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",14060,5823,8237,11530,4769,6761,2530,1054,1476,3965,1178,2787,3294,991,2303,671,187,484,8309,3667,4642,6843,3155,3688,1466,512,954,1786,978,808,1393,623,770,393,355,38
112,Ulster County (East) PUMA,2143,714,1429,1107,185,922,1036,529,507,923,86,837,604,86,518,319,0,319,990,539,451,419,99,320,571,440,131,230,89,141,84,0,84,146,89,57
113,NYC-Manhattan Community District 10--Central Harlem PUMA,8576,4279,4297,7423,4121,3302,1153,158,995,3643,1435,2208,3290,1348,1942,353,87,266,4721,2676,2045,3992,2676,1316,729,0,729,212,168,44,141,97,44,71,71,0
114,NYC-Brooklyn Community District 4--Bushwick PUMA,16219,9257,6962,11282,7063,4219,4937,2194,2743,4670,2605,2065,4591,2526,2065,79,79,0,7721,4739,2982,5349,3433,1916,2372,1306,1066,3828,1913,1915,1342,1104,238,2486,809,1677
