,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
0,Total Geo,237377,119995,117382,53572.73557674079,59208.88800366682,47811.11871496482,58878,22908,35970,74109.32630184448,84823.78924393225,67285.6700027801,157246,84580,72666,48445.0934141409,55650.89822653109,40057.85631519555,21253,12507,8746,34617.662447654446,36353.576397217555,32135.261833981247
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,1633,337,1296,52713.30067360686,13154.896142433234,62999.706790123455,657,108,549,70849.04109589041,-5600.0,85888.19672131147,455,229,226,58259.34065934066,22000.0,95000.0,521,0,521,25000.0,0.0,25000.0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,1171,555,616,71931.42613151153,80529.72972972973,64184.57792207792,713,518,195,69234.22159887798,78424.71042471043,44820.51282051282,215,37,178,36267.441860465115,110000.0,20941.011235955055,243,0,243,111400.0,0.0,111400.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,2801,1888,913,61853.69510888968,67316.20762711864,50557.72179627601,1191,717,474,81083.1234256927,102263.59832635983,49044.303797468354,1175,910,265,55043.574468085106,53925.27472527473,58883.77358490566,435,261,174,27600.0,18000.0,42000.0
4,Madison & Cortland Counties PUMA,151,93,58,66304.63576158941,40000.0,108482.75862068965,28,0,28,169000.0,0.0,169000.0,123,93,30,42926.829268292684,40000.0,52000.0,0,0,0,#DIV/0!,0.0,0.0
5,Ontario & Yates Counties PUMA,760,494,266,33120.69736842105,39744.39271255061,20819.54887218045,185,145,40,61864.86486486487,61000.0,65000.0,575,349,226,23872.573913043478,30913.266475644697,13000.0,0,0,0,#DIV/0!,0.0,0.0
6,Monroe County (Central)--Greece & Gates Towns PUMA,2077,1821,256,39323.110255175736,39169.74190005491,40414.0625,0,0,0,#DIV/0!,0.0,0.0,1932,1676,256,40375.56935817805,40369.689737470166,40414.0625,145,145,0,25300.0,25300.0,0.0
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,681,615,66,85926.28487518356,94203.25203252032,8800.0,162,162,0,90864.1975308642,90864.1975308642,0.0,519,453,66,84384.9710982659,95397.35099337748,8800.0,0,0,0,#DIV/0!,0.0,0.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",624,234,390,44275.64102564102,62000.0,33641.02564102564,0,0,0,#DIV/0!,0.0,0.0,624,234,390,44275.64102564102,62000.0,33641.02564102564,0,0,0,#DIV/0!,0.0,0.0
9,NYC-Manhattan Community District 8--Upper East Side PUMA,952,406,546,75001.05042016807,86036.94581280788,66794.8717948718,698,280,418,84308.0229226361,98203.57142857143,75000.0,254,126,128,49425.1968503937,59000.0,40000.0,0,0,0,#DIV/0!,0.0,0.0
10,Suffolk County (Southwest)--Islip Town (South) PUMA,522,423,99,72432.95019157088,65981.08747044917,100000.0,200,101,99,94950.0,90000.0,100000.0,322,322,0,58447.2049689441,58447.2049689441,0.0,0,0,0,#DIV/0!,0.0,0.0
11,Erie County (Northwest) PUMA,506,177,329,26233.201581027668,18000.0,30662.61398176292,69,0,69,80000.0,0.0,80000.0,260,0,260,17569.23076923077,0.0,17569.23076923077,177,177,0,18000.0,18000.0,0.0
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",2341,1422,919,43160.61512174284,48178.621659634315,35396.08269858542,1096,630,466,49164.233576642335,60380.95238095238,34000.0,995,792,203,43648.24120603015,38472.22222222222,63842.3645320197,250,0,250,14900.0,0.0,14900.0
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,2918,1368,1550,34962.72104180946,43053.58187134503,27821.88387096774,336,115,221,49113.09523809524,60000.0,43447.963800904974,2411,1253,1158,31856.16756532559,41498.244213886675,21423.07426597582,171,0,171,50959.06432748538,0.0,50959.06432748538
14,Rockland County (North)--New City & Congers PUMA,1804,1331,473,61772.72727272727,54180.31555221638,83137.42071881607,603,245,358,99893.03482587065,117412.24489795919,87903.6312849162,1103,988,115,45532.638259292835,42882.59109311741,68300.0,98,98,0,10000.0,10000.0,0.0
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",219,120,99,52898.17351598173,45000.0,62471.71717171717,99,0,99,62471.71717171717,0.0,62471.71717171717,120,120,0,45000.0,45000.0,0.0,0,0,0,#DIV/0!,0.0,0.0
16,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,1459,587,872,41568.684030157645,34622.998296422484,46244.27752293578,489,0,489,60471.18609406953,0.0,60471.18609406953,680,368,312,32377.352941176472,33632.336956521736,30897.115384615383,290,219,71,31247.241379310344,36287.67123287671,15700.0
17,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,1838,609,1229,48749.02067464635,47130.04926108375,49551.26118795769,545,0,545,62322.38532110092,0.0,62322.38532110092,1293,609,684,43027.84222737819,47130.04926108375,39375.43859649123,0,0,0,#DIV/0!,0.0,0.0
18,Tompkins County PUMA,858,457,401,31803.030303030304,35633.69803063457,27437.406483790524,498,329,169,40624.49799196787,43000.0,36000.0,360,128,232,19600.0,16700.0,21200.0,0,0,0,#DIV/0!,0.0,0.0
19,Dutchess County (Southwest) PUMA,3496,1483,2013,43952.57437070938,46641.26770060688,41971.78340784898,820,83,737,44779.26829268293,75012.04819277108,41374.49118046133,2185,1134,1051,41299.45080091533,42873.89770723104,39600.66603235014,491,266,225,54378.61507128309,53849.624060150374,55004.0
20,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,4016,2391,1625,52648.53087649403,51986.11459640318,53623.2,731,228,503,91536.79890560875,113037.28070175438,81791.0536779324,3106,2035,1071,44266.934964584674,46214.39803439804,40566.57329598506,179,128,51,39273.74301675978,35000.0,50000.0
21,Westchester County (Northwest) PUMA,2405,1101,1304,84784.45613305613,105585.8310626703,67221.33205521472,821,133,688,137060.47503045067,325000.0,100729.14244186046,1332,716,616,63417.39264264264,92342.17877094971,29797.02435064935,252,252,0,27412.698412698413,27412.698412698413,0.0
22,Albany County (Outside Albany City) PUMA,644,190,454,49086.024844720494,55665.26315789474,46332.59911894273,343,0,343,50000.0,0.0,50000.0,301,190,111,48044.51827242525,55665.26315789474,35000.0,0,0,0,#DIV/0!,0.0,0.0
23,Monroe County (South) PUMA,276,134,142,20721.014492753624,27000.0,14795.774647887323,241,134,107,23004.14937759336,27000.0,18000.0,35,0,35,5000.0,0.0,5000.0,0,0,0,#DIV/0!,0.0,0.0
24,Jefferson & Lewis Counties PUMA,64,64,0,79375.0,79375.0,0.0,64,64,0,79375.0,79375.0,0.0,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0
25,"Chenango, Delaware & Broome (East) Counties PUMA",86,47,39,69441.86046511628,60872.34042553192,79769.23076923077,21,0,21,65000.0,0.0,65000.0,45,27,18,94000.0,92000.0,97000.0,20,20,0,18850.0,18850.0,0.0
26,Erie County (Central) PUMA,580,237,343,34999.31034482759,32972.15189873418,36400.0,123,69,54,60941.46341463415,76000.0,41700.0,457,168,289,28017.06783369803,15300.0,35409.68858131488,0,0,0,#DIV/0!,0.0,0.0
27,St. Lawrence County PUMA,217,217,0,18000.0,18000.0,0.0,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0,217,217,0,18000.0,18000.0,0.0
28,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",351,161,190,42977.207977207974,40000.0,45500.0,0,0,0,#DIV/0!,0.0,0.0,351,161,190,42977.207977207974,40000.0,45500.0,0,0,0,#DIV/0!,0.0,0.0
29,Suffolk County (North Central)--Brookhaven Town (North) PUMA,900,289,611,93901.11111111111,88356.40138408304,96523.73158756137,516,105,411,106587.20930232559,103000.0,107503.64963503649,384,184,200,76854.16666666667,80000.0,73960.0,0,0,0,#DIV/0!,0.0,0.0
30,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,2772,1181,1591,61542.968975468975,70968.88230313294,54546.10936517913,1125,466,659,79459.77777777778,104489.80686695279,61760.24279210925,1453,521,932,53346.77219545768,60326.29558541267,49445.12875536481,194,194,0,19030.927835051545,19030.927835051545,0.0
31,Cayuga & Onondaga (South) Counties PUMA,66,45,21,43604.545454545456,50000.0,29900.0,0,0,0,#DIV/0!,0.0,0.0,66,45,21,43604.545454545456,50000.0,29900.0,0,0,0,#DIV/0!,0.0,0.0
32,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,1096,601,495,56979.92700729927,46996.67221297837,69101.0101010101,654,318,336,57415.902140672784,45990.56603773585,68229.16666666667,346,283,63,53930.63583815029,48127.20848056537,80000.0,96,0,96,65000.0,0.0,65000.0
33,Fulton & Montgomery Counties PUMA,851,36,815,18439.952996474734,35900.0,17668.71165644172,0,0,0,#DIV/0!,0.0,0.0,851,36,815,18439.952996474734,35900.0,17668.71165644172,0,0,0,#DIV/0!,0.0,0.0
34,Onondaga County (Central)--Syracuse City (Outer) PUMA,531,145,386,40949.15254237288,50604.137931034486,37322.279792746114,0,0,0,#DIV/0!,0.0,0.0,189,145,44,48135.449735449736,50604.137931034486,40000.0,342,0,342,36977.77777777778,0.0,36977.77777777778
35,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,2802,1157,1645,55689.621698786585,65262.333621434744,48956.71732522796,306,52,254,90112.81045751635,120010.0,83992.12598425196,2305,914,1391,52232.451193058565,66954.04814004376,42559.16606757728,191,191,0,42261.780104712045,42261.780104712045,0.0
36,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,276,177,99,51293.47826086957,66000.0,25000.0,99,0,99,25000.0,0.0,25000.0,177,177,0,66000.0,66000.0,0.0,0,0,0,#DIV/0!,0.0,0.0
37,Suffolk County (Central)--Brookhaven Town (Central) PUMA,3847,2368,1479,47567.707304393036,55617.31418918919,34679.62812711291,689,465,224,71773.2946298984,82802.15053763441,48878.57142857143,2860,1605,1255,42521.73776223776,50635.38940809969,32145.314741035858,298,298,0,40030.20134228188,40030.20134228188,0.0
38,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",4632,1924,2708,43069.16882556131,46597.193347193344,40562.551698670606,809,134,675,37173.30037082818,80350.74626865672,28601.777777777777,3229,1420,1809,48207.24372870858,49483.09859154929,47205.74350469873,594,370,224,23168.350168350167,23297.297297297297,22955.35714285714
39,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,350,200,150,57857.142857142855,75000.0,35000.0,0,0,0,#DIV/0!,0.0,0.0,350,200,150,57857.142857142855,75000.0,35000.0,0,0,0,#DIV/0!,0.0,0.0
40,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",1386,1085,301,75510.101010101,80862.6728110599,56215.94684385382,221,221,0,158733.03167420815,158733.03167420815,0.0,1023,722,301,63015.64027370479,65850.41551246538,56215.94684385382,142,142,0,36000.0,36000.0,0.0
41,Suffolk County (Central)--Islip Town (East) PUMA,1609,766,843,50238.65755127408,64915.14360313316,36902.72835112693,379,241,138,61176.78100263852,80000.0,28304.347826086956,1055,350,705,51325.11848341232,76985.71428571429,38585.81560283688,175,175,0,20000.0,20000.0,0.0
42,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",912,912,0,37835.85526315789,37835.85526315789,0.0,312,312,0,56000.0,56000.0,0.0,600,600,0,28390.5,28390.5,0.0,0,0,0,#DIV/0!,0.0,0.0
43,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",1217,402,815,87193.09778142975,63358.20895522388,98949.69325153374,628,156,472,98121.01910828025,108846.15384615384,94576.27118644067,515,172,343,79930.09708737864,30000.0,104967.93002915452,74,74,0,45000.0,45000.0,0.0
44,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,708,422,286,55094.63276836158,55319.90521327014,54762.23776223776,379,169,210,63891.82058047493,65000.0,63000.0,207,131,76,57314.00966183575,72000.0,32000.0,122,122,0,24000.0,24000.0,0.0
45,Saratoga County (Outer) PUMA,315,315,0,41502.857142857145,41502.857142857145,0.0,41,41,0,53000.0,53000.0,0.0,274,274,0,39782.48175182482,39782.48175182482,0.0,0,0,0,#DIV/0!,0.0,0.0
46,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",2204,1327,877,51477.81306715064,46936.54860587792,58349.25883694413,513,103,410,89193.76218323587,63000.0,95774.14634146342,1399,993,406,40286.27591136526,45088.4189325277,28541.13300492611,292,231,61,38836.30136986302,47718.61471861472,5200.0
47,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",321,0,321,53351.40186915888,0.0,53351.40186915888,0,0,0,#DIV/0!,0.0,0.0,231,0,231,26994.805194805194,0.0,26994.805194805194,90,0,90,121000.0,0.0,121000.0
48,Wayne & Seneca Counties PUMA,487,427,60,26069.815195071867,23269.320843091336,46000.0,0,0,0,#DIV/0!,0.0,0.0,219,159,60,38493.150684931505,35660.377358490565,46000.0,268,268,0,15917.910447761195,15917.910447761195,0.0
49,Schenectady County--Schenectady City PUMA,356,299,57,71741.57303370787,81224.08026755853,22000.0,0,0,0,#DIV/0!,0.0,0.0,356,299,57,71741.57303370787,81224.08026755853,22000.0,0,0,0,#DIV/0!,0.0,0.0
50,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,2112,1057,1055,57508.48011363636,70378.8174077578,44613.74407582938,983,482,501,76024.83214649034,98669.9377593361,54238.522954091815,1129,575,554,41386.62533215235,46663.47826086957,35909.747292418775,0,0,0,#DIV/0!,0.0,0.0
51,Nassau County (Northwest)--North Hempstead Town (North) PUMA,269,83,186,104543.49442379182,105313.2530120482,104200.0,83,83,0,105313.2530120482,105313.2530120482,0.0,186,0,186,104200.0,0.0,104200.0,0,0,0,#DIV/0!,0.0,0.0
52,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,1622,863,759,61889.51911220715,89380.0695249131,30632.147562582344,606,473,133,101366.33663366336,122558.13953488372,26000.0,1016,390,626,38343.30708661417,49141.02564102564,31616.29392971246,0,0,0,#DIV/0!,0.0,0.0
