,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
0,Total Geo,256473,148299,108174,94248.33916240696,106587.71974187283,77331.91007081183,153492,81547,71945,116791.9231621192,137678.23745815296,93118.05740496212,92264,58917,33347,62368.05438741004,71452.36468251947,46318.0256095001,10717,7835,2882,45833.93207054213,47204.3458838545,42108.327550312286
1,Monroe County (Central)--Rochester City (East) PUMA,167,70,97,15831.137724550897,19200.0,13400.0,0,0,0,#DIV/0!,0.0,0.0,70,70,0,19200.0,19200.0,0.0,97,0,97,13400.0,0.0,13400.0
2,NYC-Brooklyn Community District 4--Bushwick PUMA,1349,776,573,80663.3580429948,88280.43814432989,70347.73123909249,717,347,370,101040.44630404463,101066.28242074928,101016.21621621621,441,238,203,69475.89569160997,116410.16806722688,14449.507389162562,191,191,0,30000.0,30000.0,0.0
3,NYC-Manhattan Community District 10--Central Harlem PUMA,961,575,386,89124.45369406868,74177.39130434782,111390.15544041451,866,480,386,75864.43418013857,47295.833333333336,111390.15544041451,95,95,0,210000.0,210000.0,0.0,0,0,0,#DIV/0!,0.0,0.0
4,Ontario & Yates Counties PUMA,39,39,0,50000.0,50000.0,0.0,0,0,0,#DIV/0!,0.0,0.0,39,39,0,50000.0,50000.0,0.0,0,0,0,#DIV/0!,0.0,0.0
5,Albany County (Outside Albany City) PUMA,1128,766,362,71450.41666666667,84052.4412532637,44784.25414364641,559,459,100,93970.07155635062,94744.55337690632,90415.2,501,239,262,41091.41716566866,56135.648535564855,27367.862595419847,68,68,0,110000.0,110000.0,0.0
6,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",482,382,100,83661.82572614108,90023.56020942409,59360.0,125,125,0,50720.0,50720.0,0.0,357,257,100,95196.07843137255,109140.07782101167,59360.0,0,0,0,#DIV/0!,0.0,0.0
7,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,10022,6599,3423,65197.03651965676,66492.69586300955,62699.211218229626,5936,3340,2596,62425.50539083558,56661.467065868266,69841.48690292759,3665,2912,753,71097.10777626194,81092.03296703297,32444.75431606906,421,347,74,52912.11401425178,38605.187319884724,120000.0
8,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",1532,1023,509,155477.98955613578,199275.93352883676,67451.86640471513,903,573,330,119629.12513842747,151223.5602094241,64769.69696969697,629,450,179,206943.05246422894,260462.6222222222,72396.64804469273,0,0,0,#DIV/0!,0.0,0.0
9,Warren & Washington Counties PUMA,87,87,0,16800.0,16800.0,0.0,0,0,0,#DIV/0!,0.0,0.0,87,87,0,16800.0,16800.0,0.0,0,0,0,#DIV/0!,0.0,0.0
10,Erie County (North Central) PUMA,1663,957,706,53317.37823211064,59299.47753396029,45208.4985835694,974,573,401,63587.26899383983,71015.3577661431,52973.06733167082,539,234,305,33461.59554730984,31456.410256410258,35000.0,150,150,0,57980.0,57980.0,0.0
11,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",4951,1683,3268,155526.60270652393,193542.84016636957,135948.47307221542,4843,1575,3268,157032.4612843279,200780.0634920635,135948.47307221542,108,108,0,88000.0,88000.0,0.0,0,0,0,#DIV/0!,0.0,0.0
12,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,233,144,89,49042.91845493562,49687.5,48000.0,69,69,0,55000.0,55000.0,0.0,164,75,89,46536.58536585366,44800.0,48000.0,0,0,0,#DIV/0!,0.0,0.0
13,Nassau County (Central)--Hempstead Town (Northeast) PUMA,1828,1488,340,82789.0590809628,92734.13978494624,39264.705882352944,1084,744,340,97756.45756457564,124486.55913978495,39264.705882352944,646,646,0,56124.45820433437,56124.45820433437,0.0,98,98,0,93000.0,93000.0,0.0
14,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0
