,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
0,Total Geo,1128699,654976,473723,70961.35805560208,75441.72121726598,64766.74571426762,532440,276216,256224,98487.76822928405,110510.4727314855,85526.98646496815,474419,294140,180279,47900.970618798994,51768.28870605834,41591.123425357364,121840,84620,37220,40463.36162179908,43259.65043724888,34105.97420741537
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",17404,10135,7269,57349.512755688345,57641.067587567835,56943.00453982666,8599,3787,4812,75129.9941853704,90604.46791655663,62951.72485453034,7953,5496,2457,40765.069784986794,38793.59534206696,45175.010175010175,852,852,0,32703.63849765258,32703.63849765258,0.0
2,Ulster County (East) PUMA,2145,781,1364,49808.81118881119,27880.66581306018,62364.44281524927,801,391,410,85073.15855181024,38713.04347826087,129284.87804878049,1261,307,954,27725.059476605868,9456.026058631922,33604.088050314465,83,83,0,45000.0,45000.0,0.0
3,Albany County (East Central)--Albany City PUMA,4267,2315,1952,46368.43215373799,41285.399568034554,52396.72131147541,1797,801,996,49395.43683917641,45945.06866416979,52170.28112449799,2214,1258,956,44533.6495031617,38378.93481717011,52632.6359832636,256,256,0,40988.28125,40988.28125,0.0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,1362,535,827,75038.69309838473,86591.58878504673,67564.93349455865,799,371,428,109470.21276595745,119564.69002695418,100720.09345794392,164,164,0,12000.0,12000.0,0.0,399,0,399,32000.0,0.0,32000.0
5,Ontario & Yates Counties PUMA,1074,779,295,61502.32774674115,65521.181001283694,50889.83050847457,953,779,174,66454.35466946485,65521.181001283694,70632.18390804598,121,0,121,22500.0,0.0,22500.0,0,0,0,#DIV/0!,0.0,0.0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,3683,2572,1111,92556.50285093674,108904.78227060653,54709.72097209721,2374,2141,233,97949.49452401011,99181.73750583839,86626.60944206009,1276,431,845,83869.12225705328,157204.17633410674,46463.90532544379,33,0,33,40500.0,0.0,40500.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,14280,8685,5595,94170.03361344538,105347.0178468624,76820.23771224308,5541,3352,2189,162244.86193827828,183482.59248210024,129723.6774783006,6724,3738,2986,50308.37299226651,55046.12092027823,44377.46148693905,2015,1595,420,53337.86600496278,59023.69905956113,31745.238095238095
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",1334,444,890,51451.91904047976,78569.72972972973,37923.48314606742,857,232,625,61405.78763127188,121809.31034482758,38984.0,376,212,164,34034.84042553192,31250.943396226416,37633.53658536585,101,0,101,31831.68316831683,0.0,31831.68316831683
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,4043,2514,1529,46096.586693049714,39269.45107398568,57321.84434270765,1201,662,539,83172.02331390508,61935.95166163142,109254.17439703154,2488,1498,990,29647.869774919614,30044.59279038718,29047.575757575756,354,354,0,35918.0790960452,35918.0790960452,0.0
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",13012,8233,4779,38172.110359668,36954.8767156565,40269.09395270977,3063,1918,1145,51267.84198498204,52508.550573514076,49189.51965065502,7370,4758,2612,32715.875169606512,31352.54308532997,35199.31087289433,2579,1557,1022,38210.97324544397,34915.028901734106,43232.28962818004
11,Livingston & Wyoming Counties PUMA,773,541,232,43901.423027166886,31944.177449168208,71784.4827586207,639,487,152,45452.26917057903,32106.77618069815,88210.52631578948,113,33,80,36785.8407079646,27600.0,40575.0,21,21,0,35000.0,35000.0,0.0
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,5627,2944,2683,84076.19335347431,117539.40217391304,47357.711516958625,3286,1766,1520,109409.44613511869,150043.1483578709,62199.5,2088,1178,910,51978.73563218391,68811.37521222411,30188.79120879121,253,0,253,19943.478260869564,0.0,19943.478260869564
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,7715,5512,2203,52648.763447828904,53459.74238026125,50619.659555152066,1863,849,1014,76985.93666129898,109765.8421672556,49540.03944773175,4999,4161,838,47349.43188637728,44040.68733477529,63778.65155131265,853,502,351,30551.699882766705,36305.97609561753,22321.937321937323
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,2516,1668,848,45385.294117647056,47356.29496402878,41508.372641509435,1248,999,249,53120.7532051282,54270.87087087087,48506.42570281125,854,361,493,48771.66276346604,56321.3296398892,43243.40770791075,414,308,106,15081.400966183575,14421.103896103896,17000.0
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,8851,5597,3254,116340.2485594848,134953.0016080043,84325.62692071297,5573,3585,1988,154226.2246545846,172310.68340306834,121614.15995975854,2546,1649,897,55876.19402985075,71710.82474226804,26766.59977703456,732,363,369,38202.18579234973,53297.520661157025,23352.30352303523
16,Monroe County (Central)--Rochester City (East) PUMA,860,356,504,37443.72093023256,38129.213483146064,36959.52380952381,377,276,101,37363.39522546419,29615.942028985508,58534.653465346535,177,80,97,59005.64971751413,67500.0,52000.0,306,0,306,25070.58823529412,0.0,25070.58823529412
17,Westchester County (Northwest) PUMA,9200,5019,4181,61756.163043478264,74721.6577007372,46191.98756278402,3715,2310,1405,94187.77927321669,107491.7748917749,72314.30604982206,4269,2133,2136,37896.9313656594,41541.3033286451,34257.67790262173,1216,576,640,46436.75986842105,66170.83333333333,28676.09375
18,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,4672,2953,1719,58553.16780821918,69356.3156112428,39994.88074461897,1694,962,732,68497.16646989374,87472.97297297297,43559.016393442624,2758,1771,987,54349.60116026106,63822.81197063806,37351.5704154002,220,220,0,34681.818181818184,34681.818181818184,0.0
19,Onondaga County (Central)--Syracuse City PUMA,3219,1808,1411,47157.524075799935,43724.81747787611,51556.05953224663,2376,1095,1281,54865.22306397306,55245.45205479452,54540.20296643247,732,646,86,23391.39344262295,23137.61609907121,25297.674418604653,111,67,44,38899.0990990991,53937.31343283582,16000.0
