,puma,Unemployment_BABS_score,FT_Work_BABS_score,Poverty_BABS_score,Working_Poor_BABS_score,Rent_Burden_BABS_score,Home_ownership_BABS_score,Income_level_BABS_score,Overall_BABS_score,Unemployment_HS_score,FT_Work_HS_score,Poverty_HS_score,Working_Poor_HS_score,Rent_Burden_HS_score,Home_ownership_HS_score,Income_level_HS_score,Overall_HS_score,Unemployment_BABS_grade,FT_Work_BABS_grade,Poverty_BABS_grade,Working_Poor_BABS_grade,Rent_Burden_BABS_grade,Home_ownership_BABS_grade,Income_level_BABS_grade,Overall_BABS_grade,Unemployment_HS_grade,FT_Work_HS_grade,Poverty_HS_grade,Working_Poor_HS_grade,Income_level_HS_grade,Rent_Burden_HS_grade,Home_ownership_HS_grade,Overall_HS_grade
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",0.0469839436182009,-0.2080006134966272,0.0761326989703634,0.07743357433258735,0.06236857971301775,-0.2259739229271309,0.2156417928171811,0.0063694361467989125,0.11831923403118726,-0.8498030113538827,-0.01946373392740999,-0.019887783760289785,-0.10617328127055714,0.6073740570023264,-0.020051072727854575,-0.041383656000925785,C,C,C,C,C,C,C,C,C,D,C,C,C,C,B-,C
11,Livingston & Wyoming Counties PUMA,0.407677968788824,-4.907733541821709,-6.080816858990848,-6.078977375303238,-5.010170335979364,-2.029033462817031,0.9841097715491413,-3.244991976367746,0.5153567838259516,0.8009626446224436,-0.04946066933096348,-0.049886323045657315,-0.3244610967646475,-1.7570184116480225,-0.9730150825246188,-0.26250316498078774,B-,E,E,E,E,E,B,E,B-,B,C,C,D,C-,E,C-
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,0.407677968788824,-0.3803316400098698,0.15330028578274518,0.1545944105448033,0.04054130474731956,-1.1393163188330662,-0.9295432984342913,-0.24186818391621934,0.4207856194721022,0.35907495169670717,0.36175711988911163,0.36135345324492574,0.2521701087547195,-0.19419738740579434,0.3933564758414673,0.2791857630704627,B-,C-,C,C,C,D,D,C,B-,B-,B-,B-,B-,B-,C,B-
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,0.407677968788824,-1.7900513819354027,-0.011863940753945963,-0.010555367468860165,0.43060785128399837,0.07972725593499956,0.44670774484812664,-0.06396426704318002,-0.35074680956591053,0.4092189424969731,0.9147854117754508,0.9144113145525432,0.49297984183080856,0.5632953919515313,0.19420843205437188,0.4483075035851098,B-,E,C,C,B-,C,B-,C,C-,B-,B,B,C,B-,B-,B-
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,0.407677968788824,0.8802543229289479,0.512353599782942,0.513616314655678,#DIV/0!,1.3228638794409262,-0.5218509915677956,#DIV/0!,0.5153567838259516,-0.6627946756345058,0.609199030984134,0.6088085946108373,0.3062124126596223,-2.40400589036494,0.4535879508195966,-0.08194797044275777,B-,B,B-,B-,#DIV!0,A-,C-,#DIV!0,B-,C-,B-,B-,B-,B-,E,C
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,0.407677968788824,-1.3656765265729822,0.512353599782942,0.513616314655678,0.43060785128399837,0.16168358896463672,-0.8043988322125243,-0.020590862187061045,0.5153567838259516,-1.2956428489091891,-3.3942811703254328,-3.3948856655351194,-1.735970918567446,-0.8448245135355519,-1.6971359404982092,-1.692483467649285,B-,D-,B-,B-,B-,C,D,C,B-,D-,E,E,D-,D-,D,D-
16,Monroe County (Central)--Rochester City (East) PUMA,-3.54540372158317,-0.42303548854238204,-1.9696655828253957,-1.9681857415684116,-1.4936152654497532,-0.3098007281772708,-0.21954535502388559,-1.4184645547386097,0.2248759791675937,0.8126411480352717,-0.05946764203988063,-0.0598938308092834,-0.05382387215561071,0.8047234461358544,-0.43611304821074337,0.17613459716045737,E,C-,E,E,D-,C-,C,D-,C,B,C,C,C-,C,B,C
17,Westchester County (Northwest) PUMA,0.407677968788824,0.9352463633075501,-0.16770620869045227,-0.16638400236482143,0.43060785128399837,0.9481265561959972,-0.8240351838371119,0.22336190638342623,0.5153567838259516,0.5207316559896441,1.4657744897430487,1.465429852908344,0.8635085262768972,-0.5860505764630259,0.19480130863422357,0.6342217201307262,B-,B,C,C,B-,B,D,C,B-,B-,A-,A-,C,B,C-,B-
18,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,0.407677968788824,0.4332171561039536,0.10963493154591054,0.1109328761416544,-0.05194618513642623,2.1732577501463464,0.35348668126517413,0.5051801684079196,-0.2450011115474652,-0.3911246229773395,-0.04432059274100361,-0.04474597162511044,-0.268930275812207,1.0803519151057839,-0.5575914757062397,-0.06733744790051165,B-,B-,C,C,C,A,B-,B-,C,C-,C,C,C-,C-,B,C
19,Onondaga County (Central)--Syracuse City PUMA,0.407677968788824,-1.0423432275057019,0.4204891153684461,0.4217598665220785,0.43060785128399837,-0.2900092257280574,0.7572975875636458,0.15792570518474763,0.12913383173255355,-0.975752808420355,-0.4952639376353524,-0.4957134276434894,-0.34061917943451653,-1.6284539254176211,0.6259695876825423,-0.45438569416231983,B-,D,B-,B-,B-,C-,B,C,C,D,C-,C-,B-,C-,D-,C-
20,Westchester County (Northeast) PUMA,0.407677968788824,0.22908890346167338,0.13882879612019716,0.14012418684435868,0.17147554145920685,-0.280525917707613,-0.7802036817372143,0.003780828175633252,0.5153567838259516,-2.310393549108816,-3.4930533799176264,-3.4936631562984917,-2.788832688425679,-1.6948759126306179,0.1950293287949931,-1.8672046533943265,B-,C,C,C,C,C-,D,C,B-,E,E,E,C,E,D-,E
21,Madison & Cortland Counties PUMA,0.407677968788824,0.5410761691398301,0.512353599782942,0.513616314655678,#DIV/0!,0.9520700427743101,-1.112096555794882,#DIV/0!,0.5153567838259516,1.0235772078546213,1.4657744897430487,1.465429852908344,0.8635085262768972,0.2916583059249667,0.04042832800827377,0.8093904992203005,B-,B-,B-,B-,#DIV!0,B,D,#DIV!0,B-,B,A-,A-,C,B,B-,B
22,Erie County (West Central)--Buffalo City (West) PUMA,-5.604614830645487,0.8107487894503741,-0.14673825216456587,-0.14541788011024825,-0.7063040346790046,-0.821852230303139,-0.569062925106785,-1.026177337651265,0.28165822905978644,0.49466525902094693,0.20051794806870743,0.2001056602579952,0.09209845634025017,-0.17101147084920146,0.43721531685044096,0.21932134267841796,E,B,C,C,C-,D,C-,D,B-,B-,C,C,B-,C,C,C
23,Monroe County (Central)--Rochester City (West) PUMA,0.407677968788824,0.6917424878667856,0.4834449720453132,0.48471021583718815,0.43060785128399837,0.2624491015862661,1.3535390447805116,0.5877388060269839,0.4641582474326707,-1.1068770525837424,0.17065251195774328,0.17023862729624606,0.7325328992699119,-0.49240872817153586,-0.4416263961334507,-0.07190427013316529,B-,B-,B-,B-,B-,B-,A-,B-,B-,D,C,C,C-,B-,C-,C
24,Suffolk County (Central)--Islip Town (East) PUMA,0.407677968788824,0.3510502884739057,0.512353599782942,0.513616314655678,0.43060785128399837,0.7111381784140489,-0.05940685527524907,0.4095767637320211,0.5153567838259516,0.5748531147277545,-1.023158155686137,-1.0236358712421403,-0.6615910759002119,0.36254302043467124,0.7356084875632859,-0.074289099468118,B-,B-,B-,B-,B-,B-,C,B-,B-,B-,D,D,B-,C-,B-,C
25,Nassau County (Central)--Hempstead Town (East Central) PUMA,0.407677968788824,0.7617539844924404,0.512353599782942,0.513616314655678,-0.8436902054056875,0.09855634890757482,0.26399754615707344,0.24489507962554935,#DIV/0!,-1.0402898007388688,1.4657744897430487,1.465429852908344,0.8635085262768972,0.1966516168033045,-0.02742769082562098,#DIV/0!,B-,B,B-,B-,D,C,B-,C,#DIV!0,D,A-,A-,C,B,C,#DIV!0
26,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",-0.08302656025812831,0.21989333082078352,0.48942827537329875,0.4906929957473748,0.2685585676268324,5.184883696321214,-0.3091538764512472,0.894468061311447,0.3020103665216882,0.5053030552773922,0.260858829194883,0.2604497677018122,0.32760657354441874,1.0225646281774685,0.1951848278190901,0.4105682926052504,C,C,B-,B-,B-,A,C-,B,B-,B-,B-,B-,C,B-,B,B-
27,St. Lawrence County PUMA,0.407677968788824,0.5335145926631297,0.512353599782942,0.513616314655678,#DIV/0!,1.0787064945751204,-1.5195171102685814,#DIV/0!,-0.9292860366615824,0.9122977710548484,-0.43744903769059257,-0.43789543644072754,0.8635085262768972,-0.7106230205236318,-0.1149629491608603,-0.12205859759223557,B-,B-,B-,B-,#DIV!0,B,D-,#DIV!0,D,B,C-,C-,C,B,C-,C
28,Columbia & Greene Counties PUMA,0.407677968788824,-0.5899387893358335,-0.843707375575423,-0.8423260328457942,-1.5665804976740412,-0.023236759485340003,-0.17900896235222116,-0.5195886354971184,0.5153567838259516,1.4050343635581932,0.16960439663244564,0.16919045593012,-0.4026243909836573,-0.20968195717455515,0.5225082150353622,0.3099125524034086,B-,C-,D,D,D-,C,C,C-,B-,A-,C,C,B-,C-,C,B-
29,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,-0.989925988510957,-0.44283445001383526,-0.5487050090255874,-0.547349473025271,-0.4444780376071491,-0.8902322913664349,-0.8055769441008367,-0.6670145990928674,0.10142931907375684,-1.236889292750757,-0.3010153961009615,-0.30145449999135077,0.03327376742717739,-1.1198008214917756,-0.6818615012559667,-0.5009026321556967,D,C-,C-,C-,C-,D,D,C-,C,D,C-,C-,C-,C,D,C-
30,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.407677968788824,-0.28184619720757004,0.13947034775898387,0.14076568236037704,0.2631411725806681,-0.9627164838147577,0.06112263721398753,-0.03319783890278388,0.5153567838259516,-0.7240412870634046,-0.76867174743208,-0.7691358560606876,-0.6598841440798722,0.8096483999083548,0.10965641631378657,-0.21243877636970732,B-,C-,C,C,B-,D,C,C,B-,C-,D,D,C,C-,B,C
31,Monroe County (North & West) PUMA,0.407677968788824,0.7758978208747956,0.512353599782942,0.513616314655678,0.43060785128399837,-0.634798118758786,-1.1636321243107215,0.12024618747381867,0.5153567838259516,0.8201296595046785,1.2426975296928433,1.2423409653370587,0.5878405729877006,-0.7514966177484056,-0.29477454652200713,0.4802991924396886,B-,B,B-,B-,B-,C-,D,C,B-,B,B,B,C-,B-,D,B-
32,Schenectady County--Schenectady City PUMA,0.407677968788824,0.8154345116237074,0.512353599782942,0.513616314655678,#DIV/0!,1.097056532730812,-0.21732834961173986,#DIV/0!,-0.13217436786634948,0.9047289269812031,-0.5586385508821027,-0.5590914294160437,0.8635085262768972,0.02534313848789875,1.8830969099829276,0.34668187908063297,B-,B,B-,B-,#DIV!0,B,C,#DIV!0,C,B,C-,C-,A,B,C,B-
33,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",0.407677968788824,1.3151384775271802,0.32031057121117473,0.32159008595745964,0.43060785128399837,0.12278929742433844,0.5836499513374809,0.5002520290757795,0.5153567838259516,-1.52567630042761,0.6307427365343308,0.630353452063956,0.8635085262768972,1.8047064623244664,0.4477151105944896,0.48095811017035456,B-,A-,B-,B-,B-,C,B-,B-,B-,D-,B-,B-,B-,B,A,B-
34,Niagara County (North & East) PUMA,0.407677968788824,0.6816839543633049,0.512353599782942,0.513616314655678,#DIV/0!,0.8222322056115466,-0.1537937492937365,#DIV/0!,0.5153567838259516,1.396027054566671,1.4657744897430487,1.465429852908344,#DIV/0!,1.565828368065133,0.24554302992714563,#DIV/0!,B-,B-,B-,B-,#DIV!0,B,C,#DIV!0,B-,A-,A-,A-,C,#DIV!0,A-,#DIV!0
35,Suffolk County (Central)--Brookhaven Town (Central) PUMA,0.407677968788824,-0.46134864811690435,0.512353599782942,0.513616314655678,-0.3642103504487524,0.11072813280494645,0.06935766668902765,0.11259638345082305,0.5153567838259516,-0.5056522091142935,-1.5530561726538457,-1.553562220897214,-3.4962469134877754,0.9327980106764979,1.0284691846862408,-0.6616990767092055,B-,C-,B-,B-,C-,C,C,C,B-,C-,D-,D-,B,E,B,C-
36,Suffolk County (East) PUMA,0.407677968788824,0.8799462036513621,0.512353599782942,0.513616314655678,0.43060785128399837,0.5737198390774416,0.707621131398263,0.57507755837693,0.5153567838259516,1.1247846433891289,1.4657744897430487,1.465429852908344,0.8635085262768972,-0.20623820397354561,-0.3094779566281146,0.7027340193631015,B-,B,B-,B-,B-,B-,B-,B-,B-,B,A-,A-,C-,B,C,B-
37,Warren & Washington Counties PUMA,0.407677968788824,-5.966787868033498,0.512353599782942,0.513616314655678,#DIV/0!,0.9067287784709784,#DIV/0!,#DIV/0!,0.5153567838259516,1.6475754300131065,1.3844567595708,1.384107774824323,#DIV/0!,1.9677729709922,-1.136234236472698,#DIV/0!,B-,E,B-,B-,#DIV!0,B,#DIV!0,#DIV!0,B-,A-,A-,A-,D,#DIV!0,A,#DIV!0
38,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,-0.3541524886968119,0.41586622716698757,0.3795060305493341,0.3807803668924301,0.09496122661703121,-0.9961308545124513,-0.3543826929437318,-0.06193602641817315,#DIV/0!,1.49448526157056,1.3126278189204537,1.3122749936105962,0.5360625112852895,-0.3389705819646506,-0.0638615722408133,#DIV/0!,C-,B-,B-,B-,C,D,C-,C,#DIV!0,A-,A-,A-,C,B-,C-,#DIV!0
39,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",0.407677968788824,0.6989045784534595,-0.08208259651194139,-0.0807678805173478,0.43060785128399837,-1.0000907766740095,-0.3838107623927743,-0.0013659453671130417,0.5153567838259516,0.23061840464800906,0.3494880970706791,0.3490837744240613,-0.3223001168577917,2.072408747163301,-0.6384943560928268,0.3651659048830548,B-,B-,C,C,B-,D,C-,C,B-,C,B-,B-,C-,C-,A,B-
40,Westchester County (Central)--White Plains City PUMA,0.407677968788824,0.6562584082795969,0.40524798941891876,0.4065200738622342,0.43060785128399837,-0.12952963887565405,-0.9423605936951412,0.17634600843753961,0.5153567838259516,0.30195752172465395,-1.6043102547891899,-1.6048190434955132,0.29812167638561704,0.3305610142264058,-0.16891411448128407,-0.276006630943337,B-,B-,B-,B-,B-,C,D,C,B-,B-,D-,D-,C,B-,B-,C-
41,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",-0.11871510553440918,-0.4381240829575763,0.2562285244285188,0.2575136450553749,0.12688037559406956,1.1991690423841674,0.7653323158282286,0.2926121021140534,0.09919266619114908,-0.4496745399670279,0.203605143738157,0.20319302099420655,0.20044239026269958,0.9202330876852319,0.22821413639115112,0.20074370075650963,C,C-,B-,B-,C,B,B,B-,C,C-,C,C,C,C,B,C
42,Erie County (North Central) PUMA,0.407677968788824,0.6359910947813844,0.512353599782942,0.513616314655678,#DIV/0!,0.8124528020245908,0.5974632625256125,#DIV/0!,0.5153567838259516,0.9247223893497453,-0.9890329280681345,-0.9895088190100148,0.8635085262768972,0.878486458775052,0.034532209893442696,0.17686637443470563,B-,B-,B-,B-,#DIV!0,B,B-,#DIV!0,B-,B,D,D,C,B,B,C
43,Chautauqua County PUMA,0.407677968788824,1.0290809329776143,0.512353599782942,0.513616314655678,#DIV/0!,1.1471387297260973,0.27621756020092975,#DIV/0!,-0.37212190947260576,-1.8732633945289001,-0.7478773407245489,-0.748340337513887,0.1754038436045881,-0.3153730775361342,-0.8816035960338198,-0.6804536874579011,B-,B,B-,B-,#DIV!0,B,B-,#DIV!0,C-,E,C-,C-,D,C,C-,C-
44,Dutchess County (Southwest) PUMA,0.407677968788824,0.11526280545774217,-0.07667266187915624,-0.07535841914421919,0.43060785128399837,0.3823869790179694,-0.60889455798975,0.08214428079077266,0.35561184748387953,0.5643184240118855,-1.0380159570023189,-1.038494466978052,0.1168975718755716,0.34894665936092534,-0.013094106712777923,-0.10054714685155523,B-,C,C,C,B-,B-,C-,C,B-,B-,D,D,C,C,B-,C
45,Westchester County (Southeast) PUMA,0.407677968788824,-0.8142910180134669,0.512353599782942,0.513616314655678,0.43060785128399837,-0.40709584987581654,-0.9400442713934074,-0.042453629253035495,0.21675614455988007,0.20424457244729394,1.4657744897430487,1.465429852908344,0.8635085262768972,-0.2506697076225398,-0.4710898204462247,0.499136293980957,B-,D,B-,B-,B-,C-,D,C,C,C,A-,A-,C-,B,C-,B-
46,Rockland County (North)--New City & Congers PUMA,0.407677968788824,-0.48138703096215496,-1.198396557601152,-1.1969841867553164,-0.07236379333645046,-0.369745644143227,0.7458209334984336,-0.30933975864443475,0.0017395948863408723,-0.07515739688378535,-0.23619685301678117,-0.2366324911770528,-2.1931854659306405,0.5319092193231897,-0.17971008098972982,-0.3410333533983513,B-,C-,D,D,C,C-,B-,C-,C,C,C,C,C,E,B-,C-
47,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,-1.1778083432736612,-1.5129947546388651,0.512353599782942,0.513616314655678,0.43060785128399837,0.2232928339668409,-0.19231717184689506,-0.17189281000999457,0.5153567838259516,-0.6055172421968579,-0.9628847216921768,-0.9633592145368144,-0.15051366053828816,0.0997543483812553,0.14282050303281169,-0.27490617196058836,D,D-,B-,B-,B-,C,C,C,B-,C-,D,D,C,C,C,C-
48,Suffolk County (Southwest)--Islip Town (South) PUMA,0.407677968788824,-0.6590282839215513,0.512353599782942,0.513616314655678,#DIV/0!,-0.06211153785819267,-0.3367291657041251,#DIV/0!,0.5153567838259516,-0.04813420981324916,-1.7206577173159732,-1.7211727269104222,-0.045806537779592045,-1.3293218853205087,0.325877000955487,-0.5748370417654723,B-,C-,B-,B-,#DIV!0,C,C-,#DIV!0,B-,C,D-,D-,B-,C,D-,C-
49,Erie County (West Central)--Buffalo City (East) PUMA,0.407677968788824,0.8835558803729983,-0.594580619442845,-0.5932210702562145,-0.49423482165771404,-2.5571457457743443,0.22754406417674847,-0.3886291919703639,-0.12754218073136736,0.7580141983363131,-0.32817994787559374,-0.32862050420537364,0.12868193854421686,-0.4391053889703787,-0.8726163155140634,-0.17276688577374952,B-,B,C-,C-,C-,E,C,C-,C,B,C-,C-,D,C,C-,C
50,Wayne & Seneca Counties PUMA,0.407677968788824,1.147013362641552,0.512353599782942,0.513616314655678,#DIV/0!,0.5784072352881947,-1.393850666329266,#DIV/0!,0.5153567838259516,1.0028670250162204,-1.0485717527404306,-1.0490508271154462,-1.6542551477330123,-0.1036952965083373,0.8273025685252908,-0.21572094953282336,B-,B,B-,B-,#DIV!0,B-,D-,#DIV!0,B-,B,D,D,B,D-,C,C
51,Monroe County (South) PUMA,0.407677968788824,0.11818937459859645,-0.4167435057812418,-0.4153995137384662,-1.059428150612374,0.12938042868928534,0.16964308844872522,-0.15238290137237873,-8.743309220903368,0.6959391486279559,0.013749377602824608,0.013327103614872117,#DIV/0!,1.7133680499334094,3.245553678265715,#DIV/0!,B-,C,C-,C-,D,C,C,C,E,B-,C,C,A,#DIV!0,A-,#DIV!0
52,Tompkins County PUMA,0.407677968788824,0.7839149809851338,0.512353599782942,0.513616314655678,0.43060785128399837,-0.7505872944734514,5.599637324346135,1.0710315350527515,0.5153567838259516,-2.844086576732602,1.4657744897430487,1.465429852908344,0.8635085262768972,0.20018497395263338,-0.6341548338104745,0.14743045945197114,B-,B,B-,B-,B-,D,A,B,B-,E,A-,A-,C-,B,C,C
53,Suffolk County (South Central)--Brookhaven Town (South) PUMA,0.407677968788824,-0.3583091543953899,-0.21775926291844644,-0.21643267796481738,0.43060785128399837,0.548545324262659,-0.13360717062510669,0.06581755406167442,-0.6237397358853749,-0.4799746774596216,-0.01564086026150186,-0.016064705692249652,0.24453161067517593,-0.15234673294497453,0.28694383388118233,-0.10804160966962348,B-,C-,C,C,B-,B-,C,C,C-,C-,C,C,B-,C,C,C
54,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.407677968788824,0.970480150614006,0.512353599782942,0.513616314655678,#DIV/0!,1.0365678535823217,-0.33395599032745393,#DIV/0!,-0.21423333970144787,0.4492274220843958,-1.3072485037487125,-1.307741409101162,0.8635085262768972,0.8577849024907473,-0.5471595062770606,-0.17226598685376324,B-,B,B-,B-,#DIV!0,B,C-,#DIV!0,C,B-,D-,D-,C-,B,B,C
55,NYC-Manhattan Community District 8--Upper East Side PUMA,0.407677968788824,0.3808123633316583,-0.5421457891962247,-0.540790826994731,0.10688180484852741,-0.6903376139302827,-0.12000559818935676,-0.14255824162022648,#DIV/0!,0.4391327798048202,0.29124074125486576,0.29083330422761366,-0.5189792818064397,3.317838262213484,-2.07660314171952,#DIV/0!,B-,B-,C-,C-,C,C-,C,C,#DIV!0,B-,B-,B-,E,C-,A,#DIV!0
56,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0.407677968788824,0.3497322405044828,0.512353599782942,0.513616314655678,0.18237061147053252,-0.2765823140113184,0.9017492134215168,0.3701310906589511,0.5153567838259516,1.1559371758916952,1.4657744897430487,1.465429852908344,0.8635085262768972,-1.1814703645676192,1.5015216780766885,0.8265797345935724,B-,B-,B-,B-,C,C-,B,B-,B-,B,A-,A-,A-,B,D,B
57,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",-0.15019887673319615,0.10862534796119457,0.050108080779665255,0.051411232768632784,-0.06726131918920711,-0.06290671746063754,-0.5684996339556283,-0.09124598368988236,-0.24554879328989265,-0.4571318791888391,0.07326453660383205,0.07284544478365426,-0.14442998229073398,0.7757501837700095,-0.39723013280591973,-0.046068660345412814,C,C,C,C,C,C,C-,C,C,C-,C,C,C-,C,B,C
58,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,0.407677968788824,-0.5203845062498543,0.3183344621969637,0.31961414981274466,-7.320170788921346,1.0236880606296326,1.0452689074138626,-0.6751388209041675,-0.0912949343184871,0.10095748307594343,-0.28084353953689845,-0.28128156487464684,0.0929638565150044,-0.002614827010076113,0.3366095368954497,-0.017929141321958712,B-,C-,B-,B-,E,B,B,C-,C,C,C-,C-,B-,C,C,C
59,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",0.407677968788824,0.4907176838481069,0.44880163202941376,0.45006990641154715,0.1447117576852621,-0.3110901343264751,-0.1360938450018082,0.21354213849069584,-0.21959642892438483,0.15876505645411143,-0.6278317996889176,-0.628288377860569,-0.16195203570977657,-0.03620178753482687,1.0105996246194358,-0.07207224980641823,B-,B-,B-,B-,C,C-,C,C,C,C,C-,C-,B,C,C,C
