,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NP_mf_t,Total_NP_m,Total_NP_f,Total_P_mf_t,Total_P_m,Total_P_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NP_mf_t,BABS_NP_m,BABS_NP_f,BABS_P_mf_t,BABS_P_m,BABS_P_f,Total_HS,Total_HS_m,Total_HS_f,HS_NP_mf_t,HS_NP_m,HS_NP_f,HS_P_mf_t,HS_P_m,HS_P_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NP_mf_t,HSINC_NP_m,HSINC_NP_f,HSINC_P_mf_t,HSINC_P_m,HSINC_P_f
37,Warren & Washington Counties PUMA,440,214,226,440,214,226,0,0,0,239,214,25,239,214,25,0,0,0,0,0,0,0,0,0,0,0,0,201,0,201,201,0,201,0,0,0
38,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,10828,5632,5196,9589,5112,4477,1239,520,719,6488,3027,3461,5984,2798,3186,504,229,275,3849,2217,1632,3114,1926,1188,735,291,444,491,388,103,491,388,103,0,0,0
39,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",1114,533,581,726,292,434,388,241,147,751,533,218,510,292,218,241,241,0,274,0,274,216,0,216,58,0,58,89,0,89,0,0,0,89,0,89
40,Westchester County (Central)--White Plains City PUMA,2539,1544,995,2471,1476,995,68,68,0,1882,952,930,1882,952,930,0,0,0,583,518,65,515,450,65,68,68,0,74,74,0,74,74,0,0,0,0
41,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",589,383,206,589,383,206,0,0,0,104,32,72,104,32,72,0,0,0,485,351,134,485,351,134,0,0,0,0,0,0,0,0,0,0,0,0
42,Erie County (North Central) PUMA,1488,799,689,854,424,430,634,375,259,941,383,558,663,233,430,278,150,128,387,256,131,191,191,0,196,65,131,160,160,0,0,0,0,160,160,0
43,Chautauqua County PUMA,252,93,159,93,93,0,159,0,159,93,93,0,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,159,0,0,0,159,0,159
44,Dutchess County (Southwest) PUMA,1670,385,1285,1621,385,1236,49,0,49,744,297,447,695,297,398,49,0,49,466,88,378,466,88,378,0,0,0,460,0,460,460,0,460,0,0,0
45,Westchester County (Southeast) PUMA,5010,2711,2299,4559,2260,2299,451,451,0,2805,1248,1557,2693,1136,1557,112,112,0,1939,1357,582,1600,1018,582,339,339,0,266,106,160,266,106,160,0,0,0
46,Rockland County (North)--New City & Congers PUMA,672,296,376,530,296,234,142,0,142,212,0,212,70,0,70,142,0,142,460,296,164,460,296,164,0,0,0,0,0,0,0,0,0,0,0,0
47,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,11151,5972,5179,10229,5436,4793,922,536,386,4703,2602,2101,4233,2427,1806,470,175,295,5450,2470,2980,5132,2243,2889,318,227,91,998,900,98,864,766,98,134,134,0
48,Suffolk County (Southwest)--Islip Town (South) PUMA,1609,957,652,1496,957,539,113,0,113,891,353,538,778,353,425,113,0,113,718,604,114,718,604,114,0,0,0,0,0,0,0,0,0,0,0,0
49,Erie County (West Central)--Buffalo City (East) PUMA,1048,790,258,267,147,120,781,643,138,532,532,0,147,147,0,385,385,0,516,258,258,120,0,120,396,258,138,0,0,0,0,0,0,0,0,0
50,Wayne & Seneca Counties PUMA,130,102,28,56,28,28,74,74,0,82,82,0,28,28,0,54,54,0,48,20,28,28,0,28,20,20,0,0,0,0,0,0,0,0,0,0
51,Monroe County (South) PUMA,2649,1247,1402,1803,838,965,846,409,437,1497,634,863,1070,483,587,427,151,276,787,364,423,496,234,262,291,130,161,365,249,116,237,121,116,128,128,0
52,Tompkins County PUMA,1198,662,536,1198,662,536,0,0,0,869,333,536,869,333,536,0,0,0,329,329,0,329,329,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Suffolk County (South Central)--Brookhaven Town (South) PUMA,521,54,467,269,54,215,252,0,252,398,0,398,146,0,146,252,0,252,123,54,69,123,54,69,0,0,0,0,0,0,0,0,0,0,0,0
54,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",229,91,138,172,34,138,57,57,0,17,0,17,17,0,17,0,0,0,212,91,121,155,34,121,57,57,0,0,0,0,0,0,0,0,0,0
55,NYC-Manhattan Community District 8--Upper East Side PUMA,11289,5300,5989,10916,5300,5616,373,0,373,10544,5141,5403,10171,5141,5030,373,0,373,703,117,586,703,117,586,0,0,0,42,42,0,42,42,0,0,0,0
56,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",4802,3046,1756,4580,2824,1756,222,222,0,4611,2980,1631,4389,2758,1631,222,222,0,191,66,125,191,66,125,0,0,0,0,0,0,0,0,0,0,0,0
57,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",2690,1120,1570,2266,1120,1146,424,0,424,2060,1061,999,1944,1061,883,116,0,116,577,59,518,269,59,210,308,0,308,53,0,53,53,0,53,0,0,0
58,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,3692,1876,1816,2665,1270,1395,1027,606,421,1740,915,825,1404,579,825,336,336,0,1783,841,942,1212,691,521,571,150,421,169,120,49,49,0,49,120,120,0
59,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",715,376,339,323,157,166,392,219,173,186,186,0,36,36,0,150,150,0,378,121,257,287,121,166,91,0,91,151,69,82,0,0,0,151,69,82
60,Suffolk County (Central)--Islip Town (Northwest) PUMA,1219,389,830,1219,389,830,0,0,0,134,0,134,134,0,134,0,0,0,1085,389,696,1085,389,696,0,0,0,0,0,0,0,0,0,0,0,0
61,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",3073,1320,1753,2802,1236,1566,271,84,187,1557,407,1150,1286,323,963,271,84,187,1516,913,603,1516,913,603,0,0,0,0,0,0,0,0,0,0,0,0
62,Saratoga County (South & Central) PUMA,691,247,444,558,247,311,133,0,133,162,105,57,162,105,57,0,0,0,401,142,259,268,142,126,133,0,133,128,0,128,128,0,128,0,0,0
63,Cattaraugus & Allegany Counties PUMA,123,86,37,73,36,37,50,50,0,123,86,37,73,36,37,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Genesee & Orleans Counties PUMA,150,99,51,99,99,0,51,0,51,0,0,0,0,0,0,0,0,0,99,99,0,99,99,0,0,0,0,51,0,51,0,0,0,51,0,51
65,Cayuga & Onondaga (South) Counties PUMA,607,306,301,447,223,224,160,83,77,333,184,149,250,101,149,83,83,0,274,122,152,197,122,75,77,0,77,0,0,0,0,0,0,0,0,0
66,Sullivan & Ulster (West) Counties PUMA,1291,674,617,865,521,344,426,153,273,464,328,136,464,328,136,0,0,0,778,297,481,401,193,208,377,104,273,49,49,0,0,0,0,49,49,0
67,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",1200,187,1013,379,0,379,821,187,634,765,187,578,379,0,379,386,187,199,435,0,435,0,0,0,435,0,435,0,0,0,0,0,0,0,0,0
68,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,1750,1213,537,1677,1140,537,73,73,0,788,498,290,788,498,290,0,0,0,717,470,247,644,397,247,73,73,0,245,245,0,245,245,0,0,0,0
69,NYC-Queens Community District 1--Astoria & Long Island City PUMA,11454,5722,5732,9513,5041,4472,1941,681,1260,6084,2671,3413,5132,2396,2736,952,275,677,4847,2808,2039,3905,2449,1456,942,359,583,523,243,280,476,196,280,47,47,0
70,Jefferson & Lewis Counties PUMA,657,167,490,372,167,205,285,0,285,170,130,40,170,130,40,0,0,0,466,37,429,202,37,165,264,0,264,21,0,21,0,0,0,21,0,21
