,puma,BABS_FT_Work_Total,BABS_FT_Work_M,BABS_FT_Work_F,HS_FT_Work_Total,HS_FT_Work_M,HS_FT_Work_F,HSINC_FT_Work_Total,HSINC_FT_Work_M,HSINC_FT_Work_F
0,Total Geo,86.83626785756762,91.42163975436884,82.77509917781379,81.45088297679621,87.96063663448258,73.98649964863878,73.54983721138623,82.67290028860117,59.319895633225336
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,81.83531458393738,87.26750983101286,77.30615861763403,68.77162629757785,68.69794558578567,68.9375,100.0,100.0,100.0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,89.72817299919159,96.91433211530654,82.6056338028169,81.58502340093604,91.57575075919469,69.13372582001682,80.45838359469239,89.67441860465117,63.464837049742705
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,90.18189529239903,95.5293417922284,85.33638731698554,84.00868306801736,88.22077235055545,78.04146889832626,90.67114093959732,88.79598662207357,91.92825112107623
4,Madison & Cortland Counties PUMA,84.51403738704559,91.36177318961592,78.81163084702908,82.9696683104776,90.90253141723288,72.80154142581888,98.87730553327987,98.41089670828603,100.0
5,Ontario & Yates Counties PUMA,87.60206793255061,96.99769053117782,79.59000984692507,78.2293035479632,86.94551591128254,67.78596187175043,89.82152816508645,97.6365749709415,69.75124378109453
6,Monroe County (Central)--Greece & Gates Towns PUMA,84.9288824383164,89.53087728597933,81.34104762888728,81.75539568345323,89.09032396481442,73.2646218800447,89.16256157635468,94.55587392550143,79.37608318890814
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,85.1391320094163,97.63069791398404,74.11657766162935,81.78593060482824,90.74443336656697,72.05271709694891,100.0,100.0,100.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",85.89055420006972,89.39951961569255,83.18518518518519,80.68396438528644,87.42437894194876,73.26278992866928,69.53080836630865,77.56434882827506,47.165775401069524
9,NYC-Manhattan Community District 8--Upper East Side PUMA,89.41792661394425,95.14112182922473,84.60445804195804,75.83164087120947,79.67025480310669,71.77233429394812,#DIV/0!,#DIV/0!,#DIV/0!
