,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
0,Total Geo,4920307,2670143,2250164,74185.43402129176,83443.88983136858,63198.945493306266,2299882,1137266,1162616,101740.67703473482,121095.5452594204,82807.8276963331,2423435,1397954,1025481,51081.88961948639,57060.4977703129,42931.74429365342,196990,134923,62067,36701.961333062594,39439.6867176093,30750.616462854658
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,58659,29760,28899,172654.7204861999,195477.9166330645,149151.54330599675,50805,24633,26172,188654.6432240921,218037.72983396257,160999.37910744306,7155,4949,2206,73121.88679245283,88817.41766013336,37910.108794197644,699,178,521,28565.092989985693,39000.0,25000.0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,32167,18654,13513,105439.84129698138,117666.72558164469,88561.25775179456,17759,9548,8211,132887.53527788728,151613.90123586092,111111.94860552916,13074,8142,4932,69165.24674927337,80550.0577253746,50370.61354420114,1334,964,370,95552.62368815592,94924.27385892117,97189.72972972973
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,47753,24808,22945,113846.98515276526,128211.02797484682,98316.665940292,38275,19274,19001,127599.12794252123,146156.6972086749,108774.92974053997,8127,5003,3124,63271.0791189861,69954.84709174496,52567.20870678617,1351,531,820,28478.460399703923,25707.909604519773,30272.560975609755
4,Madison & Cortland Counties PUMA,38049,22003,16046,55690.01461273621,60570.46857246739,48997.715692384394,12252,6018,6234,71214.65336271629,78793.7974410103,63898.11677895412,24564,15118,9446,49254.56900341964,54815.96421484323,40353.74613593055,1233,867,366,29633.576642335767,34421.222606689735,18292.349726775956
5,Ontario & Yates Counties PUMA,45165,26186,18979,62710.12128860843,73330.59115557931,48056.68201696612,18131,9240,8891,93707.04814957807,123544.31818181818,62698.570464514676,23813,14426,9387,42736.18065762398,46970.15749341467,36229.378715244486,3221,2520,701,35896.76125426886,40116.614285714284,20726.961483594863
6,Monroe County (Central)--Greece & Gates Towns PUMA,44487,24356,20131,54421.82480275137,59755.15257020857,47969.16318116338,14629,6756,7873,74744.80135347597,93846.74748371818,58352.98780642703,28410,16610,11800,45047.603695881735,47286.08488862131,41896.65686440678,1448,990,458,33024.585635359115,36309.09090909091,25924.890829694323
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,24508,13608,10900,97271.31426472988,116524.35773074662,73235.0376146789,14105,7582,6523,118621.02020560086,146545.6291216038,86162.88977464357,9452,5461,3991,71446.49597968684,81818.51309284013,57254.166875469804,951,565,386,37290.85173501577,49103.71681415929,20000.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",50666,27978,22688,46983.17305490862,50742.73815140467,42347.016837094496,12321,5583,6738,67262.7854881909,76517.49059645351,59594.48352626892,35885,20376,15509,40564.87128326599,44928.078032979975,34832.412663614676,2460,2019,441,39038.31707317073,38151.88707280832,43096.598639455784
9,NYC-Manhattan Community District 8--Upper East Side PUMA,71093,35140,35953,166037.2887766728,199034.17615253272,133786.555252691,60265,29293,30972,185049.67993030782,228173.1932543611,144263.90323518016,10828,5847,4981,60220.724972294054,53050.042756969386,68638.10680586228,0,0,0,#DIV/0!,0.0,0.0
