,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NP_mf_t,Total_NP_m,Total_NP_f,Total_P_mf_t,Total_P_m,Total_P_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NP_mf_t,BABS_NP_m,BABS_NP_f,BABS_P_mf_t,BABS_P_m,BABS_P_f,Total_HS,Total_HS_m,Total_HS_f,HS_NP_mf_t,HS_NP_m,HS_NP_f,HS_P_mf_t,HS_P_m,HS_P_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NP_mf_t,HSINC_NP_m,HSINC_NP_f,HSINC_P_mf_t,HSINC_P_m,HSINC_P_f
80,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",3230,2422,808,2958,2234,724,272,188,84,1886,1455,431,1741,1394,347,145,61,84,921,717,204,858,654,204,63,63,0,423,250,173,359,186,173,64,64,0
81,NYC-Queens Community District 1--Astoria & Long Island City PUMA,11867,6647,5220,10068,5618,4450,1799,1029,770,5867,2840,3027,5500,2640,2860,367,200,167,5342,3194,2148,4058,2513,1545,1284,681,603,658,613,45,510,465,45,148,148,0
82,Saratoga County (Outer) PUMA,531,480,51,531,480,51,0,0,0,327,276,51,327,276,51,0,0,0,53,53,0,53,53,0,0,0,0,151,151,0,151,151,0,0,0,0
83,Dutchess County (Southwest) PUMA,6078,3725,2353,5928,3575,2353,150,150,0,2339,1395,944,2339,1395,944,0,0,0,2993,1963,1030,2843,1813,1030,150,150,0,746,367,379,746,367,379,0,0,0
84,Erie County (Northwest) PUMA,500,500,0,500,500,0,0,0,0,500,500,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Genesee & Orleans Counties PUMA,404,404,0,333,333,0,71,71,0,239,239,0,239,239,0,0,0,0,29,29,0,29,29,0,0,0,0,136,136,0,65,65,0,71,71,0
86,Erie County (Northeast) PUMA,109,109,0,109,109,0,0,0,0,109,109,0,109,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",13967,8957,5010,12358,7481,4877,1609,1476,133,4962,3254,1708,4838,3130,1708,124,124,0,7034,4268,2766,6223,3590,2633,811,678,133,1971,1435,536,1297,761,536,674,674,0
88,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,3844,1956,1888,3192,1492,1700,652,464,188,1432,522,910,1432,522,910,0,0,0,1306,858,448,940,597,343,366,261,105,1106,576,530,820,373,447,286,203,83
89,Nassau County (West Central)--Hempstead Town (West Central) PUMA,8524,5210,3314,8434,5120,3314,90,90,0,4263,2118,2145,4263,2118,2145,0,0,0,3785,2723,1062,3785,2723,1062,0,0,0,476,369,107,386,279,107,90,90,0
90,Suffolk County (South Central)--Brookhaven Town (South) PUMA,3783,2590,1193,3418,2494,924,365,96,269,483,428,55,483,428,55,0,0,0,1965,1096,869,1869,1000,869,96,96,0,1335,1066,269,1066,1066,0,269,0,269
91,Orange County (Northeast)--Greater Newburgh City PUMA,4550,2472,2078,4412,2334,2078,138,138,0,1888,931,957,1824,867,957,64,64,0,1648,916,732,1574,842,732,74,74,0,1014,625,389,1014,625,389,0,0,0
92,Sullivan & Ulster (West) Counties PUMA,1580,880,700,1235,695,540,345,185,160,507,304,203,495,292,203,12,12,0,921,424,497,588,251,337,333,173,160,152,152,0,152,152,0,0,0,0
93,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",8652,4731,3921,7995,4183,3812,657,548,109,3794,2090,1704,3590,1886,1704,204,204,0,3551,1924,1627,3194,1676,1518,357,248,109,1307,717,590,1211,621,590,96,96,0
94,Wayne & Seneca Counties PUMA,468,253,215,468,253,215,0,0,0,153,62,91,153,62,91,0,0,0,196,72,124,196,72,124,0,0,0,119,119,0,119,119,0,0,0,0
95,Albany County (East Central)--Albany City PUMA,2329,1210,1119,2135,1016,1119,194,194,0,1196,492,704,1102,398,704,94,94,0,1133,718,415,1033,618,415,100,100,0,0,0,0,0,0,0,0,0,0
96,Nassau County (Northwest)--North Hempstead Town (North) PUMA,4497,2775,1722,4408,2775,1633,89,0,89,3610,2158,1452,3521,2158,1363,89,0,89,679,501,178,679,501,178,0,0,0,208,116,92,208,116,92,0,0,0
97,Rensselaer County--Troy City PUMA,1437,854,583,1337,754,583,100,100,0,788,480,308,760,452,308,28,28,0,350,250,100,350,250,100,0,0,0,299,124,175,227,52,175,72,72,0
98,Tompkins County PUMA,1564,962,602,1456,854,602,108,108,0,1447,962,485,1339,854,485,108,108,0,61,0,61,61,0,61,0,0,0,56,0,56,56,0,56,0,0,0
99,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,7330,4429,2901,6268,3614,2654,1062,815,247,2173,1086,1087,2005,918,1087,168,168,0,4073,2300,1773,3484,1958,1526,589,342,247,1084,1043,41,779,738,41,305,305,0
100,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,21304,14319,6985,17691,11353,6338,3613,2966,647,5164,2749,2415,4953,2749,2204,211,0,211,13396,9317,4079,11124,7481,3643,2272,1836,436,2744,2253,491,1614,1123,491,1130,1130,0
101,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,22459,15096,7363,20466,13748,6718,1993,1348,645,8164,4643,3521,7620,4360,3260,544,283,261,12451,9157,3294,11534,8412,3122,917,745,172,1844,1296,548,1312,976,336,532,320,212
102,Columbia & Greene Counties PUMA,583,456,127,492,399,93,91,57,34,23,13,10,23,13,10,0,0,0,302,198,104,246,176,70,56,22,34,258,245,13,223,210,13,35,35,0
103,Madison & Cortland Counties PUMA,314,159,155,314,159,155,0,0,0,159,159,0,159,159,0,0,0,0,155,0,155,155,0,155,0,0,0,0,0,0,0,0,0,0,0,0
104,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,12339,5410,6929,11806,5109,6697,533,301,232,8748,4147,4601,8583,4147,4436,165,0,165,3204,967,2237,2903,733,2170,301,234,67,387,296,91,320,229,91,67,67,0
105,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,11942,8543,3399,9717,6900,2817,2225,1643,582,1780,1309,471,1780,1309,471,0,0,0,8914,6291,2623,7146,5105,2041,1768,1186,582,1248,943,305,791,486,305,457,457,0
106,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",14031,8367,5664,11243,6082,5161,2788,2285,503,3954,1604,2350,3584,1387,2197,370,217,153,7813,4783,3030,6108,3428,2680,1705,1355,350,2264,1980,284,1551,1267,284,713,713,0
107,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,4105,1530,2575,3481,1312,2169,624,218,406,2203,506,1697,1900,506,1394,303,0,303,1438,907,531,1220,689,531,218,218,0,464,117,347,361,117,244,103,0,103
108,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",406,313,93,181,88,93,225,225,0,93,0,93,93,0,93,0,0,0,282,282,0,57,57,0,225,225,0,31,31,0,31,31,0,0,0,0
