,puma,Total_geo,Total_geo_m,Total_geo_f,Total_FT_mf_t,Total_FT_m,Total_FT_f,Total_PT_mf_t,Total_PT_m,Total_PT_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_FT_mf_t,BABS_FT_m,BABS_FT_f,BABS_PT_mf_t,BABS_PT_m,BABS_PT_f,Total_HS,Total_HS_m,Total_HS_f,HS_FT_mf_t,HS_FT_m,HS_FT_f,HS_PT_mf_t,HS_PT_m,HS_PT_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_FT_mf_t,HSINC_FT_m,HSINC_FT_f,HSINC_PT_mf_t,HSINC_PT_m,HSINC_PT_f
15,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,5718,2765,2953,5477,2655,2822,241,110,131,3914,2099,1815,3736,2052,1684,178,47,131,900,240,660,837,177,660,63,63,0,904,426,478,904,426,478,0,0,0
16,Onondaga County (Central)--Syracuse City PUMA,2672,1461,1211,2025,1110,915,647,351,296,1068,704,364,701,395,306,367,309,58,1076,547,529,872,505,367,204,42,162,528,210,318,452,210,242,76,0,76
17,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,8442,4490,3952,6762,3229,3533,1680,1261,419,3894,1868,2026,3227,1281,1946,667,587,80,3897,2274,1623,3183,1862,1321,714,412,302,651,348,303,352,86,266,299,262,37
18,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,8525,3838,4687,6363,3375,2988,2162,463,1699,3257,1166,2091,2216,912,1304,1041,254,787,4588,2349,2239,3676,2349,1327,912,0,912,680,323,357,471,114,357,209,209,0
19,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",10649,5401,5248,8766,5001,3765,1883,400,1483,5708,2955,2753,4403,2555,1848,1305,400,905,3716,1221,2495,3138,1221,1917,578,0,578,1225,1225,0,1225,1225,0,0,0,0
20,Monroe County (Central)--Rochester City (West) PUMA,2464,1474,990,2464,1474,990,0,0,0,800,596,204,800,596,204,0,0,0,1250,720,530,1250,720,530,0,0,0,414,158,256,414,158,256,0,0,0
21,"Chenango, Delaware & Broome (East) Counties PUMA",562,230,332,383,230,153,179,0,179,307,128,179,128,128,0,179,0,179,218,102,116,218,102,116,0,0,0,37,0,37,37,0,37,0,0,0
22,Dutchess County (North & East) PUMA,2007,1001,1006,1480,1001,479,527,0,527,1066,656,410,859,656,203,207,0,207,395,0,395,207,0,207,188,0,188,546,345,201,414,345,69,132,0,132
23,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,10094,5654,4440,8654,5241,3413,1440,413,1027,4628,2383,2245,4031,2234,1797,597,149,448,4533,2789,1744,3875,2525,1350,658,264,394,933,482,451,748,482,266,185,0,185
24,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,4681,2172,2509,3774,1854,1920,907,318,589,2383,1051,1332,1909,733,1176,474,318,156,1608,740,868,1175,740,435,433,0,433,690,381,309,690,381,309,0,0,0
25,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,13802,6392,7410,12035,5582,6453,1767,810,957,6097,3106,2991,5410,2849,2561,687,257,430,6959,2846,4113,5932,2293,3639,1027,553,474,746,440,306,693,440,253,53,0,53
26,Westchester County (Southeast) PUMA,12496,7900,4596,10950,7448,3502,1546,452,1094,4099,1981,2118,3738,1981,1757,361,0,361,5378,2972,2406,4265,2520,1745,1113,452,661,3019,2947,72,2947,2947,0,72,0,72
27,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,12474,7775,4699,10478,7045,3433,1996,730,1266,2992,1678,1314,2553,1422,1131,439,256,183,6320,4230,2090,5509,3828,1681,811,402,409,3162,1867,1295,2416,1795,621,746,72,674
28,Westchester County (Northwest) PUMA,12383,6842,5541,10876,6567,4309,1507,275,1232,3201,1237,1964,2862,1237,1625,339,0,339,6626,3906,2720,5633,3631,2002,993,275,718,2556,1699,857,2381,1699,682,175,0,175
29,Monroe County (South) PUMA,5253,3204,2049,4150,2612,1538,1103,592,511,3568,2320,1248,2908,1962,946,660,358,302,1685,884,801,1242,650,592,443,234,209,0,0,0,0,0,0,0,0,0
30,Rockland County (North)--New City & Congers PUMA,5570,2585,2985,4561,2372,2189,1009,213,796,2124,793,1331,1731,793,938,393,0,393,3035,1440,1595,2478,1227,1251,557,213,344,411,352,59,352,352,0,59,0,59
31,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",12847,6866,5981,9895,5689,4206,2952,1177,1775,1667,655,1012,1526,514,1012,141,141,0,8009,4650,3359,6588,4040,2548,1421,610,811,3171,1561,1610,1781,1135,646,1390,426,964
32,Orange County (Southeast) PUMA,2543,796,1747,2154,703,1451,389,93,296,983,224,759,890,131,759,93,93,0,1007,461,546,711,461,250,296,0,296,553,111,442,553,111,442,0,0,0
33,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",21095,12538,8557,17303,11598,5705,3792,940,2852,8070,3829,4241,6322,3698,2624,1748,131,1617,11039,7211,3828,9115,6467,2648,1924,744,1180,1986,1498,488,1866,1433,433,120,65,55
34,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,7873,3972,3901,7037,3620,3417,836,352,484,4248,1940,2308,4122,1894,2228,126,46,80,2527,991,1536,1817,685,1132,710,306,404,1098,1041,57,1098,1041,57,0,0,0
35,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",6240,3155,3085,5389,2956,2433,851,199,652,1611,552,1059,1551,492,1059,60,60,0,3741,1938,1803,3014,1799,1215,727,139,588,888,665,223,824,665,159,64,0,64
36,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,24085,14736,9349,22031,13870,8161,2054,866,1188,11469,6149,5320,10700,5715,4985,769,434,335,11543,7896,3647,10310,7516,2794,1233,380,853,1073,691,382,1021,639,382,52,52,0
37,Suffolk County (Northwest)--Huntington Town (South) PUMA,4979,2610,2369,3518,2336,1182,1461,274,1187,3089,1624,1465,2311,1531,780,778,93,685,1607,788,819,924,607,317,683,181,502,283,198,85,283,198,85,0,0,0
38,Westchester County (Southwest)--Yonkers City PUMA,17228,8853,8375,14068,7526,6542,3160,1327,1833,4924,2389,2535,4766,2324,2442,158,65,93,9478,4715,4763,7441,3647,3794,2037,1068,969,2826,1749,1077,1861,1555,306,965,194,771
39,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",5466,2600,2866,4630,2499,2131,836,101,735,4046,1915,2131,3945,1814,2131,101,101,0,220,142,78,142,142,0,78,0,78,1200,543,657,543,543,0,657,0,657
40,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,11292,6549,4743,9967,6080,3887,1325,469,856,3741,2170,1571,3543,1972,1571,198,198,0,6229,3811,2418,5633,3672,1961,596,139,457,1322,568,754,791,436,355,531,132,399
41,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,19501,11990,7511,16138,11198,4940,3363,792,2571,7090,3979,3111,6050,3531,2519,1040,448,592,9804,5966,3838,7830,5764,2066,1974,202,1772,2607,2045,562,2258,1903,355,349,142,207
42,Erie County (West Central)--Buffalo City (West) PUMA,3109,1349,1760,2343,1349,994,766,0,766,1247,503,744,947,503,444,300,0,300,964,551,413,699,551,148,265,0,265,898,295,603,697,295,402,201,0,201
43,Fulton & Montgomery Counties PUMA,680,491,189,577,491,86,103,0,103,233,114,119,200,114,86,33,0,33,447,377,70,377,377,0,70,0,70,0,0,0,0,0,0,0,0,0
44,Westchester County (Central)--White Plains City PUMA,13191,6921,6270,11765,6222,5543,1426,699,727,5985,2465,3520,5563,2121,3442,422,344,78,4959,2705,2254,3955,2350,1605,1004,355,649,2247,1751,496,2247,1751,496,0,0,0
45,St. Lawrence County PUMA,451,187,264,451,187,264,0,0,0,416,169,247,416,169,247,0,0,0,35,18,17,35,18,17,0,0,0,0,0,0,0,0,0,0,0,0
46,Saratoga County (South & Central) PUMA,3338,2238,1100,2608,1643,965,730,595,135,2230,1364,866,2095,1364,731,135,0,135,446,212,234,355,121,234,91,91,0,662,662,0,158,158,0,504,504,0
47,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,3586,2060,1526,2631,1746,885,955,314,641,1554,837,717,1369,822,547,185,15,170,1653,937,716,1102,857,245,551,80,471,379,286,93,160,67,93,219,219,0
48,Suffolk County (North Central)--Brookhaven Town (North) PUMA,2708,1470,1238,2360,1226,1134,348,244,104,2345,1388,957,2081,1144,937,264,244,20,363,82,281,279,82,197,84,0,84,0,0,0,0,0,0,0,0,0
49,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,98,98,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Suffolk County (Central)--Islip Town (East) PUMA,1961,1127,834,1182,658,524,779,469,310,1334,814,520,776,345,431,558,469,89,402,88,314,181,88,93,221,0,221,225,225,0,225,225,0,0,0,0
51,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",5764,2436,3328,5472,2351,3121,292,85,207,1155,800,355,863,715,148,292,85,207,4104,1345,2759,4104,1345,2759,0,0,0,505,291,214,505,291,214,0,0,0
52,Westchester County (Northeast) PUMA,5189,2694,2495,4139,2694,1445,1050,0,1050,2671,1082,1589,2183,1082,1101,488,0,488,2270,1364,906,1708,1364,344,562,0,562,248,248,0,248,248,0,0,0,0
53,Chautauqua County PUMA,395,173,222,395,173,222,0,0,0,25,0,25,25,0,25,0,0,0,232,173,59,232,173,59,0,0,0,138,0,138,138,0,138,0,0,0
54,Erie County (West Central)--Buffalo City (East) PUMA,1947,1647,300,1628,1357,271,319,290,29,492,339,153,463,339,124,29,0,29,1114,967,147,824,677,147,290,290,0,341,341,0,341,341,0,0,0,0
55,Cayuga & Onondaga (South) Counties PUMA,758,437,321,617,296,321,141,141,0,513,282,231,513,282,231,0,0,0,109,109,0,0,0,0,109,109,0,136,46,90,104,14,90,32,32,0
56,Oneida County (Central)--Greater Utica & Rome Cities PUMA,2930,1739,1191,2164,1246,918,766,493,273,232,150,82,150,150,0,82,0,82,1818,928,890,1338,639,699,480,289,191,880,661,219,676,457,219,204,204,0
57,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,3451,2022,1429,2530,1571,959,921,451,470,1276,595,681,999,429,570,277,166,111,1795,1099,696,1151,814,337,644,285,359,380,328,52,380,328,52,0,0,0
58,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",7574,4100,3474,6700,4100,2600,874,0,874,6273,3626,2647,5399,3626,1773,874,0,874,1165,338,827,1165,338,827,0,0,0,136,136,0,136,136,0,0,0,0
59,NYC-Manhattan Community District 11--East Harlem PUMA,8488,3485,5003,6560,3485,3075,1928,0,1928,3334,1483,1851,2916,1483,1433,418,0,418,3321,637,2684,2073,637,1436,1248,0,1248,1833,1365,468,1571,1365,206,262,0,262
60,Schenectady County--Schenectady City PUMA,1389,907,482,959,907,52,430,0,430,808,663,145,715,663,52,93,0,93,272,244,28,244,244,0,28,0,28,309,0,309,0,0,0,309,0,309
61,"Clinton, Franklin, Essex & Hamilton Counties PUMA",307,180,127,251,124,127,56,56,0,234,180,54,178,124,54,56,56,0,0,0,0,0,0,0,0,0,0,73,0,73,73,0,73,0,0,0
62,Onondaga County (Central)--Syracuse City (Outer) PUMA,1397,680,717,1182,627,555,215,53,162,1004,576,428,933,576,357,71,0,71,319,104,215,175,51,124,144,53,91,74,0,74,74,0,74,0,0,0
63,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",13584,6320,7264,9743,5168,4575,3841,1152,2689,5546,2486,3060,4479,2324,2155,1067,162,905,6779,3101,3678,4340,2283,2057,2439,818,1621,1259,733,526,924,561,363,335,172,163
64,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",3037,1568,1469,2683,1568,1115,354,0,354,1249,549,700,1194,549,645,55,0,55,1117,528,589,998,528,470,119,0,119,671,491,180,491,491,0,180,0,180
65,Onondaga County (North) PUMA,1042,379,663,916,253,663,126,126,0,147,81,66,147,81,66,0,0,0,729,193,536,603,67,536,126,126,0,166,105,61,166,105,61,0,0,0
66,Ulster County (East) PUMA,3003,1113,1890,2513,1032,1481,490,81,409,1044,383,661,1044,383,661,0,0,0,1433,524,909,1228,524,704,205,0,205,526,206,320,241,125,116,285,81,204
67,Oswego County PUMA,412,209,203,209,209,0,203,0,203,310,144,166,144,144,0,166,0,166,37,0,37,0,0,0,37,0,37,65,65,0,65,65,0,0,0,0
68,Niagara County (North & East) PUMA,295,168,127,257,168,89,38,0,38,150,150,0,150,150,0,0,0,0,145,18,127,107,18,89,38,0,38,0,0,0,0,0,0,0,0,0
69,Broome (Outer West) & Tioga Counties PUMA,256,82,174,169,82,87,87,0,87,169,82,87,169,82,87,0,0,0,0,0,0,0,0,0,0,0,0,87,0,87,0,0,0,87,0,87
70,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",16563,8769,7794,13362,7446,5916,3201,1323,1878,4176,1700,2476,3409,1583,1826,767,117,650,9296,5573,3723,7092,4367,2725,2204,1206,998,3091,1496,1595,2861,1496,1365,230,0,230
71,Suffolk County (Southwest)--Islip Town (South) PUMA,5105,3243,1862,4439,2655,1784,666,588,78,2073,1427,646,1693,1047,646,380,380,0,2259,1323,936,1973,1115,858,286,208,78,773,493,280,773,493,280,0,0,0
72,Erie County (Central) PUMA,814,532,282,713,484,229,101,48,53,254,125,129,254,125,129,0,0,0,412,359,53,412,359,53,0,0,0,148,48,100,47,0,47,101,48,53
73,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",9138,4642,4496,7751,4220,3531,1387,422,965,3910,1770,2140,3555,1537,2018,355,233,122,3810,1706,2104,3030,1517,1513,780,189,591,1418,1166,252,1166,1166,0,252,0,252
74,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,1556,932,624,1221,872,349,335,60,275,933,489,444,838,489,349,95,0,95,623,443,180,383,383,0,240,60,180,0,0,0,0,0,0,0,0,0
75,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,4288,2529,1759,4107,2465,1642,181,64,117,1462,667,795,1462,667,795,0,0,0,1995,1286,709,1878,1222,656,117,64,53,831,576,255,767,576,191,64,0,64
76,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",21131,11492,9639,18102,10246,7856,3029,1246,1783,7036,2794,4242,6435,2400,4035,601,394,207,11615,6879,4736,9372,6169,3203,2243,710,1533,2480,1819,661,2295,1677,618,185,142,43
77,Cattaraugus & Allegany Counties PUMA,450,126,324,153,126,27,297,0,297,27,0,27,27,0,27,0,0,0,253,0,253,0,0,0,253,0,253,170,126,44,126,126,0,44,0,44
78,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",32677,17244,15433,28329,15993,12336,4348,1251,3097,13620,7476,6144,12464,7164,5300,1156,312,844,16616,8403,8213,13908,7581,6327,2708,822,1886,2441,1365,1076,1957,1248,709,484,117,367
79,Jefferson & Lewis Counties PUMA,993,258,735,993,258,735,0,0,0,359,258,101,359,258,101,0,0,0,634,0,634,634,0,634,0,0,0,0,0,0,0,0,0,0,0,0
80,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",3566,2422,1144,3230,2422,808,336,0,336,1919,1455,464,1886,1455,431,33,0,33,1224,717,507,921,717,204,303,0,303,423,250,173,423,250,173,0,0,0
81,NYC-Queens Community District 1--Astoria & Long Island City PUMA,15225,8100,7125,11867,6647,5220,3358,1453,1905,7379,3468,3911,5867,2840,3027,1512,628,884,6466,3870,2596,5342,3194,2148,1124,676,448,1380,762,618,658,613,45,722,149,573
82,Saratoga County (Outer) PUMA,606,480,126,531,480,51,75,0,75,402,276,126,327,276,51,75,0,75,53,53,0,53,53,0,0,0,0,151,151,0,151,151,0,0,0,0
83,Dutchess County (Southwest) PUMA,6976,4065,2911,6325,3972,2353,651,93,558,2339,1395,944,2339,1395,944,0,0,0,3660,2303,1357,3240,2210,1030,420,93,327,977,367,610,746,367,379,231,0,231
84,Erie County (Northwest) PUMA,500,500,0,500,500,0,0,0,0,500,500,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Genesee & Orleans Counties PUMA,575,448,127,404,404,0,171,44,127,310,283,27,239,239,0,71,44,27,63,29,34,29,29,0,34,0,34,202,136,66,136,136,0,66,0,66
86,Erie County (Northeast) PUMA,303,233,70,109,109,0,194,124,70,179,109,70,109,109,0,70,0,70,124,124,0,0,0,0,124,124,0,0,0,0,0,0,0,0,0,0
87,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",16408,9677,6731,13967,8957,5010,2441,720,1721,6079,3463,2616,4962,3254,1708,1117,209,908,8358,4779,3579,7034,4268,2766,1324,511,813,1971,1435,536,1971,1435,536,0,0,0
88,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,4872,2436,2436,3844,1956,1888,1028,480,548,1841,591,1250,1432,522,910,409,69,340,1636,980,656,1306,858,448,330,122,208,1395,865,530,1106,576,530,289,289,0
89,Nassau County (West Central)--Hempstead Town (West Central) PUMA,9079,5326,3753,8524,5210,3314,555,116,439,4507,2234,2273,4263,2118,2145,244,116,128,4096,2723,1373,3785,2723,1062,311,0,311,476,369,107,476,369,107,0,0,0
90,Suffolk County (South Central)--Brookhaven Town (South) PUMA,4149,2836,1313,3783,2590,1193,366,246,120,483,428,55,483,428,55,0,0,0,2201,1322,879,1965,1096,869,236,226,10,1465,1086,379,1335,1066,269,130,20,110
91,Orange County (Northeast)--Greater Newburgh City PUMA,4825,2472,2353,4550,2472,2078,275,0,275,1954,931,1023,1888,931,957,66,0,66,1720,916,804,1648,916,732,72,0,72,1151,625,526,1014,625,389,137,0,137
92,Sullivan & Ulster (West) Counties PUMA,2032,880,1152,1580,880,700,452,0,452,507,304,203,507,304,203,0,0,0,1373,424,949,921,424,497,452,0,452,152,152,0,152,152,0,0,0,0
93,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",10083,5277,4806,8652,4731,3921,1431,546,885,4075,2262,1813,3794,2090,1704,281,172,109,4532,2298,2234,3551,1924,1627,981,374,607,1476,717,759,1307,717,590,169,0,169
94,Wayne & Seneca Counties PUMA,556,253,303,468,253,215,88,0,88,153,62,91,153,62,91,0,0,0,196,72,124,196,72,124,0,0,0,207,119,88,119,119,0,88,0,88
95,Albany County (East Central)--Albany City PUMA,2809,1499,1310,2329,1210,1119,480,289,191,1647,752,895,1196,492,704,451,260,191,1162,747,415,1133,718,415,29,29,0,0,0,0,0,0,0,0,0,0
96,Nassau County (Northwest)--North Hempstead Town (North) PUMA,6015,3165,2850,4497,2775,1722,1518,390,1128,4643,2472,2171,3610,2158,1452,1033,314,719,1129,577,552,679,501,178,450,76,374,243,116,127,208,116,92,35,0,35
97,Rensselaer County--Troy City PUMA,1641,854,787,1437,854,583,204,0,204,960,480,480,788,480,308,172,0,172,350,250,100,350,250,100,0,0,0,331,124,207,299,124,175,32,0,32
98,Tompkins County PUMA,2774,1327,1447,1564,962,602,1210,365,845,2536,1327,1209,1447,962,485,1089,365,724,182,0,182,61,0,61,121,0,121,56,0,56,56,0,56,0,0,0
99,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,8209,4700,3509,7330,4429,2901,879,271,608,2316,1086,1230,2173,1086,1087,143,0,143,4576,2440,2136,4073,2300,1773,503,140,363,1317,1174,143,1084,1043,41,233,131,102
100,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,26007,15390,10617,21338,14353,6985,4669,1037,3632,5648,2891,2757,5164,2749,2415,484,142,342,17085,10095,6990,13430,9351,4079,3655,744,2911,3274,2404,870,2744,2253,491,530,151,379
101,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,30276,18120,12156,22459,15096,7363,7817,3024,4793,10292,5257,5035,8164,4643,3521,2128,614,1514,17656,11165,6491,12451,9157,3294,5205,2008,3197,2328,1698,630,1844,1296,548,484,402,82
102,Columbia & Greene Counties PUMA,588,461,127,583,456,127,5,5,0,23,13,10,23,13,10,0,0,0,307,203,104,302,198,104,5,5,0,258,245,13,258,245,13,0,0,0
103,Madison & Cortland Counties PUMA,355,159,196,314,159,155,41,0,41,200,159,41,159,159,0,41,0,41,155,0,155,155,0,155,0,0,0,0,0,0,0,0,0,0,0,0
104,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,13916,5546,8370,12339,5410,6929,1577,136,1441,10184,4283,5901,8748,4147,4601,1436,136,1300,3293,967,2326,3204,967,2237,89,0,89,439,296,143,387,296,91,52,0,52
105,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,12590,8772,3818,11942,8543,3399,648,229,419,2051,1465,586,1780,1309,471,271,156,115,9219,6364,2855,8914,6291,2623,305,73,232,1320,943,377,1248,943,305,72,0,72
106,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",16995,8656,8339,14031,8367,5664,2964,289,2675,4274,1604,2670,3954,1604,2350,320,0,320,9884,5072,4812,7813,4783,3030,2071,289,1782,2837,1980,857,2264,1980,284,573,0,573
107,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,4946,2112,2834,4105,1530,2575,841,582,259,2685,845,1840,2203,506,1697,482,339,143,1681,1150,531,1438,907,531,243,243,0,580,117,463,464,117,347,116,0,116
108,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",406,313,93,406,313,93,0,0,0,93,0,93,93,0,93,0,0,0,282,282,0,282,282,0,0,0,0,31,31,0,31,31,0,0,0,0
109,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,122,90,32,122,90,32,0,0,0,32,0,32,32,0,32,0,0,0,90,90,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Livingston & Wyoming Counties PUMA,95,53,42,53,53,0,42,0,42,0,0,0,0,0,0,0,0,0,42,0,42,0,0,0,42,0,42,53,53,0,53,53,0,0,0,0
111,Putnam County PUMA,1823,983,840,1629,852,777,194,131,63,519,405,114,519,405,114,0,0,0,925,262,663,794,131,663,131,131,0,379,316,63,316,316,0,63,0,63
112,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",8384,4207,4177,7071,3815,3256,1313,392,921,2351,912,1439,1931,735,1196,420,177,243,5649,2911,2738,4756,2696,2060,893,215,678,384,384,0,384,384,0,0,0,0
113,Suffolk County (Northwest)--Huntington Town (North) PUMA,4104,2713,1391,3500,2713,787,604,0,604,1307,874,433,932,874,58,375,0,375,1955,1298,657,1955,1298,657,0,0,0,842,541,301,613,541,72,229,0,229
114,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",11782,6839,4943,10751,6324,4427,1031,515,516,3212,1771,1441,2768,1393,1375,444,378,66,6987,3700,3287,6400,3563,2837,587,137,450,1583,1368,215,1583,1368,215,0,0,0
115,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,8707,4497,4210,7634,3962,3672,1073,535,538,4395,2287,2108,3860,1752,2108,535,535,0,3811,1874,1937,3334,1874,1460,477,0,477,501,336,165,440,336,104,61,0,61
116,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,10014,5960,4054,7902,4680,3222,2112,1280,832,6354,3332,3022,5168,2581,2587,1186,751,435,3149,2342,807,2405,1995,410,744,347,397,511,286,225,329,104,225,182,182,0
