,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NP_mf_t,Total_NP_m,Total_NP_f,Total_P_mf_t,Total_P_m,Total_P_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NP_mf_t,BABS_NP_m,BABS_NP_f,BABS_P_mf_t,BABS_P_m,BABS_P_f,Total_HS,Total_HS_m,Total_HS_f,HS_NP_mf_t,HS_NP_m,HS_NP_f,HS_P_mf_t,HS_P_m,HS_P_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NP_mf_t,HSINC_NP_m,HSINC_NP_f,HSINC_P_mf_t,HSINC_P_m,HSINC_P_f
89,Nassau County (West Central)--Hempstead Town (West Central) PUMA,10828,5870,4958,10464,5565,4899,364,305,59,5341,2351,2990,5341,2351,2990,0,0,0,4870,3078,1792,4668,2935,1733,202,143,59,617,441,176,455,279,176,162,162,0
90,Suffolk County (South Central)--Brookhaven Town (South) PUMA,5271,2933,2338,4574,2763,1811,697,170,527,864,451,413,864,451,413,0,0,0,2536,1396,1140,2366,1226,1140,170,170,0,1871,1086,785,1344,1086,258,527,0,527
91,Orange County (Northeast)--Greater Newburgh City PUMA,5905,2839,3066,5197,2462,2735,708,377,331,2196,1008,1188,2055,867,1188,141,141,0,2365,1206,1159,1935,970,965,430,236,194,1344,625,719,1207,625,582,137,0,137
92,Sullivan & Ulster (West) Counties PUMA,2699,977,1722,1816,695,1121,883,282,601,604,401,203,495,292,203,109,109,0,1868,424,1444,1169,251,918,699,173,526,227,152,75,152,152,0,75,0,75
93,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",12627,5867,6760,10314,4917,5397,2313,950,1363,4479,2384,2095,4151,2180,1971,328,204,124,6154,2514,3640,4665,2116,2549,1489,398,1091,1994,969,1025,1498,621,877,496,348,148
94,Wayne & Seneca Counties PUMA,788,485,303,556,253,303,232,232,0,153,62,91,153,62,91,0,0,0,428,304,124,196,72,124,232,232,0,207,119,88,207,119,88,0,0,0
95,Albany County (East Central)--Albany City PUMA,3349,1779,1570,2415,1296,1119,934,483,451,2099,1032,1067,1382,678,704,717,354,363,1162,747,415,1033,618,415,129,129,0,88,0,88,0,0,0,88,0,88
96,Nassau County (Northwest)--North Hempstead Town (North) PUMA,7407,3607,3800,6729,3571,3158,678,36,642,5863,2914,2949,5290,2878,2412,573,36,537,1301,577,724,1231,577,654,70,0,70,243,116,127,208,116,92,35,0,35
97,Rensselaer County--Troy City PUMA,1641,854,787,1509,754,755,132,100,32,960,480,480,932,452,480,28,28,0,350,250,100,350,250,100,0,0,0,331,124,207,227,52,175,104,72,32
98,Tompkins County PUMA,3564,1734,1830,2909,1583,1326,655,151,504,3259,1734,1525,2671,1583,1088,588,151,437,249,0,249,182,0,182,67,0,67,56,0,56,56,0,56,0,0,0
99,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,9685,5366,4319,7377,3884,3493,2308,1482,826,3208,1622,1586,2504,918,1586,704,704,0,5160,2570,2590,3992,2228,1764,1168,342,826,1317,1174,143,881,738,143,436,436,0
100,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,30898,16253,14645,22784,12200,10584,8114,4053,4061,6474,3179,3295,5859,2880,2979,615,299,316,19892,10390,9502,14542,8079,6463,5350,2311,3039,4532,2684,1848,2383,1241,1142,2149,1443,706
101,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,34614,19190,15424,28011,15758,12253,6603,3432,3171,12020,5631,6389,10234,4666,5568,1786,965,821,19646,11861,7785,15629,9982,5647,4017,1879,2138,2948,1698,1250,2148,1110,1038,800,588,212
102,Columbia & Greene Counties PUMA,831,461,370,740,404,336,91,57,34,266,13,253,266,13,253,0,0,0,307,203,104,251,181,70,56,22,34,258,245,13,223,210,13,35,35,0
103,Madison & Cortland Counties PUMA,355,159,196,355,159,196,0,0,0,200,159,41,200,159,41,0,0,0,155,0,155,155,0,155,0,0,0,0,0,0,0,0,0,0,0,0
104,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,17275,6157,11118,15138,5683,9455,2137,474,1663,11966,4684,7282,10754,4511,6243,1212,173,1039,4623,1177,3446,3949,943,3006,674,234,440,686,296,390,435,229,206,251,67,184
105,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,17797,9881,7916,13107,7648,5459,4690,2233,2457,2484,1583,901,2195,1465,730,289,118,171,13005,7275,5730,9657,5697,3960,3348,1578,1770,2308,1023,1285,1255,486,769,1053,537,516
106,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",20534,9709,10825,12416,6346,6070,8118,3363,4755,4332,1662,2670,3743,1445,2298,589,217,372,11568,5428,6140,7019,3634,3385,4549,1794,2755,4634,2619,2015,1654,1267,387,2980,1352,1628
107,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,5838,2236,3602,4108,1786,2322,1730,450,1280,3117,845,2272,2284,737,1547,833,108,725,1986,1274,712,1463,932,531,523,342,181,735,117,618,361,117,244,374,0,374
108,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",470,358,112,200,88,112,270,270,0,93,0,93,93,0,93,0,0,0,346,327,19,76,57,19,270,270,0,31,31,0,31,31,0,0,0,0
109,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,153,90,63,122,90,32,31,0,31,63,0,63,32,0,32,31,0,31,90,90,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Livingston & Wyoming Counties PUMA,95,53,42,53,53,0,42,0,42,0,0,0,0,0,0,0,0,0,42,0,42,0,0,0,42,0,42,53,53,0,53,53,0,0,0,0
111,Putnam County PUMA,2684,1158,1526,2047,852,1195,637,306,331,1142,405,737,1142,405,737,0,0,0,991,328,663,463,131,332,528,197,331,551,425,126,442,316,126,109,109,0
112,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",10620,4844,5776,8046,3743,4303,2574,1101,1473,2492,1053,1439,2225,786,1439,267,267,0,7314,3266,4048,5477,2665,2812,1837,601,1236,814,525,289,344,292,52,470,233,237
113,Suffolk County (Northwest)--Huntington Town (North) PUMA,5193,2973,2220,3660,2122,1538,1533,851,682,1821,874,947,1648,874,774,173,0,173,2530,1558,972,1399,707,692,1131,851,280,842,541,301,613,541,72,229,0,229
114,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",13797,7332,6465,11066,6210,4856,2731,1122,1609,3330,1771,1559,3013,1645,1368,317,126,191,7924,3979,3945,6497,3392,3105,1427,587,840,2543,1582,961,1556,1173,383,987,409,578
115,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,9594,4847,4747,7212,3851,3361,2382,996,1386,4916,2637,2279,4485,2331,2154,431,306,125,4091,1874,2217,2581,1374,1207,1510,500,1010,587,336,251,146,146,0,441,190,251
