,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Owner_mf_t,Total_Owner_m,Total_Owner_f,Total_NotOwner_mf_t,Total_NotOwner_m,Total_NotOwner_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Owner_mf_t,BABS_Owner_m,BABS_Owner_f,BABS_NotOwner_mf_t,BABS_NotOwner_m,BABS_NotOwner_f,Total_HS,Total_HS_m,Total_HS_f,HS_Owner_mf_t,HS_Owner_m,HS_Owner_f,HS_NotOwner_mf_t,HS_NotOwner_m,HS_NotOwner_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Owner_mf_t,HSINC_Owner_m,HSINC_Owner_f,HSINC_NotOwner_mf_t,HSINC_NotOwner_m,HSINC_NotOwner_f
28,Westchester County (Northwest) PUMA,13836.0,7022.0,6814.0,5302.0,3138.0,2164.0,8534.0,3884.0,4650.0,3482.0,1227.0,2255.0,2497.0,942.0,1555.0,985.0,285.0,700.0,7023.0,4096.0,2927.0,2563.0,1954.0,609.0,4460.0,2142.0,2318.0,3331.0,1699.0,1632.0,242.0,242.0,0.0,3089.0,1457.0,1632.0
29,Monroe County (South) PUMA,6382.0,3639.0,2743.0,3817.0,2027.0,1790.0,2565.0,1612.0,953.0,4576.0,2563.0,2013.0,2802.0,1464.0,1338.0,1774.0,1099.0,675.0,1806.0,1076.0,730.0,1015.0,563.0,452.0,791.0,513.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Rockland County (North)--New City & Congers PUMA,6424.0,2635.0,3789.0,3310.0,1352.0,1958.0,3114.0,1283.0,1831.0,2353.0,843.0,1510.0,1756.0,688.0,1068.0,597.0,155.0,442.0,3461.0,1440.0,2021.0,1234.0,602.0,632.0,2227.0,838.0,1389.0,610.0,352.0,258.0,320.0,62.0,258.0,290.0,290.0,0.0
31,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",16673.0,8498.0,8175.0,694.0,437.0,257.0,15979.0,8061.0,7918.0,2016.0,893.0,1123.0,242.0,242.0,0.0,1774.0,651.0,1123.0,9301.0,5180.0,4121.0,384.0,195.0,189.0,8917.0,4985.0,3932.0,5356.0,2425.0,2931.0,68.0,0.0,68.0,5288.0,2425.0,2863.0
32,Orange County (Southeast) PUMA,3476.0,796.0,2680.0,2992.0,760.0,2232.0,484.0,36.0,448.0,994.0,224.0,770.0,994.0,224.0,770.0,0.0,0.0,0.0,1261.0,461.0,800.0,847.0,461.0,386.0,414.0,0.0,414.0,1221.0,111.0,1110.0,1151.0,75.0,1076.0,70.0,36.0,34.0
33,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",24399.0,13654.0,10745.0,11726.0,6087.0,5639.0,12673.0,7567.0,5106.0,9134.0,4395.0,4739.0,5049.0,2403.0,2646.0,4085.0,1992.0,2093.0,12546.0,7704.0,4842.0,5706.0,3115.0,2591.0,6840.0,4589.0,2251.0,2719.0,1555.0,1164.0,971.0,569.0,402.0,1748.0,986.0,762.0
34,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,8451.0,3972.0,4479.0,5110.0,1903.0,3207.0,3341.0,2069.0,1272.0,4351.0,1940.0,2411.0,3273.0,1502.0,1771.0,1078.0,438.0,640.0,3002.0,991.0,2011.0,1837.0,401.0,1436.0,1165.0,590.0,575.0,1098.0,1041.0,57.0,0.0,0.0,0.0,1098.0,1041.0,57.0
35,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",7256.0,3744.0,3512.0,3248.0,1588.0,1660.0,4008.0,2156.0,1852.0,1854.0,735.0,1119.0,1267.0,412.0,855.0,587.0,323.0,264.0,4096.0,2255.0,1841.0,1526.0,785.0,741.0,2570.0,1470.0,1100.0,1306.0,754.0,552.0,455.0,391.0,64.0,851.0,363.0,488.0
36,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,28549.0,16308.0,12241.0,7997.0,4222.0,3775.0,20552.0,12086.0,8466.0,13349.0,6657.0,6692.0,5035.0,2530.0,2505.0,8314.0,4127.0,4187.0,13589.0,8733.0,4856.0,2463.0,1433.0,1030.0,11126.0,7300.0,3826.0,1611.0,918.0,693.0,499.0,259.0,240.0,1112.0,659.0,453.0
37,Suffolk County (Northwest)--Huntington Town (South) PUMA,5689.0,2610.0,3079.0,4908.0,2284.0,2624.0,781.0,326.0,455.0,3302.0,1624.0,1678.0,3302.0,1624.0,1678.0,0.0,0.0,0.0,2104.0,788.0,1316.0,1323.0,462.0,861.0,781.0,326.0,455.0,283.0,198.0,85.0,283.0,198.0,85.0,0.0,0.0,0.0
38,Westchester County (Southwest)--Yonkers City PUMA,19539.0,8982.0,10557.0,7519.0,3260.0,4259.0,12020.0,5722.0,6298.0,5660.0,2389.0,3271.0,4175.0,1420.0,2755.0,1485.0,969.0,516.0,10869.0,4803.0,6066.0,2416.0,1100.0,1316.0,8453.0,3703.0,4750.0,3010.0,1790.0,1220.0,928.0,740.0,188.0,2082.0,1050.0,1032.0
39,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",6266.0,2840.0,3426.0,1801.0,435.0,1366.0,4465.0,2405.0,2060.0,4468.0,1906.0,2562.0,1661.0,295.0,1366.0,2807.0,1611.0,1196.0,489.0,282.0,207.0,140.0,140.0,0.0,349.0,142.0,207.0,1309.0,652.0,657.0,0.0,0.0,0.0,1309.0,652.0,657.0
40,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,15350.0,7905.0,7445.0,1661.0,712.0,949.0,13689.0,7193.0,6496.0,4395.0,2646.0,1749.0,763.0,366.0,397.0,3632.0,2280.0,1352.0,8912.0,4419.0,4493.0,898.0,346.0,552.0,8014.0,4073.0,3941.0,2043.0,840.0,1203.0,0.0,0.0,0.0,2043.0,840.0,1203.0
41,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,25945.0,14459.0,11486.0,11923.0,6397.0,5526.0,14022.0,8062.0,5960.0,8972.0,4753.0,4219.0,4302.0,2243.0,2059.0,4670.0,2510.0,2160.0,13599.0,7435.0,6164.0,6584.0,3509.0,3075.0,7015.0,3926.0,3089.0,3374.0,2271.0,1103.0,1037.0,645.0,392.0,2337.0,1626.0,711.0
42,Erie County (West Central)--Buffalo City (West) PUMA,3444.0,1624.0,1820.0,981.0,442.0,539.0,2463.0,1182.0,1281.0,1308.0,564.0,744.0,382.0,123.0,259.0,926.0,441.0,485.0,1238.0,765.0,473.0,193.0,68.0,125.0,1045.0,697.0,348.0,898.0,295.0,603.0,406.0,251.0,155.0,492.0,44.0,448.0
43,Fulton & Montgomery Counties PUMA,844.0,540.0,304.0,496.0,278.0,218.0,348.0,262.0,86.0,264.0,74.0,190.0,178.0,74.0,104.0,86.0,0.0,86.0,580.0,466.0,114.0,318.0,204.0,114.0,262.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Westchester County (Central)--White Plains City PUMA,14378.0,7136.0,7242.0,7858.0,3130.0,4728.0,6520.0,4006.0,2514.0,6574.0,2680.0,3894.0,3962.0,1373.0,2589.0,2612.0,1307.0,1305.0,5365.0,2705.0,2660.0,2600.0,736.0,1864.0,2765.0,1969.0,796.0,2439.0,1751.0,688.0,1296.0,1021.0,275.0,1143.0,730.0,413.0
45,St. Lawrence County PUMA,537.0,187.0,350.0,284.0,18.0,266.0,253.0,169.0,84.0,481.0,169.0,312.0,245.0,0.0,245.0,236.0,169.0,67.0,56.0,18.0,38.0,39.0,18.0,21.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Saratoga County (South & Central) PUMA,4101.0,2238.0,1863.0,2605.0,1309.0,1296.0,1496.0,929.0,567.0,2685.0,1364.0,1321.0,1998.0,1097.0,901.0,687.0,267.0,420.0,654.0,212.0,442.0,507.0,212.0,295.0,147.0,0.0,147.0,762.0,662.0,100.0,100.0,0.0,100.0,662.0,662.0,0.0
47,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,4736.0,2160.0,2576.0,3983.0,1874.0,2109.0,753.0,286.0,467.0,1903.0,822.0,1081.0,1633.0,822.0,811.0,270.0,0.0,270.0,2025.0,937.0,1088.0,1761.0,870.0,891.0,264.0,67.0,197.0,808.0,401.0,407.0,589.0,182.0,407.0,219.0,219.0,0.0
48,Suffolk County (North Central)--Brookhaven Town (North) PUMA,3354.0,1458.0,1896.0,2669.0,1311.0,1358.0,685.0,147.0,538.0,2543.0,1311.0,1232.0,2241.0,1164.0,1077.0,302.0,147.0,155.0,428.0,147.0,281.0,428.0,147.0,281.0,0.0,0.0,0.0,383.0,0.0,383.0,0.0,0.0,0.0,383.0,0.0,383.0
49,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,98.0,98.0,0.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,0.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Suffolk County (Central)--Islip Town (East) PUMA,1949.0,1035.0,914.0,1153.0,647.0,506.0,796.0,388.0,408.0,1322.0,722.0,600.0,727.0,422.0,305.0,595.0,300.0,295.0,402.0,88.0,314.0,201.0,0.0,201.0,201.0,88.0,113.0,225.0,225.0,0.0,225.0,225.0,0.0,0.0,0.0,0.0
51,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",6549.0,2911.0,3638.0,162.0,85.0,77.0,6387.0,2826.0,3561.0,1331.0,976.0,355.0,162.0,85.0,77.0,1169.0,891.0,278.0,4713.0,1644.0,3069.0,0.0,0.0,0.0,4713.0,1644.0,3069.0,505.0,291.0,214.0,0.0,0.0,0.0,505.0,291.0,214.0
52,Westchester County (Northeast) PUMA,6077.0,2765.0,3312.0,3400.0,1377.0,2023.0,2677.0,1388.0,1289.0,3358.0,1153.0,2205.0,2107.0,1047.0,1060.0,1251.0,106.0,1145.0,2207.0,1364.0,843.0,1173.0,330.0,843.0,1034.0,1034.0,0.0,512.0,248.0,264.0,120.0,0.0,120.0,392.0,248.0,144.0
53,Chautauqua County PUMA,358.0,35.0,323.0,158.0,35.0,123.0,200.0,0.0,200.0,25.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,195.0,35.0,160.0,133.0,35.0,98.0,62.0,0.0,62.0,138.0,0.0,138.0,0.0,0.0,0.0,138.0,0.0,138.0
54,Erie County (West Central)--Buffalo City (East) PUMA,2726.0,2016.0,710.0,1094.0,537.0,557.0,1632.0,1479.0,153.0,676.0,382.0,294.0,278.0,137.0,141.0,398.0,245.0,153.0,1709.0,1293.0,416.0,759.0,343.0,416.0,950.0,950.0,0.0,341.0,341.0,0.0,57.0,57.0,0.0,284.0,284.0,0.0
55,Cayuga & Onondaga (South) Counties PUMA,771.0,328.0,443.0,499.0,178.0,321.0,272.0,150.0,122.0,513.0,282.0,231.0,395.0,164.0,231.0,118.0,118.0,0.0,122.0,0.0,122.0,0.0,0.0,0.0,122.0,0.0,122.0,136.0,46.0,90.0,104.0,14.0,90.0,32.0,32.0,0.0
56,Oneida County (Central)--Greater Utica & Rome Cities PUMA,4023.0,1535.0,2488.0,1609.0,640.0,969.0,2414.0,895.0,1519.0,443.0,150.0,293.0,443.0,150.0,293.0,0.0,0.0,0.0,2445.0,928.0,1517.0,926.0,287.0,639.0,1519.0,641.0,878.0,1135.0,457.0,678.0,240.0,203.0,37.0,895.0,254.0,641.0
57,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,4203.0,2476.0,1727.0,3378.0,2178.0,1200.0,825.0,298.0,527.0,1619.0,938.0,681.0,1132.0,822.0,310.0,487.0,116.0,371.0,1891.0,1099.0,792.0,1553.0,917.0,636.0,338.0,182.0,156.0,693.0,439.0,254.0,693.0,439.0,254.0,0.0,0.0,0.0
58,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",9249.0,3964.0,5285.0,3297.0,1645.0,1652.0,5952.0,2319.0,3633.0,7940.0,3626.0,4314.0,2959.0,1307.0,1652.0,4981.0,2319.0,2662.0,1309.0,338.0,971.0,338.0,338.0,0.0,971.0,0.0,971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,NYC-Manhattan Community District 11--East Harlem PUMA,10208.0,4593.0,5615.0,1359.0,726.0,633.0,8849.0,3867.0,4982.0,3538.0,1483.0,2055.0,992.0,726.0,266.0,2546.0,757.0,1789.0,4415.0,1372.0,3043.0,367.0,0.0,367.0,4048.0,1372.0,2676.0,2255.0,1738.0,517.0,0.0,0.0,0.0,2255.0,1738.0,517.0
60,Schenectady County--Schenectady City PUMA,1861.0,907.0,954.0,1106.0,610.0,496.0,755.0,297.0,458.0,1200.0,663.0,537.0,615.0,470.0,145.0,585.0,193.0,392.0,352.0,244.0,108.0,248.0,140.0,108.0,104.0,104.0,0.0,309.0,0.0,309.0,243.0,0.0,243.0,66.0,0.0,66.0
61,"Clinton, Franklin, Essex & Hamilton Counties PUMA",596.0,275.0,321.0,339.0,56.0,283.0,257.0,219.0,38.0,234.0,180.0,54.0,110.0,56.0,54.0,124.0,124.0,0.0,289.0,95.0,194.0,156.0,0.0,156.0,133.0,95.0,38.0,73.0,0.0,73.0,73.0,0.0,73.0,0.0,0.0,0.0
62,Onondaga County (Central)--Syracuse City (Outer) PUMA,1704.0,888.0,816.0,970.0,465.0,505.0,734.0,423.0,311.0,1146.0,672.0,474.0,465.0,302.0,163.0,681.0,370.0,311.0,378.0,163.0,215.0,325.0,110.0,215.0,53.0,53.0,0.0,180.0,53.0,127.0,180.0,53.0,127.0,0.0,0.0,0.0
63,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",16218.0,6720.0,9498.0,11910.0,4223.0,7687.0,4308.0,2497.0,1811.0,6661.0,2486.0,4175.0,4974.0,1322.0,3652.0,1687.0,1164.0,523.0,8170.0,3501.0,4669.0,5809.0,2264.0,3545.0,2361.0,1237.0,1124.0,1387.0,733.0,654.0,1127.0,637.0,490.0,260.0,96.0,164.0
64,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",3111.0,1568.0,1543.0,2555.0,1012.0,1543.0,556.0,556.0,0.0,1323.0,549.0,774.0,1146.0,372.0,774.0,177.0,177.0,0.0,1117.0,528.0,589.0,1117.0,528.0,589.0,0.0,0.0,0.0,671.0,491.0,180.0,292.0,112.0,180.0,379.0,379.0,0.0
65,Onondaga County (North) PUMA,1343.0,499.0,844.0,1129.0,418.0,711.0,214.0,81.0,133.0,400.0,201.0,199.0,186.0,120.0,66.0,214.0,81.0,133.0,777.0,193.0,584.0,777.0,193.0,584.0,0.0,0.0,0.0,166.0,105.0,61.0,166.0,105.0,61.0,0.0,0.0,0.0
66,Ulster County (East) PUMA,3093.0,1221.0,1872.0,2415.0,884.0,1531.0,678.0,337.0,341.0,1204.0,491.0,713.0,999.0,444.0,555.0,205.0,47.0,158.0,1363.0,524.0,839.0,1019.0,315.0,704.0,344.0,209.0,135.0,526.0,206.0,320.0,397.0,125.0,272.0,129.0,81.0,48.0
67,Oswego County PUMA,453.0,209.0,244.0,412.0,209.0,203.0,41.0,0.0,41.0,310.0,144.0,166.0,310.0,144.0,166.0,0.0,0.0,0.0,78.0,0.0,78.0,37.0,0.0,37.0,41.0,0.0,41.0,65.0,65.0,0.0,65.0,65.0,0.0,0.0,0.0,0.0
68,Niagara County (North & East) PUMA,412.0,150.0,262.0,412.0,150.0,262.0,0.0,0.0,0.0,264.0,150.0,114.0,264.0,150.0,114.0,0.0,0.0,0.0,148.0,0.0,148.0,148.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Broome (Outer West) & Tioga Counties PUMA,291.0,117.0,174.0,291.0,117.0,174.0,0.0,0.0,0.0,169.0,82.0,87.0,169.0,82.0,87.0,0.0,0.0,0.0,35.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,87.0,0.0,87.0,87.0,0.0,87.0,0.0,0.0,0.0
