,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NRB_mf_t,Total_NRB_m,Total_NRB_f,Total_RB_mf_t,Total_RB_m,Total_RB_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NRB_mf_t,BABS_NRB_m,BABS_NRB_f,BABS_RB_mf_t,BABS_RB_m,BABS_RB_f,Total_HS,Total_HS_m,Total_HS_f,HS_NRB_mf_t,HS_NRB_m,HS_NRB_f,HS_RB_mf_t,HS_RB_m,HS_RB_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NRB_mf_t,HSINC_NRB_m,HSINC_NRB_f,HSINC_RB_mf_t,HSINC_RB_m,HSINC_RB_f
0,Total Geo,677924.0,353070.0,324854.0,525118.0,280544.0,244574.0,152806.0,72526.0,80280.0,223376.0,110969.0,112407.0,188093.0,95352.0,92741.0,35283.0,15617.0,19666.0,344606.0,177599.0,167007.0,263620.0,140917.0,122703.0,80986.0,36682.0,44304.0,109942.0,64502.0,45440.0,73405.0,44275.0,29130.0,36537.0,20227.0,16310.0
1,Monroe County (Central)--Rochester City (East) PUMA,802.0,760.0,42.0,574.0,532.0,42.0,228.0,228.0,0.0,468.0,468.0,0.0,468.0,468.0,0.0,0.0,0.0,0.0,334.0,292.0,42.0,106.0,64.0,42.0,228.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,NYC-Brooklyn Community District 4--Bushwick PUMA,9880.0,5534.0,4346.0,7872.0,4701.0,3171.0,2008.0,833.0,1175.0,1756.0,638.0,1118.0,1076.0,493.0,583.0,680.0,145.0,535.0,5195.0,3291.0,1904.0,4415.0,2855.0,1560.0,780.0,436.0,344.0,2929.0,1605.0,1324.0,2381.0,1353.0,1028.0,548.0,252.0,296.0
3,NYC-Manhattan Community District 10--Central Harlem PUMA,14839.0,7830.0,7009.0,12473.0,7127.0,5346.0,2366.0,703.0,1663.0,5192.0,3483.0,1709.0,4605.0,3361.0,1244.0,587.0,122.0,465.0,7462.0,2798.0,4664.0,5848.0,2382.0,3466.0,1614.0,416.0,1198.0,2185.0,1549.0,636.0,2020.0,1384.0,636.0,165.0,165.0,0.0
4,Ontario & Yates Counties PUMA,47.0,0.0,47.0,47.0,0.0,47.0,0.0,0.0,0.0,47.0,0.0,47.0,47.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Albany County (Outside Albany City) PUMA,3535.0,2114.0,1421.0,3027.0,1730.0,1297.0,508.0,384.0,124.0,3411.0,2114.0,1297.0,3027.0,1730.0,1297.0,384.0,384.0,0.0,124.0,0.0,124.0,0.0,0.0,0.0,124.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",49.0,0.0,49.0,0.0,0.0,0.0,49.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,49.0,0.0,0.0,0.0,49.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,12493.0,7510.0,4983.0,8443.0,5038.0,3405.0,4050.0,2472.0,1578.0,4899.0,3566.0,1333.0,3550.0,2466.0,1084.0,1349.0,1100.0,249.0,5373.0,2693.0,2680.0,3782.0,1961.0,1821.0,1591.0,732.0,859.0,2221.0,1251.0,970.0,1111.0,611.0,500.0,1110.0,640.0,470.0
8,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",3116.0,1836.0,1280.0,2574.0,1480.0,1094.0,542.0,356.0,186.0,598.0,0.0,598.0,598.0,0.0,598.0,0.0,0.0,0.0,347.0,347.0,0.0,347.0,347.0,0.0,0.0,0.0,0.0,2171.0,1489.0,682.0,1629.0,1133.0,496.0,542.0,356.0,186.0
9,Warren & Washington Counties PUMA,9.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
