,puma,Unemployment_BABS_score,FT_Work_BABS_score,Poverty_BABS_score,Working_Poor_BABS_score,Rent_Burden_BABS_score,Home_Ownership_BABS_score,Income_level_BABS_score,Overall_BABS_score,Unemployment_HS_score,FT_Work_HS_score,Poverty_HS_score,Working_Poor_HS_score,Rent_Burden_HS_score,Home_Ownership_HS_score,Income_level_HS_score,Overall_HS_score,Unemployment_BABS_grade,FT_Work_BABS_grade,Poverty_BABS_grade,Working_Poor_BABS_grade,Rent_Burden_BABS_grade,Home_Ownership_BABS_grade,Income_level_BABS_grade,Overall_BABS_grade,Unemployment_HS_grade,FT_Work_HS_grade,Poverty_HS_grade,Working_Poor_HS_grade,Income_level_HS_grade,Rent_Burden_HS_grade,Home_Ownership_HS_grade,Overall_HS_grade
0,Total Geo,-0.2693417475303883,-0.09786228499712002,0.09654199180756665,-0.6574121014567524,-0.006576788021379816,-0.04044646853763223,-0.27597562391828634,-0.17872471752199895,-0.19894853968775938,-0.1737622561762184,0.16906596065969634,-0.2222293326362349,-0.25631321342521596,-0.2660235360169775,-0.3569985058293722,-0.1864584890160117,C-,C,C,C-,C,C,C-,C,C,C,C,C,C-,C-,C-,C
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",-0.970709792659056,-0.6482342168275003,-0.12849037006956116,-0.14571147166597437,0.23959880326054522,-0.679190045657772,-0.14260636169550037,-0.35362049361640274,#DIV/0!,-0.31680218431385765,-0.3845028079599894,-0.5934175370994752,#DIV/0!,-0.6865000337284615,0.35199803995388756,#DIV/0!,D,C-,C,C,C,C-,C,C-,#DIV!0,C-,C-,C-,B-,#DIV!0,C-,#DIV!0
2,Ulster County (East) PUMA,#DIV/0!,-0.5378945115473368,#DIV/0!,#DIV/0!,#DIV/0!,-0.16452512961941762,-0.7549275986694548,#DIV/0!,0.1590561930566153,-0.10770143634892528,-0.37184218092251803,#DIV/0!,#DIV/0!,6.8982536823459455,-1.079668146198235,#DIV/0!,#DIV!0,C-,#DIV!0,#DIV!0,#DIV!0,C,D,#DIV!0,C,C,C-,#DIV!0,D,#DIV!0,A,#DIV!0
3,Albany County (East Central)--Albany City PUMA,#DIV/0!,0.9639401187493664,0.27716442231364197,#DIV/0!,0.049848992059701995,-0.37946566554034594,-0.31796019700853656,#DIV/0!,#DIV/0!,0.1186759087191455,#DIV/0!,#DIV/0!,#DIV/0!,-0.5530237273682963,-0.6085124510199021,#DIV/0!,#DIV!0,B,B-,#DIV!0,C,C-,C-,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,C-,#DIV!0,C-,#DIV!0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,-0.09096197208295745,#DIV/0!,#DIV/0!,#DIV/0!,-0.4798841747450285,-0.31982125217381807,#DIV/0!,#DIV/0!,#DIV/0!,0.28039985091366093,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,C-,C-,#DIV!0,#DIV!0,#DIV!0,B-,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
5,Ontario & Yates Counties PUMA,#DIV/0!,-2.327780963561849,#DIV/0!,#DIV/0!,#DIV/0!,-0.6406070042862441,-0.3753466540040527,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,E,#DIV!0,#DIV!0,#DIV!0,C-,C-,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,#DIV/0!,-0.05617309861113525,#DIV/0!,#DIV/0!,#DIV/0!,-0.4261078191507912,-0.3705426346842675,#DIV/0!,#DIV/0!,-0.6117623472078942,#DIV/0!,#DIV/0!,#DIV/0!,0.03993720364043032,-0.22217376619965343,#DIV/0!,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,C-,C-,#DIV!0,#DIV!0,C-,#DIV!0,#DIV!0,C,#DIV!0,C,#DIV!0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,#DIV/0!,1.6462186171144104,#DIV/0!,#DIV/0!,0.4348087135773105,-0.24135225298057067,-0.15160706982805008,#DIV/0!,#DIV/0!,-0.365170404771121,-1.220929379888105,#DIV/0!,#DIV/0!,-0.49982600081161715,-0.32104249049604633,#DIV/0!,#DIV!0,A-,#DIV!0,#DIV!0,B-,C,C,#DIV!0,#DIV!0,C-,D,#DIV!0,C-,#DIV!0,C-,#DIV!0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",#DIV/0!,-0.09096197208295745,#DIV/0!,#DIV/0!,#DIV/0!,-0.4076905553966945,0.16554853631332414,#DIV/0!,#DIV/0!,0.1270581686262526,-0.8053612461984732,-2.0573702923690784,#DIV/0!,0.261087723753909,-0.8988154203601774,#DIV/0!,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,C-,C,#DIV!0,#DIV!0,C,D,E,D,#DIV!0,B-,#DIV!0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,0.5497241103336166,0.03601151823855187,0.4748676171689696,0.612895788250623,#DIV/0!,0.37835793501688775,0.030606497856222,#DIV/0!,#DIV/0!,-0.3064555054111594,-0.18324414372054434,-2.0254204339449475,0.8824860490609909,-0.2592097534613217,0.1440481257542165,#DIV/0!,B-,C,B-,B-,#DIV!0,B-,C,#DIV!0,#DIV!0,C-,C,E,C,B,C-,#DIV!0
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",#DIV/0!,-1.1090428772579304,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.20510635391417753,#DIV/0!,#DIV/0!,-0.3015552771472163,0.3627165909367321,0.5261353344875446,0.3453419235797809,#DIV/0!,1.0351365716517626,#DIV/0!,#DIV!0,D,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,C-,B-,B-,B,B-,#DIV!0,#DIV!0
11,Livingston & Wyoming Counties PUMA,#DIV/0!,-0.09096197208295745,#DIV/0!,#DIV/0!,#DIV/0!,-0.6327403599657874,-0.3586962617725844,#DIV/0!,#DIV/0!,-0.16610571197945737,#DIV/0!,#DIV/0!,#DIV/0!,0.04694261380524174,0.15273680784460206,#DIV/0!,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,C-,C-,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,C,#DIV!0,C,#DIV!0
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,#DIV/0!,-0.043791337138731144,0.16005633972660055,#DIV/0!,#DIV/0!,-0.7169777871568627,-0.6569674298660025,#DIV/0!,#DIV/0!,0.19354666458552025,-0.018005624170805565,#DIV/0!,0.27555403429256614,-0.2697920383269804,0.7318964379339677,#DIV/0!,#DIV!0,C,C,#DIV!0,#DIV!0,C-,C-,#DIV!0,#DIV!0,C,C,#DIV!0,B-,B-,C-,#DIV!0
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,#DIV/0!,0.10919565425162422,0.44409741160150834,#DIV/0!,#DIV/0!,0.06449740608424524,-0.14163226820864863,#DIV/0!,#DIV/0!,-0.11121473243366455,0.5636340001200854,0.8400098324037001,0.6921305093216882,-0.5126594500778331,0.3501134682750206,#DIV/0!,#DIV!0,C,B-,#DIV!0,#DIV!0,C,C,#DIV!0,#DIV!0,C,B-,B,B-,B-,C-,#DIV!0
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,0.5497241103336166,-1.2689101526987774,#DIV/0!,#DIV/0!,-0.13979275696513346,-0.1078802057902244,0.9470636502172859,#DIV/0!,#DIV/0!,-0.6822296494138118,0.48786348379746003,#DIV/0!,#DIV/0!,-0.43344762557401606,-0.2806875356429956,#DIV/0!,B-,D-,#DIV!0,#DIV!0,C,C,B,#DIV!0,#DIV!0,C-,B-,#DIV!0,C-,#DIV!0,C-,#DIV!0
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,#DIV/0!,0.9920400512554275,0.19565574838621155,#DIV/0!,#DIV/0!,-0.03412703831390339,-0.07458978685001806,#DIV/0!,#DIV/0!,0.022148659096699906,#DIV/0!,#DIV/0!,#DIV/0!,-0.11610324661458572,-0.7151628593348054,#DIV/0!,#DIV!0,B,C,#DIV!0,#DIV!0,C,C,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,C-,#DIV!0,C,#DIV!0
16,Monroe County (Central)--Rochester City (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.21612046335940413,#DIV/0!,#DIV/0!,#DIV/0!,-0.5162798042896617,#DIV/0!,#DIV/0!,#DIV/0!,-0.6136119609512839,-0.6062773194993522,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,C-,#DIV!0,#DIV!0,C-,#DIV!0,C-,#DIV!0
17,Westchester County (Northwest) PUMA,0.5497241103336166,-0.6874813487796985,#DIV/0!,#DIV/0!,#DIV/0!,-0.18328709377033064,-0.28187051465838087,#DIV/0!,0.47817379631100554,-0.3848828489242313,-0.6819602369328315,#DIV/0!,#DIV/0!,-0.6308912637277586,-0.5242037474812017,#DIV/0!,B-,C-,#DIV!0,#DIV!0,#DIV!0,C,C-,#DIV!0,B-,C-,C-,#DIV!0,C-,#DIV!0,C-,#DIV!0
18,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,#DIV/0!,0.9970544892713183,#DIV/0!,#DIV/0!,#DIV/0!,-0.3279532002009907,-0.12818266032307696,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,B,#DIV!0,#DIV!0,#DIV!0,C-,C,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
19,Onondaga County (Central)--Syracuse City PUMA,#DIV/0!,-0.04704928138382758,-0.8491408335767985,#DIV/0!,#DIV/0!,0.7778375921198731,-0.5029970241370589,#DIV/0!,#DIV/0!,#DIV/0!,0.2702743965373936,#DIV/0!,#DIV/0!,-0.7103087088505811,#DIV/0!,#DIV/0!,#DIV!0,C,D,#DIV!0,#DIV!0,B,C-,#DIV!0,#DIV!0,#DIV!0,B-,#DIV!0,#DIV!0,#DIV!0,C-,#DIV!0
