,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Owner_mf_t,Total_Owner_m,Total_Owner_f,Total_NotOwner_mf_t,Total_NotOwner_m,Total_NotOwner_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Owner_mf_t,BABS_Owner_m,BABS_Owner_f,BABS_NotOwner_mf_t,BABS_NotOwner_m,BABS_NotOwner_f,Total_HS,Total_HS_m,Total_HS_f,HS_Owner_mf_t,HS_Owner_m,HS_Owner_f,HS_NotOwner_mf_t,HS_NotOwner_m,HS_NotOwner_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Owner_mf_t,HSINC_Owner_m,HSINC_Owner_f,HSINC_NotOwner_mf_t,HSINC_NotOwner_m,HSINC_NotOwner_f
0,Total Geo,1243607.0,620362.0,623245.0,533619.0,253270.0,280349.0,709988.0,367092.0,342896.0,493050.0,229307.0,263743.0,254566.0,113562.0,141004.0,238484.0,115745.0,122739.0,570791.0,291748.0,279043.0,218525.0,105999.0,112526.0,352266.0,185749.0,166517.0,179766.0,99307.0,80459.0,60528.0,33709.0,26819.0,119238.0,65598.0,53640.0
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",18199.0,10131.0,8068.0,3111.0,1284.0,1827.0,15088.0,8847.0,6241.0,7573.0,3600.0,3973.0,1352.0,715.0,637.0,6221.0,2885.0,3336.0,9366.0,5679.0,3687.0,1759.0,569.0,1190.0,7607.0,5110.0,2497.0,1260.0,852.0,408.0,0.0,0.0,0.0,1260.0,852.0,408.0
2,Ulster County (East) PUMA,2572.0,785.0,1787.0,1087.0,199.0,888.0,1485.0,586.0,899.0,967.0,292.0,675.0,659.0,96.0,563.0,308.0,196.0,112.0,1212.0,410.0,802.0,428.0,103.0,325.0,784.0,307.0,477.0,393.0,83.0,310.0,0.0,0.0,0.0,393.0,83.0,310.0
3,Albany County (East Central)--Albany City PUMA,4808.0,2359.0,2449.0,832.0,507.0,325.0,3976.0,1852.0,2124.0,1833.0,689.0,1144.0,382.0,136.0,246.0,1451.0,553.0,898.0,2581.0,1336.0,1245.0,363.0,284.0,79.0,2218.0,1052.0,1166.0,394.0,334.0,60.0,87.0,87.0,0.0,307.0,247.0,60.0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,1235.0,374.0,861.0,575.0,197.0,378.0,660.0,177.0,483.0,672.0,210.0,462.0,411.0,33.0,378.0,261.0,177.0,84.0,164.0,164.0,0.0,164.0,164.0,0.0,0.0,0.0,0.0,399.0,0.0,399.0,0.0,0.0,0.0,399.0,0.0,399.0
5,Ontario & Yates Counties PUMA,802.0,195.0,607.0,466.0,0.0,466.0,336.0,195.0,141.0,488.0,195.0,293.0,203.0,0.0,203.0,285.0,195.0,90.0,314.0,0.0,314.0,263.0,0.0,263.0,51.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,2101.0,779.0,1322.0,1543.0,467.0,1076.0,558.0,312.0,246.0,1075.0,734.0,341.0,650.0,422.0,228.0,425.0,312.0,113.0,867.0,45.0,822.0,734.0,45.0,689.0,133.0,0.0,133.0,159.0,0.0,159.0,159.0,0.0,159.0,0.0,0.0,0.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,17905.0,8372.0,9533.0,7103.0,3681.0,3422.0,10802.0,4691.0,6111.0,6790.0,3302.0,3488.0,4023.0,2203.0,1820.0,2767.0,1099.0,1668.0,8989.0,3695.0,5294.0,2368.0,989.0,1379.0,6621.0,2706.0,3915.0,2126.0,1375.0,751.0,712.0,489.0,223.0,1414.0,886.0,528.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",459.0,141.0,318.0,342.0,81.0,261.0,117.0,60.0,57.0,177.0,110.0,67.0,117.0,50.0,67.0,60.0,60.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,182.0,31.0,151.0,125.0,31.0,94.0,57.0,0.0,57.0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,3262.0,1408.0,1854.0,2026.0,838.0,1188.0,1236.0,570.0,666.0,999.0,406.0,593.0,901.0,308.0,593.0,98.0,98.0,0.0,1380.0,648.0,732.0,553.0,337.0,216.0,827.0,311.0,516.0,883.0,354.0,529.0,572.0,193.0,379.0,311.0,161.0,150.0
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",18493.0,9712.0,8781.0,1940.0,1010.0,930.0,16553.0,8702.0,7851.0,3972.0,2150.0,1822.0,657.0,323.0,334.0,3315.0,1827.0,1488.0,10264.0,5428.0,4836.0,1059.0,687.0,372.0,9205.0,4741.0,4464.0,4257.0,2134.0,2123.0,224.0,0.0,224.0,4033.0,2134.0,1899.0
11,Livingston & Wyoming Counties PUMA,887.0,508.0,379.0,362.0,282.0,80.0,525.0,226.0,299.0,607.0,487.0,120.0,282.0,282.0,0.0,325.0,205.0,120.0,80.0,0.0,80.0,80.0,0.0,80.0,0.0,0.0,0.0,200.0,21.0,179.0,0.0,0.0,0.0,200.0,21.0,179.0
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,6256.0,3172.0,3084.0,519.0,221.0,298.0,5737.0,2951.0,2786.0,3177.0,1756.0,1421.0,257.0,102.0,155.0,2920.0,1654.0,1266.0,2713.0,1226.0,1487.0,262.0,119.0,143.0,2451.0,1107.0,1344.0,366.0,190.0,176.0,0.0,0.0,0.0,366.0,190.0,176.0
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,8951.0,5114.0,3837.0,4730.0,2510.0,2220.0,4221.0,2604.0,1617.0,2004.0,764.0,1240.0,1775.0,764.0,1011.0,229.0,0.0,229.0,4728.0,3485.0,1243.0,1274.0,915.0,359.0,3454.0,2570.0,884.0,2219.0,865.0,1354.0,1681.0,831.0,850.0,538.0,34.0,504.0
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,3915.0,1807.0,2108.0,1101.0,427.0,674.0,2814.0,1380.0,1434.0,2364.0,1438.0,926.0,638.0,366.0,272.0,1726.0,1072.0,654.0,871.0,61.0,810.0,463.0,61.0,402.0,408.0,0.0,408.0,680.0,308.0,372.0,0.0,0.0,0.0,680.0,308.0,372.0
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,8926.0,4407.0,4519.0,7173.0,3569.0,3604.0,1753.0,838.0,915.0,5913.0,3293.0,2620.0,5399.0,2996.0,2403.0,514.0,297.0,217.0,2022.0,751.0,1271.0,1649.0,495.0,1154.0,373.0,256.0,117.0,991.0,363.0,628.0,125.0,78.0,47.0,866.0,285.0,581.0
16,Monroe County (Central)--Rochester City (East) PUMA,1470.0,556.0,914.0,890.0,220.0,670.0,580.0,336.0,244.0,609.0,441.0,168.0,388.0,220.0,168.0,221.0,221.0,0.0,458.0,115.0,343.0,163.0,0.0,163.0,295.0,115.0,180.0,403.0,0.0,403.0,339.0,0.0,339.0,64.0,0.0,64.0
17,Westchester County (Northwest) PUMA,10030.0,4737.0,5293.0,5194.0,2150.0,3044.0,4836.0,2587.0,2249.0,3426.0,1886.0,1540.0,2613.0,1229.0,1384.0,813.0,657.0,156.0,5368.0,2229.0,3139.0,1820.0,500.0,1320.0,3548.0,1729.0,1819.0,1236.0,622.0,614.0,761.0,421.0,340.0,475.0,201.0,274.0
18,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,5945.0,3198.0,2747.0,663.0,275.0,388.0,5282.0,2923.0,2359.0,1591.0,742.0,849.0,291.0,131.0,160.0,1300.0,611.0,689.0,3567.0,2054.0,1513.0,330.0,144.0,186.0,3237.0,1910.0,1327.0,787.0,402.0,385.0,42.0,0.0,42.0,745.0,402.0,343.0
