,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NRB_mf_t,Total_NRB_m,Total_NRB_f,Total_RB_mf_t,Total_RB_m,Total_RB_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NRB_mf_t,BABS_NRB_m,BABS_NRB_f,BABS_RB_mf_t,BABS_RB_m,BABS_RB_f,Total_HS,Total_HS_m,Total_HS_f,HS_NRB_mf_t,HS_NRB_m,HS_NRB_f,HS_RB_mf_t,HS_RB_m,HS_RB_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NRB_mf_t,HSINC_NRB_m,HSINC_NRB_f,HSINC_RB_mf_t,HSINC_RB_m,HSINC_RB_f
0,Total Geo,685700.0,353170.0,332530.0,536890.0,283405.0,253485.0,148810.0,69765.0,79045.0,229196.0,110873.0,118323.0,194778.0,96524.0,98254.0,34418.0,14349.0,20069.0,341839.0,179497.0,162342.0,264090.0,142269.0,121821.0,77749.0,37228.0,40521.0,114665.0,62800.0,51865.0,78022.0,44612.0,33410.0,36643.0,18188.0,18455.0
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",14272.0,8336.0,5936.0,11870.0,6994.0,4876.0,2402.0,1342.0,1060.0,6069.0,2838.0,3231.0,4964.0,2421.0,2543.0,1105.0,417.0,688.0,7078.0,4781.0,2297.0,6409.0,4244.0,2165.0,669.0,537.0,132.0,1125.0,717.0,408.0,497.0,329.0,168.0,628.0,388.0,240.0
2,Ulster County (East) PUMA,1485.0,586.0,899.0,892.0,415.0,477.0,593.0,171.0,422.0,308.0,196.0,112.0,196.0,196.0,0.0,112.0,0.0,112.0,784.0,307.0,477.0,613.0,136.0,477.0,171.0,171.0,0.0,393.0,83.0,310.0,83.0,83.0,0.0,310.0,0.0,310.0
3,Albany County (East Central)--Albany City PUMA,3906.0,1782.0,2124.0,2005.0,371.0,1634.0,1901.0,1411.0,490.0,1381.0,483.0,898.0,675.0,127.0,548.0,706.0,356.0,350.0,2218.0,1052.0,1166.0,1237.0,151.0,1086.0,981.0,901.0,80.0,307.0,247.0,60.0,93.0,93.0,0.0,214.0,154.0,60.0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,660.0,177.0,483.0,660.0,177.0,483.0,0.0,0.0,0.0,261.0,177.0,84.0,261.0,177.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.0,0.0,399.0,399.0,0.0,399.0,0.0,0.0,0.0
5,Ontario & Yates Counties PUMA,336.0,195.0,141.0,336.0,195.0,141.0,0.0,0.0,0.0,285.0,195.0,90.0,285.0,195.0,90.0,0.0,0.0,0.0,51.0,0.0,51.0,51.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,558.0,312.0,246.0,425.0,312.0,113.0,133.0,0.0,133.0,425.0,312.0,113.0,425.0,312.0,113.0,0.0,0.0,0.0,133.0,0.0,133.0,0.0,0.0,0.0,133.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,10802.0,4691.0,6111.0,9154.0,3710.0,5444.0,1648.0,981.0,667.0,2767.0,1099.0,1668.0,2550.0,949.0,1601.0,217.0,150.0,67.0,6621.0,2706.0,3915.0,5287.0,1875.0,3412.0,1334.0,831.0,503.0,1414.0,886.0,528.0,1317.0,886.0,431.0,97.0,0.0,97.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",117.0,60.0,57.0,117.0,60.0,57.0,0.0,0.0,0.0,60.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,57.0,57.0,0.0,57.0,0.0,0.0,0.0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,1236.0,570.0,666.0,1236.0,570.0,666.0,0.0,0.0,0.0,98.0,98.0,0.0,98.0,98.0,0.0,0.0,0.0,0.0,827.0,311.0,516.0,827.0,311.0,516.0,0.0,0.0,0.0,311.0,161.0,150.0,311.0,161.0,150.0,0.0,0.0,0.0
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",15232.0,8070.0,7162.0,10421.0,6320.0,4101.0,4811.0,1750.0,3061.0,2662.0,1389.0,1273.0,2415.0,1203.0,1212.0,247.0,186.0,61.0,8537.0,4547.0,3990.0,5493.0,3447.0,2046.0,3044.0,1100.0,1944.0,4033.0,2134.0,1899.0,2513.0,1670.0,843.0,1520.0,464.0,1056.0
