,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NP_mf_t,Total_NP_m,Total_NP_f,Total_P_mf_t,Total_P_m,Total_P_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NP_mf_t,BABS_NP_m,BABS_NP_f,BABS_P_mf_t,BABS_P_m,BABS_P_f,Total_HS,Total_HS_m,Total_HS_f,HS_NP_mf_t,HS_NP_m,HS_NP_f,HS_P_mf_t,HS_P_m,HS_P_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NP_mf_t,HSINC_NP_m,HSINC_NP_f,HSINC_P_mf_t,HSINC_P_m,HSINC_P_f
0,Total Geo,865736,503304,362432,762345,434682,327663,103391,68622,34769,371867,192135,179732,353668,178930,174738,18199,13205,4994,384009,235449,148560,326492,199748,126744,57517,35701,21816,109860,75720,34140,82185,56004,26181,27675,19716,7959
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",13787,9041,4746,11754,7321,4433,2033,1720,313,5821,2986,2835,5459,2624,2835,362,362,0,7114,5203,1911,5831,4233,1598,1283,970,313,852,852,0,464,464,0,388,388,0
2,Ulster County (East) PUMA,1746,682,1064,1392,415,977,354,267,87,567,292,275,384,196,188,183,96,87,1096,307,789,925,136,789,171,171,0,83,83,0,83,83,0,0,0,0
3,Albany County (East Central)--Albany City PUMA,3399,1879,1520,3133,1613,1520,266,266,0,1329,453,876,1139,263,876,190,190,0,1814,1170,644,1814,1170,644,0,0,0,256,256,0,180,180,0,76,76,0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,1201,374,827,1037,210,827,164,164,0,638,210,428,638,210,428,0,0,0,164,164,0,0,0,0,164,164,0,399,0,399,399,0,399,0,0,0
5,Ontario & Yates Counties PUMA,281,133,148,281,133,148,0,0,0,160,133,27,160,133,27,0,0,0,121,0,121,121,0,121,0,0,0,0,0,0,0,0,0,0,0,0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,1252,720,532,1014,615,399,238,105,133,777,675,102,717,615,102,60,60,0,442,45,397,264,0,264,178,45,133,33,0,33,33,0,33,0,0,0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,11915,6864,5051,9702,5482,4220,2213,1382,831,4792,2776,2016,4501,2485,2016,291,291,0,5570,2955,2615,3997,2116,1881,1573,839,734,1553,1133,420,1204,881,323,349,252,97
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",293,110,183,278,110,168,15,0,15,177,110,67,177,110,67,0,0,0,15,0,15,0,0,0,15,0,15,101,0,101,101,0,101,0,0,0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,1622,1192,430,1224,794,430,398,398,0,836,406,430,836,406,430,0,0,0,432,432,0,34,34,0,398,398,0,354,354,0,354,354,0,0,0,0
