,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Emp_mf_t,Total_emp_m,Total_emp_f,Total_UnEmp_mf_t,Total_UnEmp_m,Total_UnEmp_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Emp_mf_t,BABS_emp_m,BABS_emp_f,BABS_UnEmp_mf_t,BABS_UnEmp_m,BABS_UnEmp_f,Total_HS,Total_HS_m,Total_HS_f,HS_Emp_mf_t,HS_emp_m,HS_emp_f,HS_UnEmp_mf_t,HS_UnEmp_m,HS_UnEmp_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Emp_mf_t,HSINC_emp_m,HSINC_emp_f,HSINC_UnEmp_mf_t,HSINC_UnEmp_m,HSINC_UnEmp_f
36,Suffolk County (East) PUMA,7680,3996,3684,7303,3996,3307,377,0,377,978,348,630,978,348,630,0,0,0,4769,2447,2322,4479,2447,2032,290,0,290,1933,1201,732,1846,1201,645,87,0,87
37,Warren & Washington Counties PUMA,728,333,395,728,333,395,0,0,0,447,170,277,447,170,277,0,0,0,247,129,118,247,129,118,0,0,0,34,34,0,34,34,0,0,0,0
38,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,16405,6912,9493,16154,6661,9493,251,251,0,12185,5059,7126,11934,4808,7126,251,251,0,4165,1853,2312,4165,1853,2312,0,0,0,55,0,55,55,0,55,0,0,0
39,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",5171,2073,3098,5171,2073,3098,0,0,0,2119,540,1579,2119,540,1579,0,0,0,2353,1197,1156,2353,1197,1156,0,0,0,699,336,363,699,336,363,0,0,0
40,Westchester County (Central)--White Plains City PUMA,13127,7599,5528,12952,7599,5353,175,0,175,6406,3448,2958,6231,3448,2783,175,0,175,5635,3703,1932,5635,3703,1932,0,0,0,1086,448,638,1086,448,638,0,0,0
41,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",12534,6735,5799,12299,6611,5688,235,124,111,2971,1318,1653,2971,1318,1653,0,0,0,7082,3595,3487,6875,3471,3404,207,124,83,2481,1822,659,2453,1822,631,28,0,28
42,Erie County (North Central) PUMA,3111,1617,1494,2870,1481,1389,241,136,105,2416,1226,1190,2175,1090,1085,241,136,105,393,304,89,393,304,89,0,0,0,302,87,215,302,87,215,0,0,0
43,Chautauqua County PUMA,608,369,239,608,369,239,0,0,0,326,87,239,326,87,239,0,0,0,227,227,0,227,227,0,0,0,0,55,55,0,55,55,0,0,0,0
44,Dutchess County (Southwest) PUMA,6090,3248,2842,5580,3119,2461,510,129,381,2058,1102,956,1991,1035,956,67,67,0,3392,1944,1448,2949,1882,1067,443,62,381,640,202,438,640,202,438,0,0,0
45,Westchester County (Southeast) PUMA,9321,6227,3094,9234,6227,3007,87,0,87,3735,2344,1391,3735,2344,1391,0,0,0,4081,2732,1349,3994,2732,1262,87,0,87,1505,1151,354,1505,1151,354,0,0,0
46,Rockland County (North)--New City & Congers PUMA,10983,5680,5303,10582,5585,4997,401,95,306,4967,2939,2028,4822,2844,1978,145,95,50,5372,2203,3169,5116,2203,2913,256,0,256,644,538,106,644,538,106,0,0,0
47,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,5566,2729,2837,5491,2686,2805,75,43,32,3826,2302,1524,3751,2259,1492,75,43,32,1315,349,966,1315,349,966,0,0,0,425,78,347,425,78,347,0,0,0
48,Suffolk County (Southwest)--Islip Town (South) PUMA,2137,1667,470,2137,1667,470,0,0,0,981,605,376,981,605,376,0,0,0,835,835,0,835,835,0,0,0,0,321,227,94,321,227,94,0,0,0
49,Erie County (West Central)--Buffalo City (East) PUMA,2360,1540,820,1965,1145,820,395,395,0,797,466,331,676,345,331,121,121,0,1563,1074,489,1289,800,489,274,274,0,0,0,0,0,0,0,0,0,0
50,Wayne & Seneca Counties PUMA,591,78,513,591,78,513,0,0,0,202,78,124,202,78,124,0,0,0,389,0,389,389,0,389,0,0,0,0,0,0,0,0,0,0,0,0
51,Monroe County (South) PUMA,3738,2061,1677,3738,2061,1677,0,0,0,2737,1426,1311,2737,1426,1311,0,0,0,665,436,229,665,436,229,0,0,0,336,199,137,336,199,137,0,0,0
52,Tompkins County PUMA,2560,906,1654,2560,906,1654,0,0,0,1254,557,697,1254,557,697,0,0,0,1306,349,957,1306,349,957,0,0,0,0,0,0,0,0,0,0,0,0
53,Suffolk County (South Central)--Brookhaven Town (South) PUMA,5843,3246,2597,5423,2826,2597,420,420,0,1053,756,297,1053,756,297,0,0,0,2564,905,1659,2503,844,1659,61,61,0,2226,1585,641,1867,1226,641,359,359,0
54,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",391,123,268,391,123,268,0,0,0,205,97,108,205,97,108,0,0,0,164,26,138,164,26,138,0,0,0,22,0,22,22,0,22,0,0,0
55,NYC-Manhattan Community District 8--Upper East Side PUMA,12054,4996,7058,11888,4870,7018,166,126,40,10529,4341,6188,10363,4215,6148,166,126,40,1525,655,870,1525,655,870,0,0,0,0,0,0,0,0,0,0,0,0
56,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",4744,1190,3554,4554,1190,3364,190,0,190,4349,985,3364,4349,985,3364,0,0,0,205,205,0,205,205,0,0,0,0,190,0,190,0,0,0,190,0,190
57,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",26621,16271,10350,25853,15876,9977,768,395,373,8160,3688,4472,7958,3486,4472,202,202,0,15768,10093,5675,15298,9900,5398,470,193,277,2693,2490,203,2597,2490,107,96,0,96
58,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,13275,6560,6715,13087,6465,6622,188,95,93,4604,2243,2361,4561,2243,2318,43,0,43,7682,3652,4030,7632,3652,3980,50,0,50,989,665,324,894,570,324,95,95,0
59,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",9290,4485,4805,8893,4385,4508,397,100,297,2976,1042,1934,2679,1042,1637,297,0,297,4673,2584,2089,4573,2484,2089,100,100,0,1641,859,782,1641,859,782,0,0,0
60,Suffolk County (Central)--Islip Town (Northwest) PUMA,20359,11396,8963,20177,11300,8877,182,96,86,2741,1389,1352,2645,1293,1352,96,96,0,12964,7379,5585,12878,7379,5499,86,0,86,4654,2628,2026,4654,2628,2026,0,0,0
61,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",9339,4992,4347,8899,4824,4075,440,168,272,4734,2441,2293,4734,2441,2293,0,0,0,3907,2551,1356,3467,2383,1084,440,168,272,698,0,698,698,0,698,0,0,0
62,Saratoga County (South & Central) PUMA,1480,1210,270,1388,1118,270,92,92,0,1255,985,270,1163,893,270,92,92,0,183,183,0,183,183,0,0,0,0,42,42,0,42,42,0,0,0,0
63,Cattaraugus & Allegany Counties PUMA,189,119,70,189,119,70,0,0,0,137,119,18,137,119,18,0,0,0,52,0,52,52,0,52,0,0,0,0,0,0,0,0,0,0,0,0
64,Genesee & Orleans Counties PUMA,365,365,0,365,365,0,0,0,0,0,0,0,0,0,0,0,0,0,365,365,0,365,365,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Cayuga & Onondaga (South) Counties PUMA,694,375,319,694,375,319,0,0,0,174,111,63,174,111,63,0,0,0,474,218,256,474,218,256,0,0,0,46,46,0,46,46,0,0,0,0
66,Sullivan & Ulster (West) Counties PUMA,2050,1299,751,2050,1299,751,0,0,0,254,63,191,254,63,191,0,0,0,1162,602,560,1162,602,560,0,0,0,634,634,0,634,634,0,0,0,0
67,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",14527,9489,5038,13802,9220,4582,725,269,456,3763,2114,1649,3548,2038,1510,215,76,139,8966,6606,2360,8609,6413,2196,357,193,164,1798,769,1029,1645,769,876,153,0,153
68,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,4956,3005,1951,4956,3005,1951,0,0,0,2172,1205,967,2172,1205,967,0,0,0,1963,1336,627,1963,1336,627,0,0,0,821,464,357,821,464,357,0,0,0
69,NYC-Queens Community District 1--Astoria & Long Island City PUMA,13864,6990,6874,13475,6990,6485,389,0,389,6425,3398,3027,6425,3398,3027,0,0,0,6288,2865,3423,5899,2865,3034,389,0,389,1151,727,424,1151,727,424,0,0,0
70,Jefferson & Lewis Counties PUMA,1251,552,699,1251,552,699,0,0,0,546,225,321,546,225,321,0,0,0,684,327,357,684,327,357,0,0,0,21,0,21,21,0,21,0,0,0
71,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,11320,6515,4805,10872,6246,4626,448,269,179,5394,2260,3134,5215,2260,2955,179,0,179,4276,3008,1268,4007,2739,1268,269,269,0,1650,1247,403,1650,1247,403,0,0,0
72,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,13862,7139,6723,13679,7037,6642,183,102,81,2713,1250,1463,2713,1250,1463,0,0,0,7879,3157,4722,7696,3055,4641,183,102,81,3270,2732,538,3270,2732,538,0,0,0
73,Orange County (Northeast)--Greater Newburgh City PUMA,4528,2663,1865,4443,2663,1780,85,0,85,1575,567,1008,1575,567,1008,0,0,0,2653,1796,857,2568,1796,772,85,0,85,300,300,0,300,300,0,0,0,0
74,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",7654,4268,3386,7442,4056,3386,212,212,0,2636,925,1711,2636,925,1711,0,0,0,3541,2324,1217,3329,2112,1217,212,212,0,1477,1019,458,1477,1019,458,0,0,0
75,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",15295,9252,6043,14779,8896,5883,516,356,160,4651,2968,1683,4357,2674,1683,294,294,0,8034,4421,3613,7812,4359,3453,222,62,160,2610,1863,747,2610,1863,747,0,0,0
76,Erie County (Central) PUMA,1516,969,547,1516,969,547,0,0,0,368,202,166,368,202,166,0,0,0,1148,767,381,1148,767,381,0,0,0,0,0,0,0,0,0,0,0,0
77,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",14482,7648,6834,13971,7312,6659,511,336,175,6441,2652,3789,6105,2316,3789,336,336,0,6362,3953,2409,6187,3953,2234,175,0,175,1679,1043,636,1679,1043,636,0,0,0
78,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",8534,4253,4281,8500,4219,4281,34,34,0,3485,1356,2129,3485,1356,2129,0,0,0,4118,2062,2056,4084,2028,2056,34,34,0,931,835,96,931,835,96,0,0,0
79,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",10278,5103,5175,10115,4940,5175,163,163,0,4205,1794,2411,4042,1631,2411,163,163,0,4811,2667,2144,4811,2667,2144,0,0,0,1262,642,620,1262,642,620,0,0,0
80,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,17883,8841,9042,17652,8762,8890,231,79,152,2112,836,1276,2112,836,1276,0,0,0,12691,6263,6428,12539,6263,6276,152,0,152,3080,1742,1338,3001,1663,1338,79,79,0
81,Onondaga County (Central)--Syracuse City (Outer) PUMA,1265,453,812,1265,453,812,0,0,0,901,333,568,901,333,568,0,0,0,274,30,244,274,30,244,0,0,0,90,90,0,90,90,0,0,0,0
82,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",9109,5227,3882,9048,5227,3821,61,0,61,8154,4406,3748,8093,4406,3687,61,0,61,955,821,134,955,821,134,0,0,0,0,0,0,0,0,0,0,0,0
83,"Chenango, Delaware & Broome (East) Counties PUMA",179,126,53,126,126,0,53,0,53,72,19,53,19,19,0,53,0,53,31,31,0,31,31,0,0,0,0,76,76,0,76,76,0,0,0,0
84,Orange County (Northwest) PUMA,6386,2988,3398,6372,2988,3384,14,0,14,1424,688,736,1424,688,736,0,0,0,4898,2300,2598,4884,2300,2584,14,0,14,64,0,64,64,0,64,0,0,0
85,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,10712,5007,5705,10422,4901,5521,290,106,184,3816,1364,2452,3816,1364,2452,0,0,0,4202,2224,1978,3912,2118,1794,290,106,184,2694,1419,1275,2694,1419,1275,0,0,0
86,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,5409,3003,2406,5379,3003,2376,30,0,30,3727,1719,2008,3697,1719,1978,30,0,30,1319,921,398,1319,921,398,0,0,0,363,363,0,363,363,0,0,0,0
87,Dutchess County (North & East) PUMA,2698,1919,779,2523,1744,779,175,175,0,827,419,408,652,244,408,175,175,0,951,661,290,951,661,290,0,0,0,920,839,81,920,839,81,0,0,0
88,Putnam County PUMA,3013,1475,1538,2974,1475,1499,39,0,39,1513,672,841,1474,672,802,39,0,39,1141,478,663,1141,478,663,0,0,0,359,325,34,359,325,34,0,0,0
89,Albany County (Outside Albany City) PUMA,4907,2394,2513,4742,2229,2513,165,165,0,3985,2022,1963,3820,1857,1963,165,165,0,684,187,497,684,187,497,0,0,0,238,185,53,238,185,53,0,0,0
90,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",4493,2427,2066,4161,2329,1832,332,98,234,1962,1709,253,1864,1611,253,98,98,0,1916,536,1380,1682,536,1146,234,0,234,615,182,433,615,182,433,0,0,0
91,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,32094,20159,11935,31276,19485,11791,818,674,144,10179,6533,3646,9590,6010,3580,589,523,66,16224,9296,6928,15995,9145,6850,229,151,78,5691,4330,1361,5691,4330,1361,0,0,0
92,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",5644,3652,1992,5587,3652,1935,57,0,57,1975,1248,727,1975,1248,727,0,0,0,2682,1641,1041,2625,1641,984,57,0,57,987,763,224,987,763,224,0,0,0
93,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,1113,765,348,1113,765,348,0,0,0,962,614,348,962,614,348,0,0,0,151,151,0,151,151,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Suffolk County (Northwest)--Huntington Town (South) PUMA,3692,1635,2057,3692,1635,2057,0,0,0,2909,1485,1424,2909,1485,1424,0,0,0,678,45,633,678,45,633,0,0,0,105,105,0,105,105,0,0,0,0
95,Oswego County PUMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Rensselaer County--Troy City PUMA,1963,1107,856,1864,1107,757,99,0,99,1663,941,722,1663,941,722,0,0,0,166,166,0,166,166,0,0,0,0,134,0,134,35,0,35,99,0,99
97,Saratoga County (Outer) PUMA,761,376,385,761,376,385,0,0,0,439,376,63,439,376,63,0,0,0,322,0,322,322,0,322,0,0,0,0,0,0,0,0,0,0,0,0
98,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,275,0,275,211,0,211,64,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,275,211,0,211,64,0,64
99,Monroe County (East) PUMA,1287,625,662,1287,625,662,0,0,0,906,496,410,906,496,410,0,0,0,215,129,86,215,129,86,0,0,0,166,0,166,166,0,166,0,0,0
100,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",21462,11484,9978,20592,10743,9849,870,741,129,10494,5379,5115,9781,4795,4986,713,584,129,9897,5271,4626,9740,5114,4626,157,157,0,1071,834,237,1071,834,237,0,0,0
101,Erie County (South) PUMA,134,134,0,134,134,0,0,0,0,134,134,0,134,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Monroe County (Central)--Greece & Gates Towns PUMA,1106,604,502,1106,604,502,0,0,0,845,397,448,845,397,448,0,0,0,221,167,54,221,167,54,0,0,0,40,40,0,40,40,0,0,0,0
103,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,9882,6020,3862,9604,5742,3862,278,278,0,8145,4506,3639,7867,4228,3639,278,278,0,1210,1098,112,1210,1098,112,0,0,0,527,416,111,527,416,111,0,0,0
104,NYC-Manhattan Community District 11--East Harlem PUMA,7623,3853,3770,7437,3667,3770,186,186,0,2608,1023,1585,2556,971,1585,52,52,0,3526,1712,1814,3392,1578,1814,134,134,0,1489,1118,371,1489,1118,371,0,0,0
105,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",30786,15412,15374,29534,14692,14842,1252,720,532,11598,5000,6598,11203,4880,6323,395,120,275,15285,8350,6935,14643,7965,6678,642,385,257,3903,2062,1841,3688,1847,1841,215,215,0
106,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,7113,3688,3425,6972,3688,3284,141,0,141,4361,2180,2181,4220,2180,2040,141,0,141,1840,1098,742,1840,1098,742,0,0,0,912,410,502,912,410,502,0,0,0
107,Onondaga County (North) PUMA,1928,920,1008,1806,920,886,122,0,122,735,415,320,613,415,198,122,0,122,640,259,381,640,259,381,0,0,0,553,246,307,553,246,307,0,0,0
108,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,8726,5214,3512,8390,4878,3512,336,336,0,2419,818,1601,2419,818,1601,0,0,0,4608,3609,999,4272,3273,999,336,336,0,1699,787,912,1699,787,912,0,0,0
109,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",4658,2071,2587,4658,2071,2587,0,0,0,1440,392,1048,1440,392,1048,0,0,0,2987,1448,1539,2987,1448,1539,0,0,0,231,231,0,231,231,0,0,0,0
110,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,4612,2685,1927,3829,2417,1412,783,268,515,1753,1102,651,1478,960,518,275,142,133,2092,1104,988,1647,1041,606,445,63,382,767,479,288,704,416,288,63,63,0
111,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",16393,7083,9310,14707,6082,8625,1686,1001,685,4102,1549,2553,3602,1049,2553,500,500,0,9880,4121,5759,9239,3963,5276,641,158,483,2411,1413,998,1866,1070,796,545,343,202
112,Erie County (Northeast) PUMA,471,275,196,471,275,196,0,0,0,391,195,196,391,195,196,0,0,0,80,80,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0
113,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,4470,2984,1486,4282,2984,1298,188,0,188,1820,1354,466,1820,1354,466,0,0,0,1827,954,873,1639,954,685,188,0,188,823,676,147,823,676,147,0,0,0
114,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,30571,17741,12830,29277,17504,11773,1294,237,1057,6258,2246,4012,5515,2009,3506,743,237,506,17257,10304,6953,16706,10304,6402,551,0,551,7056,5191,1865,7056,5191,1865,0,0,0
115,Fulton & Montgomery Counties PUMA,292,292,0,292,292,0,0,0,0,292,292,0,292,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,800,582,218,800,582,218,0,0,0,435,435,0,435,435,0,0,0,0,365,147,218,365,147,218,0,0,0,0,0,0,0,0,0,0,0,0
117,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",557,459,98,557,459,98,0,0,0,109,75,34,109,75,34,0,0,0,6,0,6,6,0,6,0,0,0,442,384,58,442,384,58,0,0,0
