,puma,BABS_FT_Work_Total,BABS_FT_Work_M,BABS_FT_Work_F,HS_FT_Work_Total,HS_FT_Work_M,HS_FT_Work_F,HSINC_FT_Work_Total,HSINC_FT_Work_M,HSINC_FT_Work_F
0,Total Geo,87.08988958791042,92.16211119350007,82.51094776004328,81.60903013904249,89.01040668683034,72.33615360405788,73.28217962743717,78.56273653891239,62.50313347462455
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,86.4174188826543,92.00759258511368,80.75080853154296,63.31117442228553,51.00420364315741,89.19449901768172,#DIV/0!,#DIV/0!,#DIV/0!
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,82.94414757338409,93.29489291598023,74.66736925306284,90.5307201057036,96.24047697913215,79.20499342969777,62.64090177133655,100.0,0.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,91.28370265254885,92.26595803576372,90.32883052580593,64.66142684401451,72.31143552311435,52.11492418196328,76.16099071207431,65.31531531531532,100.0
4,Madison & Cortland Counties PUMA,90.3967430350443,93.16721822075141,88.47090663058187,84.19231600951488,89.26056338028168,78.4250269687163,95.94433399602386,97.56679389312977,87.82816229116945
5,Ontario & Yates Counties PUMA,80.88737201365188,83.53794642857143,78.93045484508899,82.55436317424456,90.6444768598329,73.34289596859429,79.71014492753623,91.91489361702128,44.90291262135923
6,Monroe County (Central)--Greece & Gates Towns PUMA,83.97824485864824,89.99882061563864,78.4125599651112,80.79911209766925,90.87953456536619,70.76162889759755,99.55634427684117,99.30458970792768,100.0
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,84.39997559636386,92.88260926977419,77.11499206169199,70.83724324887916,87.36295441431045,51.275045537340624,100.0,100.0,100.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",82.92735619767755,88.34554678692221,79.56038181977407,80.0805927466528,86.71973552568619,70.2184026880331,69.00156821745949,81.92239858906525,50.19255455712452
9,NYC-Manhattan Community District 8--Upper East Side PUMA,90.92595632901002,97.03417396961463,86.33658242042613,100.0,100.0,100.0,100.0,100.0,100.0
10,Suffolk County (Southwest)--Islip Town (South) PUMA,90.28791844606695,93.36985531675798,87.32261116367077,77.27799816905706,85.87655379339905,65.90103502055862,55.98802395209581,44.50867052023121,68.32298136645963
11,Erie County (Northwest) PUMA,87.80907331756612,91.73493975903615,84.64673913043478,83.77301907127126,94.73003556417717,68.65871334596945,51.88470066518847,44.528301886792455,62.365591397849464
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",76.54408632684935,91.46689497716895,61.768861260243,83.33333333333334,95.70363875493206,66.58753709198814,71.94029850746269,71.94029850746269,#DIV/0!
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,49.012567324955114,100.0,31.40096618357488,93.33333333333333,89.9234693877551,100.0,100.0,100.0,100.0
14,Rockland County (North)--New City & Congers PUMA,84.17542104385525,97.20015134317063,73.91174716756113,83.00157150340493,90.6008476689105,74.59310344827587,74.36661698956782,85.88640275387263,0.0
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",83.77762050798144,85.81536388140162,81.99380622327091,82.87137963251323,89.12800655298236,76.01761970796966,79.45271243398943,84.63611859838275,66.6110183639399
16,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,87.99962644751588,89.6081021576398,86.81479078819332,68.02496328928046,87.05167173252279,39.01760889712697,14.887640449438203,14.887640449438203,#DIV/0!
17,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,85.24776912853616,94.24405218726017,76.43742953776776,83.19106006518703,83.39512711864407,82.9021372328459,72.58064516129032,60.49382716049383,78.44311377245509
18,Tompkins County PUMA,81.50990238672911,85.97846738442053,77.92022792022793,82.06535723475426,89.43415122684027,74.27664079040225,66.40893470790378,81.22699386503068,31.805157593123205
19,Dutchess County (Southwest) PUMA,82.23258772394784,86.83370759957452,78.49111004324844,79.06649513548282,87.52605742720732,66.49005298410476,49.38356164383562,68.3288409703504,29.805013927576603
20,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,87.55008586147682,83.42161016949152,92.40348692403487,73.90510948905109,63.6058981233244,82.46102449888642,67.8082191780822,76.11940298507463,60.75949367088608
21,Westchester County (Northwest) PUMA,83.03040526293594,89.94207961754161,77.17357432221877,83.05038083876296,88.48643649815044,75.05103198004083,77.49287749287748,62.11031175059952,100.0
