,puma,BABS_Home_Ownership_Total,BABS_Home_Ownership_M,BABS_Home_Ownership_F,HS_Home_Ownership_Total,HS_Home_Ownership_M,HS_Home_Ownership_F,HSINC_Home_Ownership_Total,HSINC_Home_Ownership_M,HSINC_Home_Ownership_F
0,Total Geo,0.508608144715338,0.5402489393385969,0.4876542061291703,0.39034770966040494,0.43132132225254277,0.34535827984814177,0.1994248479005286,0.2418744811045171,0.14947353185946377
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.47549019607843135,0.0,1.0,0.07304983042003653,0.10408921933085502,0.05627009646302251,0.0,0.0,#DIV/0!
2,Ulster County (East) PUMA,0.6290322580645161,1.0,0.43558282208588955,0.7983635300993571,0.8312274368231047,0.7379767827529021,#DIV/0!,#DIV/0!,#DIV/0!
3,Albany County (East Central)--Albany City PUMA,0.2723463687150838,0.0,0.42116630669546434,0.13575757575757577,0.14046822742474915,0.13307984790874525,0.0,#DIV/0!,0.0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
5,Ontario & Yates Counties PUMA,0.5443037974683544,0.0,1.0,0.7091757387247278,0.45098039215686275,0.8291571753986332,0.56797583081571,0.56797583081571,#DIV/0!
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.21212121212121213,0.21212121212121213,#DIV/0!,1.0,1.0,1.0,1.0,1.0,1.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.740506329113924,1.0,0.6081911262798635,0.28082443871917556,0.1998468606431853,0.3557760453579022,0.09117647058823529,0.27074235807860264,0.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",1.0,#DIV/0!,1.0,0.9269776876267748,1.0,0.8434782608695652,#DIV/0!,#DIV/0!,#DIV/0!
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,0.7334801762114538,#DIV/0!,0.7334801762114538,0.3927738927738928,0.3635077793493635,0.5298013245033113,1.0,#DIV/0!,1.0
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",0.02126528442317916,0.0,0.033085194375516956,0.10056359818764504,0.10335570469798658,0.09919261822376009,0.02217982351538278,0.06848306332842416,0.0
11,Livingston & Wyoming Counties PUMA,0.0,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,0.0,0.0,0.0,0.04168347451929542,0.0796875,0.012980882700023602,0.0,0.0,0.0
