,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Emp_mf_t,Total_emp_m,Total_emp_f,Total_UnEmp_mf_t,Total_UnEmp_m,Total_UnEmp_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Emp_mf_t,BABS_emp_m,BABS_emp_f,BABS_UnEmp_mf_t,BABS_UnEmp_m,BABS_UnEmp_f,Total_HS,Total_HS_m,Total_HS_f,HS_Emp_mf_t,HS_emp_m,HS_emp_f,HS_UnEmp_mf_t,HS_UnEmp_m,HS_UnEmp_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Emp_mf_t,HSINC_emp_m,HSINC_emp_f,HSINC_UnEmp_mf_t,HSINC_UnEmp_m,HSINC_UnEmp_f
100,Onondaga County (Central)--Syracuse City PUMA,1015,578,437,893,578,315,122,0,122,623,452,171,623,452,171,0,0,0,270,126,144,270,126,144,0,0,0,122,0,122,0,0,0,122,0,122
101,Ulster County (East) PUMA,292,292,0,292,292,0,0,0,0,41,41,0,41,41,0,0,0,0,251,251,0,251,251,0,0,0,0,0,0,0,0,0,0,0,0,0
102,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,2301,1433,868,2301,1433,868,0,0,0,858,516,342,858,516,342,0,0,0,1396,870,526,1396,870,526,0,0,0,47,47,0,47,47,0,0,0,0
103,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,10653,5343,5310,10050,4973,5077,603,370,233,5719,2609,3110,5349,2239,3110,370,370,0,3892,1825,2067,3659,1825,1834,233,0,233,1042,909,133,1042,909,133,0,0,0
104,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,1353,841,512,1166,777,389,187,64,123,779,319,460,656,319,337,123,0,123,473,421,52,409,357,52,64,64,0,101,101,0,101,101,0,0,0,0
105,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,2021,1022,999,2021,1022,999,0,0,0,1171,515,656,1171,515,656,0,0,0,850,507,343,850,507,343,0,0,0,0,0,0,0,0,0,0,0,0
106,Saratoga County (Outer) PUMA,383,256,127,251,124,127,132,132,0,127,0,127,127,0,127,0,0,0,256,256,0,124,124,0,132,132,0,0,0,0,0,0,0,0,0,0
107,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",6159,3917,2242,5831,3801,2030,328,116,212,5220,3038,2182,4892,2922,1970,328,116,212,939,879,60,939,879,60,0,0,0,0,0,0,0,0,0,0,0,0
108,NYC-Brooklyn Community District 4--Bushwick PUMA,624,278,346,624,278,346,0,0,0,257,71,186,257,71,186,0,0,0,367,207,160,367,207,160,0,0,0,0,0,0,0,0,0,0,0,0
109,Suffolk County (Central)--Islip Town (East) PUMA,341,70,271,341,70,271,0,0,0,143,70,73,143,70,73,0,0,0,198,0,198,198,0,198,0,0,0,0,0,0,0,0,0,0,0,0
110,Westchester County (Southwest)--Yonkers City PUMA,5291,2522,2769,4864,2256,2608,427,266,161,2459,992,1467,2459,992,1467,0,0,0,2354,1259,1095,2077,1143,934,277,116,161,478,271,207,328,121,207,150,150,0
111,Nassau County (West Central)--North Hempstead Town (South) PUMA,2105,1003,1102,2105,1003,1102,0,0,0,1351,417,934,1351,417,934,0,0,0,319,151,168,319,151,168,0,0,0,435,435,0,435,435,0,0,0,0
112,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",5428,3061,2367,5140,2773,2367,288,288,0,2691,1290,1401,2527,1126,1401,164,164,0,2434,1535,899,2434,1535,899,0,0,0,303,236,67,179,112,67,124,124,0
113,Jefferson & Lewis Counties PUMA,292,0,292,244,0,244,48,0,48,108,0,108,108,0,108,0,0,0,184,0,184,136,0,136,48,0,48,0,0,0,0,0,0,0,0,0
114,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,935,446,489,851,362,489,84,84,0,498,75,423,498,75,423,0,0,0,437,371,66,353,287,66,84,84,0,0,0,0,0,0,0,0,0,0
115,Suffolk County (Northwest)--Huntington Town (South) PUMA,908,648,260,755,495,260,153,153,0,256,176,80,256,176,80,0,0,0,579,399,180,426,246,180,153,153,0,73,73,0,73,73,0,0,0,0
116,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,61,29,32,32,0,32,29,29,0,0,0,0,0,0,0,0,0,0,61,29,32,32,0,32,29,29,0,0,0,0,0,0,0,0,0,0
117,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",3967,2402,1565,3815,2250,1565,152,152,0,1940,1098,842,1901,1059,842,39,39,0,1817,1177,640,1704,1064,640,113,113,0,210,127,83,210,127,83,0,0,0
118,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,173,124,49,173,124,49,0,0,0,59,59,0,59,59,0,0,0,0,114,65,49,114,65,49,0,0,0,0,0,0,0,0,0,0,0,0
119,Monroe County (Central)--Greece & Gates Towns PUMA,1795,1208,587,1396,809,587,399,399,0,334,257,77,334,257,77,0,0,0,1089,708,381,690,309,381,399,399,0,372,243,129,372,243,129,0,0,0
120,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,2424,1573,851,2278,1573,705,146,0,146,1442,650,792,1355,650,705,87,0,87,525,466,59,466,466,0,59,0,59,457,457,0,457,457,0,0,0,0
121,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",525,242,283,525,242,283,0,0,0,365,82,283,365,82,283,0,0,0,160,160,0,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0
122,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,8849,5370,3479,8351,5075,3276,498,295,203,4780,2709,2071,4586,2636,1950,194,73,121,3608,2200,1408,3304,1978,1326,304,222,82,461,461,0,461,461,0,0,0,0
123,Broome (Outer West) & Tioga Counties PUMA,373,270,103,373,270,103,0,0,0,78,78,0,78,78,0,0,0,0,295,192,103,295,192,103,0,0,0,0,0,0,0,0,0,0,0,0
124,Putnam County PUMA,2181,805,1376,1929,805,1124,252,0,252,696,358,338,696,358,338,0,0,0,1228,190,1038,976,190,786,252,0,252,257,257,0,257,257,0,0,0,0
125,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",124,124,0,124,124,0,0,0,0,31,31,0,31,31,0,0,0,0,93,93,0,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0
126,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",3478,1628,1850,3478,1628,1850,0,0,0,1256,700,556,1256,700,556,0,0,0,2123,866,1257,2123,866,1257,0,0,0,99,62,37,99,62,37,0,0,0
127,Nassau County (Central)--Hempstead Town (Northeast) PUMA,1811,942,869,1753,884,869,58,58,0,550,417,133,550,417,133,0,0,0,681,467,214,681,467,214,0,0,0,580,58,522,522,0,522,58,58,0
128,Suffolk County (Central)--Brookhaven Town (Central) PUMA,2126,1085,1041,2126,1085,1041,0,0,0,733,284,449,733,284,449,0,0,0,1011,419,592,1011,419,592,0,0,0,382,382,0,382,382,0,0,0,0
129,NYC-Manhattan Community District 10--Central Harlem PUMA,1735,689,1046,1573,593,980,162,96,66,1442,533,909,1280,437,843,162,96,66,137,0,137,137,0,137,0,0,0,156,156,0,156,156,0,0,0,0
130,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,NYC-Manhattan Community District 11--East Harlem PUMA,1511,619,892,1511,619,892,0,0,0,1070,567,503,1070,567,503,0,0,0,389,0,389,389,0,389,0,0,0,52,52,0,52,52,0,0,0,0
132,Westchester County (Northwest) PUMA,2918,1509,1409,2400,1225,1175,518,284,234,1790,1036,754,1574,820,754,216,216,0,894,473,421,826,405,421,68,68,0,234,0,234,0,0,0,234,0,234
133,Onondaga County (North) PUMA,1313,646,667,1313,646,667,0,0,0,713,501,212,713,501,212,0,0,0,536,81,455,536,81,455,0,0,0,64,64,0,64,64,0,0,0,0
134,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,1296,699,597,1296,699,597,0,0,0,741,234,507,741,234,507,0,0,0,392,302,90,392,302,90,0,0,0,163,163,0,163,163,0,0,0,0
135,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,1765,1557,208,1443,1235,208,322,322,0,449,241,208,449,241,208,0,0,0,1227,1227,0,905,905,0,322,322,0,89,89,0,89,89,0,0,0,0
136,Genesee & Orleans Counties PUMA,27,0,27,27,0,27,0,0,0,27,0,27,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Westchester County (Central)--White Plains City PUMA,2821,1392,1429,2745,1392,1353,76,0,76,2289,1208,1081,2213,1208,1005,76,0,76,532,184,348,532,184,348,0,0,0,0,0,0,0,0,0,0,0,0
138,Saratoga County (South & Central) PUMA,1441,227,1214,1441,227,1214,0,0,0,788,116,672,788,116,672,0,0,0,653,111,542,653,111,542,0,0,0,0,0,0,0,0,0,0,0,0
139,Monroe County (South) PUMA,1613,1248,365,1458,1093,365,155,155,0,826,591,235,755,520,235,71,71,0,787,657,130,703,573,130,84,84,0,0,0,0,0,0,0,0,0,0
140,Suffolk County (Central)--Islip Town (Northwest) PUMA,411,189,222,411,189,222,0,0,0,279,189,90,279,189,90,0,0,0,132,0,132,132,0,132,0,0,0,0,0,0,0,0,0,0,0,0
141,St. Lawrence County PUMA,1107,299,808,1107,299,808,0,0,0,934,160,774,934,160,774,0,0,0,125,91,34,125,91,34,0,0,0,48,48,0,48,48,0,0,0,0
142,Nassau County (West Central)--Hempstead Town (West Central) PUMA,996,453,543,996,453,543,0,0,0,665,297,368,665,297,368,0,0,0,268,156,112,268,156,112,0,0,0,63,0,63,63,0,63,0,0,0
143,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,180,101,79,180,101,79,0,0,0,180,101,79,180,101,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",449,396,53,449,396,53,0,0,0,0,0,0,0,0,0,0,0,0,243,190,53,243,190,53,0,0,0,206,206,0,206,206,0,0,0,0
145,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,228,153,75,153,153,0,75,0,75,162,87,75,87,87,0,75,0,75,66,66,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Capital Region,6322,3427,2895,5951,3295,2656,371,132,239,3261,1637,1624,3132,1637,1495,129,0,129,2935,1664,1271,2693,1532,1161,242,132,110,126,126,0,126,126,0,0,0,0
147,Central NY,4278,2342,1936,3972,2269,1703,306,73,233,2606,1503,1103,2422,1430,992,184,73,111,1343,704,639,1343,704,639,0,0,0,329,135,194,207,135,72,122,0,122
148,Finger Lakes,6169,3760,2409,5286,3206,2080,883,554,329,2127,1373,754,1813,1302,511,314,71,243,3361,2031,1330,2792,1548,1244,569,483,86,681,356,325,681,356,325,0,0,0
149,Long Island,34888,17455,17433,33993,16975,17018,895,480,415,16605,8034,8571,16474,8017,8457,131,17,114,14807,7391,7416,14121,6986,7135,686,405,281,3476,2030,1446,3398,1972,1426,78,58,20
150,Mid-Hudson,31134,17401,13733,28994,16447,12547,2140,954,1186,15773,8602,7171,15227,8332,6895,546,270,276,12896,7372,5524,11901,7053,4848,995,319,676,2465,1427,1038,1866,1062,804,599,365,234
151,Mohawk Valley,3413,1520,1893,3164,1391,1773,249,129,120,1127,509,618,1080,462,618,47,47,0,1803,756,1047,1601,674,927,202,82,120,483,255,228,483,255,228,0,0,0
152,New York City,221441,123230,98211,208591,116545,92046,12850,6685,6165,125676,63501,62175,118280,59886,58394,7396,3615,3781,83671,50482,33189,78620,47774,30846,5051,2708,2343,12094,9247,2847,11691,8885,2806,403,362,41
153,North Country,1718,406,1312,1670,406,1264,48,0,48,1105,198,907,1105,198,907,0,0,0,426,115,311,378,115,263,48,0,48,187,93,94,187,93,94,0,0,0
154,Southern Tier,2907,1810,1097,2720,1746,974,187,64,123,1864,1002,862,1741,1002,739,123,0,123,942,707,235,878,643,235,64,64,0,101,101,0,101,101,0,0,0,0
155,Western NY,6287,3267,3020,5796,2841,2955,491,426,65,3007,1153,1854,2643,789,1854,364,364,0,2905,2006,899,2905,2006,899,0,0,0,375,108,267,248,46,202,127,62,65
