,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NRB_mf_t,Total_NRB_m,Total_NRB_f,Total_RB_mf_t,Total_RB_m,Total_RB_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NRB_mf_t,BABS_NRB_m,BABS_NRB_f,BABS_RB_mf_t,BABS_RB_m,BABS_RB_f,Total_HS,Total_HS_m,Total_HS_f,HS_NRB_mf_t,HS_NRB_m,HS_NRB_f,HS_RB_mf_t,HS_RB_m,HS_RB_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NRB_mf_t,HSINC_NRB_m,HSINC_NRB_f,HSINC_RB_mf_t,HSINC_RB_m,HSINC_RB_f
0,Total Geo,176424.0,88627.0,87797.0,133886.0,67861.0,66025.0,42538.0,20766.0,21772.0,96692.0,44613.0,52079.0,80714.0,38004.0,42710.0,15978.0,6609.0,9369.0,68721.0,37737.0,30984.0,47206.0,26314.0,20892.0,21515.0,11423.0,10092.0,11011.0,6277.0,4734.0,5966.0,3543.0,2423.0,5045.0,2734.0,2311.0
1,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",1232.0,461.0,771.0,975.0,461.0,514.0,257.0,0.0,257.0,949.0,386.0,563.0,692.0,386.0,306.0,257.0,0.0,257.0,283.0,75.0,208.0,283.0,75.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Tompkins County PUMA,617.0,330.0,287.0,617.0,330.0,287.0,0.0,0.0,0.0,617.0,330.0,287.0,617.0,330.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,2526.0,1105.0,1421.0,1320.0,743.0,577.0,1206.0,362.0,844.0,109.0,54.0,55.0,109.0,54.0,55.0,0.0,0.0,0.0,1822.0,1051.0,771.0,689.0,689.0,0.0,1133.0,362.0,771.0,595.0,0.0,595.0,522.0,0.0,522.0,73.0,0.0,73.0
4,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",777.0,519.0,258.0,777.0,519.0,258.0,0.0,0.0,0.0,188.0,146.0,42.0,188.0,146.0,42.0,0.0,0.0,0.0,589.0,373.0,216.0,589.0,373.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Madison & Cortland Counties PUMA,403.0,193.0,210.0,403.0,193.0,210.0,0.0,0.0,0.0,187.0,63.0,124.0,187.0,63.0,124.0,0.0,0.0,0.0,216.0,130.0,86.0,216.0,130.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,406.0,160.0,246.0,269.0,160.0,109.0,137.0,0.0,137.0,246.0,0.0,246.0,109.0,0.0,109.0,137.0,0.0,137.0,160.0,160.0,0.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dutchess County (Southwest) PUMA,326.0,326.0,0.0,74.0,74.0,0.0,252.0,252.0,0.0,74.0,74.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,252.0,252.0,0.0,0.0,0.0,0.0,252.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",820.0,703.0,117.0,820.0,703.0,117.0,0.0,0.0,0.0,117.0,0.0,117.0,117.0,0.0,117.0,0.0,0.0,0.0,634.0,634.0,0.0,634.0,634.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0,69.0,69.0,0.0,0.0,0.0,0.0
9,Dutchess County (North & East) PUMA,106.0,0.0,106.0,106.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,106.0,106.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Erie County (Central) PUMA,729.0,508.0,221.0,666.0,445.0,221.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,508.0,221.0,666.0,445.0,221.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,732.0,351.0,381.0,732.0,351.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0,351.0,381.0,732.0,351.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,3811.0,2166.0,1645.0,2850.0,1612.0,1238.0,961.0,554.0,407.0,2235.0,1468.0,767.0,1993.0,1226.0,767.0,242.0,242.0,0.0,1244.0,608.0,636.0,857.0,386.0,471.0,387.0,222.0,165.0,332.0,90.0,242.0,0.0,0.0,0.0,332.0,90.0,242.0
14,Westchester County (Northeast) PUMA,440.0,244.0,196.0,151.0,102.0,49.0,289.0,142.0,147.0,49.0,0.0,49.0,49.0,0.0,49.0,0.0,0.0,0.0,391.0,244.0,147.0,102.0,102.0,0.0,289.0,142.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Nassau County (Central)--Hempstead Town (East Central) PUMA,70.0,0.0,70.0,0.0,0.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,70.0,0.0,70.0
18,Niagara County (North & East) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
