,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
98,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,0,0
99,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,1616,855,761,53057.17821782178,59894,45375,679,280,399,67567.01030927835,85125,55245,552,291,261,35185.50724637681,31252,39570,385,284,101,53090.90909090909,64366,21386
100,Onondaga County (Central)--Syracuse City PUMA,717,578,139,61830.34867503487,66063,44225,497,452,45,81032.11267605633,81134,80000,220,126,94,18451.81818181818,12000,27100,0,0,0,#DIV/0!,0,0
101,Ulster County (East) PUMA,292,292,0,43698.6301369863,43698,0,41,41,0,100000.0,100000,0,251,251,0,34501.99203187251,34501,0,0,0,0,#DIV/0!,0,0
102,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,1924,1386,538,45429.62577962578,48491,37540,691,516,175,66808.97250361794,67822,63821,1233,870,363,33448.175182481755,37027,24870,0,0,0,#DIV/0!,0,0
103,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,9386,5343,4043,66590.84274451311,68510,64054,5449,2609,2840,81709.414571481,86606,77210,2947,1825,1122,50398.37122497455,60519,33935,990,909,81,31578.838383838385,32610,20000
104,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,1040,777,263,53767.71153846154,60633,33482,530,319,211,62034.75471698113,76766,39763,409,357,52,19537.897310513446,21218,8000,101,101,0,149000.0,149000,0
105,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,1455,848,607,107768.0412371134,120931,89378,758,341,417,136965.6992084433,195709,88928,697,507,190,76015.06456241033,70636,90368,0,0,0,#DIV/0!,0,0
106,Saratoga County (Outer) PUMA,251,124,127,66191.23505976096,50000,82000,127,0,127,82000.0,0,82000,124,124,0,50000.0,50000,0,0,0,0,#DIV/0!,0,0
107,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",5102,3475,1627,103275.73500588005,102744,104411,4226,2659,1567,110854.56696639849,112645,107815,876,816,60,66713.92694063927,70479,15500,0,0,0,#DIV/0!,0,0
108,NYC-Brooklyn Community District 4--Bushwick PUMA,553,207,346,47157.106690777575,65289,36309,186,0,186,27284.94623655914,0,27284,367,207,160,57228.555858310625,65289,46800,0,0,0,#DIV/0!,0,0
109,Suffolk County (Central)--Islip Town (East) PUMA,143,70,73,26604.895104895106,25150,28000,70,70,0,25150.0,25150,0,73,0,73,28000.0,0,28000,0,0,0,#DIV/0!,0,0
110,Westchester County (Southwest)--Yonkers City PUMA,3769,1835,1934,87741.61050676572,117902,59124,2082,992,1090,84641.08069164265,100567,70146,1433,722,711,74497.55757152826,109270,39187,254,121,133,187875.5905511811,311537,75371
111,Nassau County (West Central)--North Hempstead Town (South) PUMA,1893,909,984,86190.97728473322,83798,88401,1233,417,816,89827.34793187348,65772,102120,319,151,168,73408.77742946708,130863,21767,341,341,0,85000.0,85000,0
112,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",4251,2523,1728,63532.90990355211,66222,59605,2065,1023,1042,78104.01937046005,82235,74047,2007,1388,619,50657.49875435974,56079,38498,179,112,67,39798.882681564246,45660,30000
113,Jefferson & Lewis Counties PUMA,163,0,163,21960.73619631902,0,21960,0,0,0,#DIV/0!,0,0,163,0,163,21960.73619631902,0,21960,0,0,0,#DIV/0!,0,0
114,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,851,362,489,64240.56404230317,66903,62269,498,75,423,76211.4859437751,140000,64901,353,287,66,47352.40793201133,47801,45400,0,0,0,#DIV/0!,0,0
115,Suffolk County (Northwest)--Huntington Town (South) PUMA,679,539,140,52271.28129602356,55087,41428,147,67,80,163945.57823129251,300000,50000,459,399,60,18457.952069716775,16722,30000,73,73,0,40000.0,40000,0
116,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,0,0
117,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",3613,2402,1211,52948.32549128148,57454,44010,1677,1098,579,61431.12701252236,66279,52236,1726,1177,549,46529.72190034763,50622,37755,210,127,83,37961.90476190476,44472,28000
118,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,173,124,49,43841.04046242774,48125,33000,59,59,0,53000.0,53000,0,114,65,49,39100.87719298246,43700,33000,0,0,0,#DIV/0!,0,0
