,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NP_mf_t,Total_NP_m,Total_NP_f,Total_P_mf_t,Total_P_m,Total_P_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NP_mf_t,BABS_NP_m,BABS_NP_f,BABS_P_mf_t,BABS_P_m,BABS_P_f,Total_HS,Total_HS_m,Total_HS_f,HS_NP_mf_t,HS_NP_m,HS_NP_f,HS_P_mf_t,HS_P_m,HS_P_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NP_mf_t,HSINC_NP_m,HSINC_NP_f,HSINC_P_mf_t,HSINC_P_m,HSINC_P_f
84,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,4801,2524,2277,4459,2393,2066,342,131,211,1955,950,1005,1955,950,1005,0,0,0,2531,1560,971,2203,1443,760,328,117,211,315,14,301,301,0,301,14,14,0
85,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",472,357,115,317,317,0,155,40,115,195,84,111,84,84,0,111,0,111,277,273,4,233,233,0,44,40,4,0,0,0,0,0,0,0,0,0
86,Suffolk County (South Central)--Brookhaven Town (South) PUMA,1515,1055,460,1424,1055,369,91,0,91,255,180,75,255,180,75,0,0,0,1144,759,385,1053,759,294,91,0,91,116,116,0,116,116,0,0,0,0
87,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,1911,1051,860,1444,584,860,467,467,0,880,267,613,613,0,613,267,267,0,1031,784,247,831,584,247,200,200,0,0,0,0,0,0,0,0,0,0
88,Livingston & Wyoming Counties PUMA,450,316,134,450,316,134,0,0,0,20,20,0,20,20,0,0,0,0,430,296,134,430,296,134,0,0,0,0,0,0,0,0,0,0,0,0
89,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",3222,1636,1586,2805,1424,1381,417,212,205,685,159,526,685,159,526,0,0,0,2137,1188,949,1932,1188,744,205,0,205,400,289,111,188,77,111,212,212,0
90,Cattaraugus & Allegany Counties PUMA,61,35,26,61,35,26,0,0,0,61,35,26,61,35,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,416,256,160,339,179,160,77,77,0,161,161,0,161,161,0,0,0,0,255,95,160,178,18,160,77,77,0,0,0,0,0,0,0,0,0,0
92,Orange County (Northwest) PUMA,1305,627,678,1305,627,678,0,0,0,417,169,248,417,169,248,0,0,0,676,314,362,676,314,362,0,0,0,212,144,68,212,144,68,0,0,0
93,Columbia & Greene Counties PUMA,204,133,71,64,64,0,140,69,71,64,64,0,64,64,0,0,0,0,140,69,71,0,0,0,140,69,71,0,0,0,0,0,0,0,0,0
94,Suffolk County (East) PUMA,2819,1183,1636,2819,1183,1636,0,0,0,749,377,372,749,377,372,0,0,0,1992,806,1186,1992,806,1186,0,0,0,78,0,78,78,0,78,0,0,0
95,Monroe County (East) PUMA,2004,743,1261,1886,743,1143,118,0,118,807,328,479,689,328,361,118,0,118,976,302,674,976,302,674,0,0,0,221,113,108,221,113,108,0,0,0
96,Sullivan & Ulster (West) Counties PUMA,1874,922,952,1080,497,583,794,425,369,749,273,476,579,183,396,170,90,80,957,551,406,431,314,117,526,237,289,168,98,70,70,0,70,98,98,0
97,Cayuga & Onondaga (South) Counties PUMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",74,0,74,0,0,0,74,0,74,0,0,0,0,0,0,0,0,0,74,0,74,0,0,0,74,0,74,0,0,0,0,0,0,0,0,0
99,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,2661,1210,1451,1964,959,1005,697,251,446,830,358,472,679,280,399,151,78,73,1306,493,813,760,320,440,546,173,373,525,359,166,525,359,166,0,0,0
100,Onondaga County (Central)--Syracuse City PUMA,1253,578,675,870,452,418,383,126,257,677,452,225,677,452,225,0,0,0,405,126,279,144,0,144,261,126,135,171,0,171,49,0,49,122,0,122
101,Ulster County (East) PUMA,406,406,0,150,150,0,256,256,0,41,41,0,41,41,0,0,0,0,365,365,0,109,109,0,256,256,0,0,0,0,0,0,0,0,0,0
102,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,3290,1772,1518,1785,890,895,1505,882,623,1171,615,556,988,432,556,183,183,0,2015,1110,905,750,411,339,1265,699,566,104,47,57,47,47,0,57,0,57
103,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,12205,5996,6209,9745,4605,5140,2460,1391,1069,6157,2766,3391,5549,2286,3263,608,480,128,4724,2321,2403,3621,1825,1796,1103,496,607,1324,909,415,575,494,81,749,415,334
104,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,1738,921,817,917,587,330,821,334,487,948,399,549,729,399,330,219,0,219,473,421,52,87,87,0,386,334,52,317,101,216,101,101,0,216,0,216
105,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,2309,1022,1287,2229,1022,1207,80,0,80,1171,515,656,1171,515,656,0,0,0,1138,507,631,1058,507,551,80,0,80,0,0,0,0,0,0,0,0,0
106,Saratoga County (Outer) PUMA,383,256,127,383,256,127,0,0,0,127,0,127,127,0,127,0,0,0,256,256,0,256,256,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",7231,4550,2681,5913,3963,1950,1318,587,731,6077,3571,2506,4844,3048,1796,1233,523,710,1060,979,81,975,915,60,85,64,21,94,0,94,94,0,94,0,0,0
108,NYC-Brooklyn Community District 4--Bushwick PUMA,624,278,346,624,278,346,0,0,0,257,71,186,257,71,186,0,0,0,367,207,160,367,207,160,0,0,0,0,0,0,0,0,0,0,0,0
109,Suffolk County (Central)--Islip Town (East) PUMA,778,70,708,778,70,708,0,0,0,387,70,317,387,70,317,0,0,0,391,0,391,391,0,391,0,0,0,0,0,0,0,0,0,0,0,0
110,Westchester County (Southwest)--Yonkers City PUMA,5829,2522,3307,4492,1980,2512,1337,542,795,2615,992,1623,2105,843,1262,510,149,361,2419,1259,1160,1905,1098,807,514,161,353,795,271,524,482,39,443,313,232,81
111,Nassau County (West Central)--North Hempstead Town (South) PUMA,2229,1067,1162,2074,973,1101,155,94,61,1351,417,934,1290,417,873,61,0,61,443,215,228,443,215,228,0,0,0,435,435,0,341,341,0,94,94,0
112,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",7229,3171,4058,6151,2708,3443,1078,463,615,2691,1290,1401,2463,1126,1337,228,164,64,4169,1645,2524,3509,1470,2039,660,175,485,369,236,133,179,112,67,190,124,66
113,Jefferson & Lewis Counties PUMA,341,0,341,293,0,293,48,0,48,108,0,108,108,0,108,0,0,0,233,0,233,185,0,185,48,0,48,0,0,0,0,0,0,0,0,0
114,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,1280,610,670,966,362,604,314,248,66,498,75,423,498,75,423,0,0,0,686,439,247,468,287,181,218,152,66,96,96,0,0,0,0,96,96,0
