,puma,Unemployment_HSINC_score,FT_Work_HSINC_score,Poverty_HSINC_score,Working_Poor_HSINC_score,Rent_Burden_HSINC_score,Home_Ownership_HSINC_score,Income_level_HSINC_score,Overall_HSINC_score,Unemployment_HSINC_grade,FT_Work_HSINC_grade,Poverty_HSINC_grade,Working_Poor_HSINC_grade,Rent_Burden_HSINC_grade,Home_Ownership_HSINC_grade,Income_level_HSINC_grade,Overall_HSINC_grade
49,Erie County (West Central)--Buffalo City (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
50,Wayne & Seneca Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.5051267679853121,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,B-,#DIV!0
51,Monroe County (South) PUMA,0.2568176272056589,0.8657690317581209,0.6987795092194863,0.14803118435325294,1.0234500485379172,0.6707105048546278,0.2535731528532566,0.5595901512546172,B-,B,B-,C,B,B-,B-,B-
52,Tompkins County PUMA,#DIV/0!,#DIV/0!,-2.3024558632656356,#DIV/0!,1.0234500485379172,-1.3565581544099174,-0.756366277636862,#DIV/0!,#DIV!0,#DIV!0,E,#DIV!0,B,D-,D,#DIV!0
53,Suffolk County (South Central)--Brookhaven Town (South) PUMA,-1.13261519397805,0.8657690317581209,-1.2569198415361165,-1.5626883598378203,-1.8472901227871912,0.12364456289426325,-0.2801362693946583,-0.7271765989830646,D,B,D-,D-,E,C,C-,C-
54,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.2568176272056589,-3.0749216002562956,-2.3024558632656356,#DIV/0!,1.0234500485379172,-1.3565581544099174,0.29117728058427167,#DIV/0!,B-,E,E,#DIV!0,B,D-,B-,#DIV!0
55,NYC-Manhattan Community District 8--Upper East Side PUMA,0.2568176272056589,0.8657690317581209,1.2467939566918054,0.82210829335088,1.0234500485379172,-1.3565581544099174,0.30529240942840963,0.45195331608041067,B-,B,B,B,B,D-,B-,B-
56,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",-8.358439921415332,#DIV/0!,1.2467939566918054,#DIV/0!,#DIV/0!,1.5764361187668852,-0.564377082093316,#DIV/0!,E,#DIV!0,B,#DIV!0,#DIV!0,A-,C-,#DIV!0
57,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",-0.050298869143251226,-0.1569593032352238,-0.19080454870941144,-0.18766548172492517,0.8376892629053252,-1.2424797827332448,0.5032325912966408,-0.06961230447772722,C,C,C,C,B,D,B-,C
58,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,-0.5316693353367246,-0.11940362624548315,-0.4968643441195012,-0.31201046045443065,-0.028995089232429126,0.20048779866582142,-0.99779980111084,-0.3266078368333697,C-,C,C-,C-,C,C,D,C-
59,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",0.2568176272056589,-0.5284519228434706,-0.047919751852063326,-0.6712460609553942,0.34100938564682526,-0.8907877917360949,1.3400025835100215,-0.028653704432073917,B-,C-,C,C-,B-,D,A-,C
60,Suffolk County (Central)--Islip Town (Northwest) PUMA,0.2568176272056589,0.5016742806265785,0.5051885660514889,0.23830010710098945,0.06987510309986825,1.0094652308987377,-0.46596404285777215,0.30219383887507856,B-,B-,B-,C,C,B,C-,B-
61,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",0.2568176272056589,-0.494841917117917,0.021336640632001223,0.82210829335088,0.435762004307013,-1.3565581544099174,1.8705506452869043,0.2221678770363747,B-,C-,C,B,B-,D-,A,C
62,Saratoga County (South & Central) PUMA,0.2568176272056589,0.8657690317581209,1.2467939566918054,0.82210829335088,1.0234500485379172,0.050325277439117994,#DIV/0!,#DIV/0!,B-,B,B,B,B,C,#DIV!0,#DIV!0
63,Cattaraugus & Allegany Counties PUMA,#DIV/0!,#DIV/0!,-2.3024558632656356,#DIV/0!,#DIV/0!,#DIV/0!,0.40674357201635386,#DIV/0!,#DIV!0,#DIV!0,E,#DIV!0,#DIV!0,#DIV!0,B-,#DIV!0
64,Genesee & Orleans Counties PUMA,#DIV/0!,#DIV/0!,-2.3024558632656356,#DIV/0!,#DIV/0!,1.5764361187668852,1.9442938048633103,#DIV/0!,#DIV!0,#DIV!0,E,#DIV!0,#DIV!0,A-,A,#DIV!0
65,Cayuga & Onondaga (South) Counties PUMA,0.2568176272056589,0.8657690317581209,-1.5183192751355037,-1.8262316798899667,#DIV/0!,-0.708571047545275,-0.9309568706737178,#DIV/0!,B-,B,D-,E,#DIV!0,C-,D,#DIV!0
66,Sullivan & Ulster (West) Counties PUMA,0.2568176272056589,0.09263207027945095,1.0635344823209785,0.49261895738549566,1.0234500485379172,0.24129014825858308,-0.30603537795158375,0.4091868508623572,B-,C,B,B-,B,C,C-,B-
67,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",-0.47629383271592707,-1.00814114086275,-0.5334173905691149,0.19966031737853018,-0.009953965238987521,-1.3565581544099174,-0.05077655131044968,-0.462211531104088,C-,D,C-,C,C,D-,C,C-
68,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,0.2568176272056589,0.8657690317581209,-0.17017577912197301,-0.2681644982706461,-0.10827135502859696,0.045190464141660565,0.10315664192919637,0.10347459037334583,B-,B,C,C-,C,C,C,C
69,NYC-Queens Community District 1--Astoria & Long Island City PUMA,0.2568176272056589,-0.19455872552547404,0.5149706727236655,0.1172348318057532,0.5594219990813016,-0.3347805062517869,0.29177798550010264,0.17298341207703158,B-,C,B-,C,B-,C-,B-,C
70,Jefferson & Lewis Counties PUMA,0.2568176272056589,-3.0749216002562956,-0.5278309532869153,#DIV/0!,1.0234500485379172,0.10993898217848387,0.0028407524028605407,#DIV/0!,B-,E,C-,#DIV!0,B,C,C,#DIV!0
71,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.2568176272056589,-0.20162745791705888,0.9797216930118394,0.6121211734092857,1.0234500485379172,0.7909163654061673,0.12782551519634736,0.5127464235500224,B-,C,B,B-,B,B,C,B-
72,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,0.2568176272056589,0.6488502813720061,0.5337271499631956,0.5628582235961469,0.6140135343114917,0.04791191295722229,-0.02951629168771084,0.3763803482454301,B-,B-,B-,B-,B-,C,C,B-
73,Orange County (Northeast)--Greater Newburgh City PUMA,0.2568176272056589,0.8657690317581209,1.2467939566918054,0.82210829335088,1.0234500485379172,0.07490321441016029,-2.247101341259245,0.29182011867075686,B-,B,B,B,B,C,E,B-
74,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",0.2568176272056589,0.11178911167925282,-0.23749709852936726,-0.5290748659021247,0.6220940001331239,-0.7149656571524919,-0.4049878480341371,-0.1279749615142979,B-,C,C,C-,B-,C-,C-,C
75,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",0.2568176272056589,-0.1306275705299783,0.15693964857722795,0.22832496258892473,-0.5171858381605884,-0.1846975314245913,-0.15966464286979168,-0.050013334944734,B-,C,C,C,C-,C,C,C
76,Erie County (Central) PUMA,#DIV/0!,#DIV/0!,-2.3024558632656356,#DIV/0!,#DIV/0!,1.5764361187668852,-1.0699469926956697,#DIV/0!,#DIV!0,#DIV!0,E,#DIV!0,#DIV!0,A-,D,#DIV!0
77,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",0.2568176272056589,0.6592606626033944,-0.023333754237675208,-0.0871175790834192,-0.3502606362560185,0.18974400702548008,-0.9309568706737178,-0.04083522048804248,B-,B-,C,C,C-,C,D,C
78,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",0.2568176272056589,-0.29920481688987255,0.4161489907438027,0.400382873168939,-0.49447203751210456,-0.006242682644202709,0.020250131057126433,0.041954297875621036,B-,C-,B-,B-,C-,C,C,C
79,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",0.2568176272056589,0.20378296679214902,-0.19492098530301008,-0.6756368759313026,0.5656581854050423,-0.24725623565923568,1.104182495218758,0.14466102538972286,B-,C,C,C-,B-,C,B,C
80,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.03584186540661403,0.6033148984579485,0.022198989571986422,0.14087688946563268,-0.3261135645369282,0.2507284246287349,#DIV/0!,#DIV/0!,C,B-,C,C,C-,B-,#DIV!0,#DIV!0
81,Onondaga County (Central)--Syracuse City (Outer) PUMA,0.2568176272056589,0.8657690317581209,1.2467939566918054,0.82210829335088,#DIV/0!,0.6356643707667787,#DIV/0!,#DIV/0!,B-,B,B,B,#DIV!0,B-,#DIV!0,#DIV!0
82,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",#DIV/0!,-3.0749216002562956,1.2467939566918054,#DIV/0!,-2.366684289256885,-1.3565581544099174,-0.3366964648417032,#DIV/0!,#DIV!0,E,B,#DIV!0,E,D-,C-,#DIV!0
83,"Chenango, Delaware & Broome (East) Counties PUMA",0.2568176272056589,-0.3767910774356138,-0.4130542178156547,0.82210829335088,#DIV/0!,0.715507451515983,-0.9309568706737178,#DIV/0!,B-,C-,C-,B,#DIV!0,B-,D,#DIV!0
84,Orange County (Northwest) PUMA,0.2568176272056589,-1.1496986960660465,0.5991206318820532,0.82210829335088,1.0234500485379172,-0.12020472903794414,1.120613583683874,0.36460096565091327,B-,D,B-,B,B,C,B,B-
85,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,0.2568176272056589,-0.15839644948695691,0.46771495157177556,0.46395249092059726,0.5522901095049575,-0.9737761324058937,-0.9798900909095736,-0.05304107051420499,B-,C,B-,B-,B-,D,D,C
86,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,0.2568176272056589,0.8657690317581209,-1.0900399468063444,-1.6084660171766987,#DIV/0!,1.5764361187668852,-0.13458610383827604,#DIV/0!,B-,B,D,D-,#DIV!0,A-,C,#DIV!0
87,Dutchess County (North & East) PUMA,0.2568176272056589,0.5188169217655475,-0.30865417157639585,-0.4363003709304282,1.0234500485379172,-0.029115327984081608,-0.11411905934320939,0.13012795252500123,B-,B-,C-,C-,B,C,C,C
88,Putnam County PUMA,0.2568176272056589,0.8657690317581209,-0.6861618002738644,-0.7998415467200692,-0.8374389086211863,0.5733302706915475,#DIV/0!,#DIV/0!,B-,B,C-,D,D,B-,#DIV!0,#DIV!0
89,Albany County (Outside Albany City) PUMA,0.2568176272056589,0.8657690317581209,1.2467939566918054,0.82210829335088,#DIV/0!,1.5764361187668852,1.1835356390945715,#DIV/0!,B-,B,B,B,#DIV!0,A-,B,#DIV!0
90,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",0.2568176272056589,0.8657690317581209,-0.1674515807884923,0.41993121537461536,-0.3762300802031005,0.375550428432146,#DIV/0!,#DIV/0!,B-,B,C,B-,C-,B-,#DIV!0,#DIV!0
91,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,0.2568176272056589,0.6229157159234335,0.2108315598927143,-0.18956877448197865,0.016495559528808466,-1.0098607735090408,#DIV/0!,#DIV/0!,B-,B-,C,C,C,D,#DIV!0,#DIV!0
92,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",0.2568176272056589,-0.17192494726990798,0.39297442253866316,0.1623112067161156,0.10814566947196377,-0.18005566285956068,-0.539327147556705,0.004134452606603992,B-,C,B-,C,C,C,C-,C
93,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,0.2568176272056589,0.8657690317581209,1.2467939566918054,0.82210829335088,#DIV/0!,1.5764361187668852,-1.2129878286563307,#DIV/0!,B-,B,B,B,#DIV!0,A-,D,#DIV!0
94,Suffolk County (Northwest)--Huntington Town (South) PUMA,0.2568176272056589,0.8657690317581209,0.1974027560542336,0.82210829335088,#DIV/0!,1.5764361187668852,3.4864454852906763,#DIV/0!,B-,B,C,B,#DIV!0,A-,A,#DIV!0
95,Oswego County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.009146322601658706,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0
96,Rensselaer County--Troy City PUMA,-6.1081860840889535,0.8657690317581209,-2.3024558632656356,-2.8695171238939365,-2.366684289256885,-0.5904775606697079,1.9031621345903549,-1.638341393546663,E,B,E,E,E,C-,A,D-
97,Saratoga County (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
98,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,-1.7481877659279537,0.8657690317581209,0.005582314452353339,-0.8022068902368393,-2.366684289256885,0.550735809361125,-0.6363600192777077,-0.5901931155896837,D-,B,C,D,E,B-,C-,C-
99,Monroe County (East) PUMA,0.2568176272056589,-3.0749216002562956,1.2467939566918054,#DIV/0!,#DIV/0!,1.5764361187668852,-0.5916243847200343,#DIV/0!,B-,E,B,#DIV!0,#DIV!0,A-,C-,#DIV!0
100,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",0.2568176272056589,0.38376112065271617,0.28673219131919847,0.1623284315454233,-0.5502419403643615,0.8095783520550678,-1.2552646997335373,0.013387297525737958,B-,B-,B-,C,C-,B,D-,C
101,Erie County (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4.766068480575064,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,A,#DIV!0
102,Monroe County (Central)--Greece & Gates Towns PUMA,0.2568176272056589,0.8657690317581209,1.2467939566918054,0.82210829335088,#DIV/0!,1.5764361187668852,-0.10466114323675758,#DIV/0!,B-,B,B,B,#DIV!0,A-,C,#DIV!0
103,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.2568176272056589,0.18337174602707498,0.7423551218451011,0.82210829335088,1.0234500485379172,0.7314633768145412,-0.31912161733815564,0.49149208520614535,B-,C,B-,B,B,B-,C-,B-
104,NYC-Manhattan Community District 11--East Harlem PUMA,0.2568176272056589,0.4185046148270017,-1.0685964837954525,-0.6042015269482536,0.23629868512719265,-1.3565581544099174,1.5915802454779544,-0.07516499893083083,B-,B-,D,C-,C,D-,A-,C
105,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",-0.13778833209419472,-0.17593172919411582,-0.209681178612076,-0.12684670768291673,-0.8670270084629379,-0.028695516580362766,0.7370052473680488,-0.11556646075122219,C,C,C,C,D,C,B-,C
106,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,0.2568176272056589,-0.46080009189029625,0.3021795232001968,0.82210829335088,-0.1264919458979169,-1.1944112107362488,#DIV/0!,#DIV/0!,B-,C-,B-,B,C,D,#DIV!0,#DIV!0
107,Onondaga County (North) PUMA,0.2568176272056589,-0.0036057550515695425,1.2467939566918054,0.82210829335088,#DIV/0!,0.7532184009887335,#DIV/0!,#DIV/0!,B-,C,B,B,#DIV!0,B,#DIV!0,#DIV!0
108,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,0.2568176272056589,0.8657690317581209,0.1272563809132351,-0.1288120818331768,0.5651597307160593,-0.7585203210834124,-0.5158218534168476,0.05883550203709106,B-,B,C,C,B-,D,C-,C
