,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NRB_mf_t,Total_NRB_m,Total_NRB_f,Total_RB_mf_t,Total_RB_m,Total_RB_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NRB_mf_t,BABS_NRB_m,BABS_NRB_f,BABS_RB_mf_t,BABS_RB_m,BABS_RB_f,Total_HS,Total_HS_m,Total_HS_f,HS_NRB_mf_t,HS_NRB_m,HS_NRB_f,HS_RB_mf_t,HS_RB_m,HS_RB_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NRB_mf_t,HSINC_NRB_m,HSINC_NRB_f,HSINC_RB_mf_t,HSINC_RB_m,HSINC_RB_f
0,Total Geo,363971.0,191358.0,172613.0,273483.0,145976.0,127507.0,90488.0,45382.0,45106.0,64871.0,27350.0,37521.0,53075.0,23344.0,29731.0,11796.0,4006.0,7790.0,201678.0,103252.0,98426.0,146863.0,75781.0,71082.0,54815.0,27471.0,27344.0,97422.0,60756.0,36666.0,73545.0,46851.0,26694.0,23877.0,13905.0,9972.0
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,2041.0,1440.0,601.0,1645.0,1218.0,427.0,396.0,222.0,174.0,1750.0,1149.0,601.0,1354.0,927.0,427.0,396.0,222.0,174.0,291.0,291.0,0.0,291.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,569.0,0.0,569.0,428.0,0.0,428.0,141.0,0.0,141.0,97.0,0.0,97.0,97.0,0.0,97.0,0.0,0.0,0.0,472.0,0.0,472.0,331.0,0.0,331.0,141.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,1085.0,215.0,870.0,1017.0,215.0,802.0,68.0,0.0,68.0,192.0,133.0,59.0,192.0,133.0,59.0,0.0,0.0,0.0,412.0,82.0,330.0,344.0,82.0,262.0,68.0,0.0,68.0,481.0,0.0,481.0,481.0,0.0,481.0,0.0,0.0,0.0
4,Madison & Cortland Counties PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Ontario & Yates Counties PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Monroe County (Central)--Greece & Gates Towns PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,250.0,0.0,250.0,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,250.0,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",53.0,53.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
9,NYC-Manhattan Community District 8--Upper East Side PUMA,2300.0,1155.0,1145.0,2078.0,1155.0,923.0,222.0,0.0,222.0,1704.0,709.0,995.0,1482.0,709.0,773.0,222.0,0.0,222.0,357.0,207.0,150.0,357.0,207.0,150.0,0.0,0.0,0.0,239.0,239.0,0.0,239.0,239.0,0.0,0.0,0.0,0.0
