,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Emp_mf_t,Total_emp_m,Total_emp_f,Total_UnEmp_mf_t,Total_UnEmp_m,Total_UnEmp_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Emp_mf_t,BABS_emp_m,BABS_emp_f,BABS_UnEmp_mf_t,BABS_UnEmp_m,BABS_UnEmp_f,Total_HS,Total_HS_m,Total_HS_f,HS_Emp_mf_t,HS_emp_m,HS_emp_f,HS_UnEmp_mf_t,HS_UnEmp_m,HS_UnEmp_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Emp_mf_t,HSINC_emp_m,HSINC_emp_f,HSINC_UnEmp_mf_t,HSINC_UnEmp_m,HSINC_UnEmp_f
0,Total Geo,1019691,562116,457575,972123,540120,432003,47568,21996,25572,407070,199994,207076,387510,190729,196781,19560,9265,10295,462833,259630,203203,441276,250176,191100,21557,9454,12103,149788,102492,47296,143337,99215,44122,6451,3277,3174
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,5419,3315,2104,5116,3157,1959,303,158,145,4351,2537,1814,4048,2379,1669,303,158,145,778,778,0,778,778,0,0,0,0,290,0,290,290,0,290,0,0,0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,10551,4750,5801,9766,4290,5476,785,460,325,3758,1642,2116,3608,1642,1966,150,0,150,6449,2785,3664,5814,2325,3489,635,460,175,344,323,21,344,323,21,0,0,0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,4384,2159,2225,4249,2159,2090,135,0,135,3365,1837,1528,3230,1837,1393,135,0,135,1019,322,697,1019,322,697,0,0,0,0,0,0,0,0,0,0,0,0
4,Madison & Cortland Counties PUMA,45,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,45,45,0,0,0,0
5,Ontario & Yates Counties PUMA,493,153,340,493,153,340,0,0,0,409,153,256,409,153,256,0,0,0,84,0,84,84,0,84,0,0,0,0,0,0,0,0,0,0,0,0
6,Monroe County (Central)--Greece & Gates Towns PUMA,1360,925,435,1317,925,392,43,0,43,521,357,164,521,357,164,0,0,0,593,365,228,593,365,228,0,0,0,246,203,43,203,203,0,43,0,43
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,9159,3870,5289,8987,3870,5117,172,0,172,5670,2463,3207,5670,2463,3207,0,0,0,3100,1211,1889,2928,1211,1717,172,0,172,389,196,193,389,196,193,0,0,0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",533,199,334,519,199,320,14,0,14,0,0,0,0,0,0,0,0,0,328,199,129,314,199,115,14,0,14,205,0,205,205,0,205,0,0,0
9,NYC-Manhattan Community District 8--Upper East Side PUMA,11911,5149,6762,11356,4759,6597,555,390,165,10582,4678,5904,10192,4288,5904,390,390,0,1065,207,858,900,207,693,165,0,165,264,264,0,264,264,0,0,0,0
10,Suffolk County (Southwest)--Islip Town (South) PUMA,4298,1515,2783,3663,880,2783,635,635,0,2824,1113,1711,2215,504,1711,609,609,0,448,389,59,422,363,59,26,26,0,1026,13,1013,1026,13,1013,0,0,0
11,Erie County (Northwest) PUMA,1153,669,484,1153,669,484,0,0,0,734,250,484,734,250,484,0,0,0,302,302,0,302,302,0,0,0,0,117,117,0,117,117,0,0,0,0
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",22298,12311,9987,21034,12214,8820,1264,97,1167,11994,5782,6212,11457,5685,5772,537,97,440,7894,4827,3067,7167,4827,2340,727,0,727,2410,1702,708,2410,1702,708,0,0,0
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,13975,7722,6253,13300,7383,5917,675,339,336,2734,1777,957,2689,1777,912,45,0,45,8972,5147,3825,8453,4919,3534,519,228,291,2269,798,1471,2158,687,1471,111,111,0
14,Rockland County (North)--New City & Congers PUMA,8161,4660,3501,7567,4326,3241,594,334,260,2742,1115,1627,2546,1115,1431,196,0,196,4615,2874,1741,4217,2540,1677,398,334,64,804,671,133,804,671,133,0,0,0
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",418,263,155,418,263,155,0,0,0,257,109,148,257,109,148,0,0,0,113,106,7,113,106,7,0,0,0,48,48,0,48,48,0,0,0,0
16,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,11819,7201,4618,11372,6886,4486,447,315,132,3456,1927,1529,3269,1803,1466,187,124,63,5094,2989,2105,4956,2920,2036,138,69,69,3269,2285,984,3147,2163,984,122,122,0
17,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,20165,11258,8907,19277,10800,8477,888,458,430,6977,3893,3084,6725,3794,2931,252,99,153,9784,5221,4563,9148,4862,4286,636,359,277,3404,2144,1260,3404,2144,1260,0,0,0
18,Tompkins County PUMA,1753,641,1112,1753,641,1112,0,0,0,1466,630,836,1466,630,836,0,0,0,228,0,228,228,0,228,0,0,0,59,11,48,59,11,48,0,0,0
19,Dutchess County (Southwest) PUMA,5407,2894,2513,4784,2697,2087,623,197,426,2957,1485,1472,2760,1288,1472,197,197,0,1724,683,1041,1298,683,615,426,0,426,726,726,0,726,726,0,0,0,0
20,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,20821,12676,8145,19764,12202,7562,1057,474,583,7831,4413,3418,7419,4233,3186,412,180,232,10320,6287,4033,9876,6060,3816,444,227,217,2670,1976,694,2469,1909,560,201,67,134
21,Westchester County (Northwest) PUMA,8503,5834,2669,8298,5629,2669,205,205,0,2325,1031,1294,2120,826,1294,205,205,0,4170,2795,1375,4170,2795,1375,0,0,0,2008,2008,0,2008,2008,0,0,0,0
22,Albany County (Outside Albany City) PUMA,5092,2518,2574,5069,2518,2551,23,0,23,3400,2118,1282,3400,2118,1282,0,0,0,1338,400,938,1315,400,915,23,0,23,354,0,354,354,0,354,0,0,0
23,Monroe County (South) PUMA,4708,2721,1987,4636,2649,1987,72,72,0,3209,1648,1561,3137,1576,1561,72,72,0,621,327,294,621,327,294,0,0,0,878,746,132,878,746,132,0,0,0
24,Jefferson & Lewis Counties PUMA,2187,1235,952,2080,1128,952,107,107,0,1564,965,599,1543,944,599,21,21,0,623,270,353,537,184,353,86,86,0,0,0,0,0,0,0,0,0,0
25,"Chenango, Delaware & Broome (East) Counties PUMA",316,84,232,316,84,232,0,0,0,132,0,132,132,0,132,0,0,0,143,43,100,143,43,100,0,0,0,41,41,0,41,41,0,0,0,0
26,Erie County (Central) PUMA,1655,1093,562,1151,728,423,504,365,139,528,313,215,389,313,76,139,0,139,943,780,163,578,415,163,365,365,0,184,0,184,184,0,184,0,0,0
27,St. Lawrence County PUMA,339,227,112,339,227,112,0,0,0,148,148,0,148,148,0,0,0,0,191,79,112,191,79,112,0,0,0,0,0,0,0,0,0,0,0,0
28,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",14417,7515,6902,14172,7359,6813,245,156,89,6358,2950,3408,6269,2950,3319,89,0,89,4907,2661,2246,4751,2505,2246,156,156,0,3152,1904,1248,3152,1904,1248,0,0,0
29,Suffolk County (North Central)--Brookhaven Town (North) PUMA,4252,2339,1913,4075,2295,1780,177,44,133,2623,1565,1058,2623,1565,1058,0,0,0,1279,424,855,1102,380,722,177,44,133,350,350,0,350,350,0,0,0,0
30,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,8844,4586,4258,8544,4565,3979,300,21,279,3911,1754,2157,3752,1743,2009,159,11,148,3720,1966,1754,3579,1956,1623,141,10,131,1213,866,347,1213,866,347,0,0,0
31,Cayuga & Onondaga (South) Counties PUMA,748,659,89,748,659,89,0,0,0,382,293,89,382,293,89,0,0,0,366,366,0,366,366,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,2583,1098,1485,2298,1098,1200,285,0,285,913,415,498,790,415,375,123,0,123,1670,683,987,1508,683,825,162,0,162,0,0,0,0,0,0,0,0,0
33,Fulton & Montgomery Counties PUMA,43,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Onondaga County (Central)--Syracuse City (Outer) PUMA,2053,1340,713,2053,1340,713,0,0,0,991,504,487,991,504,487,0,0,0,734,508,226,734,508,226,0,0,0,328,328,0,328,328,0,0,0,0
35,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,6325,3480,2845,6153,3308,2845,172,172,0,3562,1507,2055,3502,1447,2055,60,60,0,2427,1787,640,2315,1675,640,112,112,0,336,186,150,336,186,150,0,0,0
36,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,730,516,214,730,516,214,0,0,0,158,158,0,158,158,0,0,0,0,511,358,153,511,358,153,0,0,0,61,0,61,61,0,61,0,0,0
37,Suffolk County (Central)--Brookhaven Town (Central) PUMA,5664,3113,2551,5245,3113,2132,419,0,419,906,583,323,906,583,323,0,0,0,3132,1620,1512,2713,1620,1093,419,0,419,1626,910,716,1626,910,716,0,0,0
38,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",11284,5421,5863,10299,4575,5724,985,846,139,2194,1256,938,1979,1041,938,215,215,0,6483,3036,3447,6344,3036,3308,139,0,139,2607,1129,1478,1976,498,1478,631,631,0
39,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,26385,16102,10283,25668,15679,9989,717,423,294,9147,5501,3646,8696,5233,3463,451,268,183,13510,7607,5903,13244,7452,5792,266,155,111,3728,2994,734,3728,2994,734,0,0,0
40,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",3156,898,2258,3068,898,2170,88,0,88,3115,857,2258,3027,857,2170,88,0,88,41,41,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Suffolk County (Central)--Islip Town (East) PUMA,2314,1211,1103,2244,1141,1103,70,70,0,1642,727,915,1642,727,915,0,0,0,602,414,188,602,414,188,0,0,0,70,70,0,0,0,0,70,70,0
42,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",7089,2937,4152,6974,2878,4096,115,59,56,1767,256,1511,1767,256,1511,0,0,0,5033,2539,2494,5033,2539,2494,0,0,0,289,142,147,174,83,91,115,59,56
43,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",35547,19280,16267,34223,18759,15464,1324,521,803,14042,6820,7222,13409,6519,6890,633,301,332,17897,9864,8033,17279,9644,7635,618,220,398,3608,2596,1012,3535,2596,939,73,0,73
