,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NRB_mf_t,Total_NRB_m,Total_NRB_f,Total_RB_mf_t,Total_RB_m,Total_RB_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NRB_mf_t,BABS_NRB_m,BABS_NRB_f,BABS_RB_mf_t,BABS_RB_m,BABS_RB_f,Total_HS,Total_HS_m,Total_HS_f,HS_NRB_mf_t,HS_NRB_m,HS_NRB_f,HS_RB_mf_t,HS_RB_m,HS_RB_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NRB_mf_t,HSINC_NRB_m,HSINC_NRB_f,HSINC_RB_mf_t,HSINC_RB_m,HSINC_RB_f
0,Total Geo,690612.0,355204.0,335408.0,525843.0,274058.0,251785.0,164769.0,81146.0,83623.0,222155.0,101943.0,120212.0,185373.0,87290.0,98083.0,36782.0,14653.0,22129.0,336602.0,175370.0,161232.0,244200.0,127913.0,116287.0,92402.0,47457.0,44945.0,131855.0,77891.0,53964.0,96270.0,58855.0,37415.0,35585.0,19036.0,16549.0
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,5573.0,3416.0,2157.0,4241.0,2455.0,1786.0,1332.0,961.0,371.0,2920.0,1616.0,1304.0,2285.0,1155.0,1130.0,635.0,461.0,174.0,1978.0,1612.0,366.0,1478.0,1112.0,366.0,500.0,500.0,0.0,675.0,188.0,487.0,478.0,188.0,290.0,197.0,0.0,197.0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,1465.0,362.0,1103.0,1324.0,362.0,962.0,141.0,0.0,141.0,647.0,191.0,456.0,647.0,191.0,456.0,0.0,0.0,0.0,818.0,171.0,647.0,677.0,171.0,506.0,141.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,4312.0,1529.0,2783.0,3962.0,1385.0,2577.0,350.0,144.0,206.0,2744.0,1313.0,1431.0,2462.0,1169.0,1293.0,282.0,144.0,138.0,1087.0,216.0,871.0,1019.0,216.0,803.0,68.0,0.0,68.0,481.0,0.0,481.0,481.0,0.0,481.0,0.0,0.0,0.0
4,Madison & Cortland Counties PUMA,45.0,45.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0
5,Ontario & Yates Counties PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Monroe County (Central)--Greece & Gates Towns PUMA,1111.0,642.0,469.0,1040.0,642.0,398.0,71.0,0.0,71.0,712.0,357.0,355.0,712.0,357.0,355.0,0.0,0.0,0.0,219.0,148.0,71.0,148.0,148.0,0.0,71.0,0.0,71.0,180.0,137.0,43.0,180.0,137.0,43.0,0.0,0.0,0.0
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,1142.0,243.0,899.0,750.0,243.0,507.0,392.0,0.0,392.0,450.0,243.0,207.0,450.0,243.0,207.0,0.0,0.0,0.0,692.0,0.0,692.0,300.0,0.0,300.0,392.0,0.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",78.0,53.0,25.0,14.0,0.0,14.0,64.0,53.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,14.0,0.0,14.0,11.0,0.0,11.0,53.0,53.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
9,NYC-Manhattan Community District 8--Upper East Side PUMA,11099.0,4643.0,6456.0,10003.0,4236.0,5767.0,1096.0,407.0,689.0,9717.0,4197.0,5520.0,8621.0,3790.0,4831.0,1096.0,407.0,689.0,1143.0,207.0,936.0,1143.0,207.0,936.0,0.0,0.0,0.0,239.0,239.0,0.0,239.0,239.0,0.0,0.0,0.0,0.0
10,Suffolk County (Southwest)--Islip Town (South) PUMA,2378.0,609.0,1769.0,2378.0,609.0,1769.0,0.0,0.0,0.0,1365.0,609.0,756.0,1365.0,609.0,756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.0,0.0,1013.0,1013.0,0.0,1013.0,0.0,0.0,0.0
11,Erie County (Northwest) PUMA,681.0,196.0,485.0,681.0,196.0,485.0,0.0,0.0,0.0,485.0,0.0,485.0,485.0,0.0,485.0,0.0,0.0,0.0,79.0,79.0,0.0,79.0,79.0,0.0,0.0,0.0,0.0,117.0,117.0,0.0,117.0,117.0,0.0,0.0,0.0,0.0
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",15035.0,7263.0,7772.0,12975.0,6040.0,6935.0,2060.0,1223.0,837.0,8469.0,3788.0,4681.0,7682.0,3494.0,4188.0,787.0,294.0,493.0,4789.0,2390.0,2399.0,4085.0,1806.0,2279.0,704.0,584.0,120.0,1777.0,1085.0,692.0,1208.0,740.0,468.0,569.0,345.0,224.0
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,11881.0,5754.0,6127.0,8621.0,4537.0,4084.0,3260.0,1217.0,2043.0,2135.0,1157.0,978.0,1745.0,957.0,788.0,390.0,200.0,190.0,6866.0,3600.0,3266.0,5570.0,3238.0,2332.0,1296.0,362.0,934.0,2880.0,997.0,1883.0,1306.0,342.0,964.0,1574.0,655.0,919.0
14,Rockland County (North)--New City & Congers PUMA,3573.0,1724.0,1849.0,3184.0,1643.0,1541.0,389.0,81.0,308.0,463.0,246.0,217.0,463.0,246.0,217.0,0.0,0.0,0.0,2104.0,1179.0,925.0,2007.0,1179.0,828.0,97.0,0.0,97.0,1006.0,299.0,707.0,714.0,218.0,496.0,292.0,81.0,211.0
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",312.0,186.0,126.0,112.0,80.0,32.0,200.0,106.0,94.0,206.0,80.0,126.0,112.0,80.0,32.0,94.0,0.0,94.0,106.0,106.0,0.0,0.0,0.0,0.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,10171.0,5303.0,4868.0,7136.0,3905.0,3231.0,3035.0,1398.0,1637.0,2240.0,1067.0,1173.0,1941.0,991.0,950.0,299.0,76.0,223.0,4548.0,2140.0,2408.0,3053.0,1643.0,1410.0,1495.0,497.0,998.0,3383.0,2096.0,1287.0,2142.0,1271.0,871.0,1241.0,825.0,416.0
17,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,10394.0,5792.0,4602.0,8087.0,4693.0,3394.0,2307.0,1099.0,1208.0,2798.0,1465.0,1333.0,2441.0,1268.0,1173.0,357.0,197.0,160.0,5408.0,2783.0,2625.0,4294.0,2382.0,1912.0,1114.0,401.0,713.0,2188.0,1544.0,644.0,1352.0,1043.0,309.0,836.0,501.0,335.0
18,Tompkins County PUMA,1107.0,515.0,592.0,818.0,306.0,512.0,289.0,209.0,80.0,1027.0,515.0,512.0,818.0,306.0,512.0,209.0,209.0,0.0,80.0,0.0,80.0,0.0,0.0,0.0,80.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Dutchess County (Southwest) PUMA,2743.0,1685.0,1058.0,2262.0,1429.0,833.0,481.0,256.0,225.0,1287.0,930.0,357.0,1049.0,798.0,251.0,238.0,132.0,106.0,1274.0,573.0,701.0,1031.0,449.0,582.0,243.0,124.0,119.0,182.0,182.0,0.0,182.0,182.0,0.0,0.0,0.0,0.0
20,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,10548.0,5432.0,5116.0,7587.0,4372.0,3215.0,2961.0,1060.0,1901.0,3489.0,1489.0,2000.0,2647.0,1401.0,1246.0,842.0,88.0,754.0,5999.0,3084.0,2915.0,4170.0,2294.0,1876.0,1829.0,790.0,1039.0,1060.0,859.0,201.0,770.0,677.0,93.0,290.0,182.0,108.0
21,Westchester County (Northwest) PUMA,6597.0,3559.0,3038.0,4143.0,2302.0,1841.0,2454.0,1257.0,1197.0,1347.0,303.0,1044.0,1347.0,303.0,1044.0,0.0,0.0,0.0,3818.0,2126.0,1692.0,1706.0,909.0,797.0,2112.0,1217.0,895.0,1432.0,1130.0,302.0,1090.0,1090.0,0.0,342.0,40.0,302.0
22,Albany County (Outside Albany City) PUMA,2039.0,786.0,1253.0,1869.0,786.0,1083.0,170.0,0.0,170.0,743.0,471.0,272.0,743.0,471.0,272.0,0.0,0.0,0.0,1126.0,315.0,811.0,1126.0,315.0,811.0,0.0,0.0,0.0,170.0,0.0,170.0,0.0,0.0,0.0,170.0,0.0,170.0
23,Monroe County (South) PUMA,2281.0,1132.0,1149.0,2200.0,1051.0,1149.0,81.0,81.0,0.0,1144.0,646.0,498.0,1063.0,565.0,498.0,81.0,81.0,0.0,112.0,0.0,112.0,112.0,0.0,112.0,0.0,0.0,0.0,1025.0,486.0,539.0,1025.0,486.0,539.0,0.0,0.0,0.0
24,Jefferson & Lewis Counties PUMA,1164.0,508.0,656.0,832.0,422.0,410.0,332.0,86.0,246.0,945.0,422.0,523.0,832.0,422.0,410.0,113.0,0.0,113.0,219.0,86.0,133.0,0.0,0.0,0.0,219.0,86.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
