,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Owner_mf_t,Total_Owner_m,Total_Owner_f,Total_NotOwner_mf_t,Total_NotOwner_m,Total_NotOwner_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Owner_mf_t,BABS_Owner_m,BABS_Owner_f,BABS_NotOwner_mf_t,BABS_NotOwner_m,BABS_NotOwner_f,Total_HS,Total_HS_m,Total_HS_f,HS_Owner_mf_t,HS_Owner_m,HS_Owner_f,HS_NotOwner_mf_t,HS_NotOwner_m,HS_NotOwner_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Owner_mf_t,HSINC_Owner_m,HSINC_Owner_f,HSINC_NotOwner_mf_t,HSINC_NotOwner_m,HSINC_NotOwner_f
0,Total Geo,1233761.0,620708.0,613053.0,511239.0,248968.0,262271.0,722522.0,371740.0,350782.0,475950.0,215795.0,260155.0,242926.0,108626.0,134300.0,233024.0,107169.0,125855.0,563017.0,289991.0,273026.0,211981.0,107132.0,104849.0,351036.0,182859.0,168177.0,194794.0,114922.0,79872.0,56332.0,33210.0,23122.0,138462.0,81712.0,56750.0
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,7966.0,4337.0,3629.0,2136.0,921.0,1215.0,5830.0,3416.0,2414.0,5128.0,2537.0,2591.0,1951.0,921.0,1030.0,3177.0,1616.0,1561.0,2163.0,1612.0,551.0,185.0,0.0,185.0,1978.0,1612.0,366.0,675.0,188.0,487.0,0.0,0.0,0.0,675.0,188.0,487.0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,11454.0,5206.0,6248.0,9989.0,4844.0,5145.0,1465.0,362.0,1103.0,4353.0,1901.0,2452.0,3706.0,1710.0,1996.0,647.0,191.0,456.0,6757.0,2982.0,3775.0,5939.0,2811.0,3128.0,818.0,171.0,647.0,344.0,323.0,21.0,344.0,323.0,21.0,0.0,0.0,0.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,5799.0,2285.0,3514.0,1346.0,681.0,665.0,4453.0,1604.0,2849.0,3831.0,1881.0,1950.0,1012.0,493.0,519.0,2819.0,1388.0,1431.0,1487.0,404.0,1083.0,334.0,188.0,146.0,1153.0,216.0,937.0,481.0,0.0,481.0,0.0,0.0,0.0,481.0,0.0,481.0
4,Madison & Cortland Counties PUMA,144.0,45.0,99.0,99.0,0.0,99.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,99.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0
5,Ontario & Yates Counties PUMA,559.0,153.0,406.0,559.0,153.0,406.0,0.0,0.0,0.0,475.0,153.0,322.0,475.0,153.0,322.0,0.0,0.0,0.0,84.0,0.0,84.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Monroe County (Central)--Greece & Gates Towns PUMA,1551.0,925.0,626.0,440.0,283.0,157.0,1111.0,642.0,469.0,712.0,357.0,355.0,0.0,0.0,0.0,712.0,357.0,355.0,593.0,365.0,228.0,374.0,217.0,157.0,219.0,148.0,71.0,246.0,203.0,43.0,66.0,66.0,0.0,180.0,137.0,43.0
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,10102.0,3870.0,6232.0,8960.0,3627.0,5333.0,1142.0,243.0,899.0,6475.0,2463.0,4012.0,6025.0,2220.0,3805.0,450.0,243.0,207.0,3238.0,1211.0,2027.0,2546.0,1211.0,1335.0,692.0,0.0,692.0,389.0,196.0,193.0,389.0,196.0,193.0,0.0,0.0,0.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",487.0,53.0,434.0,409.0,0.0,409.0,78.0,53.0,25.0,89.0,0.0,89.0,89.0,0.0,89.0,0.0,0.0,0.0,140.0,0.0,140.0,115.0,0.0,115.0,25.0,0.0,25.0,258.0,53.0,205.0,205.0,0.0,205.0,53.0,53.0,0.0
9,NYC-Manhattan Community District 8--Upper East Side PUMA,12984.0,5388.0,7596.0,1885.0,745.0,1140.0,11099.0,4643.0,6456.0,11020.0,4678.0,6342.0,1303.0,481.0,822.0,9717.0,4197.0,5520.0,1461.0,207.0,1254.0,318.0,0.0,318.0,1143.0,207.0,936.0,503.0,503.0,0.0,264.0,264.0,0.0,239.0,239.0,0.0
10,Suffolk County (Southwest)--Islip Town (South) PUMA,4391.0,1476.0,2915.0,2013.0,867.0,1146.0,2378.0,609.0,1769.0,2824.0,1113.0,1711.0,1459.0,504.0,955.0,1365.0,609.0,756.0,554.0,363.0,191.0,554.0,363.0,191.0,0.0,0.0,0.0,1013.0,0.0,1013.0,0.0,0.0,0.0,1013.0,0.0,1013.0
11,Erie County (Northwest) PUMA,1509.0,669.0,840.0,828.0,473.0,355.0,681.0,196.0,485.0,891.0,250.0,641.0,406.0,250.0,156.0,485.0,0.0,485.0,501.0,302.0,199.0,422.0,223.0,199.0,79.0,79.0,0.0,117.0,117.0,0.0,0.0,0.0,0.0,117.0,117.0,0.0
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",27644.0,13346.0,14298.0,12374.0,5887.0,6487.0,15270.0,7459.0,7811.0,14573.0,6344.0,8229.0,6015.0,2467.0,3548.0,8558.0,3877.0,4681.0,9978.0,5022.0,4956.0,5113.0,2556.0,2557.0,4865.0,2466.0,2399.0,3093.0,1980.0,1113.0,1246.0,864.0,382.0,1847.0,1116.0,731.0
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,17412.0,8487.0,8925.0,5365.0,2733.0,2632.0,12047.0,5754.0,6293.0,3045.0,1777.0,1268.0,744.0,620.0,124.0,2301.0,1157.0,1144.0,11049.0,5621.0,5428.0,4183.0,2021.0,2162.0,6866.0,3600.0,3266.0,3318.0,1089.0,2229.0,438.0,92.0,346.0,2880.0,997.0,1883.0
14,Rockland County (North)--New City & Congers PUMA,10021.0,5058.0,4963.0,6448.0,3334.0,3114.0,3573.0,1724.0,1849.0,2979.0,1228.0,1751.0,2516.0,982.0,1534.0,463.0,246.0,217.0,4999.0,3047.0,1952.0,2895.0,1868.0,1027.0,2104.0,1179.0,925.0,2043.0,783.0,1260.0,1037.0,484.0,553.0,1006.0,299.0,707.0
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",487.0,263.0,224.0,175.0,77.0,98.0,312.0,186.0,126.0,326.0,109.0,217.0,120.0,29.0,91.0,206.0,80.0,126.0,113.0,106.0,7.0,7.0,0.0,7.0,106.0,106.0,0.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0
16,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,13880.0,7692.0,6188.0,3291.0,2172.0,1119.0,10589.0,5520.0,5069.0,3804.0,2156.0,1648.0,1284.0,872.0,412.0,2520.0,1284.0,1236.0,5986.0,3137.0,2849.0,1438.0,997.0,441.0,4548.0,2140.0,2408.0,4090.0,2399.0,1691.0,569.0,303.0,266.0,3521.0,2096.0,1425.0
17,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,22276.0,11496.0,10780.0,11763.0,5585.0,6178.0,10513.0,5911.0,4602.0,7807.0,3893.0,3914.0,5009.0,2428.0,2581.0,2798.0,1465.0,1333.0,10852.0,5459.0,5393.0,5325.0,2557.0,2768.0,5527.0,2902.0,2625.0,3617.0,2144.0,1473.0,1429.0,600.0,829.0,2188.0,1544.0,644.0
18,Tompkins County PUMA,2429.0,855.0,1574.0,1204.0,309.0,895.0,1225.0,546.0,679.0,2153.0,855.0,1298.0,1008.0,309.0,699.0,1145.0,546.0,599.0,228.0,0.0,228.0,148.0,0.0,148.0,80.0,0.0,80.0,48.0,0.0,48.0,48.0,0.0,48.0,0.0,0.0,0.0
19,Dutchess County (Southwest) PUMA,6097.0,2997.0,3100.0,3354.0,1312.0,2042.0,2743.0,1685.0,1058.0,3299.0,1588.0,1711.0,2012.0,658.0,1354.0,1287.0,930.0,357.0,2072.0,683.0,1389.0,798.0,110.0,688.0,1274.0,573.0,701.0,726.0,726.0,0.0,544.0,544.0,0.0,182.0,182.0,0.0
20,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,25936.0,13778.0,12158.0,14810.0,7901.0,6909.0,11126.0,5877.0,5249.0,9844.0,4753.0,5091.0,6170.0,3079.0,3091.0,3674.0,1674.0,2000.0,13038.0,6950.0,6088.0,6687.0,3606.0,3081.0,6351.0,3344.0,3007.0,3054.0,2075.0,979.0,1953.0,1216.0,737.0,1101.0,859.0,242.0
21,Westchester County (Northwest) PUMA,10405.0,5834.0,4571.0,3393.0,2056.0,1337.0,7012.0,3778.0,3234.0,2844.0,1031.0,1813.0,1497.0,728.0,769.0,1347.0,303.0,1044.0,5184.0,2795.0,2389.0,951.0,450.0,501.0,4233.0,2345.0,1888.0,2377.0,2008.0,369.0,945.0,878.0,67.0,1432.0,1130.0,302.0
22,Albany County (Outside Albany City) PUMA,5867.0,2518.0,3349.0,3437.0,1732.0,1705.0,2430.0,786.0,1644.0,3647.0,2118.0,1529.0,2904.0,1647.0,1257.0,743.0,471.0,272.0,1729.0,400.0,1329.0,212.0,85.0,127.0,1517.0,315.0,1202.0,491.0,0.0,491.0,321.0,0.0,321.0,170.0,0.0,170.0
23,Monroe County (South) PUMA,5933.0,2984.0,2949.0,3384.0,1584.0,1800.0,2549.0,1400.0,1149.0,3825.0,1911.0,1914.0,2413.0,997.0,1416.0,1412.0,914.0,498.0,733.0,327.0,406.0,621.0,327.0,294.0,112.0,0.0,112.0,1375.0,746.0,629.0,350.0,260.0,90.0,1025.0,486.0,539.0
