,puma,BABS_Working_Poor_Total,BABS_Working_Poor_M,BABS_Working_Poor_F,HS_Working_Poor_Total,HS_Working_Poor_M,HS_Working_Poor_F,HSINC_Working_Poor_Total,HSINC_Working_Poor_M,HSINC_Working_Poor_F
0,Total Geo,0.021532721804996574,0.019968200769415304,0.023006114735390926,0.07123379421358261,0.060279063011592825,0.08701290068791319,0.20315749341466796,0.17521045194066598,0.25896303990305547
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.0865899669290605,0.07892875189489641,0.09313979609469501,0.23789395163796856,0.1319671061219162,0.3342036553524804,0.4109759900218273,0.25554484088717455,0.6954986760812003
2,Ulster County (East) PUMA,0.11552381411957728,0.06931886678722121,0.14636305117476667,0.17613649428591138,0.1482537419814683,0.21000101843364904,0.35537190082644626,0.48740798140255714,0.13307240704500978
3,Albany County (East Central)--Albany City PUMA,0.10003877471888328,0.12230378317334839,0.07860404435746901,0.3723744937364604,0.27614264188849824,0.45731004521677454,0.7729885057471264,0.6423705722070845,0.918693009118541
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,0.017448447767958303,0.03484162895927602,0.0,0.2122611464968153,0.20303618965393194,0.2195874521455917,0.3167296461697011,0.21096269000460618,0.6270270270270271
5,Ontario & Yates Counties PUMA,0.023911943319838057,0.021600083883820908,0.0254673721340388,0.19213380301223199,0.19851207628228637,0.18495815159731227,0.34430979978925186,0.4148489932885906,0.22521246458923513
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.017985220604216475,0.0,0.03146686947428463,0.05131448188634927,0.050793154645620064,0.05202869071833851,0.2588575560375994,0.28795298726738494,0.17679558011049723
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.049523553885384514,0.002881171157140632,0.08483669378611013,0.14868590332659437,0.05131588084160822,0.2582005623242737,0.5435750636132316,0.31296296296296294,0.7887139107611548
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",0.07350803994186864,0.13335791543756145,0.03660477453580902,0.18229434508504275,0.14295647336948963,0.22995913896962805,0.5487271280827367,0.47245283018867923,0.6337258200168209
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,0.06892900629996294,0.07605446695450016,0.06239853896103896,0.2844055478786018,0.20861031972143082,0.3557940767243093,0.7116674117121145,0.8190747782002535,0.4544764795144158
