,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NP_mf_t,Total_NP_m,Total_NP_f,Total_P_mf_t,Total_P_m,Total_P_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NP_mf_t,BABS_NP_m,BABS_NP_f,BABS_P_mf_t,BABS_P_m,BABS_P_f,Total_HS,Total_HS_m,Total_HS_f,HS_NP_mf_t,HS_NP_m,HS_NP_f,HS_P_mf_t,HS_P_m,HS_P_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NP_mf_t,HSINC_NP_m,HSINC_NP_f,HSINC_P_mf_t,HSINC_P_m,HSINC_P_f
0,Total Geo,390350,194530,195820,332025,165343,166682,58325,29187,29138,200423,92206,108217,179567,82251,97316,20856,9955,10901,159940,85768,74172,132002,71897,60105,27938,13871,14067,29987,16556,13431,20456,11195,9261,9531,5361,4170
1,Nassau County (Central)--Hempstead Town (Northeast) PUMA,1476,627,849,1476,627,849,0,0,0,412,168,244,412,168,244,0,0,0,997,392,605,997,392,605,0,0,0,67,67,0,67,67,0,0,0,0
2,"Chenango, Delaware & Broome (East) Counties PUMA",1088,563,525,1026,501,525,62,62,0,209,163,46,209,163,46,0,0,0,879,400,479,817,338,479,62,62,0,0,0,0,0,0,0,0,0,0
3,Cayuga & Onondaga (South) Counties PUMA,166,0,166,166,0,166,0,0,0,166,0,166,166,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,428,93,335,198,93,105,230,0,230,107,0,107,0,0,0,107,0,107,321,93,228,198,93,105,123,0,123,0,0,0,0,0,0,0,0,0
5,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",4041,1869,2172,3259,1480,1779,782,389,393,1547,509,1038,1043,368,675,504,141,363,2223,1270,953,2035,1112,923,188,158,30,271,90,181,181,0,181,90,90,0
6,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",17636,8315,9321,15446,7608,7838,2190,707,1483,5829,2249,3580,5373,2170,3203,456,79,377,10684,5469,5215,9065,4841,4224,1619,628,991,1123,597,526,1008,597,411,115,0,115
7,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",251,30,221,136,0,136,115,30,85,118,0,118,111,0,111,7,0,7,133,30,103,25,0,25,108,30,78,0,0,0,0,0,0,0,0,0
8,Erie County (Northwest) PUMA,356,257,99,356,257,99,0,0,0,257,257,0,257,257,0,0,0,0,99,0,99,99,0,99,0,0,0,0,0,0,0,0,0,0,0,0
9,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,7233,3731,3502,6894,3392,3502,339,339,0,6389,2887,3502,6050,2548,3502,339,339,0,844,844,0,844,844,0,0,0,0,0,0,0,0,0,0,0,0,0
