,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NRB_mf_t,Total_NRB_m,Total_NRB_f,Total_RB_mf_t,Total_RB_m,Total_RB_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NRB_mf_t,BABS_NRB_m,BABS_NRB_f,BABS_RB_mf_t,BABS_RB_m,BABS_RB_f,Total_HS,Total_HS_m,Total_HS_f,HS_NRB_mf_t,HS_NRB_m,HS_NRB_f,HS_RB_mf_t,HS_RB_m,HS_RB_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NRB_mf_t,HSINC_NRB_m,HSINC_NRB_f,HSINC_RB_mf_t,HSINC_RB_m,HSINC_RB_f
0,Total Geo,174240.0,90129.0,84111.0,138518.0,71384.0,67134.0,35722.0,18745.0,16977.0,93165.0,43220.0,49945.0,78688.0,36356.0,42332.0,14477.0,6864.0,7613.0,69395.0,39585.0,29810.0,52801.0,30519.0,22282.0,16594.0,9066.0,7528.0,11680.0,7324.0,4356.0,7029.0,4509.0,2520.0,4651.0,2815.0,1836.0
1,Nassau County (Central)--Hempstead Town (Northeast) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,"Chenango, Delaware & Broome (East) Counties PUMA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Cayuga & Onondaga (South) Counties PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,212.0,0.0,212.0,0.0,0.0,0.0,212.0,0.0,212.0,107.0,0.0,107.0,0.0,0.0,0.0,107.0,0.0,107.0,105.0,0.0,105.0,0.0,0.0,0.0,105.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",796.0,395.0,401.0,634.0,305.0,329.0,162.0,90.0,72.0,594.0,265.0,329.0,504.0,175.0,329.0,90.0,90.0,0.0,202.0,130.0,72.0,130.0,130.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",9898.0,4228.0,5670.0,8228.0,3932.0,4296.0,1670.0,296.0,1374.0,2705.0,989.0,1716.0,2133.0,910.0,1223.0,572.0,79.0,493.0,6727.0,3031.0,3696.0,5744.0,2814.0,2930.0,983.0,217.0,766.0,466.0,208.0,258.0,351.0,208.0,143.0,115.0,0.0,115.0
7,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Erie County (Northwest) PUMA,153.0,153.0,0.0,153.0,153.0,0.0,0.0,0.0,0.0,153.0,153.0,0.0,153.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,4262.0,1790.0,2472.0,3899.0,1427.0,2472.0,363.0,363.0,0.0,3969.0,1497.0,2472.0,3733.0,1261.0,2472.0,236.0,236.0,0.0,293.0,293.0,0.0,166.0,166.0,0.0,127.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
