,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NP_mf_t,Total_NP_m,Total_NP_f,Total_P_mf_t,Total_P_m,Total_P_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NP_mf_t,BABS_NP_m,BABS_NP_f,BABS_P_mf_t,BABS_P_m,BABS_P_f,Total_HS,Total_HS_m,Total_HS_f,HS_NP_mf_t,HS_NP_m,HS_NP_f,HS_P_mf_t,HS_P_m,HS_P_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NP_mf_t,HSINC_NP_m,HSINC_NP_f,HSINC_P_mf_t,HSINC_P_m,HSINC_P_f
0,Total Geo,271783,158539,113244,249139,141609,107530,22644,16930,5714,147596,76706,70890,141447,72577,68870,6149,4129,2020,107069,68995,38074,94540,59476,35064,12529,9519,3010,17118,12838,4280,13152,9556,3596,3966,3282,684
1,Nassau County (Central)--Hempstead Town (Northeast) PUMA,1348,627,721,1348,627,721,0,0,0,344,168,176,344,168,176,0,0,0,937,392,545,937,392,545,0,0,0,67,67,0,67,67,0,0,0,0
2,"Chenango, Delaware & Broome (East) Counties PUMA",884,516,368,869,501,368,15,15,0,209,163,46,209,163,46,0,0,0,675,353,322,660,338,322,15,15,0,0,0,0,0,0,0,0,0,0
3,Cayuga & Onondaga (South) Counties PUMA,166,0,166,166,0,166,0,0,0,166,0,166,166,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,198,93,105,198,93,105,0,0,0,0,0,0,0,0,0,0,0,0,198,93,105,198,93,105,0,0,0,0,0,0,0,0,0,0,0,0
5,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",2884,1610,1274,2555,1480,1075,329,130,199,1050,368,682,881,368,513,169,0,169,1834,1242,592,1674,1112,562,160,130,30,0,0,0,0,0,0,0,0,0
6,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",13053,6781,6272,11805,6195,5610,1248,586,662,4269,1831,2438,4000,1831,2169,269,0,269,8096,4566,3530,7117,3980,3137,979,586,393,688,384,304,688,384,304,0,0,0
7,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",115,30,85,85,0,85,30,30,0,85,0,85,85,0,85,0,0,0,30,30,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0
8,Erie County (Northwest) PUMA,257,257,0,257,257,0,0,0,0,257,257,0,257,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,6123,3392,2731,6123,3392,2731,0,0,0,5279,2548,2731,5279,2548,2731,0,0,0,844,844,0,844,844,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",4281,1621,2660,4281,1621,2660,0,0,0,3167,1321,1846,3167,1321,1846,0,0,0,658,84,574,658,84,574,0,0,0,456,216,240,456,216,240,0,0,0
11,Saratoga County (South & Central) PUMA,694,241,453,694,241,453,0,0,0,469,139,330,469,139,330,0,0,0,225,102,123,225,102,123,0,0,0,0,0,0,0,0,0,0,0,0
12,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,814,543,271,814,543,271,0,0,0,521,312,209,521,312,209,0,0,0,231,231,0,231,231,0,0,0,0,62,0,62,62,0,62,0,0,0
13,Columbia & Greene Counties PUMA,449,315,134,401,267,134,48,48,0,421,315,106,373,267,106,48,48,0,28,0,28,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0
14,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,9991,6447,3544,9340,5796,3544,651,651,0,5138,2683,2455,4804,2349,2455,334,334,0,4500,3411,1089,4183,3094,1089,317,317,0,353,353,0,353,353,0,0,0,0
15,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,1664,743,921,1664,743,921,0,0,0,938,425,513,938,425,513,0,0,0,726,318,408,726,318,408,0,0,0,0,0,0,0,0,0,0,0,0
16,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,2770,1943,827,2633,1869,764,137,74,63,1602,1063,539,1465,989,476,137,74,63,960,672,288,960,672,288,0,0,0,208,208,0,208,208,0,0,0,0
17,Putnam County PUMA,1830,844,986,1400,626,774,430,218,212,880,415,465,819,354,465,61,61,0,793,272,521,581,272,309,212,0,212,157,157,0,0,0,0,157,157,0
18,Nassau County (Northwest)--North Hempstead Town (North) PUMA,3863,2599,1264,3863,2599,1264,0,0,0,1608,864,744,1608,864,744,0,0,0,1936,1416,520,1936,1416,520,0,0,0,319,319,0,319,319,0,0,0,0
19,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,1367,865,502,1367,865,502,0,0,0,820,318,502,820,318,502,0,0,0,489,489,0,489,489,0,0,0,0,58,58,0,58,58,0,0,0,0
20,Rockland County (North)--New City & Congers PUMA,648,311,337,576,239,337,72,72,0,257,191,66,257,191,66,0,0,0,391,120,271,319,48,271,72,72,0,0,0,0,0,0,0,0,0,0
21,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",425,345,80,80,0,80,345,345,0,80,0,80,80,0,80,0,0,0,345,345,0,0,0,0,345,345,0,0,0,0,0,0,0,0,0,0
22,Orange County (Northwest) PUMA,395,395,0,395,395,0,0,0,0,0,0,0,0,0,0,0,0,0,326,326,0,326,326,0,0,0,0,69,69,0,69,69,0,0,0,0
23,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,2464,1237,1227,2464,1237,1227,0,0,0,2286,1059,1227,2286,1059,1227,0,0,0,178,178,0,178,178,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Dutchess County (Southwest) PUMA,1263,594,669,857,337,520,406,257,149,962,360,602,786,266,520,176,94,82,138,71,67,71,71,0,67,0,67,163,163,0,0,0,0,163,163,0
25,Westchester County (Northwest) PUMA,1608,1014,594,1608,1014,594,0,0,0,1075,658,417,1075,658,417,0,0,0,533,356,177,533,356,177,0,0,0,0,0,0,0,0,0,0,0,0
26,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,1094,789,305,1094,789,305,0,0,0,313,224,89,313,224,89,0,0,0,632,565,67,632,565,67,0,0,0,149,0,149,149,0,149,0,0,0
27,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,4156,2800,1356,4014,2658,1356,142,142,0,1714,918,796,1654,858,796,60,60,0,2181,1621,560,2099,1539,560,82,82,0,261,261,0,261,261,0,0,0,0
28,Saratoga County (Outer) PUMA,765,544,221,647,426,221,118,118,0,336,115,221,336,115,221,0,0,0,197,197,0,79,79,0,118,118,0,232,232,0,232,232,0,0,0,0
29,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,2628,1484,1144,2425,1281,1144,203,203,0,833,444,389,719,330,389,114,114,0,1647,892,755,1558,803,755,89,89,0,148,148,0,148,148,0,0,0,0
