,puma,Total_Population,BABS_mf_t,BABS_m,BABS_f,HS_mf_t,HS_m,HS_f,HSINC_mf_t,HSINC_m,HSINC_f
0,Total Geo,1617815,678453,322972,355481,736169,373008,363161,203193,118135,85058
1,Monroe County (Central)--Rochester City (East) PUMA,2560,962,549,413,1338,875,463,260,76,184
2,NYC-Brooklyn Community District 4--Bushwick PUMA,13813,3669,1622,2047,6848,3977,2871,3296,1880,1416
3,NYC-Manhattan Community District 10--Central Harlem PUMA,18539,7607,4623,2984,8232,3280,4952,2700,1549,1151
4,Ontario & Yates Counties PUMA,805,280,233,47,444,149,295,81,0,81
5,Albany County (Outside Albany City) PUMA,8242,5926,3471,2455,1906,752,1154,410,326,84
6,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",1521,476,269,207,787,522,265,258,77,181
7,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,43342,19496,10342,9154,18325,9881,8444,5521,3100,2421
8,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",11253,4812,1943,2869,3570,2111,1459,2871,1890,981
9,Warren & Washington Counties PUMA,428,204,132,72,224,87,137,0,0,0
10,Erie County (North Central) PUMA,8197,6311,3664,2647,1381,630,751,505,401,104
11,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",22785,18231,8875,9356,4265,2777,1488,289,0,289
12,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,2452,1041,360,681,1143,320,823,268,108,160
13,Nassau County (Central)--Hempstead Town (Northeast) PUMA,12165,6928,3202,3726,2988,2377,611,2249,1466,783
14,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,5356,1060,415,645,3224,1526,1698,1072,407,665
15,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,10447,7812,4164,3648,1441,406,1035,1194,426,768
16,Onondaga County (Central)--Syracuse City PUMA,6065,2908,1731,1177,2344,1024,1320,813,282,531
17,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,23715,11715,5323,6392,10077,6175,3902,1923,713,1210
18,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,11128,4419,1594,2825,6029,2804,3225,680,323,357
19,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",18116,9375,5064,4311,6865,2691,4174,1876,1302,574
20,Monroe County (Central)--Rochester City (West) PUMA,2906,879,596,283,1613,909,704,414,158,256
21,"Chenango, Delaware & Broome (East) Counties PUMA",817,482,170,312,240,102,138,95,58,37
22,Dutchess County (North & East) PUMA,3881,1805,930,875,1244,366,878,832,345,487
23,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,18240,9907,4764,5143,6572,4190,2382,1761,799,962
24,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,14041,6382,2843,3539,5836,3577,2259,1823,662,1161
25,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,19761,8959,4159,4800,9924,3751,6173,878,440,438
26,Westchester County (Southeast) PUMA,18403,7039,3305,3734,8210,3794,4416,3154,3024,130
27,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,14196,3593,1927,1666,7086,4230,2856,3517,1943,1574
28,Westchester County (Northwest) PUMA,15672,4754,2024,2730,7364,4263,3101,3554,1699,1855
29,Monroe County (South) PUMA,7820,5582,3164,2418,2238,1274,964,0,0,0
30,Rockland County (North)--New City & Congers PUMA,8570,3227,1050,2177,4733,1993,2740,610,352,258
31,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",17312,2016,893,1123,9600,5423,4177,5696,2566,3130
32,Orange County (Southeast) PUMA,5729,2251,995,1256,2257,959,1298,1221,111,1110
33,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",25125,9187,4395,4792,13022,8030,4992,2916,1752,1164
34,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,10997,5755,3132,2623,3888,1186,2702,1354,1206,148
35,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",11211,2893,1137,1756,6311,3271,3040,2007,1060,947
36,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,31147,13997,6816,7181,15110,9496,5614,2040,1242,798
37,Suffolk County (Northwest)--Huntington Town (South) PUMA,7807,4958,2373,2585,2566,936,1630,283,198,85
38,Westchester County (Southwest)--Yonkers City PUMA,23299,6932,3093,3839,13202,6363,6839,3165,1867,1298
39,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",14991,12359,6381,5978,1223,763,460,1409,652,757
40,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,23067,7996,4004,3992,12820,6396,6424,2251,1048,1203
41,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,29705,10974,6039,4935,15326,8087,7239,3405,2271,1134
42,Erie County (West Central)--Buffalo City (West) PUMA,4525,1775,747,1028,1852,1115,737,898,295,603
43,Fulton & Montgomery Counties PUMA,1254,304,114,190,908,703,205,42,0,42
44,Westchester County (Central)--White Plains City PUMA,18333,8607,3751,4856,7049,3743,3306,2677,1952,725
45,St. Lawrence County PUMA,1188,722,260,462,466,87,379,0,0,0
46,Saratoga County (South & Central) PUMA,6135,3675,1436,2239,1478,845,633,982,882,100
47,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,5435,2278,943,1335,2287,1008,1279,870,463,407
48,Suffolk County (North Central)--Brookhaven Town (North) PUMA,5300,4080,2046,2034,815,147,668,405,0,405
49,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,314,0,0,0,314,229,85,0,0,0
50,Suffolk County (Central)--Islip Town (East) PUMA,3005,1493,814,679,1172,384,788,340,340,0
51,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",8268,2405,1476,929,5300,2028,3272,563,349,214
52,Westchester County (Northeast) PUMA,8972,5208,1896,3312,3168,1667,1501,596,248,348
53,Chautauqua County PUMA,671,118,54,64,372,212,160,181,43,138
