,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
0,Total Geo,4919882,2663798,2256084,80628.75790069762,90869.4410019078,68537.40351689034,2416689,1171011,1245678,108393.6736708778,130537.38363175068,87577.27654016527,2314825,1366808,948017,54993.11416111369,61410.31593171828,45741.08311348847,188368,125979,62389,39447.997324386306,41761.0233451607,34777.419096315054
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",27979,13673,14306,71371.80599735516,80654.37431434213,62499.96504962953,18108,8002,10106,80983.7591119947,90576.03849037741,73388.52661785079,9473,5412,4061,54667.776839438404,67903.32594235033,37029.06919477961,398,259,139,31633.165829145728,40559.84555984556,15000.0
2,Ulster County (East) PUMA,46073,25790,20283,66688.8216525948,72936.13687475766,58745.30937238081,15808,7104,8704,85541.75733805668,96981.27111486487,76205.09535845589,28259,17261,10998,58273.77755759227,65965.628874341,46201.669394435354,2006,1425,581,36665.65304087737,37498.45614035088,34623.063683304645
3,Albany County (East Central)--Albany City PUMA,25116,13928,11188,57901.31907947125,65184.09391154509,48834.95441544512,13251,6712,6539,74296.50516942117,86642.17520858164,61624.21012387215,11182,6691,4491,40486.72330531211,46566.69855029144,31428.358940102426,683,525,158,24925.32942898975,28121.904761904763,14303.79746835443
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,30841,16096,14745,61566.39116760157,67502.15208747514,55086.77043065446,10947,6039,4908,91069.3943546177,102786.70144063586,76651.94987775061,19365,9712,9653,43152.32687838885,46578.26915156507,39705.44493939708,529,345,184,125118.33648393194,38891.59420289855,286793.47826086957
5,Ontario & Yates Counties PUMA,45204,23877,21327,65831.91775064153,71016.94685261967,60026.931589065505,18309,7792,10517,91314.78125512043,102216.25385010267,83237.9271655415,24795,14382,10413,48359.95523290986,56024.961757752746,37773.36886584078,2100,1703,397,49951.70952380952,54874.685848502646,28833.75314861461
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,30407,17530,12877,95021.92422797382,108567.0958357102,76582.31420361885,14428,6952,7476,112850.46090934295,138574.5238780207,88929.42215088282,15556,10155,5401,79301.1828233479,89837.03594288528,59491.59414923163,423,423,0,65049.645390070924,65049.645390070924,0.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,42226,23048,19178,110159.82001610383,132610.0047726484,83179.3289185525,23153,11884,11269,158570.18140197816,204012.79367216426,110647.56145177035,17969,10237,7732,51990.07457287551,57565.09231220084,44608.872219348166,1104,927,177,41687.95289855073,45969.25566343042,19265.53672316384
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",51646,29619,22027,56818.40355497038,59905.947196056586,52666.682707586144,16148,6611,9537,79507.81520931385,92432.31129934957,70548.62011114607,33412,21313,12099,47429.48551418652,52593.49880354713,38332.81510868667,2086,1695,391,31561.409395973154,24990.5604719764,60046.291560102305
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,43097,24454,18643,55772.29435923614,59850.6342520651,50422.74097516494,15213,7867,7346,82730.34181292316,95785.1951188509,68749.59978219439,26124,15339,10785,41588.74062165059,43484.57265793077,38892.38757533611,1760,1248,512,33282.73863636364,34483.50961538462,30355.859375
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",23853,9974,13879,47171.40192009391,50115.69079606978,45055.51912962029,5048,1867,3181,71814.06497622821,80057.84681306909,66975.60515561144,16017,7181,8836,43834.478991071985,45943.0302186325,42120.863512901764,2788,926,1862,21723.529411764706,22104.75161987041,21533.941997851773
11,Livingston & Wyoming Counties PUMA,32820,18696,14124,53762.99695307739,59979.837933247756,45533.73760974228,8282,3788,4494,67702.76503260082,74334.3268215417,62113.01068090788,23623,14365,9258,49705.006138085766,57037.18203967978,38328.17455173904,915,543,372,32356.17486338798,37689.68692449355,24570.967741935485
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,41539,18843,22696,97365.04032355137,109640.34760919174,87173.65791328868,33404,15074,18330,109703.85642438031,124769.6981557649,97314.19476268413,7575,3307,4268,48775.46534653466,53790.74690051406,44889.44470477976,560,462,98,18615.428571428572,15776.277056277057,32000.0
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,27540,14255,13285,66763.19317356573,75300.17537706067,57602.88596161084,10982,3986,6996,82563.68603168822,105718.86603110888,69370.92624356775,15105,9703,5402,58122.829526646805,63221.53972998042,48964.59459459459,1453,566,887,37163.523743977974,68144.87632508833,17394.137542277338
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,30566,15591,14975,52380.82738991036,58991.02430889616,45498.718530884806,11355,5850,5505,74338.07309555262,81208.21025641025,67037.38237965485,18125,9448,8677,40057.409655172414,46163.55101608806,33408.703468940876,1086,293,793,28474.217311233886,29036.860068259386,28266.330390920553
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,24283,13994,10289,177138.0994934728,228746.90224381877,106945.31246962775,19456,11034,8422,201118.0777138158,265607.8919702737,116627.38541914035,4584,2829,1755,81953.43586387434,94523.17780134323,61691.441595441596,243,131,112,52743.20987654321,22600.0,88000.0
