,puma,Total_geo,Total_geo_m,Total_geo_f,Total_FT_mf_t,Total_FT_m,Total_FT_f,Total_PT_mf_t,Total_PT_m,Total_PT_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_FT_mf_t,BABS_FT_m,BABS_FT_f,BABS_PT_mf_t,BABS_PT_m,BABS_PT_f,Total_HS,Total_HS_m,Total_HS_f,HS_FT_mf_t,HS_FT_m,HS_FT_f,HS_PT_mf_t,HS_PT_m,HS_PT_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_FT_mf_t,HSINC_FT_m,HSINC_FT_f,HSINC_PT_mf_t,HSINC_PT_m,HSINC_PT_f
91,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,15154,8585,6569,11984,7352,4632,3170,1233,1937,5461,2540,2921,4549,2400,2149,912,140,772,8764,5525,3239,6821,4594,2227,1943,931,1012,929,520,409,614,358,256,315,162,153
92,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",23951,13889,10062,15316,11022,4294,8635,2867,5768,8900,4502,4398,6986,4149,2837,1914,353,1561,13602,8192,5410,7269,6066,1203,6333,2126,4207,1449,1195,254,1061,807,254,388,388,0
93,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,44179,22070,22109,37835,20145,17690,6344,1925,4419,22767,10549,12218,20116,10104,10012,2651,445,2206,20199,10932,9267,17027,9678,7349,3172,1254,1918,1213,589,624,692,363,329,521,226,295
94,Suffolk County (Northwest)--Huntington Town (South) PUMA,33361,17629,15732,27844,16011,11833,5517,1618,3899,20714,10721,9993,17263,9823,7440,3451,898,2553,12225,6627,5598,10337,5982,4355,1888,645,1243,422,281,141,244,206,38,178,75,103
95,Oswego County PUMA,46288,25210,21078,39382,23449,15933,6906,1761,5145,10904,5403,5501,9911,5049,4862,993,354,639,32051,17518,14533,26494,16394,10100,5557,1124,4433,3333,2289,1044,2977,2006,971,356,283,73
96,Rensselaer County--Troy City PUMA,66597,34074,32523,55949,29572,26377,10648,4502,6146,22595,10499,12096,19880,9590,10290,2715,909,1806,39838,20413,19425,33364,18042,15322,6474,2371,4103,4164,3162,1002,2705,1940,765,1459,1222,237
97,Saratoga County (Outer) PUMA,53217,28773,24444,45048,26839,18209,8169,1934,6235,19583,9790,9793,17198,9303,7895,2385,487,1898,31095,16999,14096,25673,15855,9818,5422,1144,4278,2539,1984,555,2177,1681,496,362,303,59
98,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,44698,23712,20986,37545,21298,16247,7153,2414,4739,10989,4549,6440,9582,3988,5594,1407,561,846,31313,17766,13547,26180,16081,10099,5133,1685,3448,2396,1397,999,1783,1229,554,613,168,445
99,Monroe County (East) PUMA,58352,29783,28569,49462,27765,21697,8890,2018,6872,33318,15568,17750,28991,14916,14075,4327,652,3675,23955,13312,10643,19576,12050,7526,4379,1262,3117,1079,903,176,895,799,96,184,104,80
100,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",33184,16833,16351,28260,14444,13816,4924,2389,2535,13243,5849,7394,12240,5453,6787,1003,396,607,18409,10089,8320,14790,8338,6452,3619,1751,1868,1532,895,637,1230,653,577,302,242,60
101,Erie County (South) PUMA,71821,36306,35515,60493,33605,26888,11328,2701,8627,30538,13199,17339,27089,12482,14607,3449,717,2732,39227,21342,17885,31697,19555,12142,7530,1787,5743,2056,1765,291,1707,1568,139,349,197,152
102,Monroe County (Central)--Greece & Gates Towns PUMA,49183,23059,26124,40157,20958,19199,9026,2101,6925,18525,8625,9900,15697,7777,7920,2828,848,1980,28698,13651,15047,23009,12403,10606,5689,1248,4441,1960,783,1177,1451,778,673,509,5,504
103,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,66729,32583,34146,56225,29263,26962,10504,3320,7184,57198,27339,29859,49770,25274,24496,7428,2065,5363,8505,5021,3484,5605,3766,1839,2900,1255,1645,1026,223,803,850,223,627,176,0,176
104,NYC-Manhattan Community District 11--East Harlem PUMA,29424,13631,15793,23687,11669,12018,5737,1962,3775,14752,5888,8864,12834,5585,7249,1918,303,1615,11916,5344,6572,9166,4397,4769,2750,947,1803,2756,2399,357,1687,1687,0,1069,712,357
105,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",31623,17626,13997,27245,15954,11291,4378,1672,2706,15012,7459,7553,13024,6546,6478,1988,913,1075,14291,8810,5481,12878,8342,4536,1413,468,945,2320,1357,963,1343,1066,277,977,291,686
106,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,61573,35463,26110,50746,30305,20441,10827,5158,5669,45420,25063,20357,40394,22856,17538,5026,2207,2819,12411,7643,4768,8083,5537,2546,4328,2106,2222,3742,2757,985,2269,1912,357,1473,845,628
107,Onondaga County (North) PUMA,51174,26157,25017,43103,23411,19692,8071,2746,5325,22510,10649,11861,19680,9946,9734,2830,703,2127,27731,15036,12695,22810,13008,9802,4921,2028,2893,933,472,461,613,457,156,320,15,305
108,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,32365,16676,15689,24685,12982,11703,7680,3694,3986,17477,7878,9599,13467,5780,7687,4010,2098,1912,12759,7164,5595,9796,6058,3738,2963,1106,1857,2129,1634,495,1422,1144,278,707,490,217
109,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",33269,17344,15925,27356,16490,10866,5913,854,5059,19916,9474,10442,16947,9014,7933,2969,460,2509,13053,7570,5483,10115,7182,2933,2938,388,2550,300,300,0,294,294,0,6,6,0
110,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,9792,4718,5074,7660,3926,3734,2132,792,1340,3832,2160,1672,3037,1698,1339,795,462,333,4540,2016,2524,4139,2016,2123,401,0,401,1420,542,878,484,212,272,936,330,606
111,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",19920,10833,9087,17811,9869,7942,2109,964,1145,5486,1600,3886,5063,1339,3724,423,261,162,12089,7599,4490,10566,6955,3611,1523,644,879,2345,1634,711,2182,1575,607,163,59,104
112,Erie County (Northeast) PUMA,50633,26562,24071,43761,24572,19189,6872,1990,4882,23465,10997,12468,20774,10052,10722,2691,945,1746,26341,14738,11603,22282,13815,8467,4059,923,3136,827,827,0,705,705,0,122,122,0
113,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,45621,19376,26245,39553,16849,22704,6068,2527,3541,29933,12130,17803,26972,10801,16171,2961,1329,1632,13189,6575,6614,10528,5377,5151,2661,1198,1463,2499,671,1828,2053,671,1382,446,0,446
114,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,21560,11555,10005,19206,10875,8331,2354,680,1674,9265,4136,5129,8334,3951,4383,931,185,746,11250,6604,4646,9885,6167,3718,1365,437,928,1045,815,230,987,757,230,58,58,0
115,Fulton & Montgomery Counties PUMA,39979,21325,18654,33427,19805,13622,6552,1520,5032,8685,3908,4777,7968,3822,4146,717,86,631,27503,15085,12418,22289,13752,8537,5214,1333,3881,3791,2332,1459,3170,2231,939,621,101,520
116,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,42633,20072,22561,35601,17172,18429,7032,2900,4132,11146,4756,6390,9684,4247,5437,1462,509,953,28632,13170,15462,23988,11509,12479,4644,1661,2983,2855,2146,709,1929,1416,513,926,730,196
117,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",35832,19369,16463,29538,17034,12504,6294,2335,3959,7870,3052,4818,6571,2638,3933,1299,414,885,26104,15080,11024,21577,13312,8265,4527,1768,2759,1858,1237,621,1390,1084,306,468,153,315
118,NYC-Brooklyn Community District 4--Bushwick PUMA,38468,20507,17961,32235,17820,14415,6233,2687,3546,22754,10809,11945,19265,9349,9916,3489,1460,2029,12759,7982,4777,10953,7304,3649,1806,678,1128,2955,1716,1239,2017,1167,850,938,549,389
119,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",62889,35183,27706,54911,30612,24299,7978,4571,3407,52556,28876,23680,47800,26551,21249,4756,2325,2431,10064,6226,3838,7030,3980,3050,3034,2246,788,269,81,188,81,81,0,188,0,188
120,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",51557,23454,28103,44567,20060,24507,6990,3394,3596,43205,18135,25070,38676,16359,22317,4529,1776,2753,7548,5092,2456,5207,3553,1654,2341,1539,802,804,227,577,684,148,536,120,79,41
121,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,46653,22952,23701,37058,18117,18941,9595,4835,4760,26077,11807,14270,22001,9743,12258,4076,2064,2012,18738,9956,8782,13991,7792,6199,4747,2164,2583,1838,1189,649,1066,582,484,772,607,165
122,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,23201,12861,10340,19648,11781,7867,3553,1080,2473,9188,4051,5137,7687,3345,4342,1501,706,795,12638,7879,4759,10893,7505,3388,1745,374,1371,1375,931,444,1068,931,137,307,0,307
123,Suffolk County (Northwest)--Huntington Town (North) PUMA,38207,19696,18511,31813,17674,14139,6394,2022,4372,23992,11625,12367,19975,10783,9192,4017,842,3175,12957,6899,6058,10655,5794,4861,2302,1105,1197,1258,1172,86,1183,1097,86,75,75,0
124,Orange County (Southeast) PUMA,40958,22808,18150,34154,21012,13142,6804,1796,5008,18400,8827,9573,16539,8357,8182,1861,470,1391,20228,11950,8278,15974,11077,4897,4254,873,3381,2330,2031,299,1641,1578,63,689,453,236
125,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,31529,16038,15491,25459,14576,10883,6070,1462,4608,20631,10091,10540,17507,9286,8221,3124,805,2319,10371,5650,4721,7506,4993,2513,2865,657,2208,527,297,230,446,297,149,81,0,81
126,Suffolk County (Northwest)--Smithtown Town PUMA,45256,23788,21468,39195,22354,16841,6061,1434,4627,27806,13707,14099,24769,13013,11756,3037,694,2343,16961,9843,7118,14010,9103,4907,2951,740,2211,489,238,251,416,238,178,73,0,73
127,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",23872,11378,12494,19403,9516,9887,4469,1862,2607,11301,3455,7846,9778,2997,6781,1523,458,1065,11102,7035,4067,8756,5991,2765,2346,1044,1302,1469,888,581,869,528,341,600,360,240
128,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",38278,18208,20070,30069,15148,14921,8209,3060,5149,10480,4311,6169,9012,3853,5159,1468,458,1010,23862,11835,12027,18491,9647,8844,5371,2188,3183,3936,2062,1874,2566,1648,918,1370,414,956
129,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,22561,12445,10116,18557,9830,8727,4004,2615,1389,9293,4444,4849,8078,3894,4184,1215,550,665,12326,7543,4783,9765,5559,4206,2561,1984,577,942,458,484,714,377,337,228,81,147
130,Westchester County (Southwest)--Yonkers City PUMA,49625,25186,24439,41677,22563,19114,7948,2623,5325,21626,9828,11798,19066,9304,9762,2560,524,2036,23687,12246,11441,19752,11158,8594,3935,1088,2847,4312,3112,1200,2859,2101,758,1453,1011,442
131,Broome (Outer West) & Tioga Counties PUMA,40043,21563,18480,33135,19083,14052,6908,2480,4428,11470,4929,6541,9980,4752,5228,1490,177,1313,26449,15179,11270,21602,13163,8439,4847,2016,2831,2124,1455,669,1553,1168,385,571,287,284
132,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,26921,13444,13477,23065,11236,11829,3856,2208,1648,17590,8158,9432,15822,7341,8481,1768,817,951,8477,4581,3896,6874,3675,3199,1603,906,697,854,705,149,369,220,149,485,485,0
133,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",41364,21846,19518,37554,20547,17007,3810,1299,2511,17591,8431,9160,15966,8034,7932,1625,397,1228,21039,11222,9817,19392,10599,8793,1647,623,1024,2734,2193,541,2196,1914,282,538,279,259
134,NYC-Manhattan Community District 10--Central Harlem PUMA,43153,19321,23832,36824,17101,19723,6329,2220,4109,25766,11984,13782,23776,11307,12469,1990,677,1313,15040,6710,8330,11814,5572,6242,3226,1138,2088,2347,627,1720,1234,222,1012,1113,405,708
135,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",21743,11740,10003,18686,10522,8164,3057,1218,1839,13127,6538,6589,11229,6172,5057,1898,366,1532,8403,5040,3363,7244,4188,3056,1159,852,307,213,162,51,213,162,51,0,0,0
136,Erie County (Northwest) PUMA,44763,23869,20894,37616,21869,15747,7147,2000,5147,19869,9201,10668,17233,8147,9086,2636,1054,1582,23486,13632,9854,19409,12980,6429,4077,652,3425,1408,1036,372,974,742,232,434,294,140
137,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,26533,14958,11575,24108,14027,10081,2425,931,1494,18507,10075,8432,16915,9513,7402,1592,562,1030,7226,4342,2884,6451,3973,2478,775,369,406,800,541,259,742,541,201,58,0,58
138,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,35099,18738,16361,30442,17189,13253,4657,1549,3108,12047,5082,6965,10156,4765,5391,1891,317,1574,22528,13438,9090,19868,12206,7662,2660,1232,1428,524,218,306,418,218,200,106,0,106
139,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",49457,25825,23632,44081,24218,19863,5376,1607,3769,21856,10045,11811,19544,9259,10285,2312,786,1526,26707,15165,11542,23834,14410,9424,2873,755,2118,894,615,279,703,549,154,191,66,125
140,Nassau County (West Central)--Hempstead Town (West Central) PUMA,35957,20177,15780,30955,18020,12935,5002,2157,2845,18683,8688,9995,15909,8031,7878,2774,657,2117,16649,10882,5767,14498,9441,5057,2151,1441,710,625,607,18,548,548,0,77,59,18
141,Nassau County (Central)--Hempstead Town (Northeast) PUMA,37906,18452,19454,33835,17101,16734,4071,1351,2720,17298,7029,10269,16085,6583,9502,1213,446,767,19998,10930,9068,17140,10025,7115,2858,905,1953,610,493,117,610,493,117,0,0,0
142,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,32565,18598,13967,27440,17445,9995,5125,1153,3972,19952,11874,8078,17074,11224,5850,2878,650,2228,12180,6405,5775,10047,5902,4145,2133,503,1630,433,319,114,319,319,0,114,0,114
143,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,23826,12542,11284,19641,10778,8863,4185,1764,2421,10875,5208,5667,9501,4927,4574,1374,281,1093,11896,6814,5082,9486,5534,3952,2410,1280,1130,1055,520,535,654,317,337,401,203,198
144,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,35806,17854,17952,29506,16164,13342,6300,1690,4610,20689,9270,11419,17061,8649,8412,3628,621,3007,14686,8153,6533,12014,7084,4930,2672,1069,1603,431,431,0,431,431,0,0,0,0
145,Nassau County (West Central)--North Hempstead Town (South) PUMA,31098,15729,15369,27599,14684,12915,3499,1045,2454,17996,8814,9182,16616,8568,8048,1380,246,1134,12745,6915,5830,10816,6116,4700,1929,799,1130,357,0,357,167,0,167,190,0,190
146,Capital Region,419069,213384,205685,351754,190096,161658,67315,23288,44027,168673,76715,91958,147058,70067,76991,21615,6648,14967,231309,124621,106688,191054,110939,80115,40255,13682,26573,19087,12048,7039,13642,9090,4552,5445,2958,2487
147,Central NY,285179,147600,137579,238465,132397,106068,46714,15203,31511,102772,47134,55638,90652,44021,46631,12120,3113,9007,167596,90664,76932,136458,80661,55797,31138,10003,21135,14811,9802,5009,11355,7715,3640,3456,2087,1369
148,Finger Lakes,468328,237876,230452,385690,210923,174767,82638,26953,55685,186759,84435,102324,157874,76427,81447,28885,8008,20877,259462,140045,119417,211587,123644,87943,47875,16401,31474,22107,13396,8711,16229,10852,5377,5878,2544,3334
149,Long Island,908355,471950,436405,775437,431437,344000,132918,40513,92405,461633,217812,243821,401694,203001,198693,59939,14811,45128,424074,239214,184860,355808,215349,140459,68266,23865,44401,22648,14924,7724,17935,13087,4848,4713,1837,2876
150,Mid-Hudson,719063,376462,342601,589646,336570,253076,129417,39892,89525,348040,164116,183924,295911,152317,143594,52129,11799,40330,342422,193416,149006,273472,169486,103986,68950,23930,45020,28601,18930,9671,20263,14767,5496,8338,4163,4175
151,Mohawk Valley,179870,95853,84017,149327,85112,64215,30543,10741,19802,50193,22896,27297,43718,20878,22840,6475,2018,4457,118373,65378,52995,96805,57834,38971,21568,7544,14024,11304,7579,3725,8804,6400,2404,2500,1179,1321
152,New York City,1962454,976854,985600,1667363,857689,809674,295091,119165,175926,1127473,517593,609880,1002185,474485,527700,125288,43108,82180,737989,403210,334779,595664,340964,254700,142325,62246,80079,96992,56051,40941,69514,42240,27274,27478,13811,13667
153,North Country,153247,82952,70295,128149,75422,52727,25098,7530,17568,43026,18343,24683,37308,16616,20692,5718,1727,3991,103553,60326,43227,85952,55140,30812,17601,5186,12415,6668,4283,2385,4889,3666,1223,1779,617,1162
154,Southern Tier,227299,117317,109982,185149,100618,84531,42150,16699,25451,73491,33628,39863,62572,30184,32388,10919,3444,7475,141227,75457,65770,114691,65314,49377,26536,10143,16393,12581,8232,4349,7886,5120,2766,4695,3112,1583
155,Western NY,540424,272624,267800,448902,243534,205368,91522,29090,62432,202946,90592,112354,177717,83015,94702,25229,7577,17652,312392,165163,147229,253334,147477,105857,59058,17686,41372,25086,16869,8217,17851,13042,4809,7235,3827,3408
