,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NRB_mf_t,Total_NRB_m,Total_NRB_f,Total_RB_mf_t,Total_RB_m,Total_RB_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NRB_mf_t,BABS_NRB_m,BABS_NRB_f,BABS_RB_mf_t,BABS_RB_m,BABS_RB_f,Total_HS,Total_HS_m,Total_HS_f,HS_NRB_mf_t,HS_NRB_m,HS_NRB_f,HS_RB_mf_t,HS_RB_m,HS_RB_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NRB_mf_t,HSINC_NRB_m,HSINC_NRB_f,HSINC_RB_mf_t,HSINC_RB_m,HSINC_RB_f
0,Total Geo,2613447.0,1242903.0,1370544.0,2109087.0,1029525.0,1079562.0,504360.0,213378.0,290982.0,1020112.0,455177.0,564935.0,919690.0,417329.0,502361.0,100422.0,37848.0,62574.0,1314095.0,649470.0,664625.0,1013332.0,517783.0,495549.0,300763.0,131687.0,169076.0,279240.0,138256.0,140984.0,176065.0,94413.0,81652.0,103175.0,43843.0,59332.0
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,45691.0,21789.0,23902.0,41467.0,20015.0,21452.0,4224.0,1774.0,2450.0,37617.0,17609.0,20008.0,34313.0,16320.0,17993.0,3304.0,1289.0,2015.0,6515.0,3226.0,3289.0,5595.0,2741.0,2854.0,920.0,485.0,435.0,1559.0,954.0,605.0,1559.0,954.0,605.0,0.0,0.0,0.0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,4930.0,2736.0,2194.0,3466.0,2004.0,1462.0,1464.0,732.0,732.0,735.0,469.0,266.0,504.0,399.0,105.0,231.0,70.0,161.0,3285.0,1869.0,1416.0,2332.0,1207.0,1125.0,953.0,662.0,291.0,910.0,398.0,512.0,630.0,398.0,232.0,280.0,0.0,280.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,46805.0,22170.0,24635.0,40867.0,19491.0,21376.0,5938.0,2679.0,3259.0,33999.0,16598.0,17401.0,31775.0,15790.0,15985.0,2224.0,808.0,1416.0,10059.0,4470.0,5589.0,6993.0,2692.0,4301.0,3066.0,1778.0,1288.0,2747.0,1102.0,1645.0,2099.0,1009.0,1090.0,648.0,93.0,555.0
4,Madison & Cortland Counties PUMA,13745.0,7441.0,6304.0,11092.0,5873.0,5219.0,2653.0,1568.0,1085.0,1982.0,724.0,1258.0,1812.0,628.0,1184.0,170.0,96.0,74.0,9910.0,5150.0,4760.0,8054.0,4305.0,3749.0,1856.0,845.0,1011.0,1853.0,1567.0,286.0,1226.0,940.0,286.0,627.0,627.0,0.0
5,Ontario & Yates Counties PUMA,11990.0,6398.0,5592.0,9631.0,5135.0,4496.0,2359.0,1263.0,1096.0,3449.0,1100.0,2349.0,3328.0,1061.0,2267.0,121.0,39.0,82.0,7642.0,4637.0,3005.0,5597.0,3518.0,2079.0,2045.0,1119.0,926.0,899.0,661.0,238.0,706.0,556.0,150.0,193.0,105.0,88.0
6,Monroe County (Central)--Greece & Gates Towns PUMA,12930.0,5455.0,7475.0,10714.0,5242.0,5472.0,2216.0,213.0,2003.0,3533.0,1821.0,1712.0,3458.0,1821.0,1637.0,75.0,0.0,75.0,8204.0,3355.0,4849.0,6671.0,3142.0,3529.0,1533.0,213.0,1320.0,1193.0,279.0,914.0,585.0,279.0,306.0,608.0,0.0,608.0
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,1607.0,816.0,791.0,1607.0,816.0,791.0,0.0,0.0,0.0,719.0,335.0,384.0,719.0,335.0,384.0,0.0,0.0,0.0,736.0,481.0,255.0,736.0,481.0,255.0,0.0,0.0,0.0,152.0,0.0,152.0,152.0,0.0,152.0,0.0,0.0,0.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",15675.0,7025.0,8650.0,11454.0,5430.0,6024.0,4221.0,1595.0,2626.0,2854.0,1236.0,1618.0,2741.0,1157.0,1584.0,113.0,79.0,34.0,10924.0,5088.0,5836.0,8284.0,4091.0,4193.0,2640.0,997.0,1643.0,1897.0,701.0,1196.0,429.0,182.0,247.0,1468.0,519.0,949.0
9,NYC-Manhattan Community District 8--Upper East Side PUMA,57942.0,22611.0,35331.0,52748.0,20933.0,31815.0,5194.0,1678.0,3516.0,50905.0,19702.0,31203.0,47677.0,18679.0,28998.0,3228.0,1023.0,2205.0,7037.0,2909.0,4128.0,5071.0,2254.0,2817.0,1966.0,655.0,1311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Suffolk County (Southwest)--Islip Town (South) PUMA,6315.0,3307.0,3008.0,4631.0,1980.0,2651.0,1684.0,1327.0,357.0,1393.0,170.0,1223.0,1393.0,170.0,1223.0,0.0,0.0,0.0,4209.0,2495.0,1714.0,3167.0,1810.0,1357.0,1042.0,685.0,357.0,713.0,642.0,71.0,71.0,0.0,71.0,642.0,642.0,0.0
11,Erie County (Northwest) PUMA,10648.0,7081.0,3567.0,9138.0,6064.0,3074.0,1510.0,1017.0,493.0,3080.0,1715.0,1365.0,2952.0,1715.0,1237.0,128.0,0.0,128.0,6970.0,4768.0,2202.0,5588.0,3751.0,1837.0,1382.0,1017.0,365.0,598.0,598.0,0.0,598.0,598.0,0.0,0.0,0.0,0.0
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",15062.0,6296.0,8766.0,12391.0,5615.0,6776.0,2671.0,681.0,1990.0,7857.0,3379.0,4478.0,6409.0,2959.0,3450.0,1448.0,420.0,1028.0,6546.0,2752.0,3794.0,5435.0,2491.0,2944.0,1111.0,261.0,850.0,659.0,165.0,494.0,547.0,165.0,382.0,112.0,0.0,112.0
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,27704.0,11914.0,15790.0,21153.0,9276.0,11877.0,6551.0,2638.0,3913.0,5686.0,1980.0,3706.0,5010.0,1935.0,3075.0,676.0,45.0,631.0,18108.0,8019.0,10089.0,13576.0,6167.0,7409.0,4532.0,1852.0,2680.0,3910.0,1915.0,1995.0,2567.0,1174.0,1393.0,1343.0,741.0,602.0
14,Rockland County (North)--New City & Congers PUMA,4430.0,2120.0,2310.0,3073.0,1189.0,1884.0,1357.0,931.0,426.0,2251.0,514.0,1737.0,1658.0,161.0,1497.0,593.0,353.0,240.0,1453.0,1028.0,425.0,1267.0,1028.0,239.0,186.0,0.0,186.0,726.0,578.0,148.0,148.0,0.0,148.0,578.0,578.0,0.0
