,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Owner_mf_t,Total_Owner_m,Total_Owner_f,Total_NotOwner_mf_t,Total_NotOwner_m,Total_NotOwner_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Owner_mf_t,BABS_Owner_m,BABS_Owner_f,BABS_NotOwner_mf_t,BABS_NotOwner_m,BABS_NotOwner_f,Total_HS,Total_HS_m,Total_HS_f,HS_Owner_mf_t,HS_Owner_m,HS_Owner_f,HS_NotOwner_mf_t,HS_NotOwner_m,HS_NotOwner_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Owner_mf_t,HSINC_Owner_m,HSINC_Owner_f,HSINC_NotOwner_mf_t,HSINC_NotOwner_m,HSINC_NotOwner_f
0,Total Geo,7193097.0,3520041.0,3673056.0,4453317.0,2211586.0,2241731.0,2739780.0,1308455.0,1431325.0,3056075.0,1365958.0,1690117.0,2002424.0,893843.0,1108581.0,1053651.0,472115.0,581536.0,3656997.0,1896046.0,1760951.0,2265370.0,1205840.0,1059530.0,1391627.0,690206.0,701421.0,480025.0,258037.0,221988.0,185523.0,111903.0,73620.0,294502.0,146134.0,148368.0
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,75472.0,36068.0,39404.0,27611.0,12864.0,14747.0,47861.0,23204.0,24657.0,64140.0,29823.0,34317.0,25171.0,11441.0,13730.0,38969.0,18382.0,20587.0,9314.0,5291.0,4023.0,2157.0,1423.0,734.0,7157.0,3868.0,3289.0,2018.0,954.0,1064.0,283.0,0.0,283.0,1735.0,954.0,781.0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,39824.0,20221.0,19603.0,34857.0,17485.0,17372.0,4967.0,2736.0,2231.0,21080.0,9777.0,11303.0,20323.0,9308.0,11015.0,757.0,469.0,288.0,17252.0,9724.0,7528.0,13952.0,7855.0,6097.0,3300.0,1869.0,1431.0,1492.0,720.0,772.0,582.0,322.0,260.0,910.0,398.0,512.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,68437.0,32335.0,36102.0,21045.0,9619.0,11426.0,47392.0,22716.0,24676.0,51968.0,24572.0,27396.0,17873.0,7878.0,9995.0,34095.0,16694.0,17401.0,12579.0,5874.0,6705.0,2479.0,1404.0,1075.0,10100.0,4470.0,5630.0,3890.0,1889.0,2001.0,693.0,337.0,356.0,3197.0,1552.0,1645.0
4,Madison & Cortland Counties PUMA,54682.0,27332.0,27350.0,40573.0,19711.0,20862.0,14109.0,7621.0,6488.0,14305.0,5804.0,8501.0,12298.0,5055.0,7243.0,2007.0,749.0,1258.0,35927.0,17962.0,17965.0,25721.0,12680.0,13041.0,10206.0,5282.0,4924.0,4450.0,3566.0,884.0,2554.0,1976.0,578.0,1896.0,1590.0,306.0
5,Ontario & Yates Counties PUMA,63948.0,31308.0,32640.0,51428.0,24614.0,26814.0,12520.0,6694.0,5826.0,23904.0,9729.0,14175.0,20375.0,8570.0,11805.0,3529.0,1159.0,2370.0,36210.0,19198.0,17012.0,28118.0,14324.0,13794.0,8092.0,4874.0,3218.0,3834.0,2381.0,1453.0,2935.0,1720.0,1215.0,899.0,661.0,238.0
6,Monroe County (Central)--Greece & Gates Towns PUMA,56890.0,26027.0,30863.0,43129.0,20361.0,22768.0,13761.0,5666.0,8095.0,19718.0,9228.0,10490.0,16126.0,7348.0,8778.0,3592.0,1880.0,1712.0,34840.0,15871.0,18969.0,25864.0,12364.0,13500.0,8976.0,3507.0,5469.0,2332.0,928.0,1404.0,1139.0,649.0,490.0,1193.0,279.0,914.0
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,36934.0,17993.0,18941.0,35327.0,17177.0,18150.0,1607.0,816.0,791.0,22475.0,10542.0,11933.0,21756.0,10207.0,11549.0,719.0,335.0,384.0,13795.0,7088.0,6707.0,13059.0,6607.0,6452.0,736.0,481.0,255.0,664.0,363.0,301.0,512.0,363.0,149.0,152.0,0.0,152.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",78971.0,39380.0,39591.0,61383.0,31130.0,30253.0,17588.0,8250.0,9338.0,21440.0,8207.0,13233.0,18405.0,6866.0,11539.0,3035.0,1341.0,1694.0,52908.0,28849.0,24059.0,40463.0,22816.0,17647.0,12445.0,6033.0,6412.0,4623.0,2324.0,2299.0,2515.0,1448.0,1067.0,2108.0,876.0,1232.0
9,NYC-Manhattan Community District 8--Upper East Side PUMA,86951.0,36164.0,50787.0,27007.0,12720.0,14287.0,59944.0,23444.0,36500.0,77783.0,33032.0,44751.0,25330.0,12720.0,12610.0,52453.0,20312.0,32141.0,8908.0,2983.0,5925.0,1566.0,0.0,1566.0,7342.0,2983.0,4359.0,260.0,149.0,111.0,111.0,0.0,111.0,149.0,149.0,0.0
10,Suffolk County (Southwest)--Islip Town (South) PUMA,45274.0,23097.0,22177.0,38868.0,19790.0,19078.0,6406.0,3307.0,3099.0,18930.0,8314.0,10616.0,17537.0,8144.0,9393.0,1393.0,170.0,1223.0,24590.0,13968.0,10622.0,20290.0,11473.0,8817.0,4300.0,2495.0,1805.0,1754.0,815.0,939.0,1041.0,173.0,868.0,713.0,642.0,71.0
11,Erie County (Northwest) PUMA,52871.0,27409.0,25462.0,42106.0,20328.0,21778.0,10765.0,7081.0,3684.0,21535.0,9837.0,11698.0,18455.0,8122.0,10333.0,3080.0,1715.0,1365.0,29928.0,16536.0,13392.0,22841.0,11768.0,11073.0,7087.0,4768.0,2319.0,1408.0,1036.0,372.0,810.0,438.0,372.0,598.0,598.0,0.0
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",33701.0,14508.0,19193.0,18436.0,8107.0,10329.0,15265.0,6401.0,8864.0,18552.0,7542.0,11010.0,10695.0,4163.0,6532.0,7857.0,3379.0,4478.0,13755.0,6519.0,7236.0,7104.0,3662.0,3442.0,6651.0,2857.0,3794.0,1394.0,447.0,947.0,637.0,282.0,355.0,757.0,165.0,592.0
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,44113.0,20237.0,23876.0,13520.0,6811.0,6709.0,30593.0,13426.0,17167.0,10725.0,3973.0,6752.0,5039.0,1993.0,3046.0,5686.0,1980.0,3706.0,28540.0,13900.0,14640.0,7635.0,4461.0,3174.0,20905.0,9439.0,11466.0,4848.0,2364.0,2484.0,846.0,357.0,489.0,4002.0,2007.0,1995.0
14,Rockland County (North)--New City & Congers PUMA,36943.0,19192.0,17751.0,31873.0,16475.0,15398.0,5070.0,2717.0,2353.0,17303.0,7208.0,10095.0,15052.0,6694.0,8358.0,2251.0,514.0,1737.0,17193.0,10200.0,6993.0,15363.0,8838.0,6525.0,1830.0,1362.0,468.0,2447.0,1784.0,663.0,1458.0,943.0,515.0,989.0,841.0,148.0
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",50192.0,25148.0,25044.0,40506.0,20278.0,20228.0,9686.0,4870.0,4816.0,14498.0,6576.0,7922.0,12189.0,5135.0,7054.0,2309.0,1441.0,868.0,32088.0,16088.0,16000.0,26242.0,13846.0,12396.0,5846.0,2242.0,3604.0,3606.0,2484.0,1122.0,2075.0,1297.0,778.0,1531.0,1187.0,344.0
16,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,29112.0,14914.0,14198.0,9931.0,5120.0,4811.0,19181.0,9794.0,9387.0,17056.0,7341.0,9715.0,6859.0,2901.0,3958.0,10197.0,4440.0,5757.0,9837.0,6469.0,3368.0,2528.0,1816.0,712.0,7309.0,4653.0,2656.0,2219.0,1104.0,1115.0,544.0,403.0,141.0,1675.0,701.0,974.0
17,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,30469.0,15735.0,14734.0,13471.0,7040.0,6431.0,16998.0,8695.0,8303.0,11940.0,5506.0,6434.0,7094.0,3676.0,3418.0,4846.0,1830.0,3016.0,16574.0,9173.0,7401.0,5665.0,3118.0,2547.0,10909.0,6055.0,4854.0,1955.0,1056.0,899.0,712.0,246.0,466.0,1243.0,810.0,433.0
18,Tompkins County PUMA,38089.0,17762.0,20327.0,25522.0,11324.0,14198.0,12567.0,6438.0,6129.0,21189.0,8900.0,12289.0,13866.0,5180.0,8686.0,7323.0,3720.0,3603.0,15246.0,7795.0,7451.0,10631.0,5582.0,5049.0,4615.0,2213.0,2402.0,1654.0,1067.0,587.0,1025.0,562.0,463.0,629.0,505.0,124.0
19,Dutchess County (Southwest) PUMA,71916.0,36639.0,35277.0,49235.0,25585.0,23650.0,22681.0,11054.0,11627.0,26229.0,10704.0,15525.0,21335.0,9561.0,11774.0,4894.0,1143.0,3751.0,41246.0,23752.0,17494.0,25604.0,14660.0,10944.0,15642.0,9092.0,6550.0,4441.0,2183.0,2258.0,2296.0,1364.0,932.0,2145.0,819.0,1326.0
20,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,27878.0,14622.0,13256.0,14342.0,8068.0,6274.0,13536.0,6554.0,6982.0,10423.0,4705.0,5718.0,5797.0,2802.0,2995.0,4626.0,1903.0,2723.0,15570.0,8985.0,6585.0,7637.0,4709.0,2928.0,7933.0,4276.0,3657.0,1885.0,932.0,953.0,908.0,557.0,351.0,977.0,375.0,602.0
21,Westchester County (Northwest) PUMA,52386.0,24946.0,27440.0,40435.0,19645.0,20790.0,11951.0,5301.0,6650.0,31231.0,13197.0,18034.0,25795.0,11429.0,14366.0,5436.0,1768.0,3668.0,18988.0,11071.0,7917.0,13674.0,7799.0,5875.0,5314.0,3272.0,2042.0,2167.0,678.0,1489.0,966.0,417.0,549.0,1201.0,261.0,940.0
22,Albany County (Outside Albany City) PUMA,86897.0,41685.0,45212.0,65455.0,31773.0,33682.0,21442.0,9912.0,11530.0,36757.0,15283.0,21474.0,29895.0,12556.0,17339.0,6862.0,2727.0,4135.0,46624.0,24259.0,22365.0,33912.0,18027.0,15885.0,12712.0,6232.0,6480.0,3516.0,2143.0,1373.0,1648.0,1190.0,458.0,1868.0,953.0,915.0
23,Monroe County (South) PUMA,70566.0,33162.0,37404.0,55659.0,26145.0,29514.0,14907.0,7017.0,7890.0,43305.0,18947.0,24358.0,36317.0,16277.0,20040.0,6988.0,2670.0,4318.0,25808.0,13684.0,12124.0,18720.0,9612.0,9108.0,7088.0,4072.0,3016.0,1453.0,531.0,922.0,622.0,256.0,366.0,831.0,275.0,556.0
24,Jefferson & Lewis Counties PUMA,63572.0,32898.0,30674.0,42125.0,21126.0,20999.0,21447.0,11772.0,9675.0,15440.0,6741.0,8699.0,9995.0,4238.0,5757.0,5445.0,2503.0,2942.0,44439.0,23850.0,20589.0,29774.0,15083.0,14691.0,14665.0,8767.0,5898.0,3693.0,2307.0,1386.0,2356.0,1805.0,551.0,1337.0,502.0,835.0
25,"Chenango, Delaware & Broome (East) Counties PUMA",50590.0,25900.0,24690.0,39431.0,20387.0,19044.0,11159.0,5513.0,5646.0,9559.0,4528.0,5031.0,7798.0,3881.0,3917.0,1761.0,647.0,1114.0,35830.0,18159.0,17671.0,27203.0,13704.0,13499.0,8627.0,4455.0,4172.0,5201.0,3213.0,1988.0,4430.0,2802.0,1628.0,771.0,411.0,360.0
