,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
0,Total Geo,268757,154602,114155,82897.9766703751,96354.12424160102,64674.09399500679,150627,78957,71670,104230.76373425747,129946.69259217042,75900.18476349938,102373,63750,38623,56801.785011673,62968.75731764706,46622.759961680866,15757,11895,3862,48516.54058513676,52297.690626313575,36870.55929570171
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,6036,1663,4373,106776.44135188867,172044.13710162358,81955.91127372513,4327,1663,2664,135924.65911717125,172044.13710162358,113377.1021021021,960,0,960,33426.041666666664,0.0,33426.041666666664,749,0,749,32400.0,0.0,32400.0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,400,124,276,42705.0,55258.06451612903,37065.217391304344,96,0,96,30000.0,0.0,30000.0,304,124,180,46717.10526315789,55258.06451612903,40833.333333333336,0,0,0,#DIV/0!,0.0,0.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,3094,1972,1122,116706.61279896574,103029.54361054767,140745.0980392157,2481,1359,1122,138430.57638049175,136519.69094922737,140745.0980392157,248,248,0,54596.77419354839,54596.77419354839,0.0,365,365,0,11243.835616438357,11243.835616438357,0.0
4,Madison & Cortland Counties PUMA,199,107,92,50088.94472361809,48768.22429906542,51625.0,53,30,23,82169.81132075471,80000.0,85000.0,146,77,69,38443.150684931505,36600.0,40500.0,0,0,0,#DIV/0!,0.0,0.0
5,Ontario & Yates Counties PUMA,269,195,74,65734.83271375464,67956.66666666667,59880.0,269,195,74,65734.83271375464,67956.66666666667,59880.0,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0
6,Monroe County (Central)--Greece & Gates Towns PUMA,964,560,404,50268.67219917013,61714.28571428572,34403.46534653466,197,197,0,53527.918781725886,53527.918781725886,0.0,697,363,334,52186.51362984218,66157.02479338842,37002.99401197605,70,0,70,22000.0,0.0,22000.0
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,1875,1124,751,65317.76,68390.5693950178,60718.774966711055,538,385,153,86996.28252788103,103685.71428571429,45000.0,1337,739,598,56594.46522064323,50002.70635994587,64740.468227424746,0,0,0,#DIV/0!,0.0,0.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",258,159,99,48907.94573643411,63108.49056603773,26101.010101010103,79,43,36,58164.556962025315,65000.0,50000.0,66,31,35,58030.30303030303,110000.0,12000.0,113,85,28,37108.407079646015,45050.0,13000.0
9,NYC-Manhattan Community District 8--Upper East Side PUMA,6979,3283,3696,227947.80627597077,382704.73347547976,90483.7932900433,6628,3150,3478,236841.08931804466,397385.6,91437.06152961472,351,133,218,60014.24501424501,35000.0,75275.22935779816,0,0,0,#DIV/0!,0.0,0.0
10,Suffolk County (Southwest)--Islip Town (South) PUMA,396,159,237,32347.47474747475,65833.96226415095,9881.856540084389,114,53,61,59928.070175438595,90000.0,33800.0,235,59,176,21277.44680851064,80000.0,1592.0454545454545,47,47,0,20800.0,20800.0,0.0
11,Erie County (Northwest) PUMA,442,442,0,55110.85972850679,55110.85972850679,0.0,0,0,0,#DIV/0!,0.0,0.0,442,442,0,55110.85972850679,55110.85972850679,0.0,0,0,0,#DIV/0!,0.0,0.0
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",5866,3516,2350,67858.41271735425,75603.64874857794,56270.221276595745,2463,1084,1379,80303.6784409257,104044.1328413284,61641.85641769398,3403,2432,971,58850.863649720835,62927.05139802631,48641.50360453141,0,0,0,#DIV/0!,0.0,0.0
