,puma,Unemployment_BABS_score,FT_Work_BABS_score,Poverty_BABS_score,Working_Poor_BABS_score,Rent_Burden_BABS_score,Home_Ownership_BABS_score,Income_level_BABS_score,Overall_BABS_score,Unemployment_HS_score,FT_Work_HS_score,Poverty_HS_score,Working_Poor_HS_score,Rent_Burden_HS_score,Home_Ownership_HS_score,Income_level_HS_score,Overall_HS_score,Unemployment_BABS_grade,FT_Work_BABS_grade,Poverty_BABS_grade,Working_Poor_BABS_grade,Rent_Burden_BABS_grade,Home_Ownership_BABS_grade,Income_level_BABS_grade,Overall_BABS_grade,Unemployment_HS_grade,FT_Work_HS_grade,Poverty_HS_grade,Working_Poor_HS_grade,Income_level_HS_grade,Rent_Burden_HS_grade,Home_Ownership_HS_grade,Overall_HS_grade
0,Total Geo,-0.5105291161630516,-0.09923720461883945,0.029781204799823574,-0.7062665342057417,0.02902116608347148,-0.08850097619503366,-0.32846909069058416,-0.2391715072842794,0.011251604093304602,-0.128360793068339,-0.15900794711906432,-0.3181700510335299,-0.1216001541269581,-0.18658906062321487,-0.3834384524691984,-0.18370212204957143,C-,C,C,C-,C,C,C-,C,C,C,C,C-,C-,C,C,C
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,#DIV/0!,-0.20692011940132407,0.37222539681164546,0.8634066071600646,-0.45794430971532346,0.11492440270770546,-0.19118169571639368,#DIV/0!,#DIV/0!,-0.6649154869822065,0.25551882459058967,#DIV/0!,0.4473185532617286,#DIV/0!,2.600946234503639,#DIV/0!,#DIV!0,C,B-,B,C-,C,C,#DIV!0,#DIV!0,C-,B-,#DIV!0,A,B-,#DIV!0,#DIV!0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,#DIV/0!,0.8703223370676315,#DIV/0!,#DIV/0!,#DIV/0!,-0.18382066621094034,0.9489506584281266,#DIV/0!,#DIV/0!,-0.36040069588283463,#DIV/0!,#DIV/0!,#DIV/0!,0.15239149479898625,0.05254702724134568,#DIV/0!,#DIV!0,B,#DIV!0,#DIV!0,#DIV!0,C,B,#DIV!0,#DIV!0,C-,#DIV!0,#DIV!0,C,#DIV!0,C,#DIV!0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,0.05056481804586217,0.20795075536025376,-1.1197527536170964,#DIV/0!,0.10687305973278156,-0.25494928193777033,-0.2873843065055531,#DIV/0!,#DIV/0!,0.8141865789434355,-1.211937589297507,#DIV/0!,0.6483453389714409,0.2992363171792119,-0.1896369070438878,#DIV/0!,C,C,D,#DIV!0,C,C-,C-,#DIV!0,#DIV!0,B,D,#DIV!0,C,B-,B-,#DIV!0
4,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
5,Ontario & Yates Counties PUMA,#DIV/0!,-1.4497804090679454,#DIV/0!,#DIV/0!,#DIV/0!,0.09260886849503186,-0.37616291816222364,#DIV/0!,0.5079057373657002,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.8856711594368195,#DIV/0!,#DIV/0!,#DIV!0,D-,#DIV!0,#DIV!0,#DIV!0,C,C-,#DIV!0,B-,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,B,#DIV!0
6,Monroe County (Central)--Greece & Gates Towns PUMA,#DIV/0!,-0.8700599429139699,#DIV/0!,#DIV/0!,#DIV/0!,-0.670865808619951,-0.20558562275270267,#DIV/0!,#DIV/0!,-0.15178949972319083,#DIV/0!,#DIV/0!,#DIV/0!,-0.2388276282038847,-0.740402435659598,#DIV/0!,#DIV!0,D,#DIV!0,#DIV!0,#DIV!0,C-,C,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,C-,#DIV!0,C,#DIV!0
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,#DIV/0!,3.2006198010416154,#DIV/0!,#DIV/0!,#DIV/0!,-0.1385495306417917,-0.2070746829743565,#DIV/0!,#DIV/0!,0.008050502977913146,#DIV/0!,#DIV/0!,#DIV/0!,-0.09088090440062245,0.09676853672071153,#DIV/0!,#DIV!0,A,#DIV!0,#DIV!0,#DIV!0,C,C,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,C,#DIV!0,C,#DIV!0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14003568336192526,#DIV/0!,#DIV/0!,#DIV/0!,0.4930840932222331,0.19016855549174586,#DIV/0!,#DIV/0!,-0.057467816495700395,-0.8154964766255354,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,B-,C,#DIV!0,D,#DIV!0,C,#DIV!0
9,NYC-Manhattan Community District 8--Upper East Side PUMA,-0.4011688882047243,-0.14400076300803705,-0.4199750430295579,#DIV/0!,-0.008609935731330577,-0.5003811868018531,-0.4756293862736784,#DIV/0!,0.25396159972724874,-0.6828681142125783,0.7709768405771272,#DIV/0!,#DIV/0!,-0.3918270913082409,-0.3672452586952539,#DIV/0!,C-,C,C-,#DIV!0,C,C-,C-,#DIV!0,B-,C-,B,#DIV!0,C-,#DIV!0,C-,#DIV!0
10,Suffolk County (Southwest)--Islip Town (South) PUMA,#DIV/0!,1.2860640625401336,#DIV/0!,#DIV/0!,#DIV/0!,-0.14197212065146003,-0.2679989468616857,#DIV/0!,#DIV/0!,0.915238828442611,0.9629950254306718,#DIV/0!,#DIV/0!,0.11232436592133994,2.32303507762923,#DIV/0!,#DIV!0,A-,#DIV!0,#DIV!0,#DIV!0,C,C-,#DIV!0,#DIV!0,B,B,#DIV!0,A,#DIV!0,C,#DIV!0
11,Erie County (Northwest) PUMA,0.7705014057073987,#DIV/0!,0.9103028790357026,#DIV/0!,0.6204290553626999,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.35914316493280085,#DIV/0!,#DIV/0!,#DIV/0!,4.642904258469866,-0.18042536041108492,#DIV/0!,B,#DIV!0,B,#DIV!0,B-,#DIV!0,#DIV!0,#DIV!0,#DIV!0,B-,#DIV!0,#DIV!0,C,#DIV!0,A,#DIV!0
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",#DIV/0!,-0.05567436261925722,0.4802422522827302,-0.3360550882099512,#DIV/0!,-0.3348154950534584,-0.33717982772101424,#DIV/0!,0.1405338292485609,-0.05903450892912482,0.4037093960145333,0.576417871543,0.22545924300745865,0.2860508626799916,-0.08466207492339461,0.21263923123443212,#DIV!0,C,B-,C-,#DIV!0,C-,C-,#DIV!0,C,C,B-,B-,C,C,B-,C
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,#DIV/0!,-0.1567596347567265,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.5633736824034774,#DIV/0!,0.4319706578916749,8.881618218032036,0.47460025088701263,#DIV/0!,#DIV/0!,0.5413868084837478,-0.8387703994708736,#DIV/0!,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C-,#DIV!0,B-,A,B-,#DIV!0,D,#DIV!0,B-,#DIV!0
14,Rockland County (North)--New City & Congers PUMA,#DIV/0!,1.454151540615142,#DIV/0!,#DIV/0!,#DIV/0!,1.266275970663437,-0.19342857132861707,#DIV/0!,#DIV/0!,-0.27226935758806553,#DIV/0!,#DIV/0!,#DIV/0!,-0.04653579287882457,-1.288893146670246,#DIV/0!,#DIV!0,A-,#DIV!0,#DIV!0,#DIV!0,A-,C,#DIV!0,#DIV!0,C-,#DIV!0,#DIV!0,D-,#DIV!0,C,#DIV!0
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",#DIV/0!,-0.10622481422640809,#DIV/0!,#DIV/0!,#DIV/0!,-0.46028629687745193,0.13683310905046495,#DIV/0!,#DIV/0!,-0.15178949972319083,#DIV/0!,#DIV/0!,#DIV/0!,-0.779610496757909,-1.2276677363952953,#DIV/0!,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,C-,C,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,D,#DIV!0,D,#DIV!0
16,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,0.17769081839994944,-0.15975461770551472,0.16896992166862737,-0.41302129944884747,0.39707088739187796,0.8516348772606813,-0.2919725797976819,0.1043740011098703,#DIV/0!,-0.5993176884764989,-0.1304828493097759,#DIV/0!,-1.4804122995769096,-0.18154186063609182,-0.9024120331763086,#DIV/0!,C,C,C,C-,B-,B,C-,C,#DIV!0,C-,C,#DIV!0,D,D-,C,#DIV!0
17,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,0.2710742651887289,-0.12265653670860745,0.44563910392437556,0.01601720549330481,0.3383815763577032,0.5463151056721814,-0.32151752437308395,0.1676075993649432,0.0076669513737721625,-0.08575406049002375,0.18228773771422346,0.07883731161509452,0.29964808635305373,0.5301995277259359,0.006410962104979427,0.14561378805671937,B-,C,B-,C,B-,B-,C-,C,C,C,C,C,C,B-,B-,C
18,Tompkins County PUMA,#DIV/0!,-0.47708143912604856,0.5701435002776091,#DIV/0!,#DIV/0!,-0.05995894860231731,-0.25253441387000997,#DIV/0!,#DIV/0!,-0.698267994043695,#DIV/0!,#DIV/0!,#DIV/0!,-0.22130237847705503,-0.3162572915811056,#DIV/0!,#DIV!0,C-,B-,#DIV!0,#DIV!0,C,C-,#DIV!0,#DIV!0,C-,#DIV!0,#DIV!0,C-,#DIV!0,C,#DIV!0
19,Dutchess County (Southwest) PUMA,0.523492547724761,0.5152900963936198,#DIV/0!,#DIV/0!,#DIV/0!,-0.3219680903567245,0.21477053723460077,#DIV/0!,-0.791634992044039,0.6757419850543086,-1.7089177166352967,-0.6342890654725514,#DIV/0!,-0.11490859035745721,-0.24790794838553487,#DIV/0!,B-,B-,#DIV!0,#DIV!0,#DIV!0,C-,C,#DIV!0,D,B-,D-,C-,C,#DIV!0,C,#DIV!0
20,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,0.06635494233941759,-0.2809832317501496,-0.6588104926536958,-0.30301289822684807,0.17700100476460734,-0.07818413793846284,-0.3301420041783692,-0.20111097394907151,-0.034818120330975526,-0.279229053057989,-1.5361303026142,-0.7894381949931579,-0.6381250927754434,0.07763514703185276,-0.4203183877319976,-0.517203429210273,C,C-,C-,C-,C,C,C-,C,C,C-,D-,D,C-,C-,C,C-
21,Westchester County (Northwest) PUMA,-0.3803628336550619,-0.15721370010477603,0.9121700443924623,0.8634066071600646,0.6204290553626999,-0.10128031680116092,-0.29369639828010163,0.20906463686773233,#DIV/0!,-0.051513903653563065,#DIV/0!,#DIV/0!,#DIV/0!,-0.642623647039062,-1.085184912245242,#DIV/0!,C-,C,B,B,B-,C,C-,C,#DIV!0,C,#DIV!0,#DIV!0,D,#DIV!0,C-,#DIV!0
22,Albany County (Outside Albany City) PUMA,#DIV/0!,0.5573096377446188,0.6544760883077726,#DIV/0!,#DIV/0!,-0.11036846144074129,0.024053343740023974,#DIV/0!,#DIV/0!,-0.5009966093226161,-0.6465248751594739,0.9769364457443762,1.0785310710405256,-0.6918960665423036,0.0786523113365698,#DIV/0!,#DIV!0,B-,B-,#DIV!0,#DIV!0,C,C,#DIV!0,#DIV!0,C-,C-,B,C,B,C-,#DIV!0
23,Monroe County (South) PUMA,0.42706150522101055,-0.01795919114312611,#DIV/0!,#DIV/0!,#DIV/0!,-0.2091802260645864,-0.3209725564536557,#DIV/0!,#DIV/0!,-0.5806563180921083,#DIV/0!,#DIV/0!,#DIV/0!,-0.03296029548652865,3.8019587832815454,#DIV/0!,B-,C,#DIV!0,#DIV!0,#DIV!0,C,C-,#DIV!0,#DIV!0,C-,#DIV!0,#DIV!0,A,#DIV!0,C,#DIV!0
24,Jefferson & Lewis Counties PUMA,#DIV/0!,-0.49309270344826805,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.12636787858630769,#DIV/0!,#DIV/0!,-1.2451083946518287,#DIV/0!,#DIV/0!,#DIV/0!,-0.4081988436869302,2.515840421118574,#DIV/0!,#DIV!0,C-,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,D,#DIV!0,#DIV!0,A,#DIV!0,C-,#DIV!0
25,"Chenango, Delaware & Broome (East) Counties PUMA",0.7705014057073987,5.298416815558726,0.9121700443924623,#DIV/0!,0.6204290553626999,-0.670865808619951,-0.2693523394533729,#DIV/0!,#DIV/0!,-0.14289350779221133,1.1587292329773553,#DIV/0!,#DIV/0!,-0.308710123319439,-0.18884522717375488,#DIV/0!,B,A,B,#DIV!0,B-,C-,C-,#DIV!0,#DIV!0,C,B,#DIV!0,C,#DIV!0,C-,#DIV!0
26,Erie County (Central) PUMA,#DIV/0!,-0.10622481422640809,#DIV/0!,#DIV/0!,#DIV/0!,-0.48775868077996926,-0.1540311617007883,#DIV/0!,-0.7516111620396634,-0.29800857947406045,-0.7938837406917115,-2.224764077208693,#DIV/0!,-0.10337485754269364,-0.29225565057681746,#DIV/0!,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,C-,C,#DIV!0,D,C-,D,E,C-,#DIV!0,C,#DIV!0
27,St. Lawrence County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.6786354756398624,0.4044777553675594,#DIV/0!,1.0785310710405256,3.19916851279471,-0.4306187030871131,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,B-,B-,#DIV!0,C-,B,A,#DIV!0
