,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Owner_mf_t,Total_Owner_m,Total_Owner_f,Total_NotOwner_mf_t,Total_NotOwner_m,Total_NotOwner_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Owner_mf_t,BABS_Owner_m,BABS_Owner_f,BABS_NotOwner_mf_t,BABS_NotOwner_m,BABS_NotOwner_f,Total_HS,Total_HS_m,Total_HS_f,HS_Owner_mf_t,HS_Owner_m,HS_Owner_f,HS_NotOwner_mf_t,HS_NotOwner_m,HS_NotOwner_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Owner_mf_t,HSINC_Owner_m,HSINC_Owner_f,HSINC_NotOwner_mf_t,HSINC_NotOwner_m,HSINC_NotOwner_f
0,Total Geo,1183605.0,594046.0,589559.0,479954.0,233262.0,246692.0,703651.0,360784.0,342867.0,442959.0,212347.0,230612.0,218038.0,100910.0,117128.0,224921.0,111437.0,113484.0,562091.0,278435.0,283656.0,207947.0,100980.0,106967.0,354144.0,177455.0,176689.0,178555.0,103264.0,75291.0,53969.0,31372.0,22597.0,124586.0,71892.0,52694.0
1,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",8159.0,2762.0,5397.0,1534.0,487.0,1047.0,6625.0,2275.0,4350.0,6773.0,2762.0,4011.0,1534.0,487.0,1047.0,5239.0,2275.0,2964.0,1055.0,0.0,1055.0,0.0,0.0,0.0,1055.0,0.0,1055.0,331.0,0.0,331.0,0.0,0.0,0.0,331.0,0.0,331.0
2,Tompkins County PUMA,5099.0,1957.0,3142.0,1320.0,246.0,1074.0,3779.0,1711.0,2068.0,3868.0,1210.0,2658.0,1072.0,171.0,901.0,2796.0,1039.0,1757.0,1231.0,747.0,484.0,248.0,75.0,173.0,983.0,672.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,13597.0,6166.0,7431.0,5376.0,2500.0,2876.0,8221.0,3666.0,4555.0,4032.0,1468.0,2564.0,1813.0,656.0,1157.0,2219.0,812.0,1407.0,7562.0,3645.0,3917.0,2846.0,1417.0,1429.0,4716.0,2228.0,2488.0,2003.0,1053.0,950.0,717.0,427.0,290.0,1286.0,626.0,660.0
4,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",42140.0,19872.0,22268.0,19537.0,8632.0,10905.0,22603.0,11240.0,11363.0,14135.0,6868.0,7267.0,8666.0,4366.0,4300.0,5469.0,2502.0,2967.0,24252.0,11341.0,12911.0,8999.0,3499.0,5500.0,15253.0,7842.0,7411.0,3753.0,1663.0,2090.0,1872.0,767.0,1105.0,1881.0,896.0,985.0
5,Madison & Cortland Counties PUMA,82.0,39.0,43.0,43.0,0.0,43.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,39.0,43.0,43.0,0.0,43.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,15532.0,7389.0,8143.0,4236.0,2207.0,2029.0,11296.0,5182.0,6114.0,2439.0,1108.0,1331.0,1026.0,381.0,645.0,1413.0,727.0,686.0,9617.0,3931.0,5686.0,1953.0,1075.0,878.0,7664.0,2856.0,4808.0,3476.0,2350.0,1126.0,1257.0,751.0,506.0,2219.0,1599.0,620.0
7,Dutchess County (Southwest) PUMA,7824.0,4065.0,3759.0,4899.0,2154.0,2745.0,2925.0,1911.0,1014.0,4266.0,1960.0,2306.0,3270.0,1312.0,1958.0,996.0,648.0,348.0,2561.0,1433.0,1128.0,1223.0,761.0,462.0,1338.0,672.0,666.0,997.0,672.0,325.0,406.0,81.0,325.0,591.0,591.0,0.0
8,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",17417.0,7690.0,9727.0,1671.0,606.0,1065.0,15746.0,7084.0,8662.0,2701.0,1005.0,1696.0,522.0,102.0,420.0,2179.0,903.0,1276.0,11714.0,5196.0,6518.0,947.0,459.0,488.0,10767.0,4737.0,6030.0,3002.0,1489.0,1513.0,202.0,45.0,157.0,2800.0,1444.0,1356.0
9,Dutchess County (North & East) PUMA,3652.0,1652.0,2000.0,1857.0,499.0,1358.0,1795.0,1153.0,642.0,937.0,185.0,752.0,816.0,165.0,651.0,121.0,20.0,101.0,1931.0,911.0,1020.0,960.0,253.0,707.0,971.0,658.0,313.0,784.0,556.0,228.0,81.0,81.0,0.0,703.0,475.0,228.0
10,Erie County (Central) PUMA,1313.0,993.0,320.0,856.0,609.0,247.0,457.0,384.0,73.0,747.0,515.0,232.0,402.0,243.0,159.0,345.0,272.0,73.0,454.0,366.0,88.0,454.0,366.0,88.0,0.0,0.0,0.0,112.0,112.0,0.0,0.0,0.0,0.0,112.0,112.0,0.0
