,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Emp_mf_t,Total_emp_m,Total_emp_f,Total_UnEmp_mf_t,Total_UnEmp_m,Total_UnEmp_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Emp_mf_t,BABS_emp_m,BABS_emp_f,BABS_UnEmp_mf_t,BABS_UnEmp_m,BABS_UnEmp_f,Total_HS,Total_HS_m,Total_HS_f,HS_Emp_mf_t,HS_emp_m,HS_emp_f,HS_UnEmp_mf_t,HS_UnEmp_m,HS_UnEmp_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Emp_mf_t,HSINC_emp_m,HSINC_emp_f,HSINC_UnEmp_mf_t,HSINC_UnEmp_m,HSINC_UnEmp_f
0,Total Geo,977227,528060,449167,924712,502180,422532,52515,25880,26635,375940,190100,185840,359644,182411,177233,16296,7689,8607,463552,249303,214249,434912,234486,200426,28640,14817,13823,137735,88657,49078,130156,85283,44873,7579,3374,4205
1,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",5582,1643,3939,5582,1643,3939,0,0,0,4866,1643,3223,4866,1643,3223,0,0,0,716,0,716,716,0,716,0,0,0,0,0,0,0,0,0,0,0,0
2,Tompkins County PUMA,1654,966,688,1654,966,688,0,0,0,1270,615,655,1270,615,655,0,0,0,384,351,33,384,351,33,0,0,0,0,0,0,0,0,0,0,0,0
3,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,12262,5841,6421,11046,5689,5357,1216,152,1064,3553,1468,2085,3085,1409,1676,468,59,409,6849,3320,3529,6101,3227,2874,748,93,655,1860,1053,807,1860,1053,807,0,0,0
4,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",33236,18202,15034,32338,17969,14369,898,233,665,12858,6897,5961,12460,6718,5742,398,179,219,18243,10249,7994,17743,10195,7548,500,54,446,2135,1056,1079,2135,1056,1079,0,0,0
5,Madison & Cortland Counties PUMA,82,39,43,82,39,43,0,0,0,0,0,0,0,0,0,0,0,0,82,39,43,82,39,43,0,0,0,0,0,0,0,0,0,0,0,0
6,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,11443,5935,5508,11391,5935,5456,52,0,52,1977,646,1331,1925,646,1279,52,0,52,6935,3223,3712,6935,3223,3712,0,0,0,2531,2066,465,2531,2066,465,0,0,0
7,Dutchess County (Southwest) PUMA,6476,3894,2582,6441,3859,2582,35,35,0,3542,1849,1693,3542,1849,1693,0,0,0,2175,1373,802,2140,1338,802,35,35,0,759,672,87,759,672,87,0,0,0
8,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",13355,6544,6811,12098,6134,5964,1257,410,847,2088,817,1271,2036,765,1271,52,52,0,8831,4568,4263,8044,4401,3643,787,167,620,2436,1159,1277,2018,968,1050,418,191,227
9,Dutchess County (North & East) PUMA,3364,1676,1688,3106,1418,1688,258,258,0,795,185,610,795,185,610,0,0,0,1785,935,850,1527,677,850,258,258,0,784,556,228,784,556,228,0,0,0
10,Erie County (Central) PUMA,1064,903,161,882,721,161,182,182,0,498,425,73,316,243,73,182,182,0,454,366,88,454,366,88,0,0,0,112,112,0,112,112,0,0,0,0
11,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,7694,4092,3602,7123,3673,3450,571,419,152,1545,363,1182,1369,187,1182,176,176,0,4157,2351,1806,4157,2351,1806,0,0,0,1992,1378,614,1597,1135,462,395,243,152
12,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",182,85,97,182,85,97,0,0,0,150,64,86,150,64,86,0,0,0,19,8,11,19,8,11,0,0,0,13,13,0,13,13,0,0,0,0
13,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,15446,9314,6132,14462,8926,5536,984,388,596,4887,2836,2051,4476,2620,1856,411,216,195,6847,4177,2670,6426,4005,2421,421,172,249,3712,2301,1411,3560,2301,1259,152,0,152
14,Westchester County (Northeast) PUMA,6374,2914,3460,6220,2829,3391,154,85,69,3021,997,2024,2867,912,1955,154,85,69,2164,728,1436,2164,728,1436,0,0,0,1189,1189,0,1189,1189,0,0,0,0
15,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,8215,5239,2976,7706,4842,2864,509,397,112,4788,3158,1630,4722,3158,1564,66,0,66,1998,983,1015,1998,983,1015,0,0,0,1429,1098,331,986,701,285,443,397,46
16,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,548,203,345,451,149,302,97,54,43,18,0,18,18,0,18,0,0,0,291,159,132,237,105,132,54,54,0,239,44,195,196,44,152,43,0,43
17,Nassau County (Central)--Hempstead Town (East Central) PUMA,1768,700,1068,1633,565,1068,135,135,0,701,317,384,701,317,384,0,0,0,547,383,164,412,248,164,135,135,0,520,0,520,520,0,520,0,0,0
18,Niagara County (North & East) PUMA,269,125,144,213,125,88,56,0,56,0,0,0,0,0,0,0,0,0,144,0,144,88,0,88,56,0,56,125,125,0,125,125,0,0,0,0
19,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",21063,12284,8779,20270,11731,8539,793,553,240,7203,3905,3298,6996,3748,3248,207,157,50,12204,7229,4975,11618,6833,4785,586,396,190,1656,1150,506,1656,1150,506,0,0,0
20,"Chenango, Delaware & Broome (East) Counties PUMA",750,383,367,750,383,367,0,0,0,605,383,222,605,383,222,0,0,0,145,0,145,145,0,145,0,0,0,0,0,0,0,0,0,0,0,0
21,Oswego County PUMA,423,423,0,324,324,0,99,99,0,33,33,0,33,33,0,0,0,0,390,390,0,291,291,0,99,99,0,0,0,0,0,0,0,0,0,0
22,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",5838,2690,3148,5021,2072,2949,817,618,199,1658,405,1253,1541,288,1253,117,117,0,3035,1317,1718,2335,816,1519,700,501,199,1145,968,177,1145,968,177,0,0,0
23,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,7934,4398,3536,7113,3971,3142,821,427,394,2591,1502,1089,2340,1383,957,251,119,132,4608,2213,2395,4125,1992,2133,483,221,262,735,683,52,648,596,52,87,87,0
24,Ontario & Yates Counties PUMA,898,250,648,898,250,648,0,0,0,121,0,121,121,0,121,0,0,0,777,250,527,777,250,527,0,0,0,0,0,0,0,0,0,0,0,0
25,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",9801,4101,5700,9727,4101,5626,74,0,74,4257,1550,2707,4257,1550,2707,0,0,0,4275,2103,2172,4201,2103,2098,74,0,74,1269,448,821,1269,448,821,0,0,0
26,Erie County (Northwest) PUMA,1270,732,538,1270,732,538,0,0,0,354,126,228,354,126,228,0,0,0,916,606,310,916,606,310,0,0,0,0,0,0,0,0,0,0,0,0
27,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,13224,7661,5563,12442,6879,5563,782,782,0,4048,1791,2257,3968,1711,2257,80,80,0,6382,4051,2331,5680,3349,2331,702,702,0,2794,1819,975,2794,1819,975,0,0,0
28,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",7330,3885,3445,7034,3589,3445,296,296,0,2080,1373,707,2080,1373,707,0,0,0,4261,1946,2315,3965,1650,2315,296,296,0,989,566,423,989,566,423,0,0,0
29,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",8478,4152,4326,8204,3878,4326,274,274,0,6654,3062,3592,6380,2788,3592,274,274,0,792,181,611,792,181,611,0,0,0,1032,909,123,1032,909,123,0,0,0
30,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",15637,7670,7967,14364,7204,7160,1273,466,807,4588,2357,2231,4519,2288,2231,69,69,0,8371,4441,3930,7404,4112,3292,967,329,638,2678,872,1806,2441,804,1637,237,68,169
31,NYC-Queens Community District 1--Astoria & Long Island City PUMA,21132,12417,8715,19398,11486,7912,1734,931,803,9887,5209,4678,8868,4634,4234,1019,575,444,8288,5284,3004,7976,5170,2806,312,114,198,2957,1924,1033,2554,1682,872,403,242,161
32,Erie County (West Central)--Buffalo City (West) PUMA,3045,1813,1232,3005,1813,1192,40,0,40,1199,919,280,1199,919,280,0,0,0,1286,707,579,1246,707,539,40,0,40,560,187,373,560,187,373,0,0,0
33,Schenectady County--Schenectady City PUMA,1942,1352,590,1942,1352,590,0,0,0,895,579,316,895,579,316,0,0,0,373,185,188,373,185,188,0,0,0,674,588,86,674,588,86,0,0,0
34,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,5211,2506,2705,4947,2451,2496,264,55,209,2899,976,1923,2707,921,1786,192,55,137,2007,1530,477,1935,1530,405,72,0,72,305,0,305,305,0,305,0,0,0
35,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",37,37,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0
36,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,5146,2594,2552,5037,2485,2552,109,109,0,2437,1001,1436,2328,892,1436,109,109,0,2162,1299,863,2162,1299,863,0,0,0,547,294,253,547,294,253,0,0,0
37,Suffolk County (Northwest)--Huntington Town (North) PUMA,4926,3373,1553,4715,3162,1553,211,211,0,1208,1082,126,1105,979,126,103,103,0,2050,715,1335,2050,715,1335,0,0,0,1668,1576,92,1560,1468,92,108,108,0
38,Erie County (Northeast) PUMA,406,209,197,406,209,197,0,0,0,298,209,89,298,209,89,0,0,0,108,0,108,108,0,108,0,0,0,0,0,0,0,0,0,0,0,0
39,Monroe County (North & West) PUMA,385,163,222,385,163,222,0,0,0,222,0,222,222,0,222,0,0,0,163,163,0,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Oneida County (Central)--Greater Utica & Rome Cities PUMA,2475,1480,995,2206,1309,897,269,171,98,767,513,254,767,513,254,0,0,0,1167,603,564,898,432,466,269,171,98,541,364,177,541,364,177,0,0,0
41,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",6696,4425,2271,6569,4298,2271,127,127,0,2170,1823,347,2170,1823,347,0,0,0,3223,1646,1577,3096,1519,1577,127,127,0,1303,956,347,1303,956,347,0,0,0
42,Erie County (West Central)--Buffalo City (East) PUMA,697,334,363,415,52,363,282,282,0,233,0,233,233,0,233,0,0,0,382,334,48,100,52,48,282,282,0,82,0,82,82,0,82,0,0,0
