,puma,Total_geo,Total_geo_m,Total_geo_f,Total_FT_mf_t,Total_FT_m,Total_FT_f,Total_PT_mf_t,Total_PT_m,Total_PT_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_FT_mf_t,BABS_FT_m,BABS_FT_f,BABS_PT_mf_t,BABS_PT_m,BABS_PT_f,Total_HS,Total_HS_m,Total_HS_f,HS_FT_mf_t,HS_FT_m,HS_FT_f,HS_PT_mf_t,HS_PT_m,HS_PT_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_FT_mf_t,HSINC_FT_m,HSINC_FT_f,HSINC_PT_mf_t,HSINC_PT_m,HSINC_PT_f
0,Total Geo,972745,525816,446929,813053,467831,345222,159692,57985,101707,376382,190609,185773,328046,174499,153547,48336,16110,32226,459534,246692,212842,374035,215761,158274,85499,30931,54568,136829,88515,48314,110972,77571,33401,25857,10944,14913
1,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",5582,1643,3939,5052,1643,3409,530,0,530,4866,1643,3223,4554,1643,2911,312,0,312,716,0,716,498,0,498,218,0,218,0,0,0,0,0,0,0,0,0
2,Tompkins County PUMA,1906,1106,800,1711,944,767,195,162,33,1522,755,767,1360,593,767,162,162,0,384,351,33,351,351,0,33,0,33,0,0,0,0,0,0,0,0,0
3,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,12077,5904,6173,9953,5405,4548,2124,499,1625,3469,1468,2001,2676,1245,1431,793,223,570,6748,3383,3365,5488,3107,2381,1260,276,984,1860,1053,807,1789,1053,736,71,0,71
4,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",33340,18259,15081,29284,16719,12565,4056,1540,2516,12696,6773,5923,11523,6597,4926,1173,176,997,18412,10333,8079,15809,9011,6798,2603,1322,1281,2232,1153,1079,1952,1111,841,280,42,238
5,Madison & Cortland Counties PUMA,82,39,43,82,39,43,0,0,0,0,0,0,0,0,0,0,0,0,82,39,43,82,39,43,0,0,0,0,0,0,0,0,0,0,0,0
6,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,11521,6002,5519,10253,5273,4980,1268,729,539,1925,646,1279,1829,646,1183,96,0,96,7065,3290,3775,6622,3290,3332,443,0,443,2531,2066,465,1802,1337,465,729,729,0
7,Dutchess County (Southwest) PUMA,7061,4355,2706,5362,3133,2229,1699,1222,477,3777,1960,1817,3341,1524,1817,436,436,0,2472,1670,802,1430,1018,412,1042,652,390,812,725,87,591,591,0,221,134,87
8,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",13073,6466,6607,10561,5923,4638,2512,543,1969,2358,765,1593,2004,708,1296,354,57,297,8506,4542,3964,7354,4332,3022,1152,210,942,2209,1159,1050,1203,883,320,1006,276,730
9,Dutchess County (North & East) PUMA,3297,1508,1789,2662,1275,1387,635,233,402,896,185,711,697,185,512,199,0,199,1617,767,850,1390,743,647,227,24,203,784,556,228,575,347,228,209,209,0
10,Erie County (Central) PUMA,1154,993,161,908,791,117,246,202,44,588,515,73,498,425,73,90,90,0,454,366,88,410,366,44,44,0,44,112,112,0,0,0,0,112,112,0
11,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,7586,4136,3450,5374,2943,2431,2212,1193,1019,1545,363,1182,1220,187,1033,325,176,149,4280,2474,1806,3269,2058,1211,1011,416,595,1761,1299,462,885,698,187,876,601,275
12,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",182,85,97,96,57,39,86,28,58,150,64,86,64,36,28,86,28,58,19,8,11,19,8,11,0,0,0,13,13,0,13,13,0,0,0,0
13,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,15836,9351,6485,13553,8411,5142,2283,940,1343,4880,2620,2260,4413,2542,1871,467,78,389,7324,4430,2894,6497,3904,2593,827,526,301,3632,2301,1331,2643,1965,678,989,336,653
14,Westchester County (Northeast) PUMA,6434,2914,3520,5870,2837,3033,564,77,487,2952,997,1955,2728,997,1731,224,0,224,2293,728,1565,1953,651,1302,340,77,263,1189,1189,0,1189,1189,0,0,0,0
15,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,8220,5239,2981,7148,5166,1982,1072,73,999,4793,3158,1635,4248,3085,1163,545,73,472,1998,983,1015,1517,983,534,481,0,481,1429,1098,331,1383,1098,285,46,0,46
16,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,612,310,302,530,228,302,82,82,0,18,0,18,18,0,18,0,0,0,398,266,132,316,184,132,82,82,0,196,44,152,196,44,152,0,0,0
17,Nassau County (Central)--Hempstead Town (East Central) PUMA,1633,565,1068,1465,565,900,168,0,168,701,317,384,587,317,270,114,0,114,412,248,164,358,248,110,54,0,54,520,0,520,520,0,520,0,0,0
18,Niagara County (North & East) PUMA,332,125,207,244,125,119,88,0,88,0,0,0,0,0,0,0,0,0,88,0,88,0,0,0,88,0,88,244,125,119,244,125,119,0,0,0
19,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",20872,12176,8696,18492,11097,7395,2380,1079,1301,7160,3837,3323,6699,3680,3019,461,157,304,12056,7189,4867,10425,6447,3978,1631,742,889,1656,1150,506,1368,970,398,288,180,108
20,"Chenango, Delaware & Broome (East) Counties PUMA",750,383,367,688,383,305,62,0,62,605,383,222,605,383,222,0,0,0,145,0,145,83,0,83,62,0,62,0,0,0,0,0,0,0,0,0
21,Oswego County PUMA,423,423,0,423,423,0,0,0,0,33,33,0,33,33,0,0,0,0,390,390,0,390,390,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",6037,2889,3148,5449,2577,2872,588,312,276,1541,288,1253,1541,288,1253,0,0,0,3250,1532,1718,2763,1321,1442,487,211,276,1246,1069,177,1145,968,177,101,101,0
23,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,7473,4279,3194,5953,3751,2202,1520,528,992,2340,1383,957,1840,1156,684,500,227,273,4398,2213,2185,3465,1999,1466,933,214,719,735,683,52,648,596,52,87,87,0
24,Ontario & Yates Counties PUMA,898,250,648,795,199,596,103,51,52,121,0,121,121,0,121,0,0,0,777,250,527,674,199,475,103,51,52,0,0,0,0,0,0,0,0,0
25,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",10131,4294,5837,8948,3978,4970,1183,316,867,4450,1743,2707,4306,1638,2668,144,105,39,4412,2103,2309,3672,1892,1780,740,211,529,1269,448,821,970,448,522,299,0,299
26,Erie County (Northwest) PUMA,1270,732,538,1136,732,404,134,0,134,354,126,228,220,126,94,134,0,134,916,606,310,916,606,310,0,0,0,0,0,0,0,0,0,0,0,0
27,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,12664,7049,5615,10544,6043,4501,2120,1006,1114,4048,1791,2257,3356,1328,2028,692,463,229,5822,3439,2383,4716,3018,1698,1106,421,685,2794,1819,975,2472,1697,775,322,122,200
28,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",7215,3770,3445,6243,3441,2802,972,329,643,2080,1373,707,1936,1373,563,144,0,144,4146,1831,2315,3552,1642,1910,594,189,405,989,566,423,755,426,329,234,140,94
29,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",8573,4146,4427,8099,4146,3953,474,0,474,6749,3056,3693,6619,3056,3563,130,0,130,792,181,611,448,181,267,344,0,344,1032,909,123,1032,909,123,0,0,0
30,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",15497,7653,7844,12768,7126,5642,2729,527,2202,4759,2528,2231,4532,2443,2089,227,85,142,7988,4253,3735,6678,3811,2867,1310,442,868,2750,872,1878,1558,872,686,1192,0,1192
31,NYC-Queens Community District 1--Astoria & Long Island City PUMA,20382,12205,8177,16414,10949,5465,3968,1256,2712,9586,5209,4377,8217,4717,3500,1369,492,877,8242,5314,2928,6002,4650,1352,2240,664,1576,2554,1682,872,2195,1582,613,359,100,259
