,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NRB_mf_t,Total_NRB_m,Total_NRB_f,Total_RB_mf_t,Total_RB_m,Total_RB_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NRB_mf_t,BABS_NRB_m,BABS_NRB_f,BABS_RB_mf_t,BABS_RB_m,BABS_RB_f,Total_HS,Total_HS_m,Total_HS_f,HS_NRB_mf_t,HS_NRB_m,HS_NRB_f,HS_RB_mf_t,HS_RB_m,HS_RB_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NRB_mf_t,HSINC_NRB_m,HSINC_NRB_f,HSINC_RB_mf_t,HSINC_RB_m,HSINC_RB_f
0,Total Geo,232458.0,109727.0,122731.0,178792.0,86655.0,92137.0,53666.0,23072.0,30594.0,42446.0,15308.0,27138.0,37872.0,13417.0,24455.0,4574.0,1891.0,2683.0,143394.0,70467.0,72927.0,109684.0,55070.0,54614.0,33710.0,15397.0,18313.0,46618.0,23952.0,22666.0,31236.0,18168.0,13068.0,15382.0,5784.0,9598.0
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",3923.0,1637.0,2286.0,3322.0,1036.0,2286.0,601.0,601.0,0.0,107.0,107.0,0.0,107.0,107.0,0.0,0.0,0.0,0.0,3491.0,1205.0,2286.0,3215.0,929.0,2286.0,276.0,276.0,0.0,325.0,325.0,0.0,0.0,0.0,0.0,325.0,325.0,0.0
2,Ulster County (East) PUMA,437.0,187.0,250.0,279.0,187.0,92.0,158.0,0.0,158.0,92.0,0.0,92.0,92.0,0.0,92.0,0.0,0.0,0.0,345.0,187.0,158.0,187.0,187.0,0.0,158.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Albany County (East Central)--Albany City PUMA,1996.0,767.0,1229.0,1956.0,767.0,1189.0,40.0,0.0,40.0,521.0,253.0,268.0,521.0,253.0,268.0,0.0,0.0,0.0,1426.0,514.0,912.0,1386.0,514.0,872.0,40.0,0.0,40.0,49.0,0.0,49.0,49.0,0.0,49.0,0.0,0.0,0.0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Ontario & Yates Counties PUMA,330.0,255.0,75.0,330.0,255.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,112.0,75.0,187.0,112.0,75.0,0.0,0.0,0.0,143.0,143.0,0.0,143.0,143.0,0.0,0.0,0.0,0.0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,390.0,390.0,0.0,390.0,390.0,0.0,0.0,0.0,0.0,390.0,390.0,0.0,390.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,3082.0,1148.0,1934.0,1469.0,479.0,990.0,1613.0,669.0,944.0,574.0,0.0,574.0,574.0,0.0,574.0,0.0,0.0,0.0,1890.0,981.0,909.0,728.0,312.0,416.0,1162.0,669.0,493.0,618.0,167.0,451.0,167.0,167.0,0.0,451.0,0.0,451.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",36.0,0.0,36.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,1118.0,855.0,263.0,976.0,855.0,121.0,142.0,0.0,142.0,121.0,0.0,121.0,121.0,0.0,121.0,0.0,0.0,0.0,997.0,855.0,142.0,855.0,855.0,0.0,142.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
