,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Owner_mf_t,Total_Owner_m,Total_Owner_f,Total_NotOwner_mf_t,Total_NotOwner_m,Total_NotOwner_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Owner_mf_t,BABS_Owner_m,BABS_Owner_f,BABS_NotOwner_mf_t,BABS_NotOwner_m,BABS_NotOwner_f,Total_HS,Total_HS_m,Total_HS_f,HS_Owner_mf_t,HS_Owner_m,HS_Owner_f,HS_NotOwner_mf_t,HS_NotOwner_m,HS_NotOwner_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Owner_mf_t,HSINC_Owner_m,HSINC_Owner_f,HSINC_NotOwner_mf_t,HSINC_NotOwner_m,HSINC_NotOwner_f
0,Total Geo,395962.0,197104.0,198858.0,153642.0,82731.0,70911.0,242320.0,114373.0,127947.0,89334.0,35591.0,53743.0,45436.0,19228.0,26208.0,43898.0,16363.0,27535.0,246470.0,128992.0,117478.0,96209.0,55637.0,40572.0,150261.0,73355.0,76906.0,60158.0,32521.0,27637.0,11997.0,7866.0,4131.0,48161.0,24655.0,23506.0
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",4362.0,1777.0,2585.0,377.0,140.0,237.0,3985.0,1637.0,2348.0,204.0,107.0,97.0,97.0,0.0,97.0,107.0,107.0,0.0,3833.0,1345.0,2488.0,280.0,140.0,140.0,3553.0,1205.0,2348.0,325.0,325.0,0.0,0.0,0.0,0.0,325.0,325.0,0.0
2,Ulster County (East) PUMA,1959.0,1193.0,766.0,1522.0,1006.0,516.0,437.0,187.0,250.0,248.0,85.0,163.0,156.0,85.0,71.0,92.0,0.0,92.0,1711.0,1108.0,603.0,1366.0,921.0,445.0,345.0,187.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Albany County (East Central)--Albany City PUMA,2415.0,851.0,1564.0,419.0,84.0,335.0,1996.0,767.0,1229.0,716.0,253.0,463.0,195.0,0.0,195.0,521.0,253.0,268.0,1650.0,598.0,1052.0,224.0,84.0,140.0,1426.0,514.0,912.0,49.0,0.0,49.0,0.0,0.0,0.0,49.0,0.0,49.0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Ontario & Yates Counties PUMA,1053.0,571.0,482.0,687.0,280.0,407.0,366.0,291.0,75.0,79.0,36.0,43.0,43.0,0.0,43.0,36.0,36.0,0.0,643.0,204.0,439.0,456.0,92.0,364.0,187.0,112.0,75.0,331.0,331.0,0.0,188.0,188.0,0.0,143.0,143.0,0.0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,1427.0,1205.0,222.0,1037.0,815.0,222.0,390.0,390.0,0.0,495.0,495.0,0.0,105.0,105.0,0.0,390.0,390.0,0.0,699.0,605.0,94.0,699.0,605.0,94.0,0.0,0.0,0.0,233.0,105.0,128.0,233.0,105.0,128.0,0.0,0.0,0.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,5609.0,2282.0,3327.0,2463.0,1070.0,1393.0,3146.0,1212.0,1934.0,2212.0,747.0,1465.0,1638.0,747.0,891.0,574.0,0.0,574.0,2717.0,1306.0,1411.0,763.0,261.0,502.0,1954.0,1045.0,909.0,680.0,229.0,451.0,62.0,62.0,0.0,618.0,167.0,451.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",511.0,263.0,248.0,475.0,263.0,212.0,36.0,0.0,36.0,18.0,0.0,18.0,18.0,0.0,18.0,0.0,0.0,0.0,493.0,263.0,230.0,457.0,263.0,194.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,2240.0,1414.0,826.0,1077.0,514.0,563.0,1163.0,900.0,263.0,454.0,0.0,454.0,333.0,0.0,333.0,121.0,0.0,121.0,1716.0,1414.0,302.0,674.0,514.0,160.0,1042.0,900.0,142.0,70.0,0.0,70.0,70.0,0.0,70.0,0.0,0.0,0.0
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",15123.0,5010.0,10113.0,1043.0,401.0,642.0,14080.0,4609.0,9471.0,1881.0,672.0,1209.0,40.0,0.0,40.0,1841.0,672.0,1169.0,9049.0,2980.0,6069.0,910.0,308.0,602.0,8139.0,2672.0,5467.0,4193.0,1358.0,2835.0,93.0,93.0,0.0,4100.0,1265.0,2835.0
11,Livingston & Wyoming Counties PUMA,308.0,53.0,255.0,0.0,0.0,0.0,308.0,53.0,255.0,53.0,53.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0,255.0,0.0,255.0,0.0,0.0,0.0,255.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,9755.0,3916.0,5839.0,310.0,255.0,55.0,9445.0,3661.0,5784.0,1131.0,111.0,1020.0,0.0,0.0,0.0,1131.0,111.0,1020.0,7437.0,3200.0,4237.0,310.0,255.0,55.0,7127.0,2945.0,4182.0,1187.0,605.0,582.0,0.0,0.0,0.0,1187.0,605.0,582.0
