,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Emp_mf_t,Total_emp_m,Total_emp_f,Total_UnEmp_mf_t,Total_UnEmp_m,Total_UnEmp_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Emp_mf_t,BABS_emp_m,BABS_emp_f,BABS_UnEmp_mf_t,BABS_UnEmp_m,BABS_UnEmp_f,Total_HS,Total_HS_m,Total_HS_f,HS_Emp_mf_t,HS_emp_m,HS_emp_f,HS_UnEmp_mf_t,HS_UnEmp_m,HS_UnEmp_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Emp_mf_t,HSINC_emp_m,HSINC_emp_f,HSINC_UnEmp_mf_t,HSINC_UnEmp_m,HSINC_UnEmp_f
0,Total Geo,288134,149788,138346,270446,139414,131032,17688,10374,7314,80170,31792,48378,78670,31029,47641,1500,763,737,179670,99691,79979,166767,91769,74998,12903,7922,4981,28294,18305,9989,25009,16616,8393,3285,1689,1596
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",1827,1204,623,1618,1189,429,209,15,194,204,107,97,204,107,97,0,0,0,1623,1097,526,1414,1082,332,209,15,194,0,0,0,0,0,0,0,0,0
2,Ulster County (East) PUMA,1844,1078,766,1773,1078,695,71,0,71,248,85,163,177,85,92,71,0,71,1596,993,603,1596,993,603,0,0,0,0,0,0,0,0,0,0,0,0
3,Albany County (East Central)--Albany City PUMA,2009,485,1524,1483,485,998,526,0,526,716,253,463,716,253,463,0,0,0,1244,232,1012,718,232,486,526,0,526,49,0,49,49,0,49,0,0,0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Ontario & Yates Counties PUMA,961,479,482,859,479,380,102,0,102,79,36,43,79,36,43,0,0,0,551,112,439,449,112,337,102,0,102,331,331,0,331,331,0,0,0,0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,1301,1128,173,1301,1128,173,0,0,0,495,495,0,495,495,0,0,0,0,701,528,173,701,528,173,0,0,0,105,105,0,105,105,0,0,0,0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,4032,1653,2379,3926,1653,2273,106,0,106,2050,747,1303,1944,747,1197,106,0,106,1920,844,1076,1920,844,1076,0,0,0,62,62,0,62,62,0,0,0,0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",296,66,230,296,66,230,0,0,0,0,0,0,0,0,0,0,0,0,296,66,230,296,66,230,0,0,0,0,0,0,0,0,0,0,0,0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,2084,1258,826,2084,1258,826,0,0,0,454,0,454,454,0,454,0,0,0,1560,1258,302,1560,1258,302,0,0,0,70,0,70,70,0,70,0,0,0
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",9023,3336,5687,8240,2831,5409,783,505,278,1845,672,1173,1845,672,1173,0,0,0,5707,2409,3298,5202,1904,3298,505,505,0,1471,255,1216,1193,255,938,278,0,278
11,Livingston & Wyoming Counties PUMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,5753,2067,3686,5561,1875,3686,192,192,0,1020,0,1020,1020,0,1020,0,0,0,3816,1569,2247,3624,1377,2247,192,192,0,917,498,419,917,498,419,0,0,0
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,1579,837,742,1528,837,691,51,0,51,344,59,285,344,59,285,0,0,0,950,544,406,950,544,406,0,0,0,285,234,51,234,234,0,51,0,51
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,579,496,83,579,496,83,0,0,0,107,24,83,107,24,83,0,0,0,407,407,0,407,407,0,0,0,0,65,65,0,65,65,0,0,0,0
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,510,240,270,510,240,270,0,0,0,207,0,207,207,0,207,0,0,0,303,240,63,303,240,63,0,0,0,0,0,0,0,0,0,0,0,0
16,Monroe County (Central)--Rochester City (East) PUMA,2964,1284,1680,2558,998,1560,406,286,120,504,290,214,418,204,214,86,86,0,1940,622,1318,1755,557,1198,185,65,120,520,372,148,385,237,148,135,135,0
17,Westchester County (Northwest) PUMA,2273,1355,918,2273,1355,918,0,0,0,562,322,240,562,322,240,0,0,0,1711,1033,678,1711,1033,678,0,0,0,0,0,0,0,0,0,0,0,0
18,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,1697,751,946,1607,661,946,90,90,0,119,0,119,119,0,119,0,0,0,1332,505,827,1242,415,827,90,90,0,246,246,0,246,246,0,0,0,0
19,Onondaga County (Central)--Syracuse City PUMA,948,525,423,860,437,423,88,88,0,45,45,0,45,45,0,0,0,0,903,480,423,815,392,423,88,88,0,0,0,0,0,0,0,0,0,0
20,Westchester County (Northeast) PUMA,814,408,406,814,408,406,0,0,0,654,408,246,654,408,246,0,0,0,160,0,160,160,0,160,0,0,0,0,0,0,0,0,0,0,0,0
21,Madison & Cortland Counties PUMA,187,121,66,187,121,66,0,0,0,66,0,66,66,0,66,0,0,0,121,121,0,121,121,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Erie County (West Central)--Buffalo City (West) PUMA,2287,1045,1242,2149,1045,1104,138,0,138,401,112,289,401,112,289,0,0,0,1651,807,844,1513,807,706,138,0,138,235,126,109,235,126,109,0,0,0
23,Monroe County (Central)--Rochester City (West) PUMA,1229,642,587,1229,642,587,0,0,0,125,125,0,125,125,0,0,0,0,885,352,533,885,352,533,0,0,0,219,165,54,219,165,54,0,0,0
24,Suffolk County (Central)--Islip Town (East) PUMA,1648,1270,378,1648,1270,378,0,0,0,1067,765,302,1067,765,302,0,0,0,581,505,76,581,505,76,0,0,0,0,0,0,0,0,0,0,0,0
25,Nassau County (Central)--Hempstead Town (East Central) PUMA,673,236,437,673,236,437,0,0,0,431,90,341,431,90,341,0,0,0,242,146,96,242,146,96,0,0,0,0,0,0,0,0,0,0,0,0
26,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",3907,1979,1928,3572,1829,1743,335,150,185,412,86,326,287,86,201,125,0,125,2944,1535,1409,2734,1385,1349,210,150,60,551,358,193,551,358,193,0,0,0
27,St. Lawrence County PUMA,88,67,21,51,30,21,37,37,0,8,8,0,8,8,0,0,0,0,80,59,21,43,22,21,37,37,0,0,0,0,0,0,0,0,0,0
28,Columbia & Greene Counties PUMA,532,214,318,532,214,318,0,0,0,109,34,75,109,34,75,0,0,0,423,180,243,423,180,243,0,0,0,0,0,0,0,0,0,0,0,0
