,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Owner_mf_t,Total_Owner_m,Total_Owner_f,Total_NotOwner_mf_t,Total_NotOwner_m,Total_NotOwner_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Owner_mf_t,BABS_Owner_m,BABS_Owner_f,BABS_NotOwner_mf_t,BABS_NotOwner_m,BABS_NotOwner_f,Total_HS,Total_HS_m,Total_HS_f,HS_Owner_mf_t,HS_Owner_m,HS_Owner_f,HS_NotOwner_mf_t,HS_NotOwner_m,HS_NotOwner_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Owner_mf_t,HSINC_Owner_m,HSINC_Owner_f,HSINC_NotOwner_mf_t,HSINC_NotOwner_m,HSINC_NotOwner_f
0,Total Geo,374754.0,183022.0,191732.0,201326.0,95303.0,106023.0,173428.0,87719.0,85709.0,199888.0,94716.0,105172.0,104032.0,48318.0,55714.0,95856.0,46398.0,49458.0,152606.0,76437.0,76169.0,86100.0,41879.0,44221.0,66506.0,34558.0,31948.0,22260.0,11869.0,10391.0,11194.0,5106.0,6088.0,11066.0,6763.0,4303.0
1,Monroe County (Central)--Rochester City (East) PUMA,652.0,138.0,514.0,106.0,68.0,38.0,546.0,70.0,476.0,197.0,0.0,197.0,38.0,0.0,38.0,159.0,0.0,159.0,358.0,138.0,220.0,68.0,68.0,0.0,290.0,70.0,220.0,97.0,0.0,97.0,0.0,0.0,0.0,97.0,0.0,97.0
2,NYC-Brooklyn Community District 4--Bushwick PUMA,2057.0,971.0,1086.0,213.0,135.0,78.0,1844.0,836.0,1008.0,999.0,542.0,457.0,135.0,135.0,0.0,864.0,407.0,457.0,867.0,238.0,629.0,78.0,0.0,78.0,789.0,238.0,551.0,191.0,191.0,0.0,0.0,0.0,0.0,191.0,191.0,0.0
3,NYC-Manhattan Community District 10--Central Harlem PUMA,1574.0,674.0,900.0,448.0,0.0,448.0,1126.0,674.0,452.0,1273.0,579.0,694.0,242.0,0.0,242.0,1031.0,579.0,452.0,301.0,95.0,206.0,206.0,0.0,206.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Ontario & Yates Counties PUMA,39.0,39.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Albany County (Outside Albany City) PUMA,1609.0,806.0,803.0,1547.0,806.0,741.0,62.0,0.0,62.0,702.0,459.0,243.0,640.0,459.0,181.0,62.0,0.0,62.0,755.0,279.0,476.0,755.0,279.0,476.0,0.0,0.0,0.0,152.0,68.0,84.0,152.0,68.0,84.0,0.0,0.0,0.0
6,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",653.0,355.0,298.0,653.0,355.0,298.0,0.0,0.0,0.0,63.0,35.0,28.0,63.0,35.0,28.0,0.0,0.0,0.0,499.0,283.0,216.0,499.0,283.0,216.0,0.0,0.0,0.0,91.0,37.0,54.0,91.0,37.0,54.0,0.0,0.0,0.0
7,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,15928.0,8166.0,7762.0,5185.0,2390.0,2795.0,10743.0,5776.0,4967.0,8031.0,3812.0,4219.0,2739.0,1036.0,1703.0,5292.0,2776.0,2516.0,6788.0,3764.0,3024.0,2235.0,1290.0,945.0,4553.0,2474.0,2079.0,1109.0,590.0,519.0,211.0,64.0,147.0,898.0,526.0,372.0
8,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",2325.0,1120.0,1205.0,1450.0,739.0,711.0,875.0,381.0,494.0,1168.0,670.0,498.0,903.0,540.0,363.0,265.0,130.0,135.0,1157.0,450.0,707.0,547.0,199.0,348.0,610.0,251.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Warren & Washington Counties PUMA,140.0,87.0,53.0,140.0,87.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,87.0,53.0,140.0,87.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
