,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NRB_mf_t,Total_NRB_m,Total_NRB_f,Total_RB_mf_t,Total_RB_m,Total_RB_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NRB_mf_t,BABS_NRB_m,BABS_NRB_f,BABS_RB_mf_t,BABS_RB_m,BABS_RB_f,Total_HS,Total_HS_m,Total_HS_f,HS_NRB_mf_t,HS_NRB_m,HS_NRB_f,HS_RB_mf_t,HS_RB_m,HS_RB_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NRB_mf_t,HSINC_NRB_m,HSINC_NRB_f,HSINC_RB_mf_t,HSINC_RB_m,HSINC_RB_f
0,Total Geo,162755.0,82626.0,80129.0,130454.0,65721.0,64733.0,32301.0,16905.0,15396.0,91563.0,44995.0,46568.0,78526.0,38800.0,39726.0,13037.0,6195.0,6842.0,60215.0,30899.0,29316.0,44599.0,22329.0,22270.0,15616.0,8570.0,7046.0,10977.0,6732.0,4245.0,7329.0,4592.0,2737.0,3648.0,2140.0,1508.0
1,Monroe County (Central)--Rochester City (East) PUMA,387.0,70.0,317.0,0.0,0.0,0.0,387.0,70.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,70.0,220.0,0.0,0.0,0.0,290.0,70.0,220.0,97.0,0.0,97.0,0.0,0.0,0.0,97.0,0.0,97.0
2,NYC-Brooklyn Community District 4--Bushwick PUMA,1844.0,836.0,1008.0,1844.0,836.0,1008.0,0.0,0.0,0.0,864.0,407.0,457.0,864.0,407.0,457.0,0.0,0.0,0.0,789.0,238.0,551.0,789.0,238.0,551.0,0.0,0.0,0.0,191.0,191.0,0.0,191.0,191.0,0.0,0.0,0.0,0.0
3,NYC-Manhattan Community District 10--Central Harlem PUMA,1126.0,674.0,452.0,1126.0,674.0,452.0,0.0,0.0,0.0,1031.0,579.0,452.0,1031.0,579.0,452.0,0.0,0.0,0.0,95.0,95.0,0.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Ontario & Yates Counties PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Albany County (Outside Albany City) PUMA,62.0,0.0,62.0,62.0,0.0,62.0,0.0,0.0,0.0,62.0,0.0,62.0,62.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,10427.0,5637.0,4790.0,6912.0,3637.0,3275.0,3515.0,2000.0,1515.0,5292.0,2776.0,2516.0,3770.0,1808.0,1962.0,1522.0,968.0,554.0,4237.0,2335.0,1902.0,2668.0,1439.0,1229.0,1569.0,896.0,673.0,898.0,526.0,372.0,474.0,390.0,84.0,424.0,136.0,288.0
8,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",875.0,381.0,494.0,740.0,381.0,359.0,135.0,0.0,135.0,265.0,130.0,135.0,130.0,130.0,0.0,135.0,0.0,135.0,610.0,251.0,359.0,610.0,251.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Warren & Washington Counties PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
