,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
0,Total Geo,813053,467831,345222,53963.44056414526,55215.32239206038,52266.940551297426,328046,174499,153547,78355.07477914683,82784.19926761757,73321.58148970673,374035,215761,158274,39519.2248746775,41371.84947233281,36993.704979971444,110972,77571,33401,30543.696644198535,31703.1866032409,27850.879195233676
1,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",5052,1643,3409,165838.45209817894,249721.01034692634,125410.45467879143,4554,1643,2911,175733.61001317523,249721.01034692634,133974.31810374442,498,0,498,75351.40562248995,0.0,75351.40562248995,0,0,0,#DIV/0!,0.0,0.0
2,Tompkins County PUMA,1711,944,767,48845.061367621274,69300.74152542373,23668.83963494133,1360,593,767,44502.5,71449.24114671163,23668.83963494133,351,351,0,65670.94017094017,65670.94017094017,0.0,0,0,0,#DIV/0!,0.0,0.0
3,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,9953,5405,4548,50733.627047121474,54823.42090656799,45873.175021987685,2676,1245,1431,86628.47533632287,114958.2329317269,61980.992313067785,5488,3107,2381,40888.44752186589,39843.38590280013,42252.16295674087,1789,1053,736,27243.258803801007,27924.20702754036,26269.021739130436
4,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",29284,16719,12565,52956.109479579296,57979.01608947904,46272.62554715479,11523,6597,4926,66957.41386791634,75600.59117780809,55382.29395046691,15809,9011,6798,45838.16876462774,48845.17478637221,41852.271256251835,1952,1111,841,27951.239754098362,27425.922592259227,28645.208085612365
5,Madison & Cortland Counties PUMA,82,39,43,17253.658536585364,3200.0,30000.0,0,0,0,#DIV/0!,0.0,0.0,82,39,43,17253.658536585364,3200.0,30000.0,0,0,0,#DIV/0!,0.0,0.0
6,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,10253,5273,4980,37126.57466107481,39549.40261710601,34561.198795180724,1829,646,1183,61384.62001093494,79519.19504643962,51481.88503803888,6622,3290,3332,32240.81848384174,34331.00303951368,30176.98079231693,1802,1337,465,30459.267480577135,33078.23485415109,22929.032258064515
7,Dutchess County (Southwest) PUMA,5362,3133,2229,83824.86758672138,82381.44909032875,85853.68326603858,3341,1524,1817,114563.35228973361,136891.99475065616,95835.31095211887,1430,1018,412,38345.79020979021,36934.55795677799,41832.76699029126,591,591,0,20098.646362098138,20098.646362098138,0.0
8,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",10561,5923,4638,33918.54843291355,32808.811413135234,35335.7481673135,2004,708,1296,39762.5748502994,44326.27118644068,37269.444444444445,7354,4332,3022,34487.32526516182,33450.782548476454,35973.19655857048,1203,883,320,20706.400665004156,20424.462061155155,21484.375
9,Dutchess County (North & East) PUMA,2662,1275,1387,43470.788880540946,41669.80392156863,45126.34462869503,697,185,512,74375.89670014346,105059.45945945945,63289.0625,1390,743,647,33390.21582733813,31974.42799461642,35016.0741885626,575,347,228,30377.11304347826,28634.00576368876,33030.0
10,Erie County (Central) PUMA,908,791,117,52193.711453744494,56888.609355246525,20452.991452991453,498,425,73,54562.14859437751,61357.529411764706,15000.0,410,366,44,49316.92682926829,51699.28961748634,29500.0,0,0,0,#DIV/0!,0.0,0.0
11,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,5374,2943,2431,54590.16189058429,53698.24328916072,55669.93006993007,1220,187,1033,69447.62295081967,71061.49732620321,69155.46950629236,3269,2058,1211,50166.14561027837,52056.42857142857,46953.757225433525,885,698,187,50450.056497175145,53887.249283667625,37620.32085561498
12,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",96,57,39,51672.5,43783.508771929824,63202.5641025641,64,36,28,49373.4375,52000.0,45996.42857142857,19,8,11,83126.31578947368,50300.0,107000.0,13,13,0,17020.0,17020.0,0.0
13,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,13553,8411,5142,47590.23242086623,42705.40958268934,55580.55620381175,4413,2542,1871,88367.48243825062,72566.87647521637,109834.68733297702,6497,3904,2593,28125.7995998153,31609.784836065573,22880.339375241034,2643,1965,678,27352.024214907302,26119.898218829516,30923.008849557522
14,Westchester County (Northeast) PUMA,5870,2837,3033,56902.11243611584,67950.44060627423,46567.754698318495,2728,997,1731,77826.50293255132,121258.77632898696,52810.91854419411,1953,651,1302,44052.07373271889,55621.198156682025,38267.511520737324,1189,1189,0,30000.84104289319,30000.84104289319,0.0
15,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,7148,5166,1982,73429.7006155568,81917.15060007742,51307.517658930374,4248,3085,1163,83546.61016949153,90518.86547811993,65051.848667239894,1517,983,534,84036.45352669743,112660.52899287894,31344.569288389514,1383,1098,285,30720.318148951555,30225.865209471765,32625.263157894737
16,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,530,228,302,17983.962264150945,11585.526315789473,22814.56953642384,18,0,18,17000.0,0.0,17000.0,316,184,132,14485.759493670887,4790.760869565217,28000.0,196,44,152,23714.285714285714,40000.0,19000.0
17,Nassau County (Central)--Hempstead Town (East Central) PUMA,1465,565,900,67763.14675767918,88206.19469026549,54929.455555555556,587,317,270,116367.46166950597,102500.0,132648.88888888888,358,248,110,57664.804469273746,69935.48387096774,30000.0,520,0,520,19848.673076923078,0.0,19848.673076923078
18,Niagara County (North & East) PUMA,244,125,119,28491.803278688523,48000.0,8000.0,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0,244,125,119,28491.803278688523,48000.0,8000.0
19,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",18492,11097,7395,46692.33290071382,46626.87212760205,46790.56389452333,6699,3680,3019,60586.53828929691,57586.385869565216,64243.56409407088,10425,6447,3978,39867.84652278177,43048.14642469366,34713.65007541478,1368,970,398,30660.16081871345,28834.123711340206,35110.5527638191
20,"Chenango, Delaware & Broome (East) Counties PUMA",688,383,305,60322.67441860465,42000.0,83331.14754098361,605,383,222,66952.06611570247,42000.0,110000.0,83,0,83,12000.0,0.0,12000.0,0,0,0,#DIV/0!,0.0,0.0
21,Oswego County PUMA,423,423,0,33840.59101654846,33840.59101654846,0.0,33,33,0,55000.0,55000.0,0.0,390,390,0,32050.17948717949,32050.17948717949,0.0,0,0,0,#DIV/0!,0.0,0.0
22,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",5449,2577,2872,45704.295467058175,33671.32324408227,56501.29038997214,1541,288,1253,85639.844256976,40444.444444444445,96027.93296089386,2763,1321,1442,30110.861382555195,35096.89629068887,25543.210818307907,1145,968,177,29585.498689956334,29710.743801652894,28900.542372881355
23,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,5953,3751,2202,48416.76801612632,50498.69368168488,44870.30881017257,1840,1156,684,70757.34782608696,71726.03806228374,69120.20467836257,3465,1999,1466,38801.47186147186,42599.74987493747,33622.23738062756,648,596,52,36395.67901234568,35819.463087248325,43000.0
24,Ontario & Yates Counties PUMA,795,199,596,20672.830188679247,13275.879396984925,23142.61744966443,121,0,121,60363.63636363636,0.0,60363.63636363636,674,199,475,13547.3293768546,13275.879396984925,13661.052631578947,0,0,0,#DIV/0!,0.0,0.0
25,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",8948,3978,4970,51825.888466696466,49275.11312217195,53867.535211267605,4306,1638,2668,63402.77519739898,57285.34798534799,67158.52698650675,3672,1892,1780,42898.06644880174,46497.885835095134,39071.74157303371,970,448,522,34230.927835051545,31716.51785714286,36388.88888888889
