,puma,BABS_FT_Work_Total,BABS_FT_Work_M,BABS_FT_Work_F,HS_FT_Work_Total,HS_FT_Work_M,HS_FT_Work_F,HSINC_FT_Work_Total,HSINC_FT_Work_M,HSINC_FT_Work_F
0,Total Geo,86.82653581857855,91.34756714971638,82.33192981696558,81.29496402877699,88.95778064124914,70.12048192771084,74.61849890999689,82.60627436421014,58.32228744555955
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",98.50511408339891,100.0,97.81734635267088,100.0,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!
2,Ulster County (East) PUMA,60.30927835051546,100.0,46.71280276816609,93.22033898305084,#DIV/0!,93.22033898305084,#DIV/0!,#DIV/0!,#DIV/0!
3,Albany County (East Central)--Albany City PUMA,60.9375,100.0,28.57142857142857,74.487895716946,100.0,69.48775055679288,#DIV/0!,#DIV/0!,#DIV/0!
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,100.0,100.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
5,Ontario & Yates Counties PUMA,100.0,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,87.62376237623762,100.0,39.577039274924466,100.0,100.0,100.0,0.0,#DIV/0!,0.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,61.242845461978746,100.0,26.738794435857805,91.66004765687053,100.0,77.94117647058823,100.0,100.0,#DIV/0!
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",100.0,100.0,100.0,76.80851063829788,78.22878228782287,74.87437185929649,#DIV/0!,#DIV/0!,#DIV/0!
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,87.52997601918466,83.11688311688312,100.0,87.82571550619393,100.0,77.64705882352942,0.0,0.0,0.0
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",100.0,100.0,#DIV/0!,100.0,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!
11,Livingston & Wyoming Counties PUMA,100.0,#DIV/0!,100.0,100.0,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,75.81446714522363,69.64448495897904,85.29411764705883,60.0,74.29906542056075,0.0,100.0,#DIV/0!,100.0
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,76.007326007326,100.0,71.58351409978309,91.20772946859903,100.0,74.65181058495823,#DIV/0!,#DIV/0!,#DIV/0!
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,64.6814404432133,69.25064599483204,59.40298507462687,100.0,100.0,100.0,100.0,#DIV/0!,100.0
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,66.50485436893204,92.20945083014048,43.23699421965318,69.32551319648094,90.79457364341084,36.40416047548291,77.45098039215686,#DIV/0!,77.45098039215686
16,Monroe County (Central)--Rochester City (East) PUMA,0.0,#DIV/0!,0.0,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
17,Westchester County (Northwest) PUMA,100.0,100.0,100.0,86.0128617363344,85.41666666666666,86.52694610778443,100.0,100.0,100.0
18,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,61.86612576064908,38.762214983713356,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
19,Onondaga County (Central)--Syracuse City PUMA,96.37681159420289,87.60330578512396,100.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
20,Westchester County (Northeast) PUMA,100.0,100.0,100.0,100.0,100.0,100.0,0.0,#DIV/0!,0.0
21,Madison & Cortland Counties PUMA,41.66666666666667,0.0,100.0,71.42857142857143,#DIV/0!,71.42857142857143,#DIV/0!,#DIV/0!,#DIV/0!
22,Erie County (West Central)--Buffalo City (West) PUMA,56.94444444444444,100.0,0.0,100.0,#DIV/0!,100.0,0.0,0.0,#DIV/0!
23,Monroe County (Central)--Rochester City (West) PUMA,72.30320699708454,55.39906103286385,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
24,Suffolk County (Central)--Islip Town (East) PUMA,71.52777777777779,100.0,42.25352112676056,100.0,#DIV/0!,100.0,#DIV/0!,#DIV/0!,#DIV/0!
25,Nassau County (Central)--Hempstead Town (East Central) PUMA,100.0,100.0,100.0,37.185929648241206,52.4822695035461,0.0,#DIV/0!,#DIV/0!,#DIV/0!
26,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",#DIV/0!,#DIV/0!,#DIV/0!,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
27,St. Lawrence County PUMA,46.026986506746624,30.63583815028902,100.0,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0
28,Columbia & Greene Counties PUMA,62.69430051813472,100.0,40.0,100.0,100.0,100.0,100.0,#DIV/0!,100.0
29,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,89.769820971867,93.01496792587312,86.3568215892054,84.61538461538461,100.0,57.18475073313783,#DIV/0!,#DIV/0!,#DIV/0!
30,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",85.97540711199734,94.53067257945307,78.98550724637681,79.48539638386649,100.0,55.09893455098934,100.0,100.0,#DIV/0!
