,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
0,Total Geo,864373,513028,351345,60575.12472277593,64526.245900808535,54805.764704208115,356823,188792,168031,88183.3544922833,99906.69217975337,75011.54471496331,394106,240403,153703,42804.22153430803,46059.70704192543,37712.39845676402,113444,83833,29611,35473.472814780864,37804.860854317514,28872.977947384417
1,Monroe County (Central)--Rochester City (East) PUMA,1269,981,288,59610.27580772262,62745.05606523955,48932.430555555555,616,507,109,80975.38961038961,84218.73767258383,65889.35779816513,566,474,92,37834.98233215548,39776.371308016875,27832.608695652172,87,0,87,50000.0,0.0,50000.0
2,NYC-Brooklyn Community District 4--Bushwick PUMA,7921,5119,2802,42584.206539578336,45515.43270169955,37229.12205567452,1876,761,1115,54721.21535181237,55293.03547963206,54330.941704035875,4311,3065,1246,44671.4683368128,51438.72756933116,28024.879614767255,1734,1293,441,24264.01384083045,25719.87625676721,19995.46485260771
3,NYC-Manhattan Community District 10--Central Harlem PUMA,11090,7499,3591,62698.58972046889,67754.08721162821,52141.31439710387,4278,3192,1086,83021.55212716223,75542.95112781954,105002.85451197054,4880,2873,2007,44506.983606557376,57472.32857640098,25947.22471350274,1932,1434,498,63647.5569358178,71015.89958158995,42430.28112449799
4,Ontario & Yates Counties PUMA,464,343,121,60322.41379310345,57721.86588921283,67694.21487603306,280,233,47,78916.42857142857,67200.0,137000.0,135,110,25,35303.7037037037,37645.454545454544,25000.0,49,0,49,23000.0,0.0,23000.0
5,Albany County (Outside Albany City) PUMA,4389,3014,1375,83548.41649578491,82503.18513603185,85839.56363636363,3491,2552,939,93017.9891148668,88444.51410658307,105447.71033013845,740,304,436,46059.45945945946,49572.36842105263,43610.091743119265,158,158,0,49900.0,49900.0,0.0
6,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",409,312,97,72301.95599022004,73530.1282051282,68351.54639175258,214,117,97,74077.10280373832,78823.93162393162,68351.54639175258,195,195,0,70353.84615384616,70353.84615384616,0.0,0,0,0,#DIV/0!,0.0,0.0
7,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,18569,11395,7174,55805.38208842695,55509.012724879336,56276.12768330081,8642,4983,3659,74275.27655635269,78669.93778848083,68290.41814703471,7455,4421,3034,40347.25687458082,36480.68310337028,45981.44363876071,2472,1991,481,37853.7216828479,39794.977398292314,29818.295218295218
8,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",6575,3558,3017,57523.37642585552,56173.97414277684,59114.749751408686,3152,1009,2143,77354.63197969543,92234.8860257681,70348.4834344377,1134,975,159,67334.21516754851,71791.79487179487,40000.0,2289,1574,715,25354.914809960683,23383.10038119441,29695.664335664336
9,Warren & Washington Counties PUMA,195,132,63,98102.56410256411,129704.54545454546,31888.88888888889,132,132,0,129704.54545454546,129704.54545454546,0.0,63,0,63,31888.88888888889,0.0,31888.88888888889,0,0,0,#DIV/0!,0.0,0.0
